col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,division
Deborah Canty,,,,,,,,,,,,,,,,,,,4,23,45,21,62,22,30,41,21,13,21,17,33,26,23,11,13,10,2,1,1,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,2,27,25,35,19,71,32,64,8,52,45,38,11,14,7,12,7,0,1,0,1,All
Rania Major,,,,,,,,,,,,,,,,,,,,,0,62,33,57,13,20,11,52,3,10,23,17,8,8,6,5,1,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,0,25,74,17,23,23,59,17,7,5,8,20,9,8,8,0,0,1,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,12,38,46,21,14,22,18,25,19,19,18,11,12,2,0,1,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,1,18,28,20,61,13,10,5,10,14,7,13,8,0,1,0,0,All
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,0,36,59,13,59,47,40,9,13,9,9,5,1,1,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,19,24,22,24,21,20,25,17,10,2,1,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,45,50,35,15,16,12,15,12,0,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,8,8,10,11,10,7,8,0,0,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,36,6,9,10,6,5,0,1,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43,10,6,8,8,9,0,1,1,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,3,13,2,8,1,0,1,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,17,6,7,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,5,10,1,1,1,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,10,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,1,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,351,275,103,82,74,48,2,0,0,293,287,217,196,180,174,167,147,141,136,135,134,128,128,123,122,115,115,106,97,92,91,64,51,50,47,33,3,2,2,1,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Matt Wolf,Marissa Brumbach,Jon Marshall,Bill Rice,Sherman Toppin,George Twardy,Betsy Wahl,Christian Dicicco,Crystal B Powell,Stella Tsai,Mark B Cohen,Shanese Johnson,Crystal B Powell,Danyl S Patterson,Deborah Cianfrani,Rania Major,Daniel R Sulman,Jennifer Schultz,Leon Goodman,Lucretia C Clemons,Terri M Booker,Vincent Melchiorre,Brian Mclaughlin,David Conroy,Deborah Canty,Lawrence J Bozzelli,Vikki Kristiansson,Vincent Furlong,Henry Mcgregor Sias,Mark J Moore,Zac Shaffer,John Macoretta,Wendi Barish,Bill Rice,Jon Marshall,Leonard Deutchman,Betsy Wahl,Matthew C Monroe,Christian Dicicco,Dawn M Tancredi,1
Matt Wolf,1,4,4,2,1,1,1,0,0,14,9,5,5,5,7,4,8,4,4,5,3,3,3,5,2,4,5,3,2,3,3,3,1,0,0,1,1,0,0,0,1
Marissa Brumbach,,1,2,0,3,0,0,0,0,6,5,9,3,5,7,5,2,4,3,4,4,2,2,3,3,4,3,4,3,1,2,2,3,1,0,0,0,0,0,0,1
Jon Marshall,,,0,2,0,0,0,0,0,5,7,3,4,5,2,3,2,3,4,1,2,2,2,2,4,3,1,1,1,1,3,2,2,1,2,1,0,1,0,0,1
Bill Rice,,,,0,0,1,0,0,0,3,4,0,4,2,1,2,1,3,1,0,2,2,1,0,1,0,0,0,1,2,1,1,1,0,1,0,0,1,0,0,1
Sherman Toppin,,,,,1,0,0,0,0,2,2,3,1,2,1,2,0,1,2,2,2,1,0,0,2,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0,1
George Twardy,,,,,,0,0,0,0,1,2,1,2,1,0,1,1,1,1,1,1,2,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1
Betsy Wahl,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,0,7,8,8,7,8,7,8,3,5,6,3,4,4,5,2,5,5,4,3,4,3,2,1,1,1,1,1,1,0,0,1
Mark B Cohen,,,,,,,,,,,0,4,5,4,3,7,3,4,5,1,5,4,4,2,3,4,3,3,5,5,3,4,3,2,2,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,1,6,7,7,4,4,4,3,6,5,5,4,4,5,3,3,3,1,2,3,0,3,2,1,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,0,7,3,5,5,3,3,3,5,4,1,3,2,0,1,1,1,3,3,1,1,1,2,0,0,1,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,0,4,4,6,3,3,5,4,5,1,5,4,1,1,2,0,0,4,0,3,0,1,1,0,1,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,,0,4,3,5,2,3,1,2,3,4,2,5,5,3,4,0,3,3,1,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,0,2,2,2,2,3,1,4,0,3,3,4,4,4,2,1,2,2,1,2,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,0,2,3,4,3,4,1,6,0,1,2,1,0,2,3,0,1,0,0,1,1,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,1,3,1,4,1,3,2,3,3,2,1,2,2,1,2,2,0,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,0,3,4,3,1,3,2,3,2,2,2,3,1,2,2,1,0,1,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,0,2,4,1,4,3,1,1,2,0,1,2,0,2,0,0,2,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,3,3,1,3,1,1,3,1,3,0,1,2,1,0,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,0,0,2,1,2,4,1,2,1,1,2,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,0,0,3,4,4,2,3,1,0,1,1,0,0,1,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,1,1,4,1,1,0,0,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,0,2,1,3,0,1,1,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,4,1,1,3,2,0,0,0,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,1,0,2,1,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,2,1,0,1,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,0,0,0,0,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,1,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,20,14,9,6,5,3,1,0,0,20,18,15,11,11,11,11,9,9,8,8,8,8,7,7,7,7,7,7,6,6,6,5,5,2,2,2,1,1,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,2
,Mark B Cohen,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Vincent Melchiorre,Zac Shaffer,Vincent Furlong,Daniel R Sulman,Lucretia C Clemons,Danyl S Patterson,Rania Major,David Conroy,Vikki Kristiansson,Crystal B Powell,Deborah Canty,Wendi Barish,Henry Mcgregor Sias,Brian Mclaughlin,John Macoretta,Leon Goodman,Bill Rice,Terri M Booker,Lawrence J Bozzelli,Jennifer Schultz,Jon Marshall,Leonard Deutchman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,Marissa Brumbach,Matt Wolf,Jon Marshall,Sherman Toppin,Bill Rice,George Twardy,Betsy Wahl,Christian Dicicco,Crystal B Powell,2
Mark B Cohen,3,5,7,6,5,4,9,2,2,3,5,1,4,4,4,4,5,4,4,2,4,2,2,0,1,1,0,0,0,0,0,6,7,3,2,4,2,0,0,0,2
Stella Tsai,,0,11,8,9,9,6,9,7,6,5,6,6,3,2,6,4,1,3,3,1,2,2,1,0,0,0,0,0,0,0,8,11,2,2,2,2,0,0,0,2
Deborah Cianfrani,,,0,9,7,7,7,5,5,4,5,3,4,3,3,4,5,3,4,1,1,3,2,1,0,0,0,0,0,0,0,10,7,3,0,3,1,0,0,0,2
Shanese Johnson,,,,0,8,7,5,6,6,5,5,5,2,4,3,1,2,3,2,2,2,2,1,0,1,0,0,0,0,0,0,9,9,3,0,2,2,0,0,0,2
Vincent Melchiorre,,,,,0,10,5,9,9,8,1,7,1,3,2,5,2,1,1,3,3,1,1,0,0,1,0,0,0,0,0,7,8,1,2,3,3,0,0,0,2
Zac Shaffer,,,,,,0,5,9,7,9,1,8,1,4,1,4,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,7,8,1,3,1,3,0,0,0,2
Vincent Furlong,,,,,,,0,3,2,3,3,2,4,3,3,3,5,4,4,2,4,1,3,0,1,1,0,0,0,0,0,5,7,1,1,3,2,0,0,0,2
Daniel R Sulman,,,,,,,,0,7,6,1,7,1,3,0,4,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,5,8,1,2,1,2,0,0,0,2
Lucretia C Clemons,,,,,,,,,0,6,2,7,1,4,3,4,1,0,1,2,1,1,0,1,0,1,0,0,0,0,0,5,6,1,2,1,2,0,0,0,2
Danyl S Patterson,,,,,,,,,,0,1,7,1,3,1,3,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,4,6,1,3,1,2,0,0,0,2
Rania Major,,,,,,,,,,,0,1,5,2,1,1,4,3,4,0,0,0,2,1,0,0,0,0,0,0,0,4,6,2,0,1,0,0,0,0,2
David Conroy,,,,,,,,,,,,0,1,3,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,1,3,0,2,0,0,0,2
Vikki Kristiansson,,,,,,,,,,,,,0,2,2,2,3,1,3,1,1,0,2,1,0,0,0,0,0,0,0,3,5,1,1,1,1,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,0,4,3,0,1,0,2,1,2,0,1,1,0,0,0,0,0,0,5,4,0,1,1,2,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,0,1,1,1,0,0,0,0,0,4,1,0,1,1,2,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,0,1,0,0,2,1,2,1,1,0,0,0,0,0,0,0,4,4,0,2,3,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,2,5,0,1,0,2,0,0,1,0,0,0,0,0,1,3,2,0,2,1,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,2,1,2,0,2,0,1,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,0,1,0,0,0,0,0,0,3,2,0,1,1,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,3,0,2,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,0,2,3,0,0,1,1,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,2,1,0,0,0,2
Matt Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
George Twardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,18,16,15,15,13,12,11,10,10,9,9,8,8,7,7,7,6,5,5,5,4,4,3,2,1,1,0,0,0,0,0,15,15,7,5,4,4,0,0,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Matt Wolf,Marissa Brumbach,Bill Rice,George Twardy,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,Sherman Toppin,Lucretia C Clemons,Brian Mclaughlin,Stella Tsai,Shanese Johnson,Daniel R Sulman,Deborah Cianfrani,Wendi Barish,Deborah Canty,Jennifer Schultz,Leon Goodman,Mark B Cohen,Vikki Kristiansson,Crystal B Powell,Danyl S Patterson,David Conroy,Leonard Deutchman,Mark J Moore,Rania Major,Vincent Furlong,Vincent Melchiorre,Bill Rice,Henry Mcgregor Sias,John Macoretta,Jon Marshall,Lawrence J Bozzelli,Terri M Booker,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Zac Shaffer,3
Matt Wolf,1,3,1,1,1,0,0,0,0,2,2,4,5,3,4,2,2,2,2,3,2,2,2,2,1,1,2,1,1,0,0,0,1,1,1,0,0,0,0,0,3
Marissa Brumbach,,2,0,1,0,0,0,0,0,3,1,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3
Bill Rice,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
George Twardy,,,,0,0,0,0,0,0,1,0,2,1,0,1,2,1,2,1,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
Jon Marshall,,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,3
Betsy Wahl,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Christian Dicicco,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sherman Toppin,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,1,4,3,2,1,1,1,0,1,1,0,2,1,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Stella Tsai,,,,,,,,,,,,1,4,2,2,2,1,2,1,1,3,1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,0,3,3,1,1,1,1,1,2,2,2,2,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,2,1,1,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,,,,,,0,2,2,2,2,2,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,0,3,3,2,2,2,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,0,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Vikki Kristiansson,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,11,9,2,2,1,0,0,0,0,8,7,6,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
