col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,division
Brian Mclaughlin,,,,,,,,,,,19,206,158,226,115,194,217,88,155,81,94,113,91,120,151,147,73,87,83,112,61,35,48,48,42,51,0,0,0,0,All
Stella Tsai,,,,,,,,,,,,2,182,240,175,143,230,152,166,197,165,156,142,151,118,123,164,80,105,113,46,47,27,21,30,27,0,1,0,0,All
David Conroy,,,,,,,,,,,,,18,199,316,115,94,258,196,112,83,64,143,49,59,58,122,59,46,34,38,32,46,42,38,35,1,0,0,0,All
Vincent Furlong,,,,,,,,,,,,,,14,171,153,171,124,189,121,89,80,132,110,119,119,104,58,89,98,44,30,41,19,23,34,0,0,0,0,All
Zac Shaffer,,,,,,,,,,,,,,,6,131,91,252,181,139,94,88,164,64,68,62,96,86,40,43,45,29,33,28,29,20,1,0,1,0,All
Mark B Cohen,,,,,,,,,,,,,,,,11,175,102,101,85,107,112,107,116,105,106,55,104,76,68,65,41,50,30,36,26,0,1,0,0,All
Deborah Cianfrani,,,,,,,,,,,,,,,,,0,123,114,109,147,137,59,146,132,135,62,47,94,96,41,53,34,21,40,22,0,1,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,1,114,119,108,81,89,63,24,29,106,44,67,17,17,66,39,26,39,19,0,1,0,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,6,106,75,68,128,41,76,58,101,54,49,32,46,27,33,21,33,27,0,0,1,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,4,144,150,112,80,52,43,117,72,63,40,34,51,25,18,14,19,0,1,0,0,All
Deborah Canty,,,,,,,,,,,,,,,,,,,,,1,166,67,99,54,52,93,62,72,44,38,57,27,30,29,25,0,0,1,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,2,72,85,63,47,83,78,61,38,52,56,31,33,20,29,0,0,1,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,2,47,37,42,85,66,21,38,39,20,22,23,16,24,0,0,1,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,1,96,96,41,53,94,83,27,32,23,15,15,13,0,0,0,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,2,138,29,58,45,86,43,13,24,23,11,16,0,0,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,4,28,51,49,94,36,13,17,20,12,18,0,0,0,0,All
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,54,28,19,38,16,30,22,21,0,0,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,40,53,26,29,35,26,22,0,0,1,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,11,39,15,13,14,12,0,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,8,19,13,12,12,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,24,15,23,14,0,0,1,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,25,13,19,0,1,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,19,20,0,1,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,28,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,771,576,337,193,129,98,1,0,0,556,552,529,526,506,501,451,439,408,379,328,307,301,300,270,263,262,254,214,208,188,127,115,106,96,92,88,1,1,1,0,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,Sherman Toppin,Brian Mclaughlin,Vincent Furlong,David Conroy,Zac Shaffer,Stella Tsai,Vikki Kristiansson,Crystal B Powell,Mark B Cohen,Lucretia C Clemons,Wendi Barish,Daniel R Sulman,Jennifer Schultz,Deborah Cianfrani,John Macoretta,Deborah Canty,Bill Rice,Rania Major,Vincent Melchiorre,Mark J Moore,Terri M Booker,Henry Mcgregor Sias,Leon Goodman,Lawrence J Bozzelli,Leonard Deutchman,Shanese Johnson,Jon Marshall,Danyl S Patterson,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Marissa Brumbach,0,9,7,4,0,0,0,0,0,18,12,9,9,13,13,8,9,10,8,5,8,6,3,8,1,5,5,4,5,3,2,2,2,2,2,1,0,0,0,0,1
Matt Wolf,,2,3,0,1,0,0,0,0,10,8,4,4,8,6,5,6,3,6,3,3,3,4,2,5,5,2,2,5,2,4,2,1,3,1,0,0,0,0,0,1
George Twardy,,,0,1,1,0,0,0,0,7,7,5,5,5,7,3,6,5,3,3,3,1,4,2,3,2,4,2,0,2,3,1,3,1,2,2,0,0,0,0,1
Jon Marshall,,,,0,1,0,0,0,0,3,4,2,4,4,6,2,1,1,0,2,3,1,2,2,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
Bill Rice,,,,,0,0,0,0,0,3,1,3,2,2,1,1,2,0,0,2,1,0,1,0,3,1,0,2,1,1,1,0,1,0,0,1,0,0,0,0,1
Betsy Wahl,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sherman Toppin,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,1,10,8,9,7,8,7,9,4,5,8,4,4,4,3,4,4,4,3,3,2,3,3,3,0,3,1,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,0,7,7,9,10,7,7,4,4,4,4,3,4,1,4,2,5,0,1,2,3,2,2,3,1,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,0,14,8,7,10,3,5,4,5,2,0,3,3,3,1,3,5,3,3,2,0,1,1,1,1,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,0,7,8,12,3,3,3,3,1,2,4,1,2,2,3,3,2,2,1,0,0,1,1,1,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,0,14,6,3,10,7,3,7,3,2,7,2,5,5,3,4,2,3,1,2,2,0,0,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,,,,,,0,5,5,8,8,5,6,2,4,5,2,3,5,2,2,1,1,0,2,3,2,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,1,1,4,3,1,2,3,1,2,1,4,3,1,2,0,2,1,0,1,0,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,,,0,3,2,4,3,1,4,2,5,2,3,3,2,1,2,1,3,1,1,2,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,0,5,2,5,3,1,6,0,4,6,2,3,1,2,1,2,1,1,1,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,0,3,5,2,0,4,2,4,2,0,3,1,1,0,0,2,1,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,0,2,1,2,1,4,0,3,2,1,2,1,0,3,0,2,2,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,0,3,0,7,2,4,1,2,2,1,2,0,2,2,0,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,2,1,0,2,1,0,2,0,1,0,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,2,1,3,1,2,1,2,1,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,3,3,1,1,0,1,1,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,2,3,0,2,1,1,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,0,3,1,0,2,0,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,2,0,1,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,1,0,0,1,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,31,20,12,6,4,0,0,0,0,29,21,20,20,19,19,18,15,11,11,10,10,9,9,8,7,7,7,6,6,5,5,4,4,4,3,2,0,0,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Bill Rice,Sherman Toppin,Betsy Wahl,Christian Dicicco,Crystal B Powell,Stella Tsai,Deborah Cianfrani,Brian Mclaughlin,David Conroy,Vincent Melchiorre,Mark B Cohen,Vikki Kristiansson,Vincent Furlong,Crystal B Powell,Zac Shaffer,Lucretia C Clemons,Wendi Barish,Deborah Canty,Jennifer Schultz,Lawrence J Bozzelli,Daniel R Sulman,John Macoretta,Henry Mcgregor Sias,Rania Major,Bill Rice,Shanese Johnson,Mark J Moore,Danyl S Patterson,Leon Goodman,Terri M Booker,Jon Marshall,Leonard Deutchman,Christian Dicicco,Betsy Wahl,Dawn M Tancredi,Matthew C Monroe,2
Marissa Brumbach,0,12,11,3,2,3,0,0,0,21,18,14,13,16,13,17,16,12,10,13,9,10,8,6,6,5,6,6,2,7,3,4,4,4,1,3,1,0,0,0,2
Matt Wolf,,0,2,3,2,0,0,0,0,11,10,13,10,7,11,8,6,6,7,2,3,3,6,7,3,7,5,6,5,4,3,2,5,3,3,2,1,0,0,0,2
George Twardy,,,0,2,1,0,0,0,0,11,6,5,7,7,4,10,8,2,4,9,5,2,2,2,5,2,3,3,2,3,1,1,0,1,0,1,0,0,0,0,2
Jon Marshall,,,,0,0,0,0,0,0,3,4,7,3,3,4,1,4,3,2,2,3,3,4,1,2,1,1,1,2,1,2,1,3,0,2,3,0,0,0,0,2
Bill Rice,,,,,0,1,0,0,0,0,3,3,3,3,4,2,2,3,1,1,3,1,2,2,1,1,2,1,4,0,1,0,0,1,1,1,0,0,0,0,2
Sherman Toppin,,,,,,0,0,0,0,2,3,1,1,1,0,2,0,3,0,3,2,3,2,0,0,0,0,1,1,1,2,0,0,2,1,0,0,0,0,0,2
Betsy Wahl,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stella Tsai,,,,,,,,,,1,16,8,11,12,7,17,13,10,10,12,8,6,6,3,5,4,5,6,3,6,2,4,1,4,2,2,1,0,0,0,2
Deborah Cianfrani,,,,,,,,,,,0,12,8,12,11,10,11,8,4,6,8,10,8,7,2,6,3,6,4,3,2,5,2,4,1,3,1,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,0,9,9,8,6,11,6,5,5,4,5,7,6,4,8,5,5,3,4,2,4,5,1,1,4,0,0,0,0,2
David Conroy,,,,,,,,,,,,,0,14,5,9,11,10,12,9,5,2,2,3,6,3,1,1,4,4,2,4,2,2,3,1,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,0,9,10,10,6,7,9,6,5,3,5,6,3,4,2,3,5,2,4,2,2,2,1,0,0,0,0,2
Mark B Cohen,,,,,,,,,,,,,,,1,6,9,4,1,3,5,4,5,6,6,5,5,3,5,1,0,0,3,1,1,2,1,0,0,0,2
Vikki Kristiansson,,,,,,,,,,,,,,,,0,8,5,5,10,6,4,6,3,5,4,6,7,3,4,2,1,2,3,2,1,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,0,7,7,8,7,5,4,4,4,5,3,5,2,4,1,2,3,1,0,3,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,0,8,5,7,5,5,0,2,0,1,2,4,5,2,2,2,5,2,1,1,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,,,,0,4,4,2,2,3,4,2,2,0,1,2,1,2,2,0,1,2,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,0,5,4,4,0,5,0,2,1,1,2,3,2,0,2,2,1,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,0,5,5,2,3,1,2,2,4,3,1,1,0,3,0,1,1,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,,,,,,,,,0,7,4,2,2,1,3,1,1,2,0,2,2,0,2,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,0,3,4,2,2,2,3,1,1,0,3,2,2,3,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,0,2,7,5,2,1,0,0,0,1,0,0,1,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,2,0,0,0,1,0,1,1,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,0,0,0,1,0,0,1,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,0,1,0,0,0,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,1,2,2,0,1,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,2,3,3,2,1,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,3,0,0,1,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,1,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,37,27,16,10,6,4,0,0,0,30,27,25,23,23,22,21,21,17,16,15,14,13,13,13,10,10,9,9,8,8,7,6,6,6,5,5,1,0,0,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Marissa Brumbach,Matt Wolf,George Twardy,Sherman Toppin,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,Brian Mclaughlin,Vikki Kristiansson,Deborah Cianfrani,Wendi Barish,Zac Shaffer,Mark B Cohen,Stella Tsai,Vincent Melchiorre,Deborah Canty,David Conroy,Vincent Furlong,Crystal B Powell,Jennifer Schultz,Lawrence J Bozzelli,John Macoretta,Lucretia C Clemons,Daniel R Sulman,Henry Mcgregor Sias,Danyl S Patterson,Leonard Deutchman,Rania Major,Jon Marshall,Shanese Johnson,Terri M Booker,Bill Rice,Leon Goodman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,3
Marissa Brumbach,1,10,4,4,1,0,0,0,0,11,11,11,11,7,10,10,9,9,6,9,8,7,6,5,5,4,4,3,2,3,2,2,2,1,0,0,0,0,0,0,3
Matt Wolf,,1,1,0,1,0,0,0,0,9,7,6,4,6,6,5,5,3,3,5,4,5,6,6,1,2,3,0,1,1,1,0,1,1,0,0,0,0,0,0,3
George Twardy,,,0,1,0,0,0,0,0,3,4,3,3,4,3,3,4,3,3,3,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
Sherman Toppin,,,,0,0,0,0,0,0,2,3,4,2,2,2,1,2,4,0,0,2,2,1,0,2,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,3
Jon Marshall,,,,,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Bill Rice,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Betsy Wahl,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,3,7,10,6,7,9,5,6,7,3,6,4,6,7,5,0,1,3,2,2,2,2,0,1,1,0,0,0,0,0,0,3
Vikki Kristiansson,,,,,,,,,,,1,8,7,5,7,8,3,8,3,5,7,4,3,4,2,3,3,2,2,3,0,2,2,1,0,0,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,,,0,3,8,7,5,7,6,3,5,5,4,6,3,2,1,1,3,2,1,2,1,0,0,0,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,0,4,4,6,5,7,3,6,4,6,3,3,3,4,2,0,0,2,1,1,2,1,0,0,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,0,6,4,8,5,5,4,4,6,4,2,2,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,0,3,5,6,3,6,6,4,3,2,2,2,2,2,3,1,1,1,1,1,0,0,0,0,0,0,3
Stella Tsai,,,,,,,,,,,,,,,,0,4,3,2,4,3,4,3,3,2,3,3,1,0,3,0,1,1,0,0,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,0,4,5,7,4,6,5,2,3,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,,0,4,4,6,4,2,1,1,1,1,2,2,2,1,2,2,1,0,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,,,2,3,5,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,3,4,4,3,2,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,1,0,2,1,1,0,2,2,1,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,3,2,0,1,1,2,1,2,1,0,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,0,5,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,23,16,6,5,2,1,0,0,0,19,16,14,13,13,12,12,12,11,10,10,9,9,9,7,6,5,4,3,3,3,2,2,2,1,1,0,0,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
