col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,division
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,All
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,106,104,22,10,3,All
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,86,50,45,7,All
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,9,4,All
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,All
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,All
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,603,537,524,464,326,320,314,282,259,257,255,247,247,205,181,169,168,158,145,142,122,87,75,74,56,48,42,3,3,3,0,553,425,324,96,84,23,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,1
,Stella Tsai,Deborah Cianfrani,Vincent Furlong,Vikki Kristiansson,Vincent Melchiorre,Daniel R Sulman,David Conroy,Deborah Canty,Brian Mclaughlin,Henry Mcgregor Sias,Lucretia C Clemons,Zac Shaffer,John Macoretta,Rania Major,Mark B Cohen,Lawrence J Bozzelli,Shanese Johnson,Crystal B Powell,Leon Goodman,Wendi Barish,Danyl S Patterson,Mark J Moore,Terri M Booker,Jennifer Schultz,Bill Rice,Jon Marshall,Leonard Deutchman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Joe Cosgrove,Ellen Ceisler,Timothy Barry,Irene M Clark,Todd Eagen,Bryan Barbin,1
Stella Tsai,0,18,16,16,11,12,10,7,6,7,8,8,6,7,3,4,5,3,2,4,2,1,3,2,0,0,0,0,0,0,0,15,10,7,3,2,1,1
Deborah Cianfrani,,1,16,14,11,10,10,6,7,5,9,9,5,5,2,4,2,2,1,2,2,2,1,2,0,0,1,0,0,0,0,13,8,5,1,4,1,1
Vincent Furlong,,,0,13,11,11,8,3,3,4,6,9,5,4,3,3,2,2,1,1,1,3,0,0,0,1,1,0,0,0,0,13,6,4,1,1,1,1
Vikki Kristiansson,,,,0,9,9,9,4,4,4,7,7,5,6,2,3,3,2,0,2,1,1,1,2,0,0,0,0,0,0,0,11,7,5,2,1,1,1
Vincent Melchiorre,,,,,0,10,10,4,2,1,6,8,2,0,1,1,2,1,1,0,2,2,1,0,0,1,0,0,0,0,0,8,5,2,2,2,1,1
Daniel R Sulman,,,,,,0,8,1,0,1,6,8,1,0,1,0,1,2,2,1,0,2,0,0,0,1,0,0,0,0,0,7,6,1,0,1,1,1
David Conroy,,,,,,,0,4,2,2,8,7,0,0,2,0,1,2,1,0,1,1,2,1,1,0,0,0,0,0,0,8,5,1,2,3,1,1
Deborah Canty,,,,,,,,1,2,5,3,2,2,3,1,0,4,3,2,4,3,1,4,3,0,0,1,0,0,0,0,3,8,2,4,2,1,1
Brian Mclaughlin,,,,,,,,,0,3,1,0,5,5,1,5,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,2,5,1,2,0,1
Henry Mcgregor Sias,,,,,,,,,,0,1,1,5,3,1,2,2,2,2,2,1,1,3,1,0,0,1,0,0,0,0,4,5,4,1,1,0,1
Lucretia C Clemons,,,,,,,,,,,0,5,0,1,2,0,1,2,1,1,1,0,1,2,0,0,0,0,0,0,0,4,6,1,1,3,0,1
Zac Shaffer,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,6,3,1,0,0,1,1
John Macoretta,,,,,,,,,,,,,0,4,1,4,3,2,2,1,1,1,1,0,0,1,0,0,0,0,0,4,3,6,0,1,0,1
Rania Major,,,,,,,,,,,,,,0,1,4,3,1,0,2,1,0,1,2,0,0,0,0,0,0,0,4,3,4,2,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,1,0,2,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,0,3,2,3,0,1,3,2,0,1,0,0,0,0,0,2,4,2,3,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,0,3,2,0,1,3,2,0,1,0,0,0,0,0,0,5,1,1,2,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,0,2,0,1,2,1,0,1,0,0,0,0,0,1,4,1,0,1,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,0,0,1,0,0,0,0,0,5,1,2,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,1,3,1,2,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,2,0,1,1
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,0,1
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,25,23,20,18,15,13,13,12,10,9,9,9,8,8,7,6,6,5,5,5,4,4,4,3,1,1,1,0,0,0,0,21,17,8,5,4,1,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,2
,Stella Tsai,Vikki Kristiansson,Deborah Cianfrani,Vincent Furlong,Zac Shaffer,David Conroy,Mark B Cohen,Daniel R Sulman,Deborah Canty,Vincent Melchiorre,Henry Mcgregor Sias,Lucretia C Clemons,Rania Major,Shanese Johnson,John Macoretta,Wendi Barish,Brian Mclaughlin,Jennifer Schultz,Lawrence J Bozzelli,Crystal B Powell,Leon Goodman,Mark J Moore,Terri M Booker,Betsy Wahl,Bill Rice,Christian Dicicco,Danyl S Patterson,Dawn M Tancredi,Jon Marshall,Leonard Deutchman,Matthew C Monroe,Joe Cosgrove,Ellen Ceisler,Timothy Barry,Todd Eagen,Bryan Barbin,Irene M Clark,2
Stella Tsai,0,12,11,9,7,6,3,5,2,5,4,4,3,4,3,4,2,3,2,1,1,1,1,0,0,0,0,0,0,0,0,12,5,3,2,1,1,2
Vikki Kristiansson,,1,10,10,7,5,3,4,0,5,5,4,3,3,3,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,10,4,2,3,1,0,2
Deborah Cianfrani,,,0,10,6,6,2,4,2,6,3,4,3,3,2,1,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,11,3,2,0,1,1,2
Vincent Furlong,,,,0,6,6,3,4,1,6,3,4,3,3,3,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,10,3,2,1,1,0,2
Zac Shaffer,,,,,0,6,3,5,1,6,1,5,0,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,2,1,0,2
David Conroy,,,,,,0,3,5,2,6,0,4,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,2
Mark B Cohen,,,,,,,1,2,2,2,1,2,1,2,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,2
Daniel R Sulman,,,,,,,,0,2,4,1,4,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,2
Deborah Canty,,,,,,,,,0,1,0,1,1,2,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,5,0,1,0,1,2
Vincent Melchiorre,,,,,,,,,,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,2
Henry Mcgregor Sias,,,,,,,,,,,0,1,3,2,2,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,2
Lucretia C Clemons,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,2
Rania Major,,,,,,,,,,,,,0,3,2,1,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,2,2,3,1,0,1,2
Shanese Johnson,,,,,,,,,,,,,,0,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,3,3,1,1,0,1,2
John Macoretta,,,,,,,,,,,,,,,0,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,2
Wendi Barish,,,,,,,,,,,,,,,,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,1,4,0,2,0,1,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,0,1,0,2
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,1,2
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,15,14,12,11,8,7,7,6,6,6,5,5,5,5,4,4,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,14,9,5,4,1,1,2
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Todd Eagen,Irene M Clark,Bryan Barbin,Stella Tsai,Rania Major,Vincent Melchiorre,Deborah Cianfrani,Zac Shaffer,Vincent Furlong,Shanese Johnson,Vikki Kristiansson,Brian Mclaughlin,Mark B Cohen,Daniel R Sulman,Henry Mcgregor Sias,Deborah Canty,John Macoretta,Crystal B Powell,David Conroy,Jennifer Schultz,Lawrence J Bozzelli,Lucretia C Clemons,Wendi Barish,Bill Rice,Leon Goodman,Terri M Booker,Danyl S Patterson,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Leonard Deutchman,Mark J Moore,Matthew C Monroe,3
Ellen Ceisler,1,5,3,9,3,0,12,11,12,9,12,6,7,4,2,4,6,4,4,3,5,1,5,1,2,4,1,2,2,1,1,0,0,0,0,0,0,3
Timothy Barry,,1,3,0,0,0,7,7,1,6,2,5,3,7,5,2,2,3,2,4,2,0,2,4,0,2,0,0,1,0,0,0,0,0,0,0,0,3
Joe Cosgrove,,,0,0,0,0,10,5,3,7,2,7,4,5,4,1,3,4,2,4,1,3,0,4,4,1,2,2,0,1,1,0,0,0,0,0,0,3
Todd Eagen,,,,0,0,1,3,6,11,3,11,0,3,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Irene M Clark,,,,,0,0,3,1,1,1,0,2,2,1,1,2,1,1,1,1,2,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
Bryan Barbin,,,,,,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Stella Tsai,,,,,,,0,10,6,13,6,10,9,8,5,4,6,7,5,6,5,3,5,4,4,3,2,2,2,1,1,0,0,0,0,0,0,3
Rania Major,,,,,,,,0,8,8,8,7,5,5,5,4,3,6,2,5,2,1,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,0,4,14,3,4,2,1,2,4,2,1,0,0,4,1,0,3,1,0,1,0,1,0,0,0,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,0,4,8,7,8,4,1,3,5,5,4,4,2,3,4,1,3,1,1,2,0,1,0,0,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,0,2,2,3,0,2,5,2,1,1,0,3,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,0,4,7,5,3,4,5,1,6,2,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,0,3,2,1,1,2,3,1,4,1,4,1,2,2,2,1,2,0,1,0,0,0,0,0,0,3
Vikki Kristiansson,,,,,,,,,,,,,,0,3,1,2,3,3,4,2,1,2,4,1,2,0,0,1,0,0,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,1,1,1,4,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,,1,2,3,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,0,2,0,3,1,2,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,0,2,4,1,1,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,,,0,0,3,1,2,0,0,2,1,1,1,0,1,0,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,0,0,4,0,1,2,1,1,2,0,1,0,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,,,,,,1,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,0,0,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,24,14,12,12,3,1,21,16,16,15,15,12,11,11,8,8,7,7,6,6,5,5,5,5,5,4,2,2,2,1,1,0,0,0,0,0,0,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,4
,Deborah Cianfrani,Vikki Kristiansson,Stella Tsai,Lucretia C Clemons,Vincent Furlong,Zac Shaffer,Daniel R Sulman,David Conroy,Shanese Johnson,Vincent Melchiorre,Deborah Canty,John Macoretta,Mark B Cohen,Brian Mclaughlin,Danyl S Patterson,Henry Mcgregor Sias,Jennifer Schultz,Leon Goodman,Rania Major,Crystal B Powell,Mark J Moore,Betsy Wahl,Bill Rice,Christian Dicicco,Dawn M Tancredi,Jon Marshall,Lawrence J Bozzelli,Leonard Deutchman,Matthew C Monroe,Terri M Booker,Wendi Barish,Joe Cosgrove,Timothy Barry,Ellen Ceisler,Irene M Clark,Bryan Barbin,Todd Eagen,4
Deborah Cianfrani,0,14,13,10,11,8,7,7,4,7,1,2,3,3,2,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,3,1,1,0,0,4
Vikki Kristiansson,,0,13,10,11,8,7,7,4,7,0,3,2,3,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,4,1,1,0,0,4
Stella Tsai,,,0,9,10,8,7,7,2,7,0,2,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,3,1,1,0,0,4
Lucretia C Clemons,,,,0,8,8,7,7,2,7,2,0,3,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,1,3,2,0,0,4
Vincent Furlong,,,,,0,6,6,6,2,6,0,2,1,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,4
Zac Shaffer,,,,,,1,6,6,1,7,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,4
Daniel R Sulman,,,,,,,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,4
David Conroy,,,,,,,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,4
Shanese Johnson,,,,,,,,,0,0,1,2,3,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,4
Vincent Melchiorre,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,4
Deborah Canty,,,,,,,,,,,2,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,4
John Macoretta,,,,,,,,,,,,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,4
Mark B Cohen,,,,,,,,,,,,,0,1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4
Brian Mclaughlin,,,,,,,,,,,,,,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4
Danyl S Patterson,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4
