col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,division
Deborah Cianfrani,,,,,,,,,,,,,,,,4,172,189,169,113,71,72,149,78,186,148,63,113,79,48,70,62,41,20,27,32,0,0,0,0,All
Wendi Barish,,,,,,,,,,,,,,,,,3,214,198,120,152,138,70,167,95,56,103,52,65,44,59,55,25,34,25,18,0,0,1,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,4,237,65,101,101,85,105,118,75,99,61,65,59,75,75,36,35,31,21,0,0,1,0,All
Deborah Canty,,,,,,,,,,,,,,,,,,,1,64,93,102,77,119,115,59,83,64,67,54,86,73,26,42,24,29,0,0,1,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,2,175,159,72,121,48,74,60,33,30,34,26,25,37,21,29,34,0,1,0,0,All
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,2,158,64,123,65,58,90,38,25,55,28,22,23,23,18,19,0,0,1,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,5,58,98,58,58,86,42,26,38,16,19,28,20,21,12,0,1,1,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,0,50,123,173,66,102,36,62,14,9,29,26,28,18,0,1,0,0,All
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,1,50,32,57,41,51,30,59,36,24,36,22,25,0,0,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,0,104,65,98,83,34,50,43,19,10,10,10,0,1,0,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,2,64,117,39,48,17,13,35,27,27,14,0,0,0,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,32,68,18,32,26,39,25,20,0,1,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,20,9,13,12,22,10,6,0,0,0,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,44,33,13,13,16,15,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,12,12,18,20,12,0,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,17,19,8,25,1,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,22,15,17,1,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,27,16,0,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,13,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,903,606,350,213,128,108,1,0,0,640,624,589,587,567,497,488,436,418,380,379,358,339,321,314,312,296,259,223,177,157,146,131,121,104,85,84,1,1,1,0,All
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Marissa Brumbach,George Twardy,Matt Wolf,Jon Marshall,Sherman Toppin,Bill Rice,Betsy Wahl,Christian Dicicco,Crystal B Powell,Vincent Furlong,David Conroy,Brian Mclaughlin,Vikki Kristiansson,Stella Tsai,Mark B Cohen,Deborah Canty,Daniel R Sulman,Zac Shaffer,Deborah Cianfrani,Jennifer Schultz,John Macoretta,Vincent Melchiorre,Lucretia C Clemons,Wendi Barish,Henry Mcgregor Sias,Leon Goodman,Rania Major,Crystal B Powell,Bill Rice,Lawrence J Bozzelli,Leonard Deutchman,Terri M Booker,Shanese Johnson,Danyl S Patterson,Jon Marshall,Mark J Moore,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Marissa Brumbach,1,12,10,4,4,3,0,0,0,21,16,17,20,19,13,15,15,13,10,12,9,11,12,9,8,6,8,4,3,2,5,3,3,0,2,2,0,0,0,0,1
George Twardy,,0,1,2,2,0,0,0,0,10,11,7,8,6,5,3,5,7,2,2,3,6,6,7,3,4,0,2,2,1,0,0,0,2,0,0,0,0,0,0,1
Matt Wolf,,,0,2,0,1,0,0,0,11,5,10,5,6,8,7,4,4,9,5,7,5,1,3,6,3,4,3,2,4,3,4,3,1,3,3,0,0,0,0,1
Jon Marshall,,,,0,0,1,0,0,0,3,3,8,4,4,3,4,5,2,3,3,2,1,1,3,2,3,3,2,2,0,2,2,0,0,0,0,0,0,0,0,1
Sherman Toppin,,,,,0,0,0,0,0,2,4,1,6,4,5,6,2,4,1,4,0,0,1,1,0,2,3,3,0,0,0,1,2,2,0,0,0,0,0,0,1
Bill Rice,,,,,,0,0,0,0,5,1,2,3,2,3,2,2,2,0,1,2,5,2,0,1,1,3,1,1,0,0,2,1,1,1,1,0,0,0,0,1
Betsy Wahl,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,0,13,13,15,13,11,10,11,13,6,7,10,13,7,5,5,7,6,4,2,4,2,3,2,3,3,2,0,0,0,0,1
David Conroy,,,,,,,,,,,4,10,15,10,10,8,10,10,6,5,3,7,5,7,3,2,4,3,3,2,0,1,0,2,0,1,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,0,8,11,13,11,7,3,12,8,11,7,4,4,8,5,4,1,5,5,4,1,1,0,1,2,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,,,,,0,17,12,15,10,12,5,8,5,6,11,11,4,5,6,5,1,0,3,3,2,2,2,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,1,8,14,10,9,9,9,8,5,9,8,8,7,5,1,2,3,4,2,4,0,0,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,2,11,6,7,7,7,6,6,2,3,4,5,7,4,1,3,3,4,2,2,2,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,0,7,7,7,11,5,2,7,6,5,7,5,5,2,2,4,3,3,2,2,1,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,0,12,3,4,2,7,6,5,5,3,4,2,2,1,2,1,0,0,0,2,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,0,1,6,3,8,6,5,2,5,4,3,1,2,2,1,1,2,0,1,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,,,,,,0,4,7,3,1,2,6,3,3,0,3,4,3,1,2,0,0,1,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,0,3,2,4,4,1,3,4,2,1,3,3,2,3,0,1,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,0,5,3,2,4,3,2,2,4,6,1,1,1,0,1,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,5,3,4,2,4,1,2,2,1,2,1,1,1,2,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,0,8,3,3,2,2,2,1,2,1,1,0,1,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,1,2,1,0,1,2,1,0,1,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,0,2,1,3,1,1,0,0,2,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,3,2,2,2,0,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,1,5,3,1,1,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,2,3,2,1,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,38,20,16,9,6,5,0,0,0,29,28,27,26,25,23,22,18,17,15,15,15,15,14,13,11,11,11,9,6,6,6,6,5,3,3,3,0,0,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Marissa Brumbach,Matt Wolf,Jon Marshall,Bill Rice,George Twardy,Sherman Toppin,Betsy Wahl,Christian Dicicco,Crystal B Powell,Mark B Cohen,David Conroy,Deborah Canty,Deborah Cianfrani,Vincent Furlong,Jennifer Schultz,Stella Tsai,Vincent Melchiorre,Brian Mclaughlin,Vikki Kristiansson,Wendi Barish,Lucretia C Clemons,Henry Mcgregor Sias,John Macoretta,Lawrence J Bozzelli,Daniel R Sulman,Zac Shaffer,Leon Goodman,Leonard Deutchman,Mark J Moore,Rania Major,Terri M Booker,Bill Rice,Crystal B Powell,Jon Marshall,Danyl S Patterson,Shanese Johnson,Christian Dicicco,Betsy Wahl,Dawn M Tancredi,Matthew C Monroe,2
Marissa Brumbach,1,10,3,1,3,2,0,0,0,6,9,14,8,6,12,11,6,7,11,11,9,5,4,4,7,9,4,2,3,4,5,1,3,3,2,1,0,0,0,0,2
Matt Wolf,,0,2,2,2,1,0,0,0,9,6,8,9,7,6,7,6,6,5,5,5,6,6,8,1,4,5,3,3,4,2,2,2,4,2,3,0,0,0,0,2
Jon Marshall,,,0,0,1,0,0,0,0,7,2,1,4,5,3,1,3,3,1,2,2,1,3,2,1,0,3,3,2,0,0,3,0,3,0,1,0,0,0,0,2
Bill Rice,,,,0,0,0,0,0,0,2,3,3,2,3,0,1,4,2,1,1,0,1,2,2,3,0,0,0,0,1,2,2,1,0,0,0,1,0,0,0,2
George Twardy,,,,,0,0,0,0,0,4,2,3,2,3,2,5,0,2,4,2,2,3,0,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2
Sherman Toppin,,,,,,0,0,0,0,0,1,3,1,1,2,2,0,0,2,2,1,2,1,0,1,1,0,0,1,2,1,0,2,0,0,1,0,0,0,0,2
Betsy Wahl,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mark B Cohen,,,,,,,,,,1,7,4,10,10,7,6,9,8,6,4,2,4,7,5,2,1,4,2,3,2,3,4,1,3,1,1,0,0,0,0,2
David Conroy,,,,,,,,,,,1,7,5,8,5,6,6,9,6,3,6,3,3,4,5,5,2,3,3,2,2,0,2,1,1,0,1,0,0,0,2
Deborah Canty,,,,,,,,,,,,0,9,6,9,10,4,6,9,10,7,4,3,2,6,5,1,2,2,5,5,1,4,1,1,2,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,,,,,1,5,7,7,9,6,5,7,4,3,6,3,2,1,2,1,1,2,2,1,3,2,0,2,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,0,6,3,7,7,6,3,3,2,5,3,4,4,5,3,4,2,2,4,0,3,1,1,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,0,8,4,5,9,7,3,2,5,2,4,6,4,1,4,2,2,1,3,2,1,2,0,0,0,0,2
Stella Tsai,,,,,,,,,,,,,,,,0,2,4,9,7,6,7,1,3,5,5,1,0,2,4,2,1,4,2,0,2,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,1,8,4,3,2,1,6,3,4,3,3,1,1,1,1,2,0,2,0,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,4,2,2,3,5,5,2,4,4,1,2,1,1,1,1,2,2,0,0,0,0,0,2
Vikki Kristiansson,,,,,,,,,,,,,,,,,,,0,6,6,3,4,2,6,6,2,0,2,2,2,0,3,1,0,1,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,6,5,4,2,4,3,2,1,1,3,3,1,2,1,1,2,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,0,3,0,2,4,4,1,2,0,1,1,1,2,1,0,2,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,2,1,0,2,2,2,1,1,2,1,1,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,0,5,2,2,3,0,2,0,1,2,0,2,1,1,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,1,1,0,2,0,2,1,1,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,,0,5,1,0,0,2,1,2,1,0,0,0,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,1,0,0,1,2,1,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,0,2,0,3,2,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,3,1,1,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,2,0,1,1,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,1,0,1,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,25,21,8,6,6,3,0,0,0,21,19,18,18,18,17,16,16,15,15,13,11,10,10,10,9,9,8,6,6,6,6,5,5,5,3,3,1,0,0,0,2
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Marissa Brumbach,Matt Wolf,George Twardy,Bill Rice,Sherman Toppin,Jon Marshall,Betsy Wahl,Christian Dicicco,Crystal B Powell,Brian Mclaughlin,Stella Tsai,Mark B Cohen,Vincent Furlong,Jennifer Schultz,Vikki Kristiansson,Deborah Cianfrani,David Conroy,Lawrence J Bozzelli,Wendi Barish,Deborah Canty,John Macoretta,Rania Major,Daniel R Sulman,Shanese Johnson,Vincent Melchiorre,Zac Shaffer,Henry Mcgregor Sias,Lucretia C Clemons,Leon Goodman,Terri M Booker,Crystal B Powell,Danyl S Patterson,Leonard Deutchman,Bill Rice,Jon Marshall,Dawn M Tancredi,Mark J Moore,Betsy Wahl,Christian Dicicco,Matthew C Monroe,3
Marissa Brumbach,1,18,6,2,4,1,0,0,0,20,25,15,14,18,19,14,10,12,12,14,10,11,8,8,5,7,6,6,4,5,6,2,3,1,1,0,0,0,0,0,3
Matt Wolf,,2,3,2,1,1,1,0,0,21,16,13,16,11,8,10,7,10,8,5,8,4,7,5,1,3,5,3,2,3,2,1,2,2,2,0,1,0,0,0,3
George Twardy,,,0,0,0,0,0,0,0,5,5,6,4,3,5,6,2,3,2,3,3,6,1,3,2,1,4,2,1,1,2,0,1,0,0,0,0,0,0,0,3
Bill Rice,,,,0,0,0,0,0,0,4,1,1,3,3,1,1,2,0,1,1,2,1,1,1,3,0,0,0,0,3,0,1,1,3,2,0,1,0,0,0,3
Sherman Toppin,,,,,0,0,0,0,0,1,3,4,0,4,3,1,2,0,2,3,1,3,3,3,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,0,0,0,0,2,1,1,2,0,1,1,2,2,0,1,1,2,1,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,3
Betsy Wahl,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Christian Dicicco,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,1,12,13,17,12,10,12,9,16,10,7,11,6,6,4,4,3,5,4,5,3,2,2,1,2,1,1,1,0,0,0,3
Stella Tsai,,,,,,,,,,,2,9,12,14,15,12,7,8,8,11,7,10,8,7,4,6,6,5,2,3,5,1,2,1,0,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,3,7,11,6,7,5,8,6,6,7,8,5,4,2,4,4,2,3,2,2,1,1,1,0,1,1,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,1,7,7,9,5,8,4,4,9,6,6,4,4,4,7,2,3,2,2,1,2,3,1,0,1,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,0,13,10,6,6,10,14,6,8,7,8,2,6,1,4,3,7,6,2,3,2,2,0,1,0,0,0,3
Vikki Kristiansson,,,,,,,,,,,,,,,0,11,7,10,8,12,6,10,6,5,5,6,4,4,2,4,3,1,1,0,1,0,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,,,,,,,0,4,5,9,8,7,9,4,5,3,3,5,4,0,4,5,1,2,0,1,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,1,5,6,5,2,4,7,1,4,5,1,5,2,2,0,2,2,2,1,1,1,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,0,5,7,7,6,4,1,2,2,5,2,5,0,0,0,0,0,0,1,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,0,7,4,5,5,6,2,3,2,6,2,4,3,2,1,0,1,0,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,,,,0,5,8,4,4,1,4,2,3,2,3,4,0,1,0,1,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,0,5,1,2,1,1,6,1,2,2,2,1,1,1,0,0,1,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,3,5,3,2,2,3,1,0,0,1,1,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,1,1,4,2,0,1,1,1,1,1,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,1,4,2,1,1,0,1,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,0,1,1,1,1,0,1,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,0,1,1,3,0,0,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,2,0,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,2,0,1,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,39,33,11,8,5,3,1,0,0,37,30,26,24,23,22,20,18,17,17,16,15,15,13,11,10,9,8,8,7,7,6,4,4,3,3,1,1,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
