col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,division
Vikki Kristiansson,,,,,,,,,,,0,63,56,59,49,51,37,39,27,36,31,26,30,25,26,13,22,14,11,9,16,12,10,7,2,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,3,52,52,33,50,27,30,10,25,17,18,14,20,16,6,9,8,12,10,9,13,10,6,6,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,0,47,28,44,28,27,13,18,23,22,13,12,12,8,11,7,16,5,12,14,14,7,6,1,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,1,35,38,17,31,7,31,12,12,17,21,10,5,6,8,11,8,12,16,8,7,5,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,23,15,27,19,21,15,8,22,18,17,8,13,12,3,2,11,12,4,6,2,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,0,24,20,11,20,19,18,14,10,17,9,11,7,9,9,10,10,9,5,5,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,,,,,,1,11,20,7,26,34,14,8,13,15,10,13,17,5,2,2,12,8,1,1,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,0,18,20,9,8,9,24,7,19,8,8,5,10,9,9,4,7,2,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,0,9,18,15,15,11,19,15,13,9,6,9,9,1,5,4,1,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,0,4,3,16,16,15,4,8,5,5,12,13,11,4,3,3,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,0,26,9,3,15,8,11,9,12,1,7,4,13,5,0,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,2,9,5,7,12,4,7,16,5,2,1,10,6,0,1,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,0,10,18,5,14,8,0,3,5,1,1,0,2,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,6,3,9,5,4,3,6,3,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,0,7,15,7,3,6,7,3,5,0,1,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,7,6,2,4,7,5,0,1,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,3,6,2,2,2,2,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,2,3,2,7,0,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,2,4,12,10,1,2,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,4,5,4,1,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,0,1,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,130,69,61,20,17,3,0,0,0,121,109,84,79,75,71,68,61,61,48,47,46,44,39,37,36,34,32,28,27,23,23,21,21,18,8,2,0,0,0,0,1
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Marissa Brumbach,Matt Wolf,George Twardy,Jon Marshall,Sherman Toppin,Bill Rice,Crystal B Powell,Betsy Wahl,Christian Dicicco,Stella Tsai,Vikki Kristiansson,Jennifer Schultz,Lucretia C Clemons,Wendi Barish,Deborah Canty,Henry Mcgregor Sias,Deborah Cianfrani,Vincent Furlong,Rania Major,Daniel R Sulman,Lawrence J Bozzelli,Brian Mclaughlin,Zac Shaffer,Mark B Cohen,Leon Goodman,Shanese Johnson,John Macoretta,David Conroy,Vincent Melchiorre,Crystal B Powell,Danyl S Patterson,Jon Marshall,Leonard Deutchman,Terri M Booker,Mark J Moore,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,2
Marissa Brumbach,2,33,30,13,12,0,0,0,0,96,81,65,61,62,56,43,42,35,35,41,29,24,28,20,29,34,20,16,14,15,10,6,9,9,7,2,0,0,0,0,2
Matt Wolf,,1,7,5,4,4,0,0,0,45,36,31,22,26,26,23,24,28,20,17,26,24,14,16,14,12,15,11,7,7,6,8,7,2,4,3,0,0,0,0,2
George Twardy,,,1,2,1,1,0,0,0,34,34,20,32,14,13,28,14,14,7,17,10,9,22,14,20,10,17,7,10,7,7,6,2,2,2,2,0,0,0,0,2
Jon Marshall,,,,1,1,0,0,0,0,14,12,9,12,9,7,7,2,12,5,9,14,11,3,7,9,4,8,7,5,3,4,7,5,4,5,3,0,0,0,0,2
Sherman Toppin,,,,,0,0,0,0,0,12,12,13,4,9,12,3,10,3,7,3,4,6,2,3,3,4,3,1,4,3,2,1,3,4,0,1,0,0,0,0,2
Bill Rice,,,,,,0,1,0,0,4,1,4,0,3,2,1,4,3,4,2,3,2,1,3,0,1,0,2,0,0,2,2,1,0,1,1,0,0,0,0,2
Crystal B Powell,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Stella Tsai,,,,,,,,,,1,85,67,57,63,60,49,48,41,44,38,35,28,31,24,28,35,25,17,16,15,12,7,9,9,9,3,0,0,0,0,2
Vikki Kristiansson,,,,,,,,,,,3,64,61,60,49,54,36,26,34,36,25,22,25,20,34,30,33,10,5,13,6,7,7,4,5,1,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,0,44,57,52,27,32,14,31,23,18,15,15,13,22,29,13,8,7,11,6,9,9,6,5,1,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,0,46,36,44,14,14,11,30,16,11,26,18,26,13,19,14,8,12,11,10,8,4,5,2,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,0,48,28,24,14,30,30,19,10,17,11,16,27,11,7,6,10,4,7,8,1,2,4,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,,,0,19,29,14,30,15,16,9,9,9,10,27,4,7,7,14,6,5,7,6,2,3,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,2,14,21,10,28,15,16,25,19,24,8,23,6,5,4,5,5,3,1,2,0,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,,,,,,,,,0,22,33,9,13,14,11,10,7,27,12,7,9,13,6,2,3,4,2,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,0,18,13,26,23,14,12,15,12,17,9,13,4,5,5,4,4,2,3,0,0,0,0,2
Rania Major,,,,,,,,,,,,,,,,,,,1,8,15,14,5,8,5,25,9,2,6,12,2,2,3,4,4,3,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,0,16,15,17,15,16,7,9,10,4,1,7,8,5,1,4,1,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,0,23,9,10,16,8,19,11,9,3,7,11,6,4,4,3,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,2,5,11,8,5,18,9,6,2,2,6,7,3,5,1,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,,0,11,12,8,3,10,12,3,7,4,1,2,2,1,0,0,0,0,2
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,,,,2,9,4,8,8,5,3,6,2,5,5,2,3,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,10,17,8,3,5,3,7,4,4,6,1,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,5,12,3,0,2,4,1,1,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,3,0,2,5,0,2,1,0,0,0,0,2
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,3,5,6,7,2,4,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,7,2,3,4,3,2,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,6,2,2,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,4,2,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,126,67,55,26,19,6,1,0,0,123,108,87,79,76,68,66,61,58,51,50,49,46,46,44,43,43,39,28,23,22,16,15,15,13,11,6,0,0,0,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,,3
,Stella Tsai,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Daniel R Sulman,Vincent Furlong,David Conroy,Vincent Melchiorre,Danyl S Patterson,Vikki Kristiansson,Rania Major,Lucretia C Clemons,Wendi Barish,Crystal B Powell,Henry Mcgregor Sias,Brian Mclaughlin,Jennifer Schultz,Leonard Deutchman,Deborah Canty,Lawrence J Bozzelli,Leon Goodman,Mark B Cohen,Terri M Booker,John Macoretta,Betsy Wahl,Bill Rice,Christian Dicicco,Dawn M Tancredi,Jon Marshall,Mark J Moore,Matthew C Monroe,George Twardy,Matt Wolf,Marissa Brumbach,Sherman Toppin,Jon Marshall,Betsy Wahl,Bill Rice,Christian Dicicco,Crystal B Powell,3
Stella Tsai,0,29,28,29,28,27,26,26,23,7,7,4,6,5,4,4,4,4,3,1,2,1,3,1,0,0,0,0,0,0,0,28,26,11,2,1,0,0,0,0,3
Zac Shaffer,,0,26,25,25,28,26,26,23,5,2,3,1,3,4,2,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,26,23,8,1,0,0,0,0,0,3
Deborah Cianfrani,,,0,25,26,25,25,25,23,2,2,1,1,3,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,25,24,6,0,1,0,0,0,0,3
Shanese Johnson,,,,0,24,24,24,24,22,3,5,3,4,3,1,2,3,2,2,0,2,1,3,1,0,0,0,0,0,0,0,27,23,5,2,1,0,0,0,0,3
Daniel R Sulman,,,,,0,23,25,25,22,3,2,2,3,2,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,25,24,6,0,1,0,0,0,0,3
Vincent Furlong,,,,,,0,24,24,22,4,2,1,0,3,3,2,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,24,22,7,1,0,0,0,0,0,3
David Conroy,,,,,,,1,26,23,1,0,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,23,4,0,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,0,23,1,0,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,23,4,0,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22,22,2,0,0,0,0,0,0,3
Vikki Kristiansson,,,,,,,,,,0,5,4,4,2,5,2,3,4,2,2,1,1,1,1,0,0,0,0,0,0,0,4,2,7,2,1,0,0,0,0,3
Rania Major,,,,,,,,,,,0,2,5,3,2,3,4,3,3,0,2,1,2,1,0,0,0,0,0,0,0,3,2,5,2,1,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,0,3,1,2,0,2,0,1,1,2,1,2,1,0,0,0,0,0,0,0,3,2,4,3,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,0,2,1,2,4,1,3,0,2,1,2,1,0,0,0,0,0,0,0,3,2,4,2,1,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,0,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
George Twardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,4,0,1,0,0,0,0,3
Matt Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,35,30,29,29,28,28,27,26,24,9,7,6,6,5,5,4,4,4,3,3,3,3,3,2,0,0,0,0,0,0,0,29,27,13,4,1,0,0,0,0,3
,Judge Of The Municipal Court - Democrat,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
