col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,division
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,83,58,76,64,49,71,67,36,71,56,44,29,25,28,14,0,0,0,0,All
Rania Major,,,,,,,,,,,,,,,,,,,2,89,48,48,76,47,99,75,49,31,19,16,11,14,19,0,0,1,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,0,40,61,125,30,46,88,15,17,37,21,23,19,13,0,0,0,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,3,76,40,65,19,37,20,13,33,18,17,13,13,0,0,1,0,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,58,53,42,46,40,26,41,23,26,38,26,0,1,2,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,1,19,45,95,9,16,33,19,20,15,9,0,0,1,0,All
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,1,57,25,52,33,17,13,17,33,21,1,0,0,0,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0,41,63,44,7,18,9,12,23,1,0,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,24,13,11,15,7,0,0,1,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50,11,20,15,15,31,1,0,1,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,27,19,12,16,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,17,12,10,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,13,13,1,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,14,0,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,745,500,308,166,135,42,638,556,526,497,484,466,452,441,417,336,302,291,270,254,249,247,232,225,216,177,153,120,104,97,81,80,77,2,2,2,0,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,1
,Vincent Furlong,Brian Mclaughlin,Vincent Melchiorre,Vikki Kristiansson,Stella Tsai,Deborah Cianfrani,David Conroy,Jennifer Schultz,Deborah Canty,Mark B Cohen,Lawrence J Bozzelli,Zac Shaffer,John Macoretta,Rania Major,Shanese Johnson,Leon Goodman,Wendi Barish,Henry Mcgregor Sias,Lucretia C Clemons,Mark J Moore,Bill Rice,Daniel R Sulman,Leonard Deutchman,Terri M Booker,Crystal B Powell,Jon Marshall,Danyl S Patterson,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,1
Vincent Furlong,3,30,19,20,17,16,13,12,11,10,10,8,11,8,9,7,6,7,5,5,3,4,5,3,3,3,2,0,0,0,0,19,25,8,5,4,2,1
Brian Mclaughlin,,1,15,16,16,18,13,13,15,11,8,5,10,7,6,5,7,7,3,4,4,1,4,5,3,4,2,0,0,0,0,24,20,8,4,4,1,1
Vincent Melchiorre,,,2,9,6,6,17,5,7,6,7,8,6,2,5,3,4,1,2,0,4,3,4,3,1,3,0,0,0,0,0,15,12,4,3,2,3,1
Vikki Kristiansson,,,,1,15,14,7,10,9,4,7,5,7,11,8,5,7,6,5,6,1,5,2,3,2,1,1,0,0,0,0,13,13,6,4,5,1,1
Stella Tsai,,,,,1,12,8,13,11,3,4,4,7,10,7,4,7,7,3,4,2,3,3,2,3,1,1,0,0,0,0,15,14,7,3,3,0,1
Deborah Cianfrani,,,,,,0,4,13,10,6,9,3,7,12,4,4,8,6,4,2,4,0,1,3,3,1,3,0,0,0,0,15,11,8,3,4,1,1
David Conroy,,,,,,,0,5,4,6,3,6,6,1,3,4,2,2,2,2,4,1,3,2,0,1,2,0,0,0,0,12,10,4,4,1,1,1
Jennifer Schultz,,,,,,,,0,13,7,1,5,4,6,6,5,10,2,7,5,2,4,3,4,4,1,2,0,0,0,0,19,11,5,1,4,0,1
Deborah Canty,,,,,,,,,0,2,3,5,4,5,3,2,8,1,3,4,3,1,2,5,4,4,1,0,0,0,0,14,9,5,1,6,0,1
Mark B Cohen,,,,,,,,,,0,4,4,7,2,4,4,3,2,4,3,1,2,2,1,2,1,1,0,0,0,0,11,6,3,0,0,1,1
Lawrence J Bozzelli,,,,,,,,,,,0,4,8,5,2,3,1,5,1,0,1,0,2,0,1,2,1,0,0,0,0,6,7,5,3,3,3,1
Zac Shaffer,,,,,,,,,,,,0,3,0,2,5,1,1,2,3,2,2,1,1,1,2,1,0,0,0,0,8,7,1,2,2,1,1
John Macoretta,,,,,,,,,,,,,0,4,2,3,0,4,2,3,1,1,2,1,0,2,1,0,0,0,0,8,10,3,1,1,2,1
Rania Major,,,,,,,,,,,,,,0,4,1,4,5,2,2,0,0,0,1,0,0,1,0,0,0,0,6,6,5,1,2,0,1
Shanese Johnson,,,,,,,,,,,,,,,0,2,4,0,4,1,0,3,1,0,2,0,0,0,0,0,0,6,4,4,1,1,0,1
Leon Goodman,,,,,,,,,,,,,,,,0,1,1,5,5,1,2,3,1,1,2,3,0,0,0,0,6,5,2,2,0,2,1
Wendi Barish,,,,,,,,,,,,,,,,,0,0,4,1,1,1,1,3,5,0,0,0,0,0,0,11,2,2,2,5,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,4,6,2,1,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,0,2,0,3,1,2,3,0,2,0,0,0,0,8,2,1,1,2,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,1,0,0,0,0,6,5,0,0,1,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,1,0,0,0,0,3,2,2,2,1,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,4,3,1,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,0,0,4,4,3,0,0,2,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,5,2,1,1,1,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5,0,0,0,3,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2,3,2,1,0,1,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,1,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,4,4,5,1,1
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,1,1,1
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,53,48,36,30,29,28,26,24,20,19,16,16,15,14,13,12,12,9,9,9,8,8,8,6,5,5,4,0,0,0,0,45,36,16,10,8,3,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,2
,Vincent Furlong,Vincent Melchiorre,Brian Mclaughlin,Vikki Kristiansson,David Conroy,Zac Shaffer,Stella Tsai,Mark B Cohen,Deborah Cianfrani,Daniel R Sulman,Jennifer Schultz,Lawrence J Bozzelli,Deborah Canty,Rania Major,Shanese Johnson,Wendi Barish,Leon Goodman,Lucretia C Clemons,Crystal B Powell,John Macoretta,Leonard Deutchman,Terri M Booker,Bill Rice,Henry Mcgregor Sias,Danyl S Patterson,Jon Marshall,Mark J Moore,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,2
Vincent Furlong,2,24,15,19,13,13,13,10,5,12,6,6,8,4,8,6,7,8,4,5,3,4,3,3,3,1,0,0,0,0,0,20,15,9,9,1,1,2
Vincent Melchiorre,,0,15,12,16,17,11,6,3,10,3,5,3,2,7,3,5,7,2,4,3,1,1,1,0,0,0,0,0,0,0,16,15,4,8,1,1,2
Brian Mclaughlin,,,1,10,8,5,11,7,9,5,6,7,7,6,8,2,2,4,1,3,3,1,1,2,0,1,0,0,0,0,0,8,15,7,8,1,0,2
Vikki Kristiansson,,,,0,10,10,15,8,6,8,8,7,7,4,4,9,7,7,5,3,3,3,2,2,3,1,1,0,0,0,0,18,7,7,7,4,1,2
David Conroy,,,,,0,14,7,4,1,6,3,1,1,2,4,1,3,6,3,0,3,1,2,0,2,1,0,0,0,0,0,11,9,2,9,0,0,2
Zac Shaffer,,,,,,0,5,4,1,8,2,3,2,2,2,3,5,4,4,2,2,0,2,1,2,1,0,0,0,0,0,14,10,1,5,1,1,2
Stella Tsai,,,,,,,0,4,6,6,7,4,5,5,7,4,4,8,1,0,4,1,3,3,0,0,0,0,0,0,0,10,10,4,5,3,1,2
Mark B Cohen,,,,,,,,1,8,7,6,6,4,5,3,4,5,0,3,4,5,3,3,2,2,2,1,0,0,0,0,7,7,7,5,2,1,2
Deborah Cianfrani,,,,,,,,,0,2,8,7,8,7,3,6,0,1,2,4,2,3,1,1,1,2,1,0,0,0,0,10,7,5,1,4,0,2
Daniel R Sulman,,,,,,,,,,0,5,2,2,2,3,3,1,2,2,0,4,2,2,1,0,0,0,0,0,0,0,8,7,3,3,1,1,2
Jennifer Schultz,,,,,,,,,,,0,3,6,4,1,6,2,2,1,1,3,3,2,0,1,1,0,0,0,0,0,9,4,6,1,3,1,2
Lawrence J Bozzelli,,,,,,,,,,,,0,4,5,1,2,3,1,0,5,2,1,1,1,0,0,0,0,0,0,0,7,7,6,0,0,0,2
Deborah Canty,,,,,,,,,,,,,0,4,1,5,2,1,3,1,0,2,1,2,1,0,1,0,0,0,0,10,5,3,1,4,0,2
Rania Major,,,,,,,,,,,,,,0,2,2,2,2,2,2,1,2,3,2,0,0,0,0,0,0,0,6,5,2,0,1,0,2
Shanese Johnson,,,,,,,,,,,,,,,0,0,0,5,2,1,1,0,1,1,0,0,0,0,0,0,0,2,5,1,5,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,0,1,2,2,2,0,1,1,1,1,1,1,0,0,0,0,10,1,5,0,3,0,2
Leon Goodman,,,,,,,,,,,,,,,,,0,1,2,2,2,1,1,2,2,0,0,0,0,0,0,5,3,4,5,1,1,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,0,1,0,0,1,2,1,0,0,0,0,0,0,0,4,4,0,4,1,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,2,0,1,0,0,0,0,5,1,0,2,2,0,2
John Macoretta,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,1,0,0,0,0,0,5,3,3,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,0,0,0,0,0,3,3,3,1,1,1,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,3,3,1,1,1,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,0,0,0,0,4,3,1,0,1,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,2,3,2,0,1,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3,0,1,2,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,5,3,4,1,2
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,0,1,2
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,39,34,28,28,25,24,21,20,19,16,13,13,12,12,11,11,10,9,7,7,7,6,5,4,3,2,1,0,0,0,0,33,28,14,14,5,3,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,3
,Stella Tsai,Vikki Kristiansson,Brian Mclaughlin,Vincent Furlong,Shanese Johnson,Wendi Barish,Deborah Cianfrani,Jennifer Schultz,Lawrence J Bozzelli,Vincent Melchiorre,Deborah Canty,Lucretia C Clemons,Rania Major,Zac Shaffer,John Macoretta,Terri M Booker,Crystal B Powell,Daniel R Sulman,David Conroy,Mark B Cohen,Leon Goodman,Bill Rice,Danyl S Patterson,Henry Mcgregor Sias,Jon Marshall,Mark J Moore,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Leonard Deutchman,Matthew C Monroe,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Irene M Clark,Todd Eagen,Bryan Barbin,3
Stella Tsai,0,11,8,6,5,9,7,7,7,5,7,7,6,5,5,4,3,4,4,3,4,0,2,3,1,1,0,0,0,0,0,11,6,5,2,3,1,3
Vikki Kristiansson,,1,6,5,6,7,4,5,5,3,4,6,6,3,3,4,3,3,2,2,2,0,1,2,0,1,0,0,0,0,0,6,5,4,2,2,1,3
Brian Mclaughlin,,,0,8,2,3,5,4,6,2,1,2,5,1,6,3,2,3,0,4,1,0,0,2,2,1,0,0,0,0,0,4,6,4,1,1,0,3
Vincent Furlong,,,,1,2,2,4,3,5,3,2,1,4,2,6,3,1,2,1,3,2,0,1,2,2,0,0,0,0,0,0,2,4,3,1,2,0,3
Shanese Johnson,,,,,0,2,2,2,2,3,4,3,4,2,2,5,3,1,1,3,2,1,1,1,0,0,0,0,0,0,0,5,3,2,3,1,1,3
Wendi Barish,,,,,,0,2,4,5,5,4,4,2,5,2,1,1,3,4,2,3,0,1,1,0,1,0,0,0,0,0,7,3,1,1,1,1,3
Deborah Cianfrani,,,,,,,0,4,4,2,4,1,4,3,3,4,4,2,1,1,0,1,1,2,1,0,0,0,0,0,0,5,4,3,3,1,0,3
Jennifer Schultz,,,,,,,,0,3,3,5,3,2,2,2,3,3,3,0,1,1,2,0,0,1,1,0,0,0,0,0,7,1,0,3,2,0,3
Lawrence J Bozzelli,,,,,,,,,0,2,3,2,4,2,6,1,0,3,1,2,1,0,1,3,0,1,0,0,0,0,0,5,4,3,1,2,0,3
Vincent Melchiorre,,,,,,,,,,0,2,2,2,6,1,2,1,1,5,2,2,2,1,0,0,0,0,0,0,0,0,4,3,0,2,0,1,3
Deborah Canty,,,,,,,,,,,0,3,1,3,2,4,3,1,1,1,2,1,2,1,1,0,0,0,0,0,0,7,0,1,3,2,0,3
Lucretia C Clemons,,,,,,,,,,,,0,1,3,0,3,2,2,2,1,2,0,1,0,0,1,0,0,0,0,0,6,3,1,1,2,0,3
Rania Major,,,,,,,,,,,,,0,1,4,3,2,2,1,2,0,0,0,2,0,0,0,0,0,0,0,4,4,3,2,1,1,3
Zac Shaffer,,,,,,,,,,,,,,0,0,2,2,3,5,1,1,1,1,0,1,0,0,0,0,0,0,5,3,1,1,1,1,3
John Macoretta,,,,,,,,,,,,,,,0,1,0,1,0,2,1,0,0,3,1,0,0,0,0,0,0,3,3,3,1,1,0,3
Terri M Booker,,,,,,,,,,,,,,,,0,5,1,0,3,1,1,1,0,1,0,0,0,0,0,0,4,2,2,4,1,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,4,1,2,3,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,4,2,1,0,2,1,3
David Conroy,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,1,3
Mark B Cohen,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,0,0,0,0,0,0,2,2,3,1,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,3,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,2,1,3
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,0,3
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,18,16,11,11,10,10,9,9,9,9,8,8,8,8,7,7,5,5,5,5,4,3,3,3,2,1,0,0,0,0,0,13,10,7,5,3,1,3
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Ellen Ceisler,Joe Cosgrove,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,Vincent Furlong,Mark B Cohen,Zac Shaffer,Wendi Barish,Vincent Melchiorre,Stella Tsai,Vikki Kristiansson,Brian Mclaughlin,Daniel R Sulman,David Conroy,Deborah Cianfrani,Leon Goodman,Jennifer Schultz,Lawrence J Bozzelli,Rania Major,Deborah Canty,Henry Mcgregor Sias,Lucretia C Clemons,John Macoretta,Shanese Johnson,Leonard Deutchman,Crystal B Powell,Jon Marshall,Bill Rice,Danyl S Patterson,Mark J Moore,Terri M Booker,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,4
Ellen Ceisler,0,33,7,7,6,1,37,33,36,34,29,30,29,18,23,20,18,20,22,12,18,16,10,15,8,9,5,7,4,4,4,2,3,0,0,0,0,4
Joe Cosgrove,,0,5,5,2,1,30,24,20,21,22,25,22,21,16,19,16,12,14,16,9,10,13,9,8,6,11,5,6,2,3,2,2,0,0,0,0,4
Timothy Barry,,,1,1,1,0,7,14,6,7,5,8,5,8,7,2,9,8,4,6,7,4,6,1,6,6,1,0,2,1,1,2,0,1,0,0,0,4
Todd Eagen,,,,0,0,2,5,6,4,5,6,4,5,7,4,2,9,3,6,4,3,5,2,2,4,4,4,0,5,2,0,2,1,1,0,0,0,4
Irene M Clark,,,,,0,1,5,5,2,6,1,4,6,3,2,1,3,4,6,3,3,3,2,4,2,2,2,3,0,0,0,0,0,0,0,0,0,4
Bryan Barbin,,,,,,0,3,1,1,1,3,1,0,3,0,1,2,0,3,1,0,0,0,1,2,0,3,1,2,3,0,0,0,0,0,0,0,4
Vincent Furlong,,,,,,,2,27,37,29,39,24,25,23,18,26,15,15,11,12,11,10,10,9,10,8,7,7,3,3,1,0,1,0,0,0,0,4
Mark B Cohen,,,,,,,,7,24,21,18,16,16,23,15,9,18,16,15,13,13,14,8,5,8,9,5,5,4,4,2,3,3,0,0,0,0,4
Zac Shaffer,,,,,,,,,1,29,38,18,17,12,22,27,7,16,9,6,6,8,3,10,5,4,0,2,4,2,4,2,1,0,0,0,0,4
Wendi Barish,,,,,,,,,,1,23,23,22,14,26,16,13,22,16,6,9,14,4,12,2,6,4,5,3,1,2,2,3,0,0,0,0,4
Vincent Melchiorre,,,,,,,,,,,0,12,12,15,17,30,11,8,4,10,4,3,0,7,6,3,5,1,3,4,2,0,0,0,0,0,0,4
Stella Tsai,,,,,,,,,,,,1,27,12,15,10,17,12,14,7,17,11,13,12,9,11,3,7,2,0,3,1,2,1,0,0,0,4
Vikki Kristiansson,,,,,,,,,,,,,1,15,16,11,16,12,11,11,12,10,11,8,10,11,3,8,1,0,1,0,3,1,0,0,0,4
Brian Mclaughlin,,,,,,,,,,,,,,0,11,6,18,9,16,17,8,8,10,1,9,5,9,2,7,5,0,4,3,0,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,,,,1,15,6,19,10,2,5,5,6,8,5,2,3,0,2,2,2,2,2,1,0,0,0,4
David Conroy,,,,,,,,,,,,,,,,0,2,8,5,4,2,2,1,6,2,0,4,3,3,3,2,1,1,0,0,0,0,4
Deborah Cianfrani,,,,,,,,,,,,,,,,,0,7,13,19,16,11,8,4,12,10,5,3,4,2,0,1,1,1,0,0,0,4
