col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Brian T Ortelere,,,,,,,,,99,"2,719","2,233","1,947","1,756",716,"1,337","2,256",848,967,"1,230","1,674",931,"1,663","1,048","1,529","1,811","1,678","1,107",486,"1,426",803,701,"1,006","1,278",708,711,407,820,646,407,244,738,321,241,120,95,All
Stella Tsai,,,,,,,,,,41,"2,779","3,073","1,023","1,238","1,766","2,625",649,584,"1,010","2,661","1,313","1,218","1,698",989,"2,192",644,428,"1,292","1,984",317,"1,027","1,201","1,087",315,440,398,974,621,798,610,"1,049",290,193,261,235,All
Chris Mallios,,,,,,,,,,,75,"2,482","1,529",840,921,"2,320",759,914,762,"2,139",453,"1,366","1,528","1,011","1,586",753,"1,333",871,"1,405",373,438,923,"1,067",206,299,370,587,538,240,205,663,202,140,85,202,All
Mia Roberts Perez,,,,,,,,,,,,59,"1,403","1,220","1,629","1,783",641,"1,170","1,009","2,123","1,534","1,823","2,222",940,"1,671",745,981,"1,423","1,273",354,"1,175","1,155","1,201",356,518,408,985,773,831,685,470,463,229,290,346,All
Vincent N Melchiorre,,,,,,,,,,,,,167,"1,819",579,688,"2,084","1,163",507,733,957,920,"1,069","1,040",686,"1,801","2,062",569,794,578,571,330,"1,263",312,524,"1,032",658,349,252,271,213,190,214,114,152,All
Marissa Brumbach,,,,,,,,,,,,,,469,"1,416",787,"1,827",672,577,"1,324","1,126",573,"1,254",825,"1,024",898,"1,134","1,106",897,559,526,403,626,339,530,814,380,440,729,558,379,201,206,263,263,All
Jennifer Schultz,,,,,,,,,,,,,,,82,"1,058",805,"1,023","1,308","1,615","1,645","1,332","1,370","1,396","1,091",663,445,"1,346","1,100",900,786,747,603,896,"1,047",525,680,705,953,733,539,448,279,290,298,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,83,813,479,940,"1,902",646,891,934,"1,104","1,670",499,503,652,"1,344",431,423,"1,044",652,368,495,493,644,535,414,271,805,297,196,117,123,All
Vince Giusini,,,,,,,,,,,,,,,,,207,636,617,575,653,614,512,"1,350",410,"1,001",964,445,415,565,348,431,591,491,776,"1,166",412,625,355,335,315,261,275,107,111,All
Lyris Younge,,,,,,,,,,,,,,,,,,57,"1,476",591,"1,056","1,414","1,201",661,608,"1,002","1,224",840,413,"1,411",707,638,506,"1,281",531,260,317,518,523,524,310,512,174,215,239,All
Leon Goodman,,,,,,,,,,,,,,,,,,,89,817,"1,110","1,200",778,"1,072",841,776,428,972,622,"1,516",754,"1,044",441,"1,288",790,388,613,806,553,553,396,464,337,244,215,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,67,"1,134",849,"1,411",577,"1,934",431,481,"1,290","1,618",254,623,835,625,271,385,332,624,447,674,549,871,260,189,266,229,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,70,"1,033","1,508",654,"1,064","1,033",692,"1,472","1,093",566,"1,266",739,713,645,717,480,889,699,986,966,483,464,359,374,325,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,44,"1,870","1,327",605,782,961,"1,002",463,793,828,850,629,814,819,282,566,880,580,557,407,465,256,231,251,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,15,747,921,622,"1,039","1,712",790,358,958,682,771,344,471,395,526,790,780,778,430,387,239,401,403,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,94,414,592,501,619,526,804,422,563,517,809,965,912,522,609,335,271,291,331,263,138,108,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,13,768,406,"1,036","1,385",331,671,883,682,276,329,238,517,440,709,615,877,309,207,262,227,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,39,"1,523",572,544,902,773,504,947,487,561,381,708,589,365,469,302,415,256,131,154,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,84,514,352,659,337,327,585,305,407,470,330,392,304,274,162,234,263,150,188,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,925,384,"1,071",725,633,401,537,356,514,590,777,836,474,431,263,471,444,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,292,557,397,716,218,317,288,725,268,512,416,808,211,158,166,159,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,412,411,233,"1,207",604,323,340,477,332,314,247,303,227,135,141,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,751,650,431,507,304,634,650,640,843,419,391,294,301,256,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,332,402,408,210,500,708,510,516,336,432,238,243,178,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,226,370,441,642,466,216,219,171,260,166,117,233,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,657,333,313,478,310,372,213,298,219,103,126,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,535,410,477,335,336,239,283,248,135,130,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,265,270,239,219,148,125,216,113,142,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,500,333,360,261,310,238,140,144,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,484,397,283,374,400,233,123,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,607,443,283,250,297,183,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,421,308,214,261,236,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,222,173,174,152,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,141,113,184,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,128,89,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,168,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,All
Total,"14,800","8,951","9,024","8,699","8,696","7,913","7,783","6,659","6,532","6,287","6,159","6,041","6,026","5,621","5,102","4,921","4,885","4,878","4,864","4,855","4,767","4,726","4,666","4,225","4,193","4,154","4,067","3,929","3,734","3,576","3,245","3,106","3,085","2,984","2,707","2,646","2,626","2,568","2,286","2,099","1,981","1,515","1,049",928,874,All
