col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Mia Roberts Perez,,,,,,,,,2,398,400,396,346,262,281,172,186,135,203,116,118,107,154,76,111,105,52,78,48,54,54,52,38,47,60,33,19,34,18,35,19,14,12,17,9,All
Anthony Kyriakakis,,,,,,,,,,2,415,322,349,223,317,147,206,160,115,83,142,91,113,75,66,40,56,65,43,59,49,25,48,48,37,33,28,26,20,13,28,22,14,8,8,All
Ken Powell,,,,,,,,,,,3,291,311,261,305,96,242,96,114,95,136,49,124,62,41,38,78,53,51,67,14,23,44,44,54,47,61,29,45,20,24,24,21,8,4,All
Betsy Wahl,,,,,,,,,,,,2,292,192,205,196,168,159,157,106,67,133,101,78,126,108,42,80,46,31,50,50,39,45,55,31,20,27,18,26,27,17,19,13,15,All
Lucretia Clemons,,,,,,,,,,,,,1,231,281,130,169,121,76,110,39,103,37,105,72,74,22,35,93,54,64,44,21,31,23,22,19,35,9,30,14,16,10,10,9,All
Tracy B Roman,,,,,,,,,,,,,,8,186,166,213,111,103,78,80,108,79,60,89,123,98,38,52,76,64,69,38,33,27,54,56,44,47,42,27,31,19,20,18,All
Leon A King Ii,,,,,,,,,,,,,,,0,96,154,93,39,38,63,66,53,36,36,23,41,43,25,52,48,27,26,36,22,24,19,19,15,15,8,22,11,4,3,All
Jennifer Schultz,,,,,,,,,,,,,,,,1,109,162,135,50,83,177,85,56,117,139,79,69,34,99,96,58,46,51,33,57,62,38,39,40,21,34,16,19,16,All
Leon Goodman,,,,,,,,,,,,,,,,,2,94,55,60,94,56,79,41,57,74,80,56,40,56,23,27,37,54,33,55,63,19,46,22,17,28,22,10,10,All
Jodi Lobel,,,,,,,,,,,,,,,,,,4,86,62,79,134,44,57,103,88,44,63,28,50,67,34,34,26,24,33,23,41,14,26,19,20,13,18,11,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,0,68,95,121,125,44,143,100,36,52,15,43,41,43,32,44,46,24,13,15,11,32,18,15,13,24,17,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,1,57,31,53,108,47,28,46,45,93,22,11,19,41,29,50,23,14,5,14,7,33,12,16,9,3,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,1,42,124,40,55,35,93,47,30,40,15,19,48,50,32,47,38,18,39,5,26,26,19,7,9,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,3,51,36,110,107,31,44,18,51,75,39,34,36,31,21,20,27,14,28,14,19,13,17,16,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,1,34,54,43,48,51,29,54,14,30,31,43,48,31,33,11,30,16,6,20,11,11,5,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,2,40,24,26,38,99,16,14,20,27,22,29,21,12,12,8,4,22,7,7,11,4,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,0,84,37,39,12,28,51,50,18,29,25,13,9,24,11,29,11,14,6,25,15,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,36,23,45,63,64,27,34,18,45,29,25,22,39,9,22,15,17,17,All
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,7,31,22,57,18,30,51,36,25,45,60,22,49,11,30,26,17,10,16,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,36,18,16,21,26,46,32,27,27,13,8,11,15,14,17,9,8,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,13,15,19,25,16,28,27,14,14,13,9,17,13,7,1,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,19,23,27,14,30,42,16,42,20,5,21,8,6,7,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,13,17,12,12,14,28,7,23,6,7,8,8,10,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,20,11,13,13,20,9,30,7,19,7,11,11,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,21,40,22,15,12,13,28,6,16,6,2,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,21,25,15,15,12,10,19,25,5,8,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,11,8,9,9,15,7,13,8,8,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,21,26,19,16,22,18,5,7,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,41,12,12,19,16,6,4,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,21,7,11,11,9,5,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,13,10,6,5,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,12,7,6,4,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,8,10,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,7,9,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,7,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,367",966,"1,359","1,090","1,026",938,895,827,764,750,701,662,606,588,492,483,445,442,342,327,326,292,287,276,255,248,229,226,189,182,157,152,149,148,139,136,124,94,86,84,83,76,60,46,36,All
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Ori C Feibush,Kenyatta Johnson,Rainy Papademetriou,Abbe Fletman,Stella Tsai,Kai Scott,Tracy B Roman,Anthony Kyriakakis,Brian T Ortelere,Mia Roberts Perez,Ken Powell,Lucretia Clemons,Leon Goodman,Chris Mallios,Betsy Wahl,Leon A King Ii,Jodi Lobel,Jennifer Schultz,Marissa Brumbach,Chris Mccabe,James F Berardinelli,Deborah Watson Stokes,Stephanie M Sawyer,Vincent N Melchiorre,Daine Grey Jr,Joshua Hill,Lynne M Summers,Thomas Martin,Lyris Younge,Rania Major,Scott Diclaudio,Vincent Furlong,Jon Marshall,Edward William Louden Jr,Shanese Johnson,Vince Giusini,Frances Fattah,Michael Fanning,Sandjai Weaver,Wayne M D Bennett,William J Ciancaglini,Franklin A Bennett Iii,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,1
Ori C Feibush,14,0,63,60,58,52,38,46,43,39,38,39,35,27,32,34,26,16,15,11,14,10,11,10,11,6,8,8,4,7,5,5,4,4,3,4,2,5,4,2,2,1,1,0,0,1
Kenyatta Johnson,,4,25,21,19,16,20,12,11,15,12,9,12,17,14,9,12,13,7,6,5,9,8,7,5,5,5,4,6,3,7,5,4,3,3,3,4,1,2,3,2,2,2,1,1,1
Rainy Papademetriou,,,0,66,67,59,43,48,51,45,46,44,39,37,37,39,23,16,13,12,14,10,10,17,11,7,8,9,6,7,5,4,3,3,0,4,5,5,2,4,2,1,1,1,1,1
Abbe Fletman,,,,0,57,57,38,42,46,39,41,42,39,31,31,33,14,18,13,11,9,10,11,11,12,5,7,9,5,4,3,5,3,3,2,2,2,3,3,3,2,1,2,0,0,1
Stella Tsai,,,,,0,50,41,45,44,49,39,38,34,29,35,37,21,20,13,8,11,15,11,9,9,5,9,7,5,10,6,4,3,3,4,4,5,5,4,2,2,1,0,1,1,1
Kai Scott,,,,,,0,31,39,44,40,35,39,33,32,30,30,17,11,8,8,8,6,8,12,9,5,3,8,4,4,2,2,1,2,1,2,2,6,2,2,2,2,1,0,0,1
Tracy B Roman,,,,,,,0,29,30,35,31,29,29,12,23,26,14,16,12,7,4,11,13,5,6,4,12,7,7,7,7,7,5,4,5,1,5,1,3,3,1,1,3,0,1,1
Anthony Kyriakakis,,,,,,,,0,38,30,36,30,36,17,21,32,17,9,5,4,6,5,2,7,2,3,1,3,2,4,3,2,1,2,0,2,1,2,1,2,2,0,1,1,0,1
Brian T Ortelere,,,,,,,,,0,31,37,37,32,17,21,33,13,5,5,10,8,4,4,14,7,3,3,6,2,3,5,2,0,2,1,3,2,3,1,3,2,1,2,0,0,1
Mia Roberts Perez,,,,,,,,,,0,31,37,26,18,32,26,11,15,9,6,4,12,13,4,8,6,8,5,4,7,2,3,1,0,3,1,4,2,1,1,1,1,0,0,1,1
Ken Powell,,,,,,,,,,,0,31,37,19,22,32,7,6,2,3,6,3,3,7,5,2,1,2,4,0,4,5,4,4,1,2,2,0,2,0,1,0,0,0,0,1
Lucretia Clemons,,,,,,,,,,,,0,27,17,23,28,10,5,4,5,1,5,4,9,3,2,3,6,1,2,0,2,0,0,2,0,0,0,1,2,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,0,11,18,29,10,11,5,4,9,7,5,4,9,5,2,3,5,1,6,5,6,5,3,4,1,0,2,4,2,1,2,1,0,1
Chris Mallios,,,,,,,,,,,,,,0,22,12,12,7,4,5,7,5,4,11,4,2,0,3,0,0,2,4,0,1,0,2,1,5,1,1,1,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,0,14,15,12,7,4,4,10,10,5,8,4,7,3,4,5,3,6,2,2,2,2,4,4,2,1,2,0,0,0,1,1
Leon A King Ii,,,,,,,,,,,,,,,,0,11,5,4,1,6,4,3,4,4,3,1,2,4,4,5,3,3,3,1,2,2,1,3,2,1,1,1,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,1,11,10,2,9,8,8,6,3,3,4,2,3,6,4,2,1,2,3,3,1,2,4,0,2,2,1,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,12,5,6,13,10,1,5,2,6,3,7,5,5,5,4,2,4,3,3,2,2,1,1,0,2,1,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,0,4,3,11,12,3,5,1,9,1,3,7,2,2,1,0,1,1,3,0,1,0,0,2,1,0,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,1,3,4,3,6,3,2,1,7,1,2,3,4,2,0,1,3,2,1,0,0,2,0,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,4,5,4,10,4,1,3,2,4,5,4,3,4,0,3,1,2,1,1,1,0,0,1,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,0,11,2,6,2,6,1,3,6,4,3,1,0,2,3,3,0,1,1,1,1,0,1,1,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,0,3,8,4,7,2,2,5,2,3,1,0,2,1,2,0,1,0,0,1,1,0,1,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,6,0,0,2,1,0,2,0,1,1,2,0,1,1,1,1,1,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,4,3,2,4,2,2,0,2,0,2,1,2,0,2,1,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,2,1,3,1,1,1,2,0,2,3,1,2,1,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,1,0,0,0,0,0,3,0,0,1,0,1,2,0,1,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,2,3,2,3,0,0,0,4,1,0,0,1,0,0,1
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,5,4,1,0,2,0,2,1,0,1,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,0,2,0,2,0,0,1,0,0,1,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,3,3,4,2,1,3,1,1,0,1,1,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,2,0,1,1,0,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,1,1,0,3,1,0,0,0,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,2,1,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,1,0,0,0,0,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,0,0,1,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,112,45,93,88,82,71,61,60,59,57,53,51,49,48,46,44,40,30,22,21,21,20,20,20,17,13,13,13,12,12,12,11,8,7,7,7,6,6,6,5,4,3,3,1,1,1
,District Council 2nd District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Ori C Feibush,Kenyatta Johnson,Abbe Fletman,Rainy Papademetriou,Kai Scott,Stella Tsai,Anthony Kyriakakis,Chris Mallios,Brian T Ortelere,Tracy B Roman,Mia Roberts Perez,Ken Powell,Lucretia Clemons,Betsy Wahl,Leon A King Ii,Leon Goodman,Jodi Lobel,Jennifer Schultz,Vincent N Melchiorre,Joshua Hill,Chris Mccabe,James F Berardinelli,Lynne M Summers,Marissa Brumbach,Daine Grey Jr,Deborah Watson Stokes,Rania Major,Scott Diclaudio,Stephanie M Sawyer,Thomas Martin,Vincent Furlong,Frances Fattah,Lyris Younge,Sandjai Weaver,Sherman Toppin,Michael Fanning,Vince Giusini,Jon Marshall,William J Ciancaglini,Shanese Johnson,Wayne M D Bennett,Edward William Louden Jr,Franklin A Bennett Iii,Starr Marshall Cash,Tangie M Boston,2
Ori C Feibush,11,0,77,70,61,52,58,50,51,50,42,40,38,36,35,29,27,22,13,14,14,18,11,13,9,9,8,6,7,3,7,5,7,7,5,5,5,4,5,4,5,1,3,1,1,2
Kenyatta Johnson,,7,32,27,28,18,18,18,14,13,16,14,16,11,9,7,6,3,10,6,5,2,3,2,3,4,2,4,3,6,3,4,1,2,3,1,2,1,1,1,0,1,0,1,1,2
Abbe Fletman,,,0,77,86,62,67,67,62,40,53,44,48,38,39,32,20,13,20,14,15,13,8,12,11,7,3,5,9,8,5,4,5,5,5,6,7,2,3,1,4,2,1,0,2,2
Rainy Papademetriou,,,,0,69,64,58,54,57,42,53,41,46,38,33,30,23,16,18,8,13,15,6,5,9,9,7,6,5,8,5,4,5,3,4,2,4,3,1,0,2,2,3,1,0,2
Kai Scott,,,,,0,53,57,65,56,31,49,41,45,35,34,23,17,13,15,12,15,7,5,6,7,9,4,3,6,7,2,3,3,3,3,5,2,2,1,1,2,0,1,1,0,2
Stella Tsai,,,,,,1,47,43,46,25,42,35,36,34,30,25,20,9,8,8,11,7,5,5,5,3,6,1,2,2,2,2,4,2,3,3,2,2,1,0,1,1,1,1,0,2
Anthony Kyriakakis,,,,,,,0,41,47,31,40,37,43,35,31,29,14,9,12,10,8,9,2,5,8,4,2,1,5,4,2,2,1,1,3,3,5,2,1,0,3,1,0,0,1,2
Chris Mallios,,,,,,,,0,44,19,32,25,26,25,24,13,12,10,11,7,8,8,2,6,8,4,2,2,4,5,0,1,1,0,1,4,1,1,2,0,2,0,1,1,0,2
Brian T Ortelere,,,,,,,,,0,29,39,39,34,27,30,25,17,8,13,8,12,9,3,4,6,2,0,4,3,7,2,3,2,1,3,4,1,3,1,0,1,1,1,0,0,2
Tracy B Roman,,,,,,,,,,3,25,26,31,18,18,25,12,12,7,3,2,7,11,7,3,4,6,3,4,3,4,4,7,5,5,1,2,3,1,3,0,1,2,1,2,2
Mia Roberts Perez,,,,,,,,,,,0,35,34,29,23,20,19,9,11,6,8,6,4,5,8,6,1,2,7,1,1,1,3,3,4,3,1,0,1,0,2,0,0,0,0,2
Ken Powell,,,,,,,,,,,,0,32,19,31,23,9,7,6,1,4,7,2,3,9,4,0,5,5,2,2,2,4,4,3,5,2,3,2,2,1,2,0,1,0,2
Lucretia Clemons,,,,,,,,,,,,,0,27,28,25,10,10,6,3,7,5,7,7,2,6,5,1,2,6,0,3,4,5,3,2,3,1,1,3,2,1,1,1,0,2
Betsy Wahl,,,,,,,,,,,,,,0,18,19,17,14,7,8,6,6,5,7,5,6,3,2,5,1,1,1,1,3,2,0,1,0,0,2,1,0,0,0,1,2
Leon A King Ii,,,,,,,,,,,,,,,0,22,10,9,3,7,5,6,1,4,7,3,3,1,2,2,2,1,2,3,2,4,4,0,2,2,2,1,1,1,0,2
Leon Goodman,,,,,,,,,,,,,,,,0,5,8,1,4,1,7,4,5,5,1,2,1,1,1,3,2,3,1,4,2,4,2,1,1,2,2,1,0,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,0,11,4,9,9,5,6,7,3,5,5,2,1,1,3,3,5,4,4,3,0,1,0,3,1,0,1,0,1,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,0,0,6,7,6,8,5,3,6,5,3,3,1,4,1,5,4,3,0,0,1,1,3,0,1,2,1,1,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,0,5,6,5,3,2,3,4,1,5,4,7,2,2,1,0,1,1,3,1,2,0,3,0,0,0,1,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,0,6,5,4,4,4,2,2,0,2,3,2,2,1,0,0,2,2,0,0,0,4,0,2,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,1,3,3,2,0,3,0,1,0,5,3,2,0,0,1,0,0,0,0,0,0,0,2,0,1,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,3,2,4,3,2,5,1,5,3,3,3,4,3,1,0,4,2,3,0,1,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,5,2,4,6,1,3,2,3,6,4,4,3,0,0,1,1,4,1,0,1,1,2,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,3,1,3,1,1,2,1,3,2,3,3,0,0,2,3,0,1,1,1,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,6,1,0,1,2,0,0,5,2,2,0,1,3,1,0,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,0,2,1,1,3,0,0,1,0,1,1,2,0,1,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,3,5,3,1,0,1,1,0,3,0,1,1,1,0,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,1,0,1,2,1,1,0,1,1,0,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,2,0,1,1,0,0,1,1,0,0,0,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,2,0,1,0,0,1,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,3,1,2,2,1,1,0,1,2,1,2,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,1,0,3,0,0,0,1,1,2
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,1,3,0,2,0,2,1,0,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,1,1,3,0,1,0,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,2,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,2,0,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,1,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,0,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,129,56,120,108,99,80,79,77,72,70,62,56,56,49,46,38,34,26,25,23,21,21,15,15,14,13,11,11,10,10,10,9,9,9,8,7,7,6,6,5,5,3,3,2,2,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Council 2nd District - Democrat,,3
,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Brian T Ortelere,Ken Powell,Stella Tsai,Mia Roberts Perez,Anthony Kyriakakis,Betsy Wahl,Tracy B Roman,Jennifer Schultz,Lucretia Clemons,Stephanie M Sawyer,Leon Goodman,Leon A King Ii,Daine Grey Jr,James F Berardinelli,Jodi Lobel,Vincent N Melchiorre,Joshua Hill,Chris Mccabe,Scott Diclaudio,Lynne M Summers,Marissa Brumbach,Vince Giusini,Vincent Furlong,Michael Fanning,Deborah Watson Stokes,Thomas Martin,Lyris Younge,Rania Major,Sandjai Weaver,Wayne M D Bennett,Jon Marshall,Edward William Louden Jr,Franklin A Bennett Iii,William J Ciancaglini,Frances Fattah,Shanese Johnson,Sherman Toppin,Starr Marshall Cash,Tangie M Boston,Ori C Feibush,Kenyatta Johnson,3
Abbe Fletman,1,70,62,61,47,45,51,44,43,40,30,23,28,25,21,20,22,19,15,17,16,14,6,3,11,7,7,9,7,9,4,3,6,5,3,2,3,3,3,1,4,1,0,51,50,3
Kai Scott,,0,57,55,42,41,45,51,41,40,28,15,29,26,21,22,22,16,11,15,14,10,3,4,9,4,4,7,7,7,4,4,5,5,1,2,2,3,3,4,4,1,0,37,42,3
Rainy Papademetriou,,,0,43,43,44,44,41,40,32,25,12,21,21,24,15,19,17,6,17,12,7,4,5,7,5,5,6,6,8,3,2,3,3,1,1,1,3,1,0,1,1,0,32,36,3
Chris Mallios,,,,1,32,31,39,39,32,27,13,12,21,17,14,14,15,17,8,10,6,7,2,1,4,4,3,4,5,3,1,1,1,3,0,0,1,2,2,0,0,0,0,30,32,3
Brian T Ortelere,,,,,0,38,35,34,35,28,24,16,23,12,21,20,15,15,8,10,3,3,6,4,0,3,7,1,0,7,3,3,2,4,5,3,3,3,1,1,2,0,1,24,35,3
