col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
Daine Grey Jr,,,,,,,,,20,493,440,695,439,362,563,428,522,458,316,230,270,390,341,293,348,331,264,234,267,199,201,189,203,174,200,149,202,186,171,163,114,111,89,126,100,All
Jennifer Schultz,,,,,,,,,,26,481,448,332,370,361,194,376,407,328,292,463,134,440,357,155,404,241,365,304,319,351,242,278,215,226,321,211,194,175,203,154,177,143,150,124,All
Leon Goodman,,,,,,,,,,,25,260,330,678,226,155,294,300,545,284,285,117,357,262,147,286,285,191,297,219,142,189,184,194,164,127,173,181,136,202,146,116,109,90,105,All
Abbe Fletman,,,,,,,,,,,,5,460,230,462,479,616,547,171,265,182,492,307,167,457,236,207,274,162,125,216,202,154,141,101,154,117,128,157,120,77,116,72,57,48,All
Thomas Martin,,,,,,,,,,,,,14,305,317,425,438,386,211,350,283,370,170,206,297,220,205,142,293,183,147,154,177,194,167,130,181,161,117,190,144,157,108,82,70,All
Jon Marshall,,,,,,,,,,,,,,17,130,171,270,265,506,157,199,119,285,133,119,232,164,105,200,132,95,146,123,139,122,95,135,105,77,138,120,79,72,62,73,All
Stephanie M Sawyer,,,,,,,,,,,,,,,12,490,311,221,106,284,326,397,132,419,333,149,217,295,183,189,332,169,220,111,220,231,147,165,196,119,104,137,92,156,125,All
Michael Fanning,,,,,,,,,,,,,,,,20,328,345,107,261,156,532,134,186,449,129,112,102,159,124,101,132,114,108,97,122,106,84,153,115,135,82,107,91,85,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,4,622,214,286,165,356,343,142,262,260,202,232,138,135,178,194,143,158,89,125,117,120,117,91,77,104,92,55,50,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,24,226,267,133,292,374,98,208,254,181,149,197,161,100,136,77,140,69,68,112,92,132,92,124,52,72,31,65,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,20,147,174,96,267,118,70,211,164,109,175,134,85,125,89,133,101,78,126,105,82,125,84,54,90,51,50,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,10,281,219,121,285,223,153,256,224,203,187,206,116,150,99,219,141,131,159,132,160,128,81,84,92,96,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,8,123,169,314,112,197,217,248,236,260,267,168,262,159,235,238,130,128,120,190,147,143,122,118,106,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,1,145,129,408,102,86,117,86,68,86,135,102,138,65,108,71,91,111,75,73,76,124,42,39,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,10,151,131,291,176,154,180,117,107,188,94,193,63,87,141,127,104,145,109,80,130,60,60,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,8,185,166,209,254,185,192,267,145,230,108,237,236,152,184,181,123,110,146,102,169,143,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,7,69,117,150,108,93,143,144,120,113,70,94,96,81,144,101,67,89,83,84,39,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,10,166,102,181,125,113,148,95,159,101,86,114,99,105,137,93,78,123,63,66,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,5,193,262,196,130,172,152,123,161,98,174,149,123,165,134,78,78,76,88,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,145,226,307,174,218,128,183,231,107,176,128,129,81,132,81,102,85,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,208,128,155,130,179,128,103,150,147,116,169,185,66,92,65,101,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,166,129,195,110,176,168,121,141,86,109,133,106,69,89,109,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,213,127,154,258,81,117,148,104,73,142,84,105,99,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,131,198,80,143,125,116,122,114,69,105,111,46,41,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,107,160,190,98,145,88,120,96,118,78,94,84,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,78,110,108,104,101,110,92,67,107,42,47,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,150,105,122,78,112,90,98,54,87,100,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84,109,104,86,72,131,50,96,76,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,119,107,117,89,67,62,87,49,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,58,85,99,90,58,66,77,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,100,88,64,113,95,46,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,107,71,72,56,57,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,70,85,45,68,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75,53,42,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,42,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"6,510","5,646","2,684","2,278","2,203","1,957","1,839","1,661","1,598","1,574","1,564","1,453","1,349","1,334","1,331","1,306","1,212","1,168","1,158","1,038","1,013",989,957,949,924,873,871,847,843,808,764,716,697,636,635,624,608,607,605,556,539,498,433,373,354,All
