col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Daine Grey Jr,,,,,,,,,,,,0,8,2,3,1,6,2,2,4,1,0,0,1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,4
Rainy Papademetriou,,,,,,,,,,,,,0,2,1,0,7,2,1,4,1,1,1,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,7,4
Michael Fanning,,,,,,,,,,,,,,2,4,0,1,1,3,0,1,1,2,1,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,6,4
Stephanie M Sawyer,,,,,,,,,,,,,,,0,1,0,2,4,0,1,2,1,2,3,1,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
Deborah Watson Stokes,,,,,,,,,,,,,,,,1,0,2,1,0,1,1,1,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,4
James F Berardinelli,,,,,,,,,,,,,,,,,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Jodi Lobel,,,,,,,,,,,,,,,,,,0,1,0,2,2,2,2,1,1,2,2,2,1,0,1,0,1,2,0,1,1,1,0,0,0,0,6,4
Kai Scott,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,3,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4
Vincent Furlong,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,4
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,1,1,1,1,2,1,1,0,2,0,0,0,0,1,0,0,0,0,3,4
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,4,4
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,4,4
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,2,4
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,2,0,1,1,0,0,0,0,0,2,4
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,4
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,4
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,4
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,2,4
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,4
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,4
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,4
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,4
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Jannie L Blackwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4
Total,106,103,97,23,20,20,15,15,14,11,11,11,10,9,9,7,7,6,6,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,101,4
,District Council 3rd District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
,Jannie L Blackwell,Tracy B Roman,Ken Powell,Lyris Younge,Edward William Louden Jr,Lynne M Summers,Scott Diclaudio,Jon Marshall,Michael Fanning,Jennifer Schultz,Deborah Watson Stokes,Abbe Fletman,Daine Grey Jr,Kai Scott,Lucretia Clemons,Leon Goodman,Mia Roberts Perez,Thomas Martin,Wayne M D Bennett,Rainy Papademetriou,Vincent N Melchiorre,Anthony Kyriakakis,Frances Fattah,Rania Major,James F Berardinelli,Leon A King Ii,Stephanie M Sawyer,Vince Giusini,Vincent Furlong,Betsy Wahl,Brian T Ortelere,Chris Mccabe,Marissa Brumbach,Shanese Johnson,Starr Marshall Cash,Sandjai Weaver,Stella Tsai,Chris Mallios,Sherman Toppin,Jodi Lobel,Joshua Hill,William J Ciancaglini,Franklin A Bennett Iii,Tangie M Boston,14
Jannie L Blackwell,9,25,23,22,21,20,21,16,13,17,15,13,12,14,14,13,11,11,13,11,10,10,10,9,9,9,8,10,9,6,8,8,6,7,6,7,6,4,6,4,5,4,4,2,14
Tracy B Roman,,1,17,16,12,8,13,8,2,8,6,8,8,5,5,8,3,4,3,7,5,3,3,4,5,4,6,2,4,2,4,2,3,3,2,3,2,4,2,1,1,1,3,2,14
Ken Powell,,,1,16,11,8,12,8,8,6,6,8,9,3,3,5,5,3,3,6,7,5,2,7,3,4,6,3,2,3,4,3,2,2,2,1,1,6,1,1,2,1,2,0,14
Lyris Younge,,,,1,10,7,11,6,4,7,7,11,7,7,7,6,5,5,4,3,6,1,4,3,4,3,6,3,3,2,4,4,2,4,1,4,5,2,4,2,1,1,1,0,14
Edward William Louden Jr,,,,,1,6,12,8,3,6,6,6,9,6,2,5,1,3,2,5,2,5,1,5,5,4,1,4,5,1,5,5,2,3,2,3,1,3,1,1,1,1,2,0,14
Lynne M Summers,,,,,,0,4,4,6,7,8,4,5,8,6,2,7,4,7,6,7,5,4,5,0,4,7,3,4,3,3,1,4,4,3,1,2,4,2,0,2,4,3,1,14
Scott Diclaudio,,,,,,,1,8,5,7,4,9,7,4,4,7,3,1,3,5,2,7,2,5,6,3,1,5,4,1,5,4,1,1,2,3,1,2,2,1,2,2,2,0,14
Jon Marshall,,,,,,,,1,4,7,3,4,5,5,5,6,0,5,2,3,3,2,1,2,4,1,0,2,2,0,3,0,3,0,1,1,1,0,0,0,0,3,1,0,14
Michael Fanning,,,,,,,,,2,4,4,2,3,4,4,1,3,4,4,2,4,4,2,5,0,0,2,4,1,2,0,1,2,1,2,0,1,3,0,0,1,3,1,1,14
Jennifer Schultz,,,,,,,,,,0,6,6,6,4,3,5,2,4,7,5,1,5,5,2,5,5,3,3,4,3,5,0,2,4,3,2,4,0,1,0,2,2,2,2,14
Deborah Watson Stokes,,,,,,,,,,,0,5,7,7,7,3,3,2,3,1,3,5,4,4,0,4,6,3,3,5,1,3,4,5,4,0,4,2,3,3,0,2,3,1,14
Abbe Fletman,,,,,,,,,,,,0,5,6,5,2,6,1,2,1,4,3,1,3,3,3,3,2,3,0,4,4,1,1,2,4,4,2,5,2,1,0,1,0,14
Daine Grey Jr,,,,,,,,,,,,,1,6,2,3,3,3,3,4,1,5,3,3,4,3,4,1,3,3,5,3,4,4,3,3,1,1,0,0,1,2,3,0,14
Kai Scott,,,,,,,,,,,,,,0,8,2,5,7,3,1,4,4,3,4,1,3,3,3,4,1,2,5,6,3,2,3,2,0,2,1,1,2,2,1,14
Lucretia Clemons,,,,,,,,,,,,,,,0,2,3,5,3,1,5,2,5,4,1,3,3,5,2,3,1,3,5,2,4,1,2,1,4,2,1,1,0,1,14
Leon Goodman,,,,,,,,,,,,,,,,0,3,1,3,4,0,3,2,1,5,0,1,1,3,0,3,1,0,1,2,1,0,0,1,2,1,1,1,1,14
Mia Roberts Perez,,,,,,,,,,,,,,,,,1,1,4,4,4,3,2,2,0,2,3,1,1,0,2,4,0,1,2,2,3,2,4,2,3,1,1,1,14
Thomas Martin,,,,,,,,,,,,,,,,,,0,6,2,4,1,2,2,3,1,1,3,3,1,1,2,4,3,0,3,2,0,0,0,1,1,1,0,14
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,0,3,3,4,4,2,3,3,0,5,3,0,4,2,2,4,1,3,2,0,2,1,2,2,2,1,14
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,0,3,3,2,2,4,1,2,3,5,1,4,3,1,3,1,1,2,3,1,1,1,0,0,0,14
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,2,6,3,0,1,1,2,3,2,1,2,3,4,3,2,0,1,1,0,14
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,0,3,5,1,2,1,5,2,1,2,4,1,1,3,1,0,3,1,1,1,3,2,0,14
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4,3,2,2,3,2,1,2,4,2,3,2,0,2,0,0,1,0,1,14
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,4,1,2,1,2,3,1,1,1,1,3,1,1,1,2,1,0,14
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,3,1,4,1,1,1,1,2,1,0,1,1,1,0,0,0,14
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,2,0,2,3,1,3,2,0,2,0,1,0,2,1,14
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,3,3,2,1,2,3,1,0,0,1,2,1,14
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,3,1,0,2,0,1,2,1,2,1,1,0,0,14
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,1,3,0,0,0,0,0,0,1,0,1,0,14
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,3,3,0,2,1,0,0,1,0,0,1,14
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,0,2,1,0,1,0,1,0,0,0,14
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,2,2,3,3,1,0,0,0,14
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,1,0,0,0,0,1,0,1,14
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,0,1,0,0,0,1,0,14
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,0,2,0,0,1,14
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,0,0,1,0,14
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,2,0,0,0,0,14
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,14
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,14
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,14
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,14
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14
Total,86,33,29,27,24,23,23,19,19,18,17,16,16,16,16,14,14,13,13,12,12,11,11,11,10,10,10,10,9,8,8,8,8,8,8,7,7,6,6,5,5,5,4,3,14
,District Council 3rd District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
,Jannie L Blackwell,Ken Powell,Leon Goodman,Edward William Louden Jr,Tracy B Roman,Lyris Younge,Deborah Watson Stokes,Scott Diclaudio,Daine Grey Jr,Jon Marshall,Abbe Fletman,Lynne M Summers,Frances Fattah,Michael Fanning,Stephanie M Sawyer,Jennifer Schultz,Kai Scott,James F Berardinelli,Shanese Johnson,Vincent Furlong,Brian T Ortelere,Mia Roberts Perez,Rainy Papademetriou,Leon A King Ii,Lucretia Clemons,Vincent N Melchiorre,Sherman Toppin,Stella Tsai,Thomas Martin,Vince Giusini,Wayne M D Bennett,Rania Major,William J Ciancaglini,Betsy Wahl,Chris Mallios,Franklin A Bennett Iii,Starr Marshall Cash,Chris Mccabe,Jodi Lobel,Sandjai Weaver,Joshua Hill,Marissa Brumbach,Tangie M Boston,Anthony Kyriakakis,28
Jannie L Blackwell,22,30,35,32,32,27,27,24,25,22,13,14,15,13,12,14,14,13,10,12,12,9,11,8,10,7,6,9,8,7,9,6,7,6,5,7,5,5,6,4,4,5,3,3,28
Ken Powell,,3,19,19,23,18,9,15,9,16,7,8,5,4,7,7,4,6,6,5,7,6,7,4,3,5,3,3,6,2,3,4,3,4,3,4,3,2,3,1,0,1,3,0,28
Leon Goodman,,,0,19,18,18,10,15,13,17,7,5,8,2,5,5,8,8,5,4,8,2,7,6,4,2,2,2,5,1,6,4,2,3,2,3,4,1,4,2,2,2,2,1,28
Edward William Louden Jr,,,,3,21,13,4,16,10,16,8,4,4,2,5,7,2,9,5,5,10,1,5,3,3,1,1,3,2,3,3,1,3,4,0,3,2,2,2,0,1,0,1,2,28
Tracy B Roman,,,,,0,21,12,19,15,16,11,9,7,6,9,7,7,7,6,7,8,6,7,3,4,4,2,5,3,4,5,4,5,5,5,4,2,3,4,3,1,3,1,2,28
Lyris Younge,,,,,,1,9,12,12,12,8,8,6,5,7,6,8,6,4,4,5,7,7,4,3,4,1,3,4,2,3,3,3,2,5,2,2,2,3,3,1,2,0,1,28
Deborah Watson Stokes,,,,,,,1,3,10,4,4,9,7,5,10,4,8,1,8,3,0,6,4,3,5,3,2,4,3,2,3,5,1,2,4,1,5,4,2,4,1,3,5,1,28
Scott Diclaudio,,,,,,,,0,10,16,8,4,2,4,3,5,3,8,1,6,8,3,3,4,4,4,2,1,2,3,3,3,6,2,3,1,0,0,2,3,2,1,0,3,28
Daine Grey Jr,,,,,,,,,0,9,8,8,6,4,9,10,8,8,5,4,9,3,7,3,5,3,3,3,2,4,6,4,3,0,3,5,3,4,3,3,1,2,2,2,28
Jon Marshall,,,,,,,,,,1,5,2,1,1,3,5,1,8,1,4,8,0,5,2,2,0,1,1,1,0,3,1,0,1,0,2,3,1,0,1,0,0,1,0,28
Abbe Fletman,,,,,,,,,,,1,5,5,3,6,6,2,5,5,5,6,5,4,4,4,4,3,4,3,3,2,2,2,3,3,0,1,1,1,2,3,0,0,2,28
