col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Scott Diclaudio,,,,,,,,,207,585,"1,004","1,831","1,718","1,056",750,"1,366","1,360","1,347",938,"1,183",497,"1,198","1,720","1,245",642,446,"1,016",479,346,862,319,829,402,920,379,499,363,355,225,272,308,308,122,161,All
Stella Tsai,,,,,,,,,,99,"1,154",960,895,"1,713","2,028","1,497","1,412",576,"1,538","1,058","1,720",360,422,278,921,"1,114",462,761,"1,084",400,"1,003",324,658,246,686,389,611,521,414,419,220,137,208,191,All
Marissa Brumbach,,,,,,,,,,,200,"1,409","1,280","1,297",679,601,696,"1,460","1,125",487,"1,191","1,003",493,433,923,959,449,477,844,440,803,659,261,255,595,363,410,267,406,337,151,175,225,195,All
Vincent N Melchiorre,,,,,,,,,,,,40,"2,591",484,961,"1,349","1,143","1,545","1,024",798,619,"1,529",956,512,339,355,288,757,489,444,343,810,192,200,159,263,197,295,142,145,123,155,106,81,All
Michael Fanning,,,,,,,,,,,,,120,491,946,"1,247",964,"1,116","1,034",814,500,"1,529","1,065",610,348,315,299,589,341,403,264,455,239,204,208,324,194,295,140,115,157,217,120,122,All
Jennifer Schultz,,,,,,,,,,,,,,77,996,961,"1,139",694,"1,240","1,056","1,522",520,746,714,"1,382","1,125",891,573,930,897,"1,013",418,539,630,799,548,557,512,497,474,344,234,243,231,All
Anthony Kyriakakis,,,,,,,,,,,,,,,74,"1,456","1,602",740,935,801,"1,031",345,350,331,522,627,484,707,593,495,643,429,550,299,329,429,328,471,179,263,239,163,111,94,All
Brian T Ortelere,,,,,,,,,,,,,,,,55,"1,576",727,741,"1,012",623,"1,089",547,545,321,332,511,773,589,517,395,303,462,410,276,361,255,290,119,160,194,174,66,91,All
James F Berardinelli,,,,,,,,,,,,,,,,,52,"1,111",696,"1,046",577,487,426,614,491,446,722,584,402,851,425,750,433,569,250,504,285,451,175,234,253,209,102,101,All
Vince Giusini,,,,,,,,,,,,,,,,,,125,400,448,519,"1,104",419,485,478,326,483,470,351,655,335,929,305,358,259,472,231,296,202,235,178,182,100,79,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,13,"1,443","1,212",439,812,310,913,"1,174",376,551,704,339,727,293,335,187,539,322,473,292,384,314,213,146,263,259,All
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,43,667,408,"1,023",561,499,583,668,403,428,581,391,207,455,501,336,402,349,351,264,273,271,141,142,108,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,39,346,388,220,874,"1,076",350,557,877,340,934,285,424,173,549,298,419,417,374,324,146,116,202,192,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,32,622,596,437,276,388,555,472,407,243,333,253,271,189,335,252,330,184,196,230,153,112,80,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,46,850,433,366,691,251,364,354,236,188,265,664,322,252,271,159,238,198,215,84,129,121,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,91,390,229,866,230,180,524,188,299,259,730,193,289,204,235,148,186,216,152,81,77,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,21,899,492,371,713,514,642,358,304,322,666,347,541,374,472,341,260,226,235,221,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,24,473,428,717,348,746,244,365,175,518,301,510,269,398,321,205,158,289,271,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,58,298,347,536,365,278,383,708,281,423,298,353,220,264,242,170,119,107,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,519,361,391,394,216,179,157,285,229,316,128,121,130,165,164,91,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,231,636,170,365,154,502,294,371,281,380,308,158,135,160,154,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,251,479,274,493,243,377,273,291,163,179,210,196,101,108,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,219,246,149,441,232,263,292,277,247,139,120,143,142,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,138,239,162,200,190,178,108,133,109,149,111,84,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,219,266,345,340,238,216,191,247,120,88,98,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,182,264,195,210,142,154,176,125,85,52,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,249,365,169,369,337,177,156,154,178,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,240,296,148,172,216,237,81,111,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,219,350,261,158,137,139,137,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,165,141,177,152,101,74,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,227,133,111,127,116,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,162,106,107,117,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,92,105,64,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,60,102,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,115,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"15,759","6,990","6,406","5,915","5,514","5,466","5,333","5,319","5,179","4,800","4,741","4,617","4,541","4,252","4,001","3,953","3,895","3,722","3,557","3,379","3,304","3,075","2,914","2,577","2,496","2,436","2,343","2,318","2,278","2,190","2,156","2,156","1,642","1,632","1,571","1,506","1,496","1,452","1,066","1,047",914,721,616,548,All
