col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,division
Nicole Allen White,,,,,,,,,,,,,,,0,8,6,7,6,10,4,2,4,4,24,20,4,6,9,9,9
Carol Rose Fleischman,,,,,,,,,,,,,,,,0,59,54,55,51,51,51,53,48,17,11,3,11,6,13,9
Ariana Flores Gordon,,,,,,,,,,,,,,,,,0,56,56,50,50,52,48,46,18,11,0,11,6,11,9
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,52,48,48,50,47,43,18,11,1,9,6,11,9
Gwen Snyder,,,,,,,,,,,,,,,,,,,0,51,51,50,47,47,14,10,2,11,6,9,9
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,0,47,45,48,47,16,10,2,8,6,10,9
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,0,46,46,46,14,8,1,10,6,9,9
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,0,44,44,14,12,2,8,5,7,9
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,0,45,14,9,2,10,4,9,9
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,0,12,9,1,8,5,8,9
Wanda Logan,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,9
Vanessa L Brown,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,9
Ray Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,9
Ted Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,9
Movita Johnson Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,9
Darryl Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9
Total,128,106,103,103,88,87,86,86,85,84,80,78,78,77,76,69,65,64,61,60,58,56,56,53,90,51,28,24,23,21,9
