col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Richard Lombardo,,,,,,0,14,12,10,10,11,7,5,3,8,19
Erica Vanstone,,,,,,,0,13,11,12,12,8,6,4,9,19
Frank T Brzozowski,,,,,,,,0,9,9,10,5,4,3,10,19
James Harrity,,,,,,,,,0,8,8,7,5,2,11,19
Catherine Bartch,,,,,,,,,,0,11,5,3,3,12,19
Marnie Aument Loughrey,,,,,,,,,,,0,5,4,3,13,19
Meagan Ingerson,,,,,,,,,,,,0,7,3,14,19
Mona Getzes Cohen,,,,,,,,,,,,,0,3,15,19
Billy Cortes,,,,,,,,,,,,,,0,16,19
Total,20,5,3,1,1,18,17,13,13,12,12,10,10,4,17,19
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,20
,James Harrity,Catherine Bartch,Mona Getzes Cohen,Richard Lombardo,Erica Vanstone,Frank T Brzozowski,Marnie Aument Loughrey,Meagan Ingerson,Billy Cortes,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,20
James Harrity,1,20,16,20,18,18,16,15,15,19,5,3,3,0,3,20
Catherine Bartch,,0,12,19,18,18,18,10,15,15,5,1,2,0,4,20
Mona Getzes Cohen,,,0,9,9,8,9,15,6,13,6,1,2,0,5,20
Richard Lombardo,,,,0,17,18,15,10,14,13,5,0,3,0,6,20
Erica Vanstone,,,,,0,16,15,9,13,13,4,0,3,0,7,20
Frank T Brzozowski,,,,,,0,15,9,11,13,4,1,2,0,8,20
Marnie Aument Loughrey,,,,,,,0,7,13,14,2,1,2,0,9,20
Meagan Ingerson,,,,,,,,0,5,10,5,0,3,0,10,20
Billy Cortes,,,,,,,,,0,12,2,0,1,0,11,20
Mike Stack,,,,,,,,,,3,0,0,0,0,12,20
Nina Ahmad,,,,,,,,,,,1,0,0,0,13,20
John Fetterman,,,,,,,,,,,,4,0,0,14,20
Kathi Cozzone,,,,,,,,,,,,,0,0,15,20
Ray Sosa,,,,,,,,,,,,,,0,16,20
Total,32,24,24,21,20,20,19,18,16,26,10,7,3,0,17,20
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,21
,James Harrity,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Mona Getzes Cohen,Erica Vanstone,Billy Cortes,Marnie Aument Loughrey,Catherine Bartch,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,21
James Harrity,0,12,13,11,10,11,7,8,6,11,2,2,4,1,3,21
Meagan Ingerson,,0,12,10,12,10,6,8,4,7,5,2,3,1,4,21
Richard Lombardo,,,0,15,11,14,9,11,8,10,4,0,3,0,5,21
Frank T Brzozowski,,,,0,10,12,9,9,7,9,4,1,2,0,6,21
Mona Getzes Cohen,,,,,1,10,6,7,5,5,4,2,3,1,7,21
Erica Vanstone,,,,,,0,9,9,7,7,4,0,3,0,8,21
Billy Cortes,,,,,,,0,6,3,5,3,1,2,0,9,21
Marnie Aument Loughrey,,,,,,,,0,4,7,1,0,3,0,10,21
Catherine Bartch,,,,,,,,,0,5,2,0,1,0,11,21
Mike Stack,,,,,,,,,,4,0,0,0,0,12,21
John Fetterman,,,,,,,,,,,0,0,0,0,13,21
Kathi Cozzone,,,,,,,,,,,,1,0,0,14,21
Nina Ahmad,,,,,,,,,,,,,0,0,15,21
Ray Sosa,,,,,,,,,,,,,,0,16,21
Total,20,18,17,16,16,14,11,11,8,18,5,5,4,1,17,21
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,22
,Mona Getzes Cohen,James Harrity,Richard Lombardo,Frank T Brzozowski,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,22
Mona Getzes Cohen,0,8,5,4,6,5,3,2,1,4,5,3,1,0,3,22
James Harrity,,0,7,6,6,6,5,4,3,3,4,2,1,0,4,22
Richard Lombardo,,,0,8,4,7,6,6,3,4,3,2,1,0,5,22
Frank T Brzozowski,,,,0,3,6,5,5,3,4,2,2,0,0,6,22
Meagan Ingerson,,,,,0,4,2,2,0,2,3,2,1,0,7,22
Erica Vanstone,,,,,,0,4,4,2,3,2,2,0,0,8,22
Catherine Bartch,,,,,,,0,4,3,3,3,0,0,0,9,22
Marnie Aument Loughrey,,,,,,,,0,2,3,2,1,0,0,10,22
Billy Cortes,,,,,,,,,0,2,1,0,0,0,11,22
Mike Stack,,,,,,,,,,3,0,0,0,0,12,22
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,22
John Fetterman,,,,,,,,,,,,3,0,0,14,22
Nina Ahmad,,,,,,,,,,,,,1,0,15,22
Ray Sosa,,,,,,,,,,,,,,0,16,22
Total,13,10,10,8,8,7,6,6,3,11,7,6,3,0,17,22
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,23
,James Harrity,Richard Lombardo,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Mona Getzes Cohen,Billy Cortes,Marnie Aument Loughrey,Meagan Ingerson,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,23
James Harrity,0,7,5,5,7,4,6,6,3,5,1,0,3,0,3,23
Richard Lombardo,,0,6,6,8,4,7,6,3,6,1,0,3,0,4,23
Catherine Bartch,,,0,6,6,3,6,6,2,4,0,2,2,0,5,23
Erica Vanstone,,,,0,6,4,5,5,4,3,1,2,2,0,6,23
Frank T Brzozowski,,,,,0,4,7,6,3,4,1,0,3,0,7,23
Mona Getzes Cohen,,,,,,0,3,3,5,2,2,1,2,0,8,23
Billy Cortes,,,,,,,0,5,2,4,0,0,3,0,9,23
Marnie Aument Loughrey,,,,,,,,0,2,3,1,1,2,0,10,23
Meagan Ingerson,,,,,,,,,0,1,3,1,1,0,11,23
Mike Stack,,,,,,,,,,1,0,0,0,0,12,23
Kathi Cozzone,,,,,,,,,,,2,0,0,0,13,23
John Fetterman,,,,,,,,,,,,2,0,0,14,23
Nina Ahmad,,,,,,,,,,,,,0,0,15,23
Ray Sosa,,,,,,,,,,,,,,0,16,23
Total,10,10,8,8,8,8,7,7,7,10,6,4,3,0,17,23
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,24
,James Harrity,Richard Lombardo,Erica Vanstone,Mona Getzes Cohen,Catherine Bartch,Meagan Ingerson,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,24
James Harrity,0,16,14,13,12,12,12,10,9,14,3,3,0,0,3,24
Richard Lombardo,,0,17,13,15,14,14,13,11,12,4,3,0,0,4,24
Erica Vanstone,,,0,12,13,13,13,12,9,10,4,3,0,0,5,24
Mona Getzes Cohen,,,,0,10,15,9,7,6,10,4,4,0,0,6,24
Catherine Bartch,,,,,0,11,9,12,8,9,5,1,0,0,7,24
Meagan Ingerson,,,,,,0,10,8,6,9,4,3,0,0,8,24
Frank T Brzozowski,,,,,,,0,7,7,9,1,3,0,0,9,24
Marnie Aument Loughrey,,,,,,,,0,8,8,5,0,0,0,10,24
Billy Cortes,,,,,,,,,0,7,2,1,0,0,11,24
Mike Stack,,,,,,,,,,1,0,0,0,0,12,24
Nina Ahmad,,,,,,,,,,,2,0,0,0,13,24
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,24
John Fetterman,,,,,,,,,,,,,0,0,15,24
Ray Sosa,,,,,,,,,,,,,,0,16,24
Total,21,20,18,18,16,16,14,14,11,17,8,4,0,0,17,24
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,25
,Mona Getzes Cohen,James Harrity,Richard Lombardo,Erica Vanstone,Meagan Ingerson,Frank T Brzozowski,Billy Cortes,Catherine Bartch,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,25
Mona Getzes Cohen,0,9,8,7,7,7,4,4,3,7,3,2,1,0,3,25
James Harrity,,0,9,10,9,9,6,5,6,6,1,2,2,0,4,25
Richard Lombardo,,,0,8,8,7,7,5,4,8,1,1,1,0,5,25
Erica Vanstone,,,,0,8,8,6,4,5,5,1,2,2,0,6,25
Meagan Ingerson,,,,,0,7,5,4,5,6,1,2,1,0,7,25
Frank T Brzozowski,,,,,,0,4,4,5,4,1,2,2,0,8,25
Billy Cortes,,,,,,,0,4,2,5,0,1,1,0,9,25
Catherine Bartch,,,,,,,,0,3,4,0,1,1,0,10,25
Marnie Aument Loughrey,,,,,,,,,0,3,1,1,1,0,11,25
Mike Stack,,,,,,,,,,0,0,0,0,0,12,25
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,25
Nina Ahmad,,,,,,,,,,,,1,0,0,14,25
John Fetterman,,,,,,,,,,,,,0,0,15,25
Ray Sosa,,,,,,,,,,,,,,0,16,25
Total,15,12,12,10,10,9,7,6,6,11,4,3,2,0,17,25
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,26
,Mona Getzes Cohen,James Harrity,Erica Vanstone,Meagan Ingerson,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,26
Mona Getzes Cohen,0,11,6,9,4,6,3,3,2,5,5,3,3,1,3,26
James Harrity,,0,8,9,7,7,6,5,4,8,2,3,2,1,4,26
Erica Vanstone,,,0,5,8,9,7,8,6,4,2,3,3,0,5,26
Meagan Ingerson,,,,0,3,4,2,3,2,4,3,1,1,1,6,26
Richard Lombardo,,,,,0,7,8,7,5,5,0,2,3,0,7,26
Catherine Bartch,,,,,,0,6,6,5,3,1,2,3,0,8,26
Marnie Aument Loughrey,,,,,,,0,5,6,4,1,1,3,0,9,26
Frank T Brzozowski,,,,,,,,0,4,4,1,2,1,0,10,26
Billy Cortes,,,,,,,,,0,3,1,0,2,0,11,26
Mike Stack,,,,,,,,,,2,0,0,0,0,12,26
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,26
Nina Ahmad,,,,,,,,,,,,1,0,0,14,26
John Fetterman,,,,,,,,,,,,,0,0,15,26
Ray Sosa,,,,,,,,,,,,,,1,16,26
Total,17,16,12,10,10,9,9,8,6,12,6,6,5,2,17,26
