col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
,Jim Christiana,Lou Barletta,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,2,11
Jim Christiana,0,0,3,2,2,2,3,11
Lou Barletta,,0,0,0,0,0,4,11
Maria Digiorgio Mccolgan,,,0,2,2,2,5,11
Christopher M Vogler,,,,0,2,2,6,11
Michael A Cibik,,,,,0,2,7,11
Theresa A Dintino,,,,,,0,8,11
Total,3,0,3,2,2,2,9,11
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,12
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Jim Christiana,Lou Barletta,2,12
Christopher M Vogler,0,1,1,1,1,0,3,12
Maria Digiorgio Mccolgan,,0,1,1,1,0,4,12
Michael A Cibik,,,0,1,1,0,5,12
Theresa A Dintino,,,,0,1,0,6,12
Jim Christiana,,,,,0,0,7,12
Lou Barletta,,,,,,1,8,12
Total,1,1,1,1,1,1,9,12
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,13
,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,Lou Barletta,Jim Christiana,2,13
Maria Digiorgio Mccolgan,0,4,5,4,3,2,3,13
Michael A Cibik,,0,4,4,4,1,4,13
Theresa A Dintino,,,0,4,3,2,5,13
Christopher M Vogler,,,,0,3,1,6,13
Lou Barletta,,,,,0,0,7,13
Jim Christiana,,,,,,0,8,13
Total,5,5,5,4,4,2,9,13
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,14
,Michael A Cibik,Christopher M Vogler,Maria Digiorgio Mccolgan,Theresa A Dintino,Jim Christiana,Lou Barletta,2,14
Michael A Cibik,0,2,2,1,3,2,3,14
Christopher M Vogler,,0,2,1,0,2,4,14
Maria Digiorgio Mccolgan,,,0,1,0,2,5,14
Theresa A Dintino,,,,0,0,1,6,14
Jim Christiana,,,,,0,0,7,14
Lou Barletta,,,,,,1,8,14
Total,5,2,2,1,3,3,9,14
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,15
,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Theresa A Dintino,Jim Christiana,Lou Barletta,2,15
Christopher M Vogler,0,3,2,2,2,2,3,15
Michael A Cibik,,0,2,2,2,2,4,15
Maria Digiorgio Mccolgan,,,0,2,1,1,5,15
Theresa A Dintino,,,,0,1,1,6,15
Jim Christiana,,,,,0,0,7,15
Lou Barletta,,,,,,0,8,15
Total,4,4,2,2,3,2,9,15
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,16
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Jim Christiana,Lou Barletta,2,16
Christopher M Vogler,0,2,2,2,1,1,3,16
Maria Digiorgio Mccolgan,,0,2,2,1,1,4,16
Michael A Cibik,,,0,2,1,1,5,16
Theresa A Dintino,,,,0,1,1,6,16
Jim Christiana,,,,,0,0,7,16
Lou Barletta,,,,,,0,8,16
Total,2,2,2,2,1,1,9,16
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,17
,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,Lou Barletta,Jim Christiana,2,17
Maria Digiorgio Mccolgan,0,4,4,2,4,1,3,17
Michael A Cibik,,0,4,1,2,2,4,17
Christopher M Vogler,,,0,1,2,1,5,17
Theresa A Dintino,,,,1,2,0,6,17
Lou Barletta,,,,,0,0,7,17
Jim Christiana,,,,,,0,8,17
Total,6,5,4,3,4,2,9,17
,United States Senator - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,18
,Jim Christiana,Lou Barletta,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,2,18
Jim Christiana,0,0,6,5,5,4,3,18
Lou Barletta,,0,0,0,0,1,4,18
Maria Digiorgio Mccolgan,,,0,5,5,5,5,18
Christopher M Vogler,,,,0,6,5,6,18
Michael A Cibik,,,,,0,5,7,18
Theresa A Dintino,,,,,,0,8,18
Total,7,1,7,6,6,6,9,18
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,19
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Lou Barletta,Jim Christiana,2,19
Christopher M Vogler,0,6,6,3,4,4,3,19
Maria Digiorgio Mccolgan,,0,6,3,3,3,4,19
Michael A Cibik,,,0,3,3,3,5,19
Theresa A Dintino,,,,0,1,2,6,19
Lou Barletta,,,,,1,0,7,19
Jim Christiana,,,,,,0,8,19
Total,8,6,6,3,5,4,9,19
,United States Senator - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,20
,Lou Barletta,Jim Christiana,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,20
Lou Barletta,3,0,0,0,0,0,3,20
Jim Christiana,,2,0,0,0,0,4,20
Christopher M Vogler,,,0,0,0,0,5,20
Maria Digiorgio Mccolgan,,,,0,0,0,6,20
Michael A Cibik,,,,,0,0,7,20
Theresa A Dintino,,,,,,0,8,20
Total,3,2,0,0,0,0,9,20
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,21
,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Theresa A Dintino,Jim Christiana,Lou Barletta,2,21
Christopher M Vogler,0,3,3,1,1,3,3,21
Michael A Cibik,,0,3,1,2,2,4,21
Maria Digiorgio Mccolgan,,,0,1,1,2,5,21
Theresa A Dintino,,,,0,1,1,6,21
Jim Christiana,,,,,0,0,7,21
Lou Barletta,,,,,,0,8,21
Total,4,4,3,2,3,3,9,21
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,22
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Lou Barletta,Jim Christiana,2,22
Christopher M Vogler,0,4,3,3,3,2,3,22
Maria Digiorgio Mccolgan,,0,3,3,2,2,4,22
Michael A Cibik,,,0,3,2,2,5,22
Theresa A Dintino,,,,0,1,2,6,22
Lou Barletta,,,,,0,0,7,22
Jim Christiana,,,,,,0,8,22
Total,5,4,4,3,4,2,9,22
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,23
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Lou Barletta,Jim Christiana,2,23
Christopher M Vogler,1,6,6,5,5,2,3,23
Maria Digiorgio Mccolgan,,0,6,5,4,2,4,23
Michael A Cibik,,,0,5,4,2,5,23
Theresa A Dintino,,,,0,3,2,6,23
Lou Barletta,,,,,0,0,7,23
Jim Christiana,,,,,,1,8,23
Total,8,6,6,5,5,3,9,23
,United States Senator - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,24
,Lou Barletta,Jim Christiana,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,2,24
Lou Barletta,0,0,2,2,1,1,3,24
Jim Christiana,,0,1,1,1,1,4,24
Maria Digiorgio Mccolgan,,,0,2,2,2,5,24
Michael A Cibik,,,,0,2,2,6,24
Christopher M Vogler,,,,,0,2,7,24
Theresa A Dintino,,,,,,0,8,24
Total,3,1,3,3,2,2,9,24
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,25
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Lou Barletta,Jim Christiana,2,25
Maria Digiorgio Mccolgan,1,4,5,5,5,2,3,25
Christopher M Vogler,,0,3,3,3,1,4,25
Michael A Cibik,,,0,5,3,1,5,25
Theresa A Dintino,,,,0,3,1,6,25
Lou Barletta,,,,,1,0,7,25
Jim Christiana,,,,,,0,8,25
Total,9,5,5,5,7,2,9,25
,Member Of The - Republican State Committee 1st Congressional District,,,,United States Senator - Republican,,1,26
,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Theresa A Dintino,Jim Christiana,Lou Barletta,2,26
Christopher M Vogler,0,3,2,2,1,2,3,26
Michael A Cibik,,0,3,2,2,1,4,26
Maria Digiorgio Mccolgan,,,0,2,2,1,5,26
Theresa A Dintino,,,,0,1,1,6,26
Jim Christiana,,,,,1,0,7,26
Lou Barletta,,,,,,0,8,26
Total,4,4,3,2,3,2,9,26
