col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,order,division
Calvin R Tucker,,,,,,0,0,8,19
Denise Furey,,,,,,,0,9,19
Total,1,0,0,0,1,0,0,10,19
,Member Of The - Republican State Committee 2nd Congressional District,,,Lieutenant Governor - Republican,,,,1,20
,Denise Furey,Walt Vogler,Calvin R Tucker,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,2,20
Denise Furey,0,7,6,1,3,1,1,3,20
Walt Vogler,,0,6,1,2,1,2,4,20
Calvin R Tucker,,,0,1,2,2,1,5,20
Jeff Bartos,,,,2,0,0,0,6,20
Kathy Coder,,,,,0,0,0,7,20
Diana Irey Vaughan,,,,,,0,0,8,20
Peg Luksik,,,,,,,0,9,20
Total,8,8,7,3,3,2,2,10,20
