col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,order,division
Ray Sosa,,,,,,,0,9,4
Total,75,42,47,34,27,13,0,10,4
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,5
,Brendan F Boyle,Michele Lawrence,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,5
Brendan F Boyle,0,0,33,12,14,8,0,3,5
Michele Lawrence,,2,4,17,13,5,0,4,5
Mike Stack,,,4,0,0,0,0,5,5
Nina Ahmad,,,,0,0,0,0,6,5
John Fetterman,,,,,0,0,0,7,5
Kathi Cozzone,,,,,,1,0,8,5
Ray Sosa,,,,,,,0,9,5
Total,67,41,41,29,27,14,0,10,5
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,6
,Michele Lawrence,Brendan F Boyle,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,6
Michele Lawrence,2,0,24,10,7,5,0,3,6
Brendan F Boyle,,0,10,10,10,2,1,4,6
Nina Ahmad,,,2,0,0,0,0,5,6
John Fetterman,,,,2,0,0,0,6,6
Mike Stack,,,,,0,0,0,7,6
Kathi Cozzone,,,,,,0,0,8,6
Ray Sosa,,,,,,,1,9,6
Total,48,33,36,22,17,7,2,10,6
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,7
,Brendan F Boyle,Michele Lawrence,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,7
Brendan F Boyle,2,0,69,14,9,5,0,3,7
Michele Lawrence,,1,8,4,7,8,0,4,7
Mike Stack,,,3,0,0,0,0,5,7
John Fetterman,,,,1,0,0,0,6,7
Nina Ahmad,,,,,1,0,0,7,7
Kathi Cozzone,,,,,,0,0,8,7
Ray Sosa,,,,,,,0,9,7
Total,99,28,80,19,17,13,0,10,7
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,8
,Brendan F Boyle,Michele Lawrence,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,8
Brendan F Boyle,2,0,19,15,8,2,1,3,8
Michele Lawrence,,2,18,15,4,6,1,4,8
John Fetterman,,,2,0,0,0,0,5,8
Nina Ahmad,,,,2,0,0,0,6,8
Mike Stack,,,,,0,0,0,7,8
Kathi Cozzone,,,,,,0,0,8,8
Ray Sosa,,,,,,,0,9,8
Total,47,46,39,32,12,8,2,10,8
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,9
,Michele Lawrence,Brendan F Boyle,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,9
Michele Lawrence,2,0,20,17,5,3,0,3,9
Brendan F Boyle,,1,13,13,3,2,3,4,9
Nina Ahmad,,,1,0,0,0,0,5,9
John Fetterman,,,,0,0,0,0,6,9
Mike Stack,,,,,0,0,0,7,9
Kathi Cozzone,,,,,,0,0,8,9
Ray Sosa,,,,,,,0,9,9
Total,47,35,34,30,8,5,3,10,9
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,10
,Michele Lawrence,Brendan F Boyle,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,10
Michele Lawrence,0,0,15,13,5,2,0,3,10
Brendan F Boyle,,2,8,8,8,4,0,4,10
Nina Ahmad,,,1,0,0,0,0,5,10
John Fetterman,,,,0,0,0,0,6,10
Mike Stack,,,,,1,0,0,7,10
Kathi Cozzone,,,,,,3,0,8,10
Ray Sosa,,,,,,,0,9,10
Total,35,30,24,21,14,9,0,10,10
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,11
,Michele Lawrence,Brendan F Boyle,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,11
Michele Lawrence,1,0,21,13,8,6,0,3,11
Brendan F Boyle,,1,16,13,13,4,0,4,11
Nina Ahmad,,,0,0,0,0,0,5,11
John Fetterman,,,,3,0,0,0,6,11
Mike Stack,,,,,3,0,0,7,11
Kathi Cozzone,,,,,,0,0,8,11
Ray Sosa,,,,,,,1,9,11
Total,49,47,37,29,24,10,1,10,11
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,12
,Michele Lawrence,Brendan F Boyle,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,12
Michele Lawrence,0,0,12,10,4,2,1,3,12
Brendan F Boyle,,1,7,5,8,1,0,4,12
Nina Ahmad,,,0,0,0,0,0,5,12
John Fetterman,,,,1,0,0,0,6,12
Mike Stack,,,,,1,0,0,7,12
Kathi Cozzone,,,,,,2,0,8,12
Ray Sosa,,,,,,,0,9,12
Total,29,22,19,16,13,5,1,10,12
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,13
,Brendan F Boyle,Michele Lawrence,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,13
Brendan F Boyle,6,0,17,23,7,4,0,3,13
Michele Lawrence,,0,17,10,14,4,1,4,13
John Fetterman,,,2,0,0,0,0,5,13
Mike Stack,,,,0,0,0,0,6,13
Nina Ahmad,,,,,2,0,0,7,13
Kathi Cozzone,,,,,,1,0,8,13
Ray Sosa,,,,,,,0,9,13
Total,57,46,36,33,23,9,1,10,13
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,14
,Brendan F Boyle,Michele Lawrence,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,14
Brendan F Boyle,3,0,16,23,11,3,0,3,14
Michele Lawrence,,1,16,7,15,9,0,4,14
John Fetterman,,,4,0,0,0,0,5,14
Mike Stack,,,,1,0,0,0,6,14
Nina Ahmad,,,,,2,0,0,7,14
Kathi Cozzone,,,,,,0,0,8,14
Ray Sosa,,,,,,,0,9,14
Total,56,48,36,31,28,12,0,10,14
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,15
,Michele Lawrence,Brendan F Boyle,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,15
Michele Lawrence,3,0,19,13,8,11,0,3,15
Brendan F Boyle,,2,19,14,8,3,1,4,15
Nina Ahmad,,,4,0,0,0,0,5,15
John Fetterman,,,,2,0,0,0,6,15
Mike Stack,,,,,3,0,0,7,15
Kathi Cozzone,,,,,,0,0,8,15
Ray Sosa,,,,,,,0,9,15
Total,54,47,42,29,19,14,1,10,15
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,16
,Brendan F Boyle,Michele Lawrence,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,16
Brendan F Boyle,2,0,40,19,12,1,0,3,16
Michele Lawrence,,1,7,18,19,5,0,4,16
Mike Stack,,,3,0,0,0,0,5,16
John Fetterman,,,,7,0,0,0,6,16
Nina Ahmad,,,,,1,0,0,7,16
Kathi Cozzone,,,,,,0,0,8,16
Ray Sosa,,,,,,,0,9,16
Total,74,50,50,44,32,6,0,10,16
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,17
,Brendan F Boyle,Michele Lawrence,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,17
Brendan F Boyle,8,0,26,11,10,3,0,3,17
Michele Lawrence,,1,15,9,5,2,0,4,17
Mike Stack,,,2,0,0,0,0,5,17
Nina Ahmad,,,,2,0,0,0,6,17
John Fetterman,,,,,1,0,0,7,17
Kathi Cozzone,,,,,,0,0,8,17
Ray Sosa,,,,,,,0,9,17
Total,58,32,43,22,16,5,0,10,17
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,18
,Brendan F Boyle,Michele Lawrence,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,18
Brendan F Boyle,2,0,20,17,13,3,0,3,18
Michele Lawrence,,0,18,11,9,3,0,4,18
John Fetterman,,,0,0,0,0,0,5,18
Mike Stack,,,,1,0,0,0,6,18
Nina Ahmad,,,,,1,0,0,7,18
Kathi Cozzone,,,,,,1,0,8,18
Ray Sosa,,,,,,,0,9,18
Total,55,41,38,29,23,7,0,10,18
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,19
,Brendan F Boyle,Michele Lawrence,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,19
Brendan F Boyle,3,0,50,13,7,2,0,3,19
Michele Lawrence,,1,10,11,14,7,0,4,19
Mike Stack,,,4,0,0,0,0,5,19
John Fetterman,,,,5,0,0,0,6,19
Nina Ahmad,,,,,1,0,0,7,19
Kathi Cozzone,,,,,,0,0,8,19
Ray Sosa,,,,,,,0,9,19
Total,75,43,64,29,22,9,0,10,19
