col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,order,division
Nina Ahmad,,,,1,0,0,0,6,6
Kathi Cozzone,,,,,0,0,0,7,6
John Fetterman,,,,,,0,0,8,6
Ray Sosa,,,,,,,1,9,6
Total,39,13,29,13,7,3,1,10,6
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,7
,Brendan F Boyle,Michele Lawrence,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,7
Brendan F Boyle,2,0,32,7,5,3,0,3,7
Michele Lawrence,,1,8,3,6,1,1,4,7
Mike Stack,,,2,0,0,0,0,5,7
John Fetterman,,,,1,0,0,0,6,7
Nina Ahmad,,,,,0,0,0,7,7
Kathi Cozzone,,,,,,0,0,8,7
Ray Sosa,,,,,,,0,9,7
Total,49,20,42,11,11,4,1,10,7
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,8
,Brendan F Boyle,Michele Lawrence,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,8
Brendan F Boyle,5,0,30,9,5,4,0,3,8
Michele Lawrence,,0,3,4,6,0,0,4,8
Mike Stack,,,0,0,0,0,0,5,8
Nina Ahmad,,,,1,0,0,0,6,8
Kathi Cozzone,,,,,0,0,0,7,8
John Fetterman,,,,,,2,0,8,8
Ray Sosa,,,,,,,0,9,8
Total,53,13,33,14,11,6,0,10,8
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,9
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,9
Brendan F Boyle,3,0,21,5,7,4,0,3,9
Michele Lawrence,,1,10,8,5,1,0,4,9
Mike Stack,,,0,0,0,0,0,5,9
Kathi Cozzone,,,,1,0,0,0,6,9
Nina Ahmad,,,,,1,0,0,7,9
John Fetterman,,,,,,0,0,8,9
Ray Sosa,,,,,,,0,9,9
Total,40,25,31,14,13,5,0,10,9
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,10
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,10
Brendan F Boyle,2,0,22,4,8,4,1,3,10
Michele Lawrence,,1,6,6,8,4,0,4,10
Mike Stack,,,3,0,0,0,0,5,10
Kathi Cozzone,,,,6,0,0,0,6,10
Nina Ahmad,,,,,0,0,0,7,10
John Fetterman,,,,,,0,0,8,10
Ray Sosa,,,,,,,0,9,10
Total,41,25,31,16,16,8,1,10,10
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,11
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Brendan F Boyle,Michele Lawrence,2,11
Mike Stack,0,0,0,0,0,27,7,3,11
Kathi Cozzone,,0,0,0,0,3,6,4,11
Nina Ahmad,,,1,0,0,1,6,5,11
John Fetterman,,,,0,0,0,0,6,11
Ray Sosa,,,,,0,0,0,7,11
Brendan F Boyle,,,,,,2,0,8,11
Michele Lawrence,,,,,,,2,9,11
Total,34,9,8,0,0,33,21,10,11
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,12
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,12
Brendan F Boyle,5,0,14,3,3,3,0,3,12
Michele Lawrence,,3,7,4,3,1,2,4,12
Mike Stack,,,0,0,0,0,0,5,12
Kathi Cozzone,,,,0,0,0,0,6,12
Nina Ahmad,,,,,0,0,0,7,12
John Fetterman,,,,,,0,0,8,12
Ray Sosa,,,,,,,1,9,12
Total,28,20,21,7,6,4,3,10,12
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,13
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Brendan F Boyle,Michele Lawrence,2,13
Mike Stack,4,0,0,0,0,21,10,3,13
Kathi Cozzone,,2,0,0,0,3,5,4,13
Nina Ahmad,,,0,0,0,3,5,5,13
John Fetterman,,,,1,0,3,3,6,13
Ray Sosa,,,,,1,0,0,7,13
Brendan F Boyle,,,,,,3,0,8,13
Michele Lawrence,,,,,,,0,9,13
Total,35,10,8,7,1,33,23,10,13
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,14
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,Michele Lawrence,Brendan F Boyle,2,14
Mike Stack,3,0,0,0,0,5,9,3,14
Kathi Cozzone,,1,0,0,0,10,1,4,14
John Fetterman,,,0,0,0,0,2,5,14
Nina Ahmad,,,,0,0,1,0,6,14
Ray Sosa,,,,,0,0,0,7,14
Michele Lawrence,,,,,,0,0,8,14
Brendan F Boyle,,,,,,,2,9,14
Total,17,12,2,1,0,16,14,10,14
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,15
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,15
Brendan F Boyle,0,0,12,1,1,1,1,3,15
Michele Lawrence,,0,2,7,2,0,0,4,15
Mike Stack,,,1,0,0,0,0,5,15
Kathi Cozzone,,,,3,0,0,0,6,15
Nina Ahmad,,,,,0,0,0,7,15
John Fetterman,,,,,,0,0,8,15
Ray Sosa,,,,,,,0,9,15
Total,16,11,15,11,3,1,1,10,15
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,16
,Michele Lawrence,Brendan F Boyle,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,16
Michele Lawrence,1,0,4,3,3,1,0,3,16
Brendan F Boyle,,2,6,2,0,1,0,4,16
Mike Stack,,,0,0,0,0,0,5,16
Nina Ahmad,,,,1,0,0,0,6,16
Kathi Cozzone,,,,,2,0,0,7,16
John Fetterman,,,,,,0,0,8,16
Ray Sosa,,,,,,,0,9,16
Total,12,11,10,6,5,2,0,10,16
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,17
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Michele Lawrence,Brendan F Boyle,2,17
Mike Stack,1,0,0,0,0,8,8,3,17
Kathi Cozzone,,3,0,0,0,3,1,4,17
Nina Ahmad,,,1,0,0,4,1,5,17
John Fetterman,,,,0,0,0,0,6,17
Ray Sosa,,,,,0,0,0,7,17
Michele Lawrence,,,,,,0,0,8,17
Brendan F Boyle,,,,,,,0,9,17
Total,17,7,6,0,0,15,10,10,17
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,18
,Brendan F Boyle,Michele Lawrence,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,18
Brendan F Boyle,1,0,18,6,2,2,0,3,18
Michele Lawrence,,1,5,4,8,0,0,4,18
Mike Stack,,,2,0,0,0,0,5,18
Nina Ahmad,,,,3,0,0,0,6,18
Kathi Cozzone,,,,,2,0,0,7,18
John Fetterman,,,,,,1,0,8,18
Ray Sosa,,,,,,,0,9,18
Total,29,18,25,13,12,3,0,10,18
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,19
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,19
Brendan F Boyle,1,0,19,5,4,2,0,3,19
Michele Lawrence,,2,2,5,5,2,0,4,19
Mike Stack,,,4,0,0,0,0,5,19
Kathi Cozzone,,,,1,0,0,0,6,19
Nina Ahmad,,,,,1,0,0,7,19
John Fetterman,,,,,,1,0,8,19
Ray Sosa,,,,,,,0,9,19
Total,31,16,25,11,10,5,0,10,19
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,20
,Brendan F Boyle,Michele Lawrence,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,20
Brendan F Boyle,0,0,17,6,4,1,0,3,20
Michele Lawrence,,1,3,5,2,2,0,4,20
Mike Stack,,,2,0,0,0,0,5,20
Nina Ahmad,,,,0,0,0,0,6,20
John Fetterman,,,,,1,0,0,7,20
Kathi Cozzone,,,,,,0,0,8,20
Ray Sosa,,,,,,,0,9,20
Total,28,13,22,11,7,3,0,10,20
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,21
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,Brendan F Boyle,Michele Lawrence,2,21
Mike Stack,5,0,0,0,0,15,11,3,21
Nina Ahmad,,2,0,0,0,5,3,4,21
John Fetterman,,,2,0,0,4,2,5,21
Kathi Cozzone,,,,0,0,3,5,6,21
Ray Sosa,,,,,0,0,0,7,21
Brendan F Boyle,,,,,,2,0,8,21
Michele Lawrence,,,,,,,0,9,21
Total,31,10,8,8,0,29,21,10,21
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,22
,Brendan F Boyle,Michele Lawrence,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,John Fetterman,2,22
Brendan F Boyle,1,0,13,1,2,0,0,3,22
Michele Lawrence,,1,1,4,2,1,0,4,22
Mike Stack,,,3,0,0,0,0,5,22
Nina Ahmad,,,,0,0,0,0,6,22
Kathi Cozzone,,,,,0,0,0,7,22
Ray Sosa,,,,,,0,0,8,22
John Fetterman,,,,,,,0,9,22
Total,17,9,17,5,4,1,0,10,22
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,23
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Brendan F Boyle,Michele Lawrence,2,23
Mike Stack,4,0,0,0,0,22,9,3,23
Kathi Cozzone,,1,0,0,0,2,6,4,23
Nina Ahmad,,,1,0,0,4,3,5,23
John Fetterman,,,,0,0,1,2,6,23
Ray Sosa,,,,,1,0,0,7,23
Brendan F Boyle,,,,,,1,0,8,23
Michele Lawrence,,,,,,,1,9,23
Total,35,9,8,3,1,30,21,10,23
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,24
,Brendan F Boyle,Michele Lawrence,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,24
Brendan F Boyle,0,0,12,7,3,2,0,3,24
Michele Lawrence,,1,5,6,4,2,0,4,24
Mike Stack,,,1,0,0,0,0,5,24
Nina Ahmad,,,,0,0,0,0,6,24
Kathi Cozzone,,,,,0,0,0,7,24
John Fetterman,,,,,,0,0,8,24
Ray Sosa,,,,,,,0,9,24
Total,24,18,18,13,7,4,0,10,24
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,25
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,25
Brendan F Boyle,3,0,13,3,2,3,0,3,25
Michele Lawrence,,1,4,8,3,0,0,4,25
Mike Stack,,,1,0,0,0,0,5,25
Kathi Cozzone,,,,2,0,0,0,6,25
Nina Ahmad,,,,,0,0,0,7,25
John Fetterman,,,,,,1,0,8,25
Ray Sosa,,,,,,,0,9,25
Total,24,16,18,13,5,4,0,10,25
,Lieutenant Governor - Democrat,,,,,Representative In Congress 2nd District - Democrat,,1,26
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,Brendan F Boyle,Michele Lawrence,2,26
Mike Stack,0,0,0,0,0,11,5,3,26
Kathi Cozzone,,1,0,0,0,1,4,4,26
John Fetterman,,,0,0,0,0,2,5,26
Nina Ahmad,,,,0,0,0,1,6,26
Ray Sosa,,,,,0,0,0,7,26
Brendan F Boyle,,,,,,1,0,8,26
Michele Lawrence,,,,,,,0,9,26
Total,16,6,2,1,0,13,12,10,26
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,27
,Michele Lawrence,Brendan F Boyle,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,27
Michele Lawrence,1,0,2,4,5,3,1,3,27
Brendan F Boyle,,0,5,3,1,0,0,4,27
Mike Stack,,,3,0,0,0,0,5,27
Nina Ahmad,,,,0,0,0,0,6,27
Kathi Cozzone,,,,,0,0,0,7,27
John Fetterman,,,,,,1,0,8,27
Ray Sosa,,,,,,,0,9,27
Total,16,9,10,7,6,4,1,10,27
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,28
,Brendan F Boyle,Michele Lawrence,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,28
Brendan F Boyle,2,0,8,9,1,2,0,3,28
Michele Lawrence,,1,8,6,1,0,1,4,28
Kathi Cozzone,,,4,0,0,0,0,5,28
Mike Stack,,,,2,0,0,0,6,28
Nina Ahmad,,,,,2,0,0,7,28
John Fetterman,,,,,,0,0,8,28
Ray Sosa,,,,,,,0,9,28
Total,22,17,20,17,4,2,1,10,28
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,29
,Michele Lawrence,Brendan F Boyle,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,29
Michele Lawrence,0,0,7,7,3,0,0,3,29
Brendan F Boyle,,1,9,2,0,1,0,4,29
Mike Stack,,,0,0,0,0,0,5,29
Kathi Cozzone,,,,0,0,0,0,6,29
Nina Ahmad,,,,,0,0,0,7,29
John Fetterman,,,,,,0,0,8,29
Ray Sosa,,,,,,,0,9,29
Total,17,13,16,9,3,1,0,10,29
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,30
,Brendan F Boyle,Michele Lawrence,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,30
Brendan F Boyle,0,0,6,4,1,3,0,3,30
Michele Lawrence,,0,2,1,1,0,1,4,30
Mike Stack,,,1,0,0,0,0,5,30
John Fetterman,,,,0,0,0,0,6,30
Kathi Cozzone,,,,,3,0,0,7,30
Nina Ahmad,,,,,,0,0,8,30
Ray Sosa,,,,,,,0,9,30
Total,14,5,9,5,5,3,1,10,30
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,31
,Brendan F Boyle,Michele Lawrence,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,31
Brendan F Boyle,1,0,15,4,2,1,0,3,31
Michele Lawrence,,0,8,8,1,2,1,4,31
Mike Stack,,,0,0,0,0,0,5,31
Kathi Cozzone,,,,0,0,0,0,6,31
Nina Ahmad,,,,,1,0,0,7,31
John Fetterman,,,,,,0,0,8,31
Ray Sosa,,,,,,,0,9,31
Total,23,20,23,12,4,3,1,10,31
,Representative In Congress 2nd District - Democrat,,Lieutenant Governor - Democrat,,,,,1,32
,Brendan F Boyle,Michele Lawrence,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,32
Brendan F Boyle,1,0,24,7,4,3,0,3,32
Michele Lawrence,,0,3,1,1,1,0,4,32
Mike Stack,,,0,0,0,0,0,5,32
John Fetterman,,,,0,0,0,0,6,32
Nina Ahmad,,,,,0,0,0,7,32
Kathi Cozzone,,,,,,0,0,8,32
Ray Sosa,,,,,,,0,9,32
Total,39,6,27,8,5,4,0,10,32
