col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Tom Wolf,2,19,3,2,3,0,3,18
Mike Stack,,1,0,0,0,0,4,18
Kathi Cozzone,,,1,0,0,0,5,18
John Fetterman,,,,1,0,0,6,18
Nina Ahmad,,,,,0,0,7,18
Ray Sosa,,,,,,1,8,18
Total,29,20,4,3,3,1,9,18
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,19
,Tom Wolf,Kathi Cozzone,Nina Ahmad,Mike Stack,John Fetterman,Ray Sosa,2,19
Tom Wolf,7,11,11,9,3,1,3,19
Kathi Cozzone,,0,0,0,0,0,4,19
Nina Ahmad,,,0,0,0,0,5,19
Mike Stack,,,,0,0,0,6,19
John Fetterman,,,,,0,0,7,19
Ray Sosa,,,,,,0,8,19
Total,42,11,11,9,3,1,9,19
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,20
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,2,20
Tom Wolf,2,9,6,5,1,0,3,20
Mike Stack,,4,0,0,0,0,4,20
Kathi Cozzone,,,0,0,0,0,5,20
Nina Ahmad,,,,0,0,0,6,20
Ray Sosa,,,,,0,0,7,20
John Fetterman,,,,,,0,8,20
Total,23,13,6,5,1,0,9,20
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,21
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,21
Tom Wolf,10,22,14,9,4,0,3,21
Mike Stack,,0,0,0,0,0,4,21
Kathi Cozzone,,,1,0,0,0,5,21
Nina Ahmad,,,,0,0,0,6,21
John Fetterman,,,,,0,0,7,21
Ray Sosa,,,,,,0,8,21
Total,59,22,15,9,4,0,9,21
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,22
,Tom Wolf,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,22
Tom Wolf,3,14,11,5,3,0,3,22
Kathi Cozzone,,0,0,0,0,0,4,22
Mike Stack,,,0,0,0,0,5,22
Nina Ahmad,,,,2,0,0,6,22
John Fetterman,,,,,0,0,7,22
Ray Sosa,,,,,,0,8,22
Total,36,14,11,7,3,0,9,22
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,23
,Tom Wolf,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,23
Tom Wolf,8,11,9,3,1,0,3,23
Kathi Cozzone,,0,0,0,0,0,4,23
Mike Stack,,,0,0,0,0,5,23
Nina Ahmad,,,,1,0,0,6,23
John Fetterman,,,,,0,0,7,23
Ray Sosa,,,,,,0,8,23
Total,32,11,9,4,1,0,9,23
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,24
,Tom Wolf,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,24
Tom Wolf,3,22,19,20,0,0,3,24
Mike Stack,,7,0,0,0,0,4,24
Nina Ahmad,,,2,0,0,0,5,24
Kathi Cozzone,,,,0,0,0,6,24
John Fetterman,,,,,0,0,7,24
Ray Sosa,,,,,,0,8,24
Total,64,29,21,20,0,0,9,24
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,25
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,25
Tom Wolf,9,12,9,8,4,0,3,25
Mike Stack,,1,0,0,0,0,4,25
Kathi Cozzone,,,0,0,0,0,5,25
Nina Ahmad,,,,0,0,0,6,25
John Fetterman,,,,,1,0,7,25
Ray Sosa,,,,,,0,8,25
Total,42,13,9,8,5,0,9,25
