col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,order,division
,Tom Wolf,Barbara Carroll,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,2,7
Tom Wolf,11,60,58,56,52,49,47,44,41,41,3,7
Barbara Carroll,,1,44,42,44,46,43,41,40,38,4,7
Jaime Bouldin,,,1,45,46,43,41,39,40,38,5,7
David Rodriguez,,,,0,45,42,42,39,38,37,6,7
Humberto Perez,,,,,0,43,40,39,39,38,7,7
Sharon Vaughn,,,,,,0,43,41,39,39,8,7
Latrice Y Bryant,,,,,,,0,43,40,41,9,7
Jonathan M Gary,,,,,,,,0,39,40,10,7
Dustin Morris,,,,,,,,,0,38,11,7
Robert Taylor,,,,,,,,,,0,12,7
Total,106,63,60,57,54,50,48,45,42,42,13,7
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,8
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Dustin Morris,2,8
Tom Wolf,19,94,91,89,82,77,77,68,65,65,3,8
Jaime Bouldin,,3,72,79,71,70,67,65,64,62,4,8
Humberto Perez,,,0,75,69,67,62,59,59,61,5,8
David Rodriguez,,,,0,69,70,69,62,63,62,6,8
Sharon Vaughn,,,,,0,74,73,66,64,63,7,8
Barbara Carroll,,,,,,0,72,66,63,63,8,8
Latrice Y Bryant,,,,,,,0,64,64,61,9,8
Jonathan M Gary,,,,,,,,0,62,59,10,8
Robert Taylor,,,,,,,,,0,59,11,8
Dustin Morris,,,,,,,,,,0,12,8
Total,148,99,92,90,85,80,79,69,66,65,13,8
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,9
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Robert Taylor,Dustin Morris,2,9
Tom Wolf,34,53,47,42,34,35,34,32,29,27,3,9
Jaime Bouldin,,2,36,36,33,31,32,30,29,27,4,9
David Rodriguez,,,1,34,29,32,31,29,28,27,5,9
Humberto Perez,,,,0,29,29,28,28,27,26,6,9
Latrice Y Bryant,,,,,0,31,32,32,30,27,7,9
Sharon Vaughn,,,,,,0,31,30,28,27,8,9
Barbara Carroll,,,,,,,0,30,28,27,9,9
Jonathan M Gary,,,,,,,,0,30,27,10,9
Robert Taylor,,,,,,,,,0,27,11,9
Dustin Morris,,,,,,,,,,0,12,9
Total,108,56,48,42,35,35,34,33,30,27,13,9
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,10
,Tom Wolf,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Humberto Perez,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,2,10
Tom Wolf,32,42,30,29,28,27,24,25,22,22,3,10
Jaime Bouldin,,0,25,27,26,26,24,23,23,22,4,10
David Rodriguez,,,2,26,23,22,22,22,22,18,5,10
Sharon Vaughn,,,,0,25,21,25,24,23,20,6,10
Barbara Carroll,,,,,0,20,23,23,22,19,7,10
Humberto Perez,,,,,,0,20,19,20,18,8,10
Jonathan M Gary,,,,,,,0,23,21,19,9,10
Latrice Y Bryant,,,,,,,,0,20,19,10,10
Robert Taylor,,,,,,,,,0,18,11,10
Dustin Morris,,,,,,,,,,0,12,10
Total,90,44,33,32,31,29,26,26,24,23,13,10
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,11
,Tom Wolf,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,2,11
Tom Wolf,12,39,34,30,29,27,26,25,25,23,3,11
Jaime Bouldin,,0,23,23,24,19,23,24,22,22,4,11
David Rodriguez,,,0,23,25,21,21,21,22,21,5,11
Sharon Vaughn,,,,0,24,22,21,23,23,23,6,11
Humberto Perez,,,,,0,22,21,22,22,22,7,11
Barbara Carroll,,,,,,0,19,20,21,20,8,11
Latrice Y Bryant,,,,,,,0,21,20,20,9,11
Dustin Morris,,,,,,,,0,22,22,10,11
Jonathan M Gary,,,,,,,,,0,23,11,11
Robert Taylor,,,,,,,,,,0,12,11
Total,73,39,34,30,29,27,26,25,25,23,13,11
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,12
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Dustin Morris,Sharon Vaughn,2,12
Tom Wolf,9,37,30,31,29,25,21,20,18,17,3,12
Jaime Bouldin,,2,27,25,24,20,17,20,18,15,4,12
David Rodriguez,,,1,26,20,20,18,19,19,17,5,12
Humberto Perez,,,,0,22,23,18,17,17,16,6,12
Barbara Carroll,,,,,0,23,18,20,17,18,7,12
Latrice Y Bryant,,,,,,0,18,18,18,17,8,12
Jonathan M Gary,,,,,,,0,15,16,14,9,12
Robert Taylor,,,,,,,,0,16,16,10,12
Dustin Morris,,,,,,,,,0,14,11,12
Sharon Vaughn,,,,,,,,,,0,12,12
Total,62,41,33,33,31,26,22,21,19,19,13,12
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,13
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,Barbara Carroll,2,13
Tom Wolf,3,17,14,14,11,11,11,11,11,9,3,13
Jaime Bouldin,,2,13,12,9,9,10,10,10,8,4,13
Humberto Perez,,,1,12,9,9,10,10,10,8,5,13
David Rodriguez,,,,0,9,9,10,10,9,8,6,13
Dustin Morris,,,,,0,10,10,10,10,9,7,13
Jonathan M Gary,,,,,,0,10,10,10,9,8,13
Latrice Y Bryant,,,,,,,0,11,10,9,9,13
Robert Taylor,,,,,,,,0,10,9,10,13
Sharon Vaughn,,,,,,,,,0,9,11,13
Barbara Carroll,,,,,,,,,,0,12,13
Total,26,19,15,14,11,11,11,11,11,9,13,13
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,14
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Jonathan M Gary,Sharon Vaughn,Robert Taylor,Dustin Morris,Latrice Y Bryant,Barbara Carroll,2,14
Tom Wolf,9,51,38,33,21,23,20,19,20,18,3,14
Jaime Bouldin,,2,29,29,18,20,19,19,18,15,4,14
Humberto Perez,,,0,30,19,21,19,18,18,15,5,14
David Rodriguez,,,,0,17,19,17,17,17,14,6,14
Jonathan M Gary,,,,,2,19,19,18,18,14,7,14
Sharon Vaughn,,,,,,0,18,19,19,16,8,14
Robert Taylor,,,,,,,0,18,18,14,9,14
Dustin Morris,,,,,,,,0,16,14,10,14
Latrice Y Bryant,,,,,,,,,0,13,11,14
Barbara Carroll,,,,,,,,,,0,12,14
Total,74,54,38,33,24,23,21,20,20,18,13,14
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,15
,Tom Wolf,David Rodriguez,Jaime Bouldin,Barbara Carroll,Jonathan M Gary,Latrice Y Bryant,Sharon Vaughn,Humberto Perez,Dustin Morris,Robert Taylor,2,15
Tom Wolf,21,23,16,13,13,13,13,12,10,8,3,15
David Rodriguez,,0,9,9,7,8,9,11,8,7,4,15
Jaime Bouldin,,,1,8,6,6,8,9,7,6,5,15
Barbara Carroll,,,,0,7,9,9,9,8,7,6,15
Jonathan M Gary,,,,,0,7,7,7,7,7,7,15
Latrice Y Bryant,,,,,,0,9,8,8,8,8,15
Sharon Vaughn,,,,,,,0,9,8,8,9,15
Humberto Perez,,,,,,,,0,8,7,10,15
Dustin Morris,,,,,,,,,0,7,11,15
Robert Taylor,,,,,,,,,,0,12,15
Total,69,23,18,14,13,13,13,12,10,8,13,15
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,16
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,2,16
Tom Wolf,17,56,48,45,42,38,33,33,32,28,3,16
Jaime Bouldin,,0,45,40,35,36,31,31,31,24,4,16
David Rodriguez,,,0,42,34,33,30,31,32,23,5,16
Humberto Perez,,,,0,32,32,28,29,30,21,6,16
Barbara Carroll,,,,,0,35,30,29,32,25,7,16
Sharon Vaughn,,,,,,0,31,30,31,24,8,16
Latrice Y Bryant,,,,,,,0,30,27,25,9,16
Robert Taylor,,,,,,,,0,29,25,10,16
Dustin Morris,,,,,,,,,0,22,11,16
Jonathan M Gary,,,,,,,,,,0,12,16
Total,94,59,52,46,44,39,34,34,33,29,13,16
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,17
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Sharon Vaughn,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,2,17
Tom Wolf,19,58,55,51,45,44,39,38,38,36,3,17
Jaime Bouldin,,0,43,45,38,38,37,34,35,33,4,17
Humberto Perez,,,0,46,40,39,37,37,36,33,5,17
David Rodriguez,,,,1,37,39,35,36,35,34,6,17
Barbara Carroll,,,,,0,40,39,36,38,33,7,17
Sharon Vaughn,,,,,,0,38,38,37,34,8,17
Jonathan M Gary,,,,,,,0,36,38,31,9,17
Latrice Y Bryant,,,,,,,,0,36,32,10,17
Robert Taylor,,,,,,,,,0,31,11,17
Dustin Morris,,,,,,,,,,0,12,17
Total,101,59,57,54,46,45,41,40,40,37,13,17
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,18
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Latrice Y Bryant,Barbara Carroll,Sharon Vaughn,Jonathan M Gary,Robert Taylor,Dustin Morris,2,18
Tom Wolf,23,83,70,65,59,58,58,50,47,44,3,18
Jaime Bouldin,,0,55,55,47,48,48,44,44,39,4,18
Humberto Perez,,,1,57,47,44,47,43,45,42,5,18
David Rodriguez,,,,0,46,43,44,41,41,38,6,18
Latrice Y Bryant,,,,,0,48,50,45,43,42,7,18
Barbara Carroll,,,,,,0,49,44,42,40,8,18
Sharon Vaughn,,,,,,,0,44,44,40,9,18
Jonathan M Gary,,,,,,,,0,43,40,10,18
Robert Taylor,,,,,,,,,0,40,11,18
Dustin Morris,,,,,,,,,,0,12,18
Total,140,83,71,65,59,58,58,50,47,44,13,18
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,19
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,2,19
Tom Wolf,36,39,34,31,21,20,20,18,16,16,3,19
Jaime Bouldin,,1,28,27,18,18,17,16,15,14,4,19
Humberto Perez,,,0,28,18,16,19,17,14,14,5,19
David Rodriguez,,,,0,18,16,18,16,15,13,6,19
Sharon Vaughn,,,,,0,20,19,16,17,13,7,19
Barbara Carroll,,,,,,0,18,15,15,13,8,19
Dustin Morris,,,,,,,0,16,14,14,9,19
Latrice Y Bryant,,,,,,,,0,15,14,10,19
Robert Taylor,,,,,,,,,0,12,11,19
Jonathan M Gary,,,,,,,,,,0,12,19
Total,87,42,34,32,23,22,21,19,18,16,13,19
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,20
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,2,20
Tom Wolf,16,77,67,65,63,61,58,55,51,49,3,20
Jaime Bouldin,,1,59,60,57,55,55,52,50,47,4,20
David Rodriguez,,,0,62,56,55,54,51,48,49,5,20
Humberto Perez,,,,0,53,53,52,50,48,48,6,20
Barbara Carroll,,,,,0,62,60,56,52,49,7,20
Sharon Vaughn,,,,,,0,59,54,52,49,8,20
Latrice Y Bryant,,,,,,,0,54,51,49,9,20
Jonathan M Gary,,,,,,,,0,47,46,10,20
Dustin Morris,,,,,,,,,0,46,11,20
Robert Taylor,,,,,,,,,,0,12,20
Total,113,80,70,68,66,64,61,57,53,51,13,20
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,21
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,2,21
Tom Wolf,30,86,78,74,66,65,63,58,57,56,3,21
Jaime Bouldin,,0,73,71,62,59,59,58,57,55,4,21
David Rodriguez,,,1,73,60,60,60,58,57,56,5,21
Humberto Perez,,,,0,62,60,59,58,57,56,6,21
Sharon Vaughn,,,,,0,63,60,57,59,58,7,21
Barbara Carroll,,,,,,0,60,57,58,57,8,21
Latrice Y Bryant,,,,,,,0,57,57,56,9,21
Dustin Morris,,,,,,,,0,55,54,10,21
Jonathan M Gary,,,,,,,,,0,56,11,21
Robert Taylor,,,,,,,,,,0,12,21
Total,140,91,84,80,70,68,65,60,60,59,13,21
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,22
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,2,22
Tom Wolf,18,70,66,60,52,48,42,38,38,37,3,22
Jaime Bouldin,,1,57,53,40,39,38,35,35,35,4,22
David Rodriguez,,,1,55,43,39,38,36,35,36,5,22
Humberto Perez,,,,0,41,39,34,35,32,35,6,22
Barbara Carroll,,,,,1,43,38,35,35,35,7,22
Sharon Vaughn,,,,,,0,40,34,35,35,8,22
Latrice Y Bryant,,,,,,,0,34,35,33,9,22
Robert Taylor,,,,,,,,0,32,34,10,22
Jonathan M Gary,,,,,,,,,0,31,11,22
Dustin Morris,,,,,,,,,,0,12,22
Total,117,72,69,62,55,49,42,39,38,37,13,22
