col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,order,division
,Tom Wolf,David Rodriguez,Jaime Bouldin,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Robert Taylor,Jonathan M Gary,2,10
Tom Wolf,12,16,15,12,11,9,13,11,9,9,3,10
David Rodriguez,,0,13,10,13,11,10,10,10,9,4,10
Jaime Bouldin,,,0,11,13,12,11,10,11,10,5,10
Barbara Carroll,,,,1,10,10,12,11,9,9,6,10
Humberto Perez,,,,,0,12,10,10,11,10,7,10
Latrice Y Bryant,,,,,,1,10,9,11,10,8,10
Sharon Vaughn,,,,,,,0,11,9,9,9,10
Dustin Morris,,,,,,,,0,9,9,10,10
Robert Taylor,,,,,,,,,0,10,11,10
Jonathan M Gary,,,,,,,,,,0,12,10
Total,35,18,18,14,14,14,14,11,11,10,13,10
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,11
,Tom Wolf,Humberto Perez,David Rodriguez,Barbara Carroll,Jaime Bouldin,Dustin Morris,Jonathan M Gary,Robert Taylor,Sharon Vaughn,Latrice Y Bryant,2,11
Tom Wolf,2,10,10,7,8,5,5,5,5,4,3,11
Humberto Perez,,2,8,5,7,5,5,5,5,4,4,11
David Rodriguez,,,0,6,7,5,5,5,5,4,5,11
Barbara Carroll,,,,0,5,5,5,5,5,4,6,11
Jaime Bouldin,,,,,0,5,5,5,5,4,7,11
Dustin Morris,,,,,,0,5,5,5,4,8,11
Jonathan M Gary,,,,,,,0,5,5,4,9,11
Robert Taylor,,,,,,,,0,5,4,10,11
Sharon Vaughn,,,,,,,,,0,4,11,11
Latrice Y Bryant,,,,,,,,,,0,12,11
Total,17,12,11,8,8,5,5,5,5,4,13,11
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,12
,Tom Wolf,David Rodriguez,Jaime Bouldin,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Sharon Vaughn,Dustin Morris,2,12
Tom Wolf,8,16,14,11,3,2,2,1,1,0,3,12
David Rodriguez,,0,9,6,1,2,2,1,1,0,4,12
Jaime Bouldin,,,1,6,2,1,1,0,1,0,5,12
Humberto Perez,,,,0,0,0,0,0,0,0,6,12
Barbara Carroll,,,,,0,1,1,0,1,0,7,12
Latrice Y Bryant,,,,,,0,2,1,1,0,8,12
Robert Taylor,,,,,,,0,1,1,0,9,12
Jonathan M Gary,,,,,,,,0,0,0,10,12
Sharon Vaughn,,,,,,,,,0,0,11,12
Dustin Morris,,,,,,,,,,0,12,12
Total,35,16,15,11,3,2,2,1,1,0,13,12
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,13
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,2,13
Tom Wolf,20,17,11,10,6,5,4,4,4,3,3,13
Jaime Bouldin,,2,9,8,5,5,4,3,4,2,4,13
David Rodriguez,,,0,8,5,5,4,3,4,2,5,13
Humberto Perez,,,,1,4,4,4,3,3,2,6,13
Sharon Vaughn,,,,,0,5,4,3,4,2,7,13
Barbara Carroll,,,,,,0,4,3,4,2,8,13
Dustin Morris,,,,,,,0,3,3,2,9,13
Jonathan M Gary,,,,,,,,0,3,2,10,13
Latrice Y Bryant,,,,,,,,,0,2,11,13
Robert Taylor,,,,,,,,,,0,12,13
Total,44,19,11,11,6,5,4,4,4,3,13,13
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,14
,Tom Wolf,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,14
Tom Wolf,10,26,18,17,12,12,9,9,8,6,3,14
Jaime Bouldin,,0,15,14,12,11,9,9,8,6,4,14
David Rodriguez,,,0,13,9,9,7,9,7,6,5,14
Humberto Perez,,,,0,8,7,7,7,8,6,6,14
Barbara Carroll,,,,,0,13,10,10,8,6,7,14
Sharon Vaughn,,,,,,0,9,10,7,6,8,14
Dustin Morris,,,,,,,0,7,7,6,9,14
Latrice Y Bryant,,,,,,,,0,7,6,10,14
Jonathan M Gary,,,,,,,,,1,6,11,14
Robert Taylor,,,,,,,,,,0,12,14
Total,45,27,20,18,14,14,10,10,9,6,13,14
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,15
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Barbara Carroll,Robert Taylor,Jonathan M Gary,Latrice Y Bryant,Dustin Morris,2,15
Tom Wolf,16,11,9,7,7,6,6,4,3,1,3,15
Jaime Bouldin,,0,5,6,3,3,3,2,2,1,4,15
Humberto Perez,,,0,5,2,3,3,3,2,1,5,15
David Rodriguez,,,,0,2,3,3,2,2,1,6,15
Sharon Vaughn,,,,,0,4,3,1,2,0,7,15
Barbara Carroll,,,,,,0,3,2,3,1,8,15
Robert Taylor,,,,,,,0,2,2,1,9,15
Jonathan M Gary,,,,,,,,0,2,1,10,15
Latrice Y Bryant,,,,,,,,,0,1,11,15
Dustin Morris,,,,,,,,,,0,12,15
Total,38,11,9,7,7,6,6,4,3,1,13,15
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,16
,Tom Wolf,David Rodriguez,Humberto Perez,Sharon Vaughn,Jaime Bouldin,Latrice Y Bryant,Robert Taylor,Barbara Carroll,Jonathan M Gary,Dustin Morris,2,16
Tom Wolf,23,13,14,14,12,10,10,9,9,8,3,16
David Rodriguez,,2,11,9,8,9,9,6,8,7,4,16
Humberto Perez,,,0,9,8,9,9,6,8,7,5,16
Sharon Vaughn,,,,0,6,9,8,8,8,8,6,16
Jaime Bouldin,,,,,0,7,7,6,6,6,7,16
Latrice Y Bryant,,,,,,0,8,7,8,7,8,16
Robert Taylor,,,,,,,0,6,7,7,9,16
Barbara Carroll,,,,,,,,0,5,7,10,16
Jonathan M Gary,,,,,,,,,0,6,11,16
Dustin Morris,,,,,,,,,,0,12,16
Total,50,15,14,14,12,10,10,9,9,8,13,16
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,17
,Tom Wolf,Humberto Perez,Jaime Bouldin,David Rodriguez,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Sharon Vaughn,2,17
Tom Wolf,6,10,7,7,3,3,3,3,3,3,3,17
Humberto Perez,,0,7,7,3,3,3,3,3,3,4,17
Jaime Bouldin,,,1,7,3,3,3,3,3,3,5,17
David Rodriguez,,,,0,3,3,3,3,3,3,6,17
Barbara Carroll,,,,,0,4,4,3,3,3,7,17
Dustin Morris,,,,,,0,4,3,3,3,8,17
Latrice Y Bryant,,,,,,,0,3,3,3,9,17
Jonathan M Gary,,,,,,,,0,3,3,10,17
Robert Taylor,,,,,,,,,0,3,11,17
Sharon Vaughn,,,,,,,,,,0,12,17
Total,18,11,9,8,4,4,4,3,3,3,13,17
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,18
,Tom Wolf,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Robert Taylor,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,2,18
Tom Wolf,10,12,12,6,5,5,3,3,2,3,3,18
David Rodriguez,,2,7,5,4,3,2,2,2,3,4,18
Humberto Perez,,,1,5,4,4,3,3,2,3,5,18
Jaime Bouldin,,,,1,2,2,2,2,3,2,6,18
Barbara Carroll,,,,,0,3,3,2,2,3,7,18
Robert Taylor,,,,,,0,2,3,2,3,8,18
Sharon Vaughn,,,,,,,1,2,2,2,9,18
Dustin Morris,,,,,,,,0,2,2,10,18
Jonathan M Gary,,,,,,,,,0,2,11,18
Latrice Y Bryant,,,,,,,,,,0,12,18
Total,29,14,13,8,5,5,4,3,3,3,13,18
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,19
,Tom Wolf,David Rodriguez,Jaime Bouldin,Sharon Vaughn,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Dustin Morris,2,19
Tom Wolf,11,16,14,13,11,10,9,7,6,5,3,19
David Rodriguez,,0,7,8,6,7,6,6,6,5,4,19
Jaime Bouldin,,,0,7,6,6,6,6,5,5,5,19
Sharon Vaughn,,,,0,5,10,9,7,6,5,6,19
Humberto Perez,,,,,0,5,5,5,5,5,7,19
Barbara Carroll,,,,,,0,9,6,6,5,8,19
Latrice Y Bryant,,,,,,,0,6,6,5,9,19
Jonathan M Gary,,,,,,,,0,6,5,10,19
Robert Taylor,,,,,,,,,0,5,11,19
Dustin Morris,,,,,,,,,,0,12,19
Total,42,16,14,13,11,10,9,7,6,5,13,19
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,20
,Tom Wolf,David Rodriguez,Jaime Bouldin,Humberto Perez,Barbara Carroll,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,2,20
Tom Wolf,3,13,12,9,6,6,6,6,6,5,3,20
David Rodriguez,,2,8,7,6,5,5,6,5,4,4,20
Jaime Bouldin,,,3,7,6,6,6,6,5,5,5,20
Humberto Perez,,,,0,5,4,4,5,4,3,6,20
Barbara Carroll,,,,,0,5,5,6,5,4,7,20
Dustin Morris,,,,,,0,6,5,5,5,8,20
Jonathan M Gary,,,,,,,0,5,5,5,9,20
Latrice Y Bryant,,,,,,,,0,5,4,10,20
Robert Taylor,,,,,,,,,0,4,11,20
Sharon Vaughn,,,,,,,,,,0,12,20
Total,23,15,15,9,6,6,6,6,6,5,13,20
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,21
,Tom Wolf,David Rodriguez,Jaime Bouldin,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Jonathan M Gary,Sharon Vaughn,Dustin Morris,Robert Taylor,2,21
Tom Wolf,11,35,27,19,14,14,13,13,12,12,3,21
David Rodriguez,,2,20,16,13,12,12,13,11,11,4,21
Jaime Bouldin,,,1,16,13,12,11,12,11,11,5,21
Humberto Perez,,,,0,11,11,11,11,11,11,6,21
Barbara Carroll,,,,,0,12,11,12,11,11,7,21
Latrice Y Bryant,,,,,,0,11,12,11,12,8,21
Jonathan M Gary,,,,,,,0,11,11,11,9,21
Sharon Vaughn,,,,,,,,0,11,11,10,21
Dustin Morris,,,,,,,,,0,11,11,21
Robert Taylor,,,,,,,,,,0,12,21
Total,59,37,28,19,14,14,13,13,12,12,13,21
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,22
,Tom Wolf,Humberto Perez,David Rodriguez,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,2,22
Tom Wolf,6,22,21,20,11,9,7,7,7,6,3,22
Humberto Perez,,0,17,15,10,9,6,6,6,5,4,22
David Rodriguez,,,0,15,7,7,6,6,6,5,5,22
Jaime Bouldin,,,,0,8,6,6,7,7,6,6,22
Barbara Carroll,,,,,0,9,7,7,7,6,7,22
Sharon Vaughn,,,,,,0,6,6,6,5,8,22
Dustin Morris,,,,,,,0,6,6,5,9,22
Jonathan M Gary,,,,,,,,0,7,6,10,22
Latrice Y Bryant,,,,,,,,,0,6,11,22
Robert Taylor,,,,,,,,,,0,12,22
Total,36,22,21,20,11,9,7,7,7,6,13,22
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,23
,Tom Wolf,Jaime Bouldin,Humberto Perez,David Rodriguez,Jonathan M Gary,Sharon Vaughn,Barbara Carroll,Dustin Morris,Robert Taylor,Latrice Y Bryant,2,23
Tom Wolf,10,18,12,10,7,7,6,6,6,5,3,23
Jaime Bouldin,,1,9,9,6,6,6,6,5,5,4,23
Humberto Perez,,,0,9,5,5,5,5,5,5,5,23
David Rodriguez,,,,0,6,6,5,5,6,5,6,23
Jonathan M Gary,,,,,0,6,5,6,6,5,7,23
Sharon Vaughn,,,,,,0,5,5,6,5,8,23
Barbara Carroll,,,,,,,0,5,5,5,9,23
Dustin Morris,,,,,,,,0,5,5,10,23
Robert Taylor,,,,,,,,,0,5,11,23
Latrice Y Bryant,,,,,,,,,,0,12,23
Total,32,19,12,10,7,7,6,6,6,5,13,23
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,24
,Tom Wolf,Jaime Bouldin,Sharon Vaughn,David Rodriguez,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,2,24
Tom Wolf,9,30,25,22,22,21,20,20,17,17,3,24
Jaime Bouldin,,1,15,18,16,17,15,16,16,16,4,24
Sharon Vaughn,,,1,16,21,15,21,18,16,16,5,24
David Rodriguez,,,,2,17,17,15,15,15,15,6,24
Barbara Carroll,,,,,0,15,19,17,16,16,7,24
Humberto Perez,,,,,,0,15,15,15,15,8,24
Latrice Y Bryant,,,,,,,0,18,16,16,9,24
Robert Taylor,,,,,,,,0,18,15,10,24
Dustin Morris,,,,,,,,,0,15,11,24
Jonathan M Gary,,,,,,,,,,0,12,24
Total,64,33,27,26,23,23,21,21,18,18,13,24
,Governor - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,25
,Tom Wolf,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,2,25
Tom Wolf,16,18,16,13,12,10,8,6,6,6,3,25
David Rodriguez,,1,12,10,8,9,7,6,6,6,4,25
Humberto Perez,,,1,12,9,9,7,6,6,6,5,25
Jaime Bouldin,,,,0,8,8,7,6,6,6,6,25
Barbara Carroll,,,,,0,9,8,6,6,6,7,25
Sharon Vaughn,,,,,,0,8,6,6,6,8,25
Latrice Y Bryant,,,,,,,0,6,6,6,9,25
Robert Taylor,,,,,,,,1,6,6,10,25
Dustin Morris,,,,,,,,,0,6,11,25
Jonathan M Gary,,,,,,,,,,0,12,25
Total,42,19,17,13,12,10,8,7,6,6,13,25
