col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Dan Tinney,,,,,0,0,7,10
Linwood Holland,,,,,,1,8,10
Total,7,5,5,3,3,3,9,10
,Member Of The - Republican State Committee 13th Congressional District,,,,,Representative In Congress 2nd District - Republican,1,11
,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,David Torres,2,11
Linwood Holland,1,3,2,2,0,4,3,11
Margaret L Recupido,,0,2,1,0,2,4,11
Camille G Mccolgan,,,0,1,0,1,5,11
Dan Tinney,,,,0,0,1,6,11
Joseph Giedemann,,,,,0,0,7,11
David Torres,,,,,,0,8,11
Total,6,3,2,2,0,4,9,11
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,12
,David Torres,Camille G Mccolgan,Linwood Holland,Dan Tinney,Margaret L Recupido,Joseph Giedemann,2,12
David Torres,0,4,4,3,3,1,3,12
Camille G Mccolgan,,0,3,3,3,1,4,12
Linwood Holland,,,0,2,2,0,5,12
Dan Tinney,,,,0,2,1,6,12
Margaret L Recupido,,,,,0,1,7,12
Joseph Giedemann,,,,,,0,8,12
Total,5,4,4,3,3,1,9,12
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,13
,David Torres,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,2,13
David Torres,1,1,0,0,0,0,3,13
Margaret L Recupido,,0,0,0,0,0,4,13
Camille G Mccolgan,,,0,0,0,0,5,13
Dan Tinney,,,,0,0,0,6,13
Joseph Giedemann,,,,,0,0,7,13
Linwood Holland,,,,,,0,8,13
Total,2,1,0,0,0,0,9,13
,Member Of The - Republican State Committee 13th Congressional District,,,,,Representative In Congress 2nd District - Republican,1,14
,Dan Tinney,Camille G Mccolgan,Joseph Giedemann,Linwood Holland,Margaret L Recupido,David Torres,2,14
Dan Tinney,0,1,1,1,1,1,3,14
Camille G Mccolgan,,0,1,0,1,0,4,14
Joseph Giedemann,,,0,0,1,0,5,14
Linwood Holland,,,,0,0,1,6,14
Margaret L Recupido,,,,,0,0,7,14
David Torres,,,,,,0,8,14
Total,2,1,1,1,1,1,9,14
,Member Of The - Republican State Committee 13th Congressional District,,,,,Representative In Congress 2nd District - Republican,1,15
,Camille G Mccolgan,Dan Tinney,Linwood Holland,Margaret L Recupido,Joseph Giedemann,David Torres,2,15
Camille G Mccolgan,0,1,1,1,0,1,3,15
Dan Tinney,,0,1,1,0,1,4,15
Linwood Holland,,,0,1,0,1,5,15
Margaret L Recupido,,,,0,0,1,6,15
Joseph Giedemann,,,,,0,0,7,15
David Torres,,,,,,0,8,15
Total,1,1,1,1,0,1,9,15
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,16
,David Torres,Linwood Holland,Camille G Mccolgan,Dan Tinney,Margaret L Recupido,Joseph Giedemann,2,16
David Torres,0,3,2,2,2,1,3,16
Linwood Holland,,0,1,1,1,0,4,16
Camille G Mccolgan,,,0,1,2,1,5,16
Dan Tinney,,,,0,1,1,6,16
Margaret L Recupido,,,,,0,1,7,16
Joseph Giedemann,,,,,,0,8,16
Total,4,3,2,2,2,1,9,16
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,17
,David Torres,Dan Tinney,Linwood Holland,Camille G Mccolgan,Joseph Giedemann,Margaret L Recupido,2,17
David Torres,0,1,1,0,0,0,3,17
Dan Tinney,,0,0,0,0,0,4,17
Linwood Holland,,,0,0,0,0,5,17
Camille G Mccolgan,,,,0,0,0,6,17
Joseph Giedemann,,,,,0,0,7,17
Margaret L Recupido,,,,,,0,8,17
Total,2,1,1,0,0,0,9,17
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,18
,David Torres,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,2,18
David Torres,0,2,1,1,1,0,3,18
Margaret L Recupido,,0,1,1,1,0,4,18
Camille G Mccolgan,,,0,1,1,0,5,18
Dan Tinney,,,,0,1,0,6,18
Joseph Giedemann,,,,,0,0,7,18
Linwood Holland,,,,,,1,8,18
Total,2,2,1,1,1,1,9,18
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,20
,David Torres,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,2,20
David Torres,0,5,4,2,0,0,3,20
Linwood Holland,,0,3,3,0,0,4,20
Margaret L Recupido,,,0,3,0,0,5,20
Camille G Mccolgan,,,,0,0,0,6,20
Dan Tinney,,,,,0,0,7,20
Joseph Giedemann,,,,,,0,8,20
Total,7,6,5,3,0,0,9,20
,Member Of The - Republican State Committee 13th Congressional District,,,,,Representative In Congress 2nd District - Republican,1,21
,Camille G Mccolgan,Joseph Giedemann,Linwood Holland,Margaret L Recupido,Dan Tinney,David Torres,2,21
Camille G Mccolgan,0,1,1,1,0,1,3,21
Joseph Giedemann,,0,1,1,0,1,4,21
Linwood Holland,,,0,1,0,1,5,21
Margaret L Recupido,,,,0,0,1,6,21
Dan Tinney,,,,,0,0,7,21
David Torres,,,,,,0,8,21
Total,1,1,1,1,0,1,9,21
,Member Of The - Republican State Committee 13th Congressional District,,,,,Representative In Congress 2nd District - Republican,1,24
,Dan Tinney,Joseph Giedemann,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,David Torres,2,24
Dan Tinney,1,3,3,2,1,4,3,24
Joseph Giedemann,,0,3,2,1,3,4,24
Margaret L Recupido,,,0,2,1,3,5,24
Camille G Mccolgan,,,,0,0,2,6,24
Linwood Holland,,,,,0,1,7,24
David Torres,,,,,,0,8,24
Total,5,3,3,2,1,4,9,24
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,25
,David Torres,Linwood Holland,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Joseph Giedemann,2,25
David Torres,1,4,3,4,2,1,3,25
Linwood Holland,,1,2,3,1,0,4,25
Camille G Mccolgan,,,1,3,1,1,5,25
Margaret L Recupido,,,,0,2,1,6,25
Dan Tinney,,,,,0,1,7,25
Joseph Giedemann,,,,,,0,8,25
Total,6,5,4,4,2,1,9,25
,Member Of The - Republican State Committee 13th Congressional District,,,,,Representative In Congress 2nd District - Republican,1,26
,Linwood Holland,Joseph Giedemann,Camille G Mccolgan,Dan Tinney,Margaret L Recupido,David Torres,2,26
Linwood Holland,0,1,0,0,0,1,3,26
Joseph Giedemann,,0,0,0,0,0,4,26
Camille G Mccolgan,,,0,0,0,0,5,26
Dan Tinney,,,,0,0,0,6,26
Margaret L Recupido,,,,,0,0,7,26
David Torres,,,,,,0,8,26
Total,2,1,0,0,0,1,9,26
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,29
,David Torres,Camille G Mccolgan,Joseph Giedemann,Linwood Holland,Dan Tinney,Margaret L Recupido,2,29
David Torres,0,1,0,1,0,0,3,29
Camille G Mccolgan,,0,0,0,0,0,4,29
Joseph Giedemann,,,1,0,0,0,5,29
Linwood Holland,,,,0,0,0,6,29
Dan Tinney,,,,,0,0,7,29
Margaret L Recupido,,,,,,0,8,29
Total,2,1,1,1,0,0,9,29
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,30
,David Torres,Linwood Holland,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Margaret L Recupido,2,30
David Torres,1,1,1,0,0,0,3,30
Linwood Holland,,1,1,0,0,0,4,30
Camille G Mccolgan,,,0,0,0,0,5,30
Dan Tinney,,,,0,0,0,6,30
Joseph Giedemann,,,,,0,0,7,30
Margaret L Recupido,,,,,,0,8,30
Total,2,2,1,0,0,0,9,30
,Member Of The - Republican State Committee 13th Congressional District,,,,,Representative In Congress 2nd District - Republican,1,31
,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,Margaret L Recupido,David Torres,2,31
Camille G Mccolgan,0,0,0,0,0,3,3,31
Dan Tinney,,0,0,0,0,0,4,31
Joseph Giedemann,,,0,0,0,0,5,31
Linwood Holland,,,,0,0,0,6,31
Margaret L Recupido,,,,,0,0,7,31
David Torres,,,,,,0,8,31
Total,3,0,0,0,0,3,9,31
,Representative In Congress 2nd District - Republican,Member Of The - Republican State Committee 13th Congressional District,,,,,1,32
,David Torres,Linwood Holland,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Joseph Giedemann,2,32
David Torres,0,8,8,7,4,2,3,32
Linwood Holland,,1,7,9,5,2,4,32
Camille G Mccolgan,,,0,7,4,1,5,32
Margaret L Recupido,,,,0,5,2,6,32
Dan Tinney,,,,,0,1,7,32
Joseph Giedemann,,,,,,0,8,32
Total,11,11,10,9,5,2,9,32
