col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,order,division
Billy Cortes,,,,,,0,6,4,4,8,7
Frank T Brzozowski,,,,,,,0,2,3,9,7
Marnie Aument Loughrey,,,,,,,,0,4,10,7
Catherine Bartch,,,,,,,,,0,11,7
Total,32,21,19,15,14,10,8,7,6,12,7
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,8
,Mona Getzes Cohen,James Harrity,Richard Lombardo,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Meagan Ingerson,Billy Cortes,Marnie Aument Loughrey,2,8
Mona Getzes Cohen,11,6,5,4,4,3,5,3,0,3,8
James Harrity,,1,10,8,9,9,4,8,5,4,8
Richard Lombardo,,,1,8,9,9,4,8,6,5,8
Catherine Bartch,,,,1,8,7,3,7,5,6,8
Erica Vanstone,,,,,1,8,3,8,5,7,8
Frank T Brzozowski,,,,,,0,2,7,5,8,8
Meagan Ingerson,,,,,,,3,2,1,9,8
Billy Cortes,,,,,,,,0,5,10,8
Marnie Aument Loughrey,,,,,,,,,0,11,8
Total,19,13,13,10,10,9,9,8,6,12,8
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,9
,Mona Getzes Cohen,James Harrity,Erica Vanstone,Meagan Ingerson,Marnie Aument Loughrey,Billy Cortes,Catherine Bartch,Frank T Brzozowski,Richard Lombardo,2,9
Mona Getzes Cohen,10,7,8,8,7,6,5,4,5,3,9
James Harrity,,1,10,7,8,7,7,7,8,4,9
Erica Vanstone,,,0,6,8,8,7,8,9,5,9
Meagan Ingerson,,,,2,7,4,4,4,4,6,9
Marnie Aument Loughrey,,,,,0,6,7,5,6,7,9
Billy Cortes,,,,,,0,5,5,7,8,9
Catherine Bartch,,,,,,,0,4,4,9,9
Frank T Brzozowski,,,,,,,,1,7,10,9
Richard Lombardo,,,,,,,,,0,11,9
Total,21,13,12,11,10,9,9,9,9,12,9
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,10
,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,James Harrity,Meagan Ingerson,Billy Cortes,Frank T Brzozowski,Richard Lombardo,Marnie Aument Loughrey,2,10
Mona Getzes Cohen,9,6,5,7,6,5,6,6,0,3,10
Catherine Bartch,,0,9,7,5,7,8,8,5,4,10
Erica Vanstone,,,1,7,5,7,7,8,5,5,10
James Harrity,,,,0,5,6,7,7,3,6,10
Meagan Ingerson,,,,,2,3,4,4,2,7,10
Billy Cortes,,,,,,1,7,8,3,8,10
Frank T Brzozowski,,,,,,,0,8,3,9,10
Richard Lombardo,,,,,,,,0,3,10,10
Marnie Aument Loughrey,,,,,,,,,0,11,10
Total,18,11,11,11,11,9,9,9,5,12,10
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,11
,Mona Getzes Cohen,James Harrity,Frank T Brzozowski,Richard Lombardo,Meagan Ingerson,Billy Cortes,Catherine Bartch,Erica Vanstone,Marnie Aument Loughrey,2,11
Mona Getzes Cohen,14,17,12,12,16,9,10,11,7,3,11
James Harrity,,2,19,19,16,15,16,16,14,4,11
Frank T Brzozowski,,,0,16,12,12,12,14,11,5,11
Richard Lombardo,,,,0,12,14,14,13,11,6,11
Meagan Ingerson,,,,,1,7,9,10,6,7,11
Billy Cortes,,,,,,0,11,10,11,8,11
Catherine Bartch,,,,,,,0,12,11,9,11
Erica Vanstone,,,,,,,,1,9,10,11
Marnie Aument Loughrey,,,,,,,,,0,11,11
Total,32,27,20,20,18,17,17,17,14,12,11
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,12
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,2,12
James Harrity,3,25,21,22,21,16,19,18,14,3,12
Mona Getzes Cohen,,3,25,22,19,17,15,15,10,4,12
Meagan Ingerson,,,6,18,16,15,15,13,9,5,12
Erica Vanstone,,,,0,20,19,19,17,14,6,12
Richard Lombardo,,,,,0,16,17,18,11,7,12
Catherine Bartch,,,,,,0,16,15,13,8,12
Frank T Brzozowski,,,,,,,0,14,11,9,12
Billy Cortes,,,,,,,,0,11,10,12
Marnie Aument Loughrey,,,,,,,,,0,11,12
Total,37,34,33,27,25,23,23,21,20,12,12
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,13
,Mona Getzes Cohen,James Harrity,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Meagan Ingerson,Marnie Aument Loughrey,2,13
Mona Getzes Cohen,13,17,14,15,10,11,8,16,7,3,13
James Harrity,,2,21,22,17,17,15,15,15,4,13
Erica Vanstone,,,0,24,20,18,18,14,17,5,13
Richard Lombardo,,,,0,20,19,18,13,18,6,13
Catherine Bartch,,,,,0,15,15,10,19,7,13
Frank T Brzozowski,,,,,,0,17,9,12,8,13
Billy Cortes,,,,,,,1,8,13,9,13
Meagan Ingerson,,,,,,,,1,7,10,13
Marnie Aument Loughrey,,,,,,,,,0,11,13
Total,34,29,26,26,22,21,20,20,19,12,13
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,14
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Frank T Brzozowski,Richard Lombardo,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,2,14
Mona Getzes Cohen,5,22,20,16,15,14,10,9,7,3,14
James Harrity,,4,19,15,14,16,12,10,7,4,14
Meagan Ingerson,,,2,15,11,13,12,8,6,5,14
Erica Vanstone,,,,0,12,14,11,7,6,6,14
Frank T Brzozowski,,,,,0,12,7,6,5,7,14
Richard Lombardo,,,,,,0,10,7,5,8,14
Catherine Bartch,,,,,,,0,7,5,9,14
Billy Cortes,,,,,,,,0,6,10,14
Marnie Aument Loughrey,,,,,,,,,0,11,14
Total,31,29,24,19,16,16,15,12,9,12,14
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,15
,James Harrity,Erica Vanstone,Richard Lombardo,Billy Cortes,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Mona Getzes Cohen,Meagan Ingerson,2,15
James Harrity,4,33,32,27,27,26,24,16,15,3,15
Erica Vanstone,,1,33,29,29,28,27,15,14,4,15
Richard Lombardo,,,0,28,28,30,25,13,13,5,15
Billy Cortes,,,,0,25,26,24,9,8,6,15
Catherine Bartch,,,,,0,23,27,9,10,7,15
Frank T Brzozowski,,,,,,1,22,8,8,8,15
Marnie Aument Loughrey,,,,,,,1,7,6,9,15
Mona Getzes Cohen,,,,,,,,5,13,10,15
Meagan Ingerson,,,,,,,,,1,11,15
Total,42,39,36,31,31,31,30,22,16,12,15
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,16
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,2,16
Mona Getzes Cohen,22,18,17,12,13,9,9,7,8,3,16
James Harrity,,0,15,11,10,7,8,7,5,4,16
Meagan Ingerson,,,2,8,9,7,8,6,6,5,16
Richard Lombardo,,,,1,9,7,8,10,5,6,16
Erica Vanstone,,,,,0,9,8,6,7,7,16
Catherine Bartch,,,,,,0,7,4,7,8,16
Billy Cortes,,,,,,,0,5,6,9,16
Frank T Brzozowski,,,,,,,,0,4,10,16
Marnie Aument Loughrey,,,,,,,,,0,11,16
Total,45,20,19,16,14,11,10,10,9,12,16
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,17
,Meagan Ingerson,Mona Getzes Cohen,James Harrity,Frank T Brzozowski,Catherine Bartch,Richard Lombardo,Erica Vanstone,Marnie Aument Loughrey,Billy Cortes,2,17
Meagan Ingerson,1,19,18,13,13,12,12,9,7,3,17
Mona Getzes Cohen,,5,15,10,9,10,12,7,6,4,17
James Harrity,,,3,14,11,13,11,9,8,5,17
Frank T Brzozowski,,,,0,11,13,11,10,10,6,17
Catherine Bartch,,,,,0,12,12,10,8,7,17
Richard Lombardo,,,,,,0,12,13,10,8,17
Erica Vanstone,,,,,,,0,9,9,9,17
Marnie Aument Loughrey,,,,,,,,0,8,10,17
Billy Cortes,,,,,,,,,0,11,17
Total,24,24,23,18,17,17,16,14,12,12,17
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,18
,James Harrity,Erica Vanstone,Catherine Bartch,Richard Lombardo,Mona Getzes Cohen,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Meagan Ingerson,2,18
James Harrity,3,20,18,19,12,16,17,15,11,3,18
Erica Vanstone,,0,21,19,9,18,19,16,10,4,18
Catherine Bartch,,,0,17,7,17,19,15,9,5,18
Richard Lombardo,,,,0,5,19,16,15,7,6,18
Mona Getzes Cohen,,,,,8,4,5,2,13,7,18
Frank T Brzozowski,,,,,,0,15,13,5,8,18
Marnie Aument Loughrey,,,,,,,0,16,6,9,18
Billy Cortes,,,,,,,,1,3,10,18
Meagan Ingerson,,,,,,,,,1,11,18
Total,29,25,23,23,22,20,20,17,17,12,18
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,19
,Mona Getzes Cohen,James Harrity,Erica Vanstone,Meagan Ingerson,Richard Lombardo,Billy Cortes,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,2,19
Mona Getzes Cohen,10,24,19,24,17,14,15,10,8,3,19
James Harrity,,2,22,22,23,19,18,15,13,4,19
Erica Vanstone,,,0,20,23,21,21,15,15,5,19
Meagan Ingerson,,,,1,17,15,15,10,9,6,19
Richard Lombardo,,,,,1,21,19,18,13,7,19
Billy Cortes,,,,,,0,18,15,12,8,19
Catherine Bartch,,,,,,,0,13,14,9,19
Frank T Brzozowski,,,,,,,,0,10,10,19
Marnie Aument Loughrey,,,,,,,,,0,11,19
Total,39,35,29,29,29,24,24,19,17,12,19
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,20
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,2,20
Mona Getzes Cohen,9,15,18,15,13,12,11,10,7,3,20
James Harrity,,8,17,14,14,11,12,10,7,4,20
Meagan Ingerson,,,2,15,12,13,9,9,8,5,20
Erica Vanstone,,,,0,15,14,13,12,9,6,20
Richard Lombardo,,,,,1,11,13,11,6,7,20
Catherine Bartch,,,,,,0,8,10,10,8,20
Frank T Brzozowski,,,,,,,0,9,5,9,20
Billy Cortes,,,,,,,,0,5,10,20
Marnie Aument Loughrey,,,,,,,,,0,11,20
Total,30,29,24,20,19,17,15,13,11,12,20
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,21
,James Harrity,Catherine Bartch,Erica Vanstone,Mona Getzes Cohen,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Meagan Ingerson,Frank T Brzozowski,2,21
James Harrity,6,11,11,8,10,10,8,8,7,3,21
Catherine Bartch,,1,13,8,11,13,9,9,7,4,21
Erica Vanstone,,,0,9,12,12,10,8,7,5,21
Mona Getzes Cohen,,,,5,7,7,6,8,2,6,21
Richard Lombardo,,,,,1,10,8,6,6,7,21
Marnie Aument Loughrey,,,,,,0,8,7,6,8,21
Billy Cortes,,,,,,,1,5,6,9,21
Meagan Ingerson,,,,,,,,2,4,10,21
Frank T Brzozowski,,,,,,,,,0,11,21
Total,19,16,15,15,14,13,12,12,9,12,21
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,22
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,2,22
Mona Getzes Cohen,15,17,19,13,10,10,9,9,5,3,22
James Harrity,,1,18,16,13,11,12,12,8,4,22
Meagan Ingerson,,,2,15,12,11,10,10,7,5,22
Erica Vanstone,,,,0,15,12,11,11,8,6,22
Richard Lombardo,,,,,3,8,10,10,6,7,22
Catherine Bartch,,,,,,0,6,7,9,8,22
Frank T Brzozowski,,,,,,,1,9,5,9,22
Billy Cortes,,,,,,,,0,6,10,22
Marnie Aument Loughrey,,,,,,,,,0,11,22
Total,37,24,24,19,18,15,14,13,9,12,22
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,23
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Billy Cortes,Frank T Brzozowski,Catherine Bartch,Marnie Aument Loughrey,2,23
Mona Getzes Cohen,6,12,13,10,10,7,7,6,6,3,23
James Harrity,,0,11,13,13,11,10,9,9,4,23
Meagan Ingerson,,,2,9,9,6,7,5,5,5,23
Erica Vanstone,,,,0,13,11,10,9,9,6,23
Richard Lombardo,,,,,0,10,11,9,9,7,23
Billy Cortes,,,,,,0,8,6,7,8,23
Frank T Brzozowski,,,,,,,0,7,6,9,23
Catherine Bartch,,,,,,,,0,9,10,23
Marnie Aument Loughrey,,,,,,,,,0,11,23
Total,20,16,15,14,14,11,11,10,10,12,23
