col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,order,division
Barbara Carroll,,,,,0,8,8,7,8,6,7,2
Jonathan M Gary,,,,,,0,7,8,7,7,8,2
Latrice Y Bryant,,,,,,,0,8,8,6,9,2
Robert Taylor,,,,,,,,0,7,7,10,2
Sharon Vaughn,,,,,,,,,0,6,11,2
Dustin Morris,,,,,,,,,,0,12,2
Total,19,14,11,11,10,10,9,9,8,7,13,2
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,3
,Bob Casey Jr,Barbara Carroll,Sharon Vaughn,David Rodriguez,Humberto Perez,Jaime Bouldin,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,2,3
Bob Casey Jr,33,74,71,70,69,68,68,57,56,56,3,3
Barbara Carroll,,0,72,63,60,61,67,56,54,55,4,3
Sharon Vaughn,,,0,64,62,61,68,57,55,55,5,3
David Rodriguez,,,,0,63,61,62,57,55,55,6,3
Humberto Perez,,,,,1,63,60,56,55,55,7,3
Jaime Bouldin,,,,,,0,60,55,56,56,8,3
Latrice Y Bryant,,,,,,,0,57,55,55,9,3
Robert Taylor,,,,,,,,1,52,53,10,3
Dustin Morris,,,,,,,,,0,53,11,3
Jonathan M Gary,,,,,,,,,,0,12,3
Total,127,77,74,71,71,70,69,59,57,57,13,3
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,4
,Bob Casey Jr,Humberto Perez,Jaime Bouldin,Barbara Carroll,David Rodriguez,Sharon Vaughn,Dustin Morris,Robert Taylor,Jonathan M Gary,Latrice Y Bryant,2,4
Bob Casey Jr,4,8,9,5,5,4,3,3,2,2,3,4
Humberto Perez,,1,5,3,5,3,2,3,2,2,4,4
Jaime Bouldin,,,0,3,5,2,2,2,2,2,5,4
Barbara Carroll,,,,0,2,3,3,2,2,2,6,4
David Rodriguez,,,,,0,2,2,2,2,2,7,4
Sharon Vaughn,,,,,,0,3,3,2,2,8,4
Dustin Morris,,,,,,,0,2,2,2,9,4
Robert Taylor,,,,,,,,0,2,2,10,4
Jonathan M Gary,,,,,,,,,0,2,11,4
Latrice Y Bryant,,,,,,,,,,0,12,4
Total,17,9,9,5,5,4,3,3,2,2,13,4
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,5
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,2,5
Bob Casey Jr,8,12,11,8,5,5,5,3,2,2,3,5
Jaime Bouldin,,0,9,8,4,4,4,3,2,2,4,5
David Rodriguez,,,0,8,3,3,3,3,2,2,5,5
Humberto Perez,,,,0,3,3,3,3,2,2,6,5
Barbara Carroll,,,,,0,4,4,3,2,2,7,5
Latrice Y Bryant,,,,,,0,4,3,2,2,8,5
Sharon Vaughn,,,,,,,0,3,2,2,9,5
Dustin Morris,,,,,,,,0,2,2,10,5
Jonathan M Gary,,,,,,,,,0,2,11,5
Robert Taylor,,,,,,,,,,0,12,5
Total,25,12,11,8,5,5,5,3,2,2,13,5
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,6
,Bob Casey Jr,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,6
Bob Casey Jr,17,20,11,8,4,4,3,2,1,1,3,6
Jaime Bouldin,,2,10,8,3,3,2,2,1,1,4,6
Humberto Perez,,,1,7,3,3,2,2,1,1,5,6
David Rodriguez,,,,1,2,2,2,1,1,1,6,6
Barbara Carroll,,,,,0,4,2,2,1,1,7,6
Sharon Vaughn,,,,,,0,2,2,1,1,8,6
Dustin Morris,,,,,,,0,1,1,1,9,6
Latrice Y Bryant,,,,,,,,0,1,1,10,6
Jonathan M Gary,,,,,,,,,0,1,11,6
Robert Taylor,,,,,,,,,,0,12,6
Total,40,22,12,9,4,4,3,2,1,1,13,6
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,7
,Bob Casey Jr,Humberto Perez,Sharon Vaughn,Barbara Carroll,David Rodriguez,Dustin Morris,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,2,7
Bob Casey Jr,0,2,2,0,0,0,0,0,0,0,3,7
Humberto Perez,,0,1,0,0,0,0,0,0,0,4,7
Sharon Vaughn,,,0,0,0,0,0,0,0,0,5,7
Barbara Carroll,,,,0,0,0,0,0,0,0,6,7
David Rodriguez,,,,,0,0,0,0,0,0,7,7
Dustin Morris,,,,,,0,0,0,0,0,8,7
Jaime Bouldin,,,,,,,0,0,0,0,9,7
Jonathan M Gary,,,,,,,,0,0,0,10,7
Latrice Y Bryant,,,,,,,,,0,0,11,7
Robert Taylor,,,,,,,,,,0,12,7
Total,3,2,2,0,0,0,0,0,0,0,13,7
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,8
,Bob Casey Jr,Jaime Bouldin,Barbara Carroll,David Rodriguez,Humberto Perez,Sharon Vaughn,Dustin Morris,Robert Taylor,Jonathan M Gary,Latrice Y Bryant,2,8
Bob Casey Jr,11,9,4,3,2,4,2,2,2,2,3,8
Jaime Bouldin,,1,3,3,3,3,2,2,2,2,4,8
Barbara Carroll,,,0,3,3,3,3,3,2,2,5,8
David Rodriguez,,,,0,4,2,3,3,2,2,6,8
Humberto Perez,,,,,0,2,3,3,2,2,7,8
Sharon Vaughn,,,,,,0,2,2,2,2,8,8
Dustin Morris,,,,,,,0,3,2,2,9,8
Robert Taylor,,,,,,,,0,2,2,10,8
Jonathan M Gary,,,,,,,,,0,2,11,8
Latrice Y Bryant,,,,,,,,,,0,12,8
Total,23,11,5,5,4,4,3,3,2,2,13,8
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,9
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,2,9
Bob Casey Jr,10,17,11,10,9,8,7,5,5,5,3,9
Jaime Bouldin,,0,10,9,6,6,6,6,6,6,4,9
David Rodriguez,,,0,9,6,6,6,6,6,6,5,9
Humberto Perez,,,,0,6,6,6,5,5,5,6,9
Barbara Carroll,,,,,0,8,8,6,6,6,7,9
Sharon Vaughn,,,,,,0,8,6,6,6,8,9
Dustin Morris,,,,,,,0,6,6,6,9,9
Jonathan M Gary,,,,,,,,0,6,6,10,9
Latrice Y Bryant,,,,,,,,,0,6,11,9
Robert Taylor,,,,,,,,,,0,12,9
Total,35,18,12,11,10,9,8,6,6,6,13,9
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,10
,Bob Casey Jr,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,2,10
Bob Casey Jr,133,0,0,0,0,0,0,0,0,0,3,10
Barbara Carroll,,0,0,0,0,0,0,0,0,0,4,10
David Rodriguez,,,0,0,0,0,0,0,0,0,5,10
Dustin Morris,,,,0,0,0,0,0,0,0,6,10
Humberto Perez,,,,,0,0,0,0,0,0,7,10
Jaime Bouldin,,,,,,0,0,0,0,0,8,10
Jonathan M Gary,,,,,,,0,0,0,0,9,10
Latrice Y Bryant,,,,,,,,0,0,0,10,10
Robert Taylor,,,,,,,,,0,0,11,10
Sharon Vaughn,,,,,,,,,,0,12,10
Total,133,0,0,0,0,0,0,0,0,0,13,10
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,11
,Bob Casey Jr,Jaime Bouldin,Barbara Carroll,David Rodriguez,Humberto Perez,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,2,11
Bob Casey Jr,22,46,41,40,38,36,35,30,28,27,3,11
Jaime Bouldin,,0,33,36,35,32,30,29,28,27,4,11
Barbara Carroll,,,1,30,28,36,35,28,27,27,5,11
David Rodriguez,,,,0,36,29,29,28,29,28,6,11
Humberto Perez,,,,,0,28,29,28,29,28,7,11
Sharon Vaughn,,,,,,0,35,28,27,27,8,11
Latrice Y Bryant,,,,,,,0,28,28,28,9,11
Dustin Morris,,,,,,,,0,27,27,10,11
Jonathan M Gary,,,,,,,,,0,28,11,11
Robert Taylor,,,,,,,,,,0,12,11
Total,84,48,42,41,39,37,36,31,29,28,13,11
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,12
,Bob Casey Jr,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Jonathan M Gary,Robert Taylor,Dustin Morris,2,12
Bob Casey Jr,23,64,58,54,47,46,44,41,41,40,3,12
Jaime Bouldin,,0,54,53,45,44,43,42,41,40,4,12
Humberto Perez,,,0,53,40,40,40,40,40,38,5,12
David Rodriguez,,,,0,41,41,41,41,41,39,6,12
Barbara Carroll,,,,,0,45,43,41,41,40,7,12
Latrice Y Bryant,,,,,,0,43,41,41,39,8,12
Sharon Vaughn,,,,,,,0,41,41,39,9,12
Jonathan M Gary,,,,,,,,0,41,39,10,12
Robert Taylor,,,,,,,,,0,39,11,12
Dustin Morris,,,,,,,,,,0,12,12
Total,95,65,58,54,47,46,44,42,41,40,13,12
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,13
,Bob Casey Jr,Jaime Bouldin,Barbara Carroll,Humberto Perez,David Rodriguez,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,2,13
Bob Casey Jr,36,45,31,32,31,28,27,25,23,22,3,13
Jaime Bouldin,,3,25,30,28,24,23,23,22,21,4,13
Barbara Carroll,,,1,24,23,25,26,23,23,22,5,13
Humberto Perez,,,,0,29,24,23,23,22,21,6,13
David Rodriguez,,,,,0,22,22,22,21,20,7,13
Sharon Vaughn,,,,,,0,26,23,23,22,8,13
Latrice Y Bryant,,,,,,,0,23,23,22,9,13
Robert Taylor,,,,,,,,0,23,22,10,13
Dustin Morris,,,,,,,,,1,22,11,13
Jonathan M Gary,,,,,,,,,,0,12,13
Total,93,48,32,32,31,29,28,25,24,22,13,13
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,14
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,2,14
Bob Casey Jr,21,27,22,20,17,17,16,15,15,14,3,14
Jaime Bouldin,,0,18,19,16,16,15,15,15,14,4,14
David Rodriguez,,,1,18,14,14,14,14,14,13,5,14
Humberto Perez,,,,0,15,15,14,14,14,13,6,14
Sharon Vaughn,,,,,1,17,16,15,15,14,7,14
Barbara Carroll,,,,,,0,16,15,15,14,8,14
Latrice Y Bryant,,,,,,,0,15,15,14,9,14
Dustin Morris,,,,,,,,0,15,14,10,14
Robert Taylor,,,,,,,,,0,14,11,14
Jonathan M Gary,,,,,,,,,,0,12,14
Total,54,27,23,20,18,17,16,15,15,14,13,14
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,15
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Humberto Perez,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,15
Bob Casey Jr,17,24,22,18,18,18,14,13,11,11,3,15
Jaime Bouldin,,1,14,15,14,15,13,12,11,11,4,15
David Rodriguez,,,0,13,16,12,12,12,11,11,5,15
Sharon Vaughn,,,,0,12,15,14,13,11,11,6,15
Humberto Perez,,,,,1,12,11,11,11,11,7,15
Barbara Carroll,,,,,,0,13,12,11,11,8,15
Dustin Morris,,,,,,,0,10,10,10,9,15
Latrice Y Bryant,,,,,,,,1,11,11,10,15
Jonathan M Gary,,,,,,,,,0,11,11,15
Robert Taylor,,,,,,,,,,0,12,15
Total,58,25,23,20,19,18,15,15,11,11,13,15
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,16
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,2,16
Bob Casey Jr,23,38,31,27,22,18,16,15,14,12,3,16
Jaime Bouldin,,0,23,23,17,17,14,15,14,12,4,16
David Rodriguez,,,0,21,19,16,14,13,14,11,5,16
Humberto Perez,,,,0,15,14,12,12,12,11,6,16
Sharon Vaughn,,,,,0,18,15,13,14,12,7,16
Barbara Carroll,,,,,,0,14,14,14,12,8,16
Latrice Y Bryant,,,,,,,0,13,12,11,9,16
Robert Taylor,,,,,,,,0,12,11,10,16
Jonathan M Gary,,,,,,,,,0,10,11,16
Dustin Morris,,,,,,,,,,0,12,16
Total,76,38,31,27,23,19,16,15,14,13,13,16
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,17
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Barbara Carroll,Humberto Perez,Sharon Vaughn,Robert Taylor,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,2,17
Bob Casey Jr,16,34,25,25,25,23,20,20,19,18,3,17
Jaime Bouldin,,2,21,19,22,19,17,18,18,17,4,17
David Rodriguez,,,1,19,22,18,17,16,17,17,5,17
Barbara Carroll,,,,0,19,22,19,19,19,18,6,17
Humberto Perez,,,,,0,19,18,17,18,17,7,17
Sharon Vaughn,,,,,,0,19,20,19,17,8,17
Robert Taylor,,,,,,,1,17,18,17,9,17
Latrice Y Bryant,,,,,,,,0,17,17,10,17
Dustin Morris,,,,,,,,,0,17,11,17
Jonathan M Gary,,,,,,,,,,0,12,17
Total,61,36,26,25,25,23,21,20,19,18,13,17
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,18
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,18
Bob Casey Jr,25,46,32,24,22,21,19,21,16,16,3,18
Jaime Bouldin,,1,26,24,19,19,19,18,16,15,4,18
David Rodriguez,,,0,24,21,21,20,19,16,16,5,18
Humberto Perez,,,,0,19,19,18,17,15,14,6,18
Barbara Carroll,,,,,0,22,19,19,15,15,7,18
Sharon Vaughn,,,,,,0,19,19,15,15,8,18
Dustin Morris,,,,,,,0,17,15,13,9,18
Latrice Y Bryant,,,,,,,,0,16,15,10,18
Jonathan M Gary,,,,,,,,,0,14,11,18
Robert Taylor,,,,,,,,,,0,12,18
Total,85,48,34,25,24,23,21,21,16,16,13,18
