col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Calvin R Tucker,,,,0,0,0,6,4
Denise Furey,,,,,0,0,7,4
Walt Vogler,,,,,,0,8,4
Total,1,0,0,0,0,0,9,4
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,5
,Paul Mango,Laura Ellsworth,Scott R Wagner,Calvin R Tucker,Denise Furey,Walt Vogler,2,5
Paul Mango,2,0,0,0,0,0,3,5
Laura Ellsworth,,1,0,0,0,0,4,5
Scott R Wagner,,,0,0,0,0,5,5
Calvin R Tucker,,,,0,0,0,6,5
Denise Furey,,,,,0,0,7,5
Walt Vogler,,,,,,0,8,5
Total,2,1,0,0,0,0,9,5
,Member Of The - Republican State Committee 2nd Congressional District,,,Governor - Republican,,,1,6
,Walt Vogler,Denise Furey,Calvin R Tucker,Laura Ellsworth,Paul Mango,Scott R Wagner,2,6
Walt Vogler,1,1,1,0,1,1,3,6
Denise Furey,,0,1,1,1,0,4,6
Calvin R Tucker,,,0,0,1,0,5,6
Laura Ellsworth,,,,0,0,0,6,6
Paul Mango,,,,,0,0,7,6
Scott R Wagner,,,,,,0,8,6
Total,3,2,1,1,1,1,9,6
,Member Of The - Republican State Committee 2nd Congressional District,,,Governor - Republican,,,1,7
,Denise Furey,Walt Vogler,Calvin R Tucker,Paul Mango,Laura Ellsworth,Scott R Wagner,2,7
Denise Furey,0,1,1,2,1,0,3,7
Walt Vogler,,0,1,2,0,1,4,7
Calvin R Tucker,,,0,1,0,0,5,7
Paul Mango,,,,0,0,0,6,7
Laura Ellsworth,,,,,1,0,7,7
Scott R Wagner,,,,,,0,8,7
Total,3,3,1,3,2,1,9,7
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,9
,Paul Mango,Laura Ellsworth,Scott R Wagner,Calvin R Tucker,Denise Furey,Walt Vogler,2,9
Paul Mango,1,0,0,0,0,0,3,9
Laura Ellsworth,,0,0,0,0,0,4,9
Scott R Wagner,,,0,0,0,0,5,9
Calvin R Tucker,,,,0,0,0,6,9
Denise Furey,,,,,0,0,7,9
Walt Vogler,,,,,,0,8,9
Total,1,0,0,0,0,0,9,9
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,10
,Scott R Wagner,Laura Ellsworth,Paul Mango,Calvin R Tucker,Denise Furey,Walt Vogler,2,10
Scott R Wagner,1,0,0,0,0,0,3,10
Laura Ellsworth,,0,0,0,0,0,4,10
Paul Mango,,,0,0,0,0,5,10
Calvin R Tucker,,,,0,0,0,6,10
Denise Furey,,,,,0,0,7,10
Walt Vogler,,,,,,0,8,10
Total,1,0,0,0,0,0,9,10
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,11
,Paul Mango,Scott R Wagner,Laura Ellsworth,Calvin R Tucker,Denise Furey,Walt Vogler,2,11
Paul Mango,3,0,0,0,0,0,3,11
Scott R Wagner,,1,0,0,0,0,4,11
Laura Ellsworth,,,0,0,0,0,5,11
Calvin R Tucker,,,,0,0,0,6,11
Denise Furey,,,,,0,0,7,11
Walt Vogler,,,,,,0,8,11
Total,3,1,0,0,0,0,9,11
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,14
,Paul Mango,Scott R Wagner,Laura Ellsworth,Calvin R Tucker,Denise Furey,Walt Vogler,2,14
Paul Mango,1,0,0,0,0,0,3,14
Scott R Wagner,,1,0,0,0,0,4,14
Laura Ellsworth,,,0,0,0,0,5,14
Calvin R Tucker,,,,0,0,0,6,14
Denise Furey,,,,,0,0,7,14
Walt Vogler,,,,,,0,8,14
Total,1,1,0,0,0,0,9,14
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,15
,Laura Ellsworth,Paul Mango,Scott R Wagner,Calvin R Tucker,Denise Furey,Walt Vogler,2,15
Laura Ellsworth,1,0,0,0,0,0,3,15
Paul Mango,,1,0,0,0,0,4,15
Scott R Wagner,,,0,0,0,0,5,15
Calvin R Tucker,,,,0,0,0,6,15
Denise Furey,,,,,0,0,7,15
Walt Vogler,,,,,,0,8,15
Total,1,1,0,0,0,0,9,15
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,17
,Scott R Wagner,Laura Ellsworth,Paul Mango,Calvin R Tucker,Denise Furey,Walt Vogler,2,17
Scott R Wagner,0,0,0,0,1,1,3,17
Laura Ellsworth,,1,0,0,0,0,4,17
Paul Mango,,,0,1,0,0,5,17
Calvin R Tucker,,,,0,0,0,6,17
Denise Furey,,,,,0,0,7,17
Walt Vogler,,,,,,0,8,17
Total,2,1,1,1,1,1,9,17
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,18
,Paul Mango,Laura Ellsworth,Scott R Wagner,Calvin R Tucker,Denise Furey,Walt Vogler,2,18
Paul Mango,1,0,0,0,0,0,3,18
Laura Ellsworth,,0,0,0,0,0,4,18
Scott R Wagner,,,0,0,0,0,5,18
Calvin R Tucker,,,,0,0,0,6,18
Denise Furey,,,,,0,0,7,18
Walt Vogler,,,,,,0,8,18
Total,1,0,0,0,0,0,9,18
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,19
,Scott R Wagner,Paul Mango,Laura Ellsworth,Calvin R Tucker,Denise Furey,Walt Vogler,2,19
Scott R Wagner,3,0,0,0,0,0,3,19
Paul Mango,,2,0,0,0,0,4,19
Laura Ellsworth,,,0,0,0,0,5,19
Calvin R Tucker,,,,0,0,0,6,19
Denise Furey,,,,,0,0,7,19
Walt Vogler,,,,,,0,8,19
Total,3,2,0,0,0,0,9,19
,Member Of The - Republican State Committee 2nd Congressional District,,,Governor - Republican,,,1,21
,Calvin R Tucker,Denise Furey,Walt Vogler,Paul Mango,Laura Ellsworth,Scott R Wagner,2,21
Calvin R Tucker,0,1,1,1,0,0,3,21
Denise Furey,,0,1,1,0,0,4,21
Walt Vogler,,,0,1,0,0,5,21
Paul Mango,,,,0,0,0,6,21
Laura Ellsworth,,,,,0,0,7,21
Scott R Wagner,,,,,,0,8,21
Total,1,1,1,1,0,0,9,21
,Member Of The - Republican State Committee 2nd Congressional District,,,Governor - Republican,,,1,22
,Denise Furey,Calvin R Tucker,Walt Vogler,Scott R Wagner,Paul Mango,Laura Ellsworth,2,22
Denise Furey,0,1,1,3,1,0,3,22
Calvin R Tucker,,0,1,1,1,0,4,22
Walt Vogler,,,0,1,0,0,5,22
Scott R Wagner,,,,0,0,0,6,22
Paul Mango,,,,,0,0,7,22
Laura Ellsworth,,,,,,0,8,22
Total,4,2,1,3,2,0,9,22
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,23
,Paul Mango,Laura Ellsworth,Scott R Wagner,Denise Furey,Walt Vogler,Calvin R Tucker,2,23
Paul Mango,2,0,0,3,3,2,3,23
Laura Ellsworth,,1,0,0,0,0,4,23
Scott R Wagner,,,0,1,1,1,5,23
Denise Furey,,,,0,4,3,6,23
Walt Vogler,,,,,0,3,7,23
Calvin R Tucker,,,,,,0,8,23
Total,5,1,1,4,4,3,9,23
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,25
,Laura Ellsworth,Paul Mango,Scott R Wagner,Calvin R Tucker,Denise Furey,Walt Vogler,2,25
Laura Ellsworth,2,0,0,0,0,0,3,25
Paul Mango,,2,0,0,0,0,4,25
Scott R Wagner,,,1,0,0,0,5,25
Calvin R Tucker,,,,0,0,0,6,25
Denise Furey,,,,,0,0,7,25
Walt Vogler,,,,,,0,8,25
Total,2,2,1,0,0,0,9,25
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,26
,Scott R Wagner,Paul Mango,Laura Ellsworth,Calvin R Tucker,Denise Furey,Walt Vogler,2,26
Scott R Wagner,3,0,0,0,0,0,3,26
Paul Mango,,1,0,0,0,0,4,26
Laura Ellsworth,,,0,0,0,0,5,26
Calvin R Tucker,,,,0,0,0,6,26
Denise Furey,,,,,0,0,7,26
Walt Vogler,,,,,,0,8,26
Total,3,1,0,0,0,0,9,26
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,27
,Scott R Wagner,Laura Ellsworth,Paul Mango,Calvin R Tucker,Denise Furey,Walt Vogler,2,27
Scott R Wagner,1,0,0,0,0,0,3,27
Laura Ellsworth,,0,0,0,0,0,4,27
Paul Mango,,,0,0,0,0,5,27
Calvin R Tucker,,,,0,0,0,6,27
Denise Furey,,,,,0,0,7,27
Walt Vogler,,,,,,0,8,27
Total,1,0,0,0,0,0,9,27
,Governor - Republican,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,28
,Laura Ellsworth,Scott R Wagner,Paul Mango,Calvin R Tucker,Denise Furey,Walt Vogler,2,28
Laura Ellsworth,2,0,0,0,0,0,3,28
Scott R Wagner,,1,0,0,0,0,4,28
Paul Mango,,,0,0,0,0,5,28
Calvin R Tucker,,,,0,0,0,6,28
Denise Furey,,,,,0,0,7,28
Walt Vogler,,,,,,0,8,28
Total,2,1,0,0,0,0,9,28
