col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,order,division
James Harrity,,1,9,10,9,9,7,6,6,4,4,5
Meagan Ingerson,,,0,8,7,7,5,5,4,1,5,5
Erica Vanstone,,,,0,10,8,7,7,5,3,6,5
Richard Lombardo,,,,,0,6,8,6,6,4,7,5
Mona Getzes Cohen,,,,,,0,4,3,4,1,8,5
Frank T Brzozowski,,,,,,,1,4,5,3,9,5
Catherine Bartch,,,,,,,,0,3,4,10,5
Billy Cortes,,,,,,,,,0,3,11,5
Marnie Aument Loughrey,,,,,,,,,,0,12,5
Total,25,15,14,13,13,11,9,8,6,4,13,5
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,6
,Tom Wolf,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,2,6
Tom Wolf,6,27,24,20,17,16,17,14,13,5,3,6
James Harrity,,1,16,15,15,14,16,11,12,5,4,6
Meagan Ingerson,,,2,19,12,12,11,9,6,1,5,6
Mona Getzes Cohen,,,,0,10,10,11,9,6,1,6,6
Catherine Bartch,,,,,0,15,14,13,10,4,7,6
Erica Vanstone,,,,,,0,14,11,9,5,8,6
Richard Lombardo,,,,,,,0,12,11,5,9,6
Marnie Aument Loughrey,,,,,,,,0,7,4,10,6
Billy Cortes,,,,,,,,,0,5,11,6
Frank T Brzozowski,,,,,,,,,,0,12,6
Total,46,28,28,23,18,17,17,15,14,5,13,6
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,7
,Tom Wolf,James Harrity,Erica Vanstone,Meagan Ingerson,Mona Getzes Cohen,Richard Lombardo,Billy Cortes,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,2,7
Tom Wolf,4,27,20,21,20,19,20,14,14,13,3,7
James Harrity,,0,17,14,15,16,16,12,13,12,4,7
Erica Vanstone,,,0,13,13,19,18,14,15,13,5,7
Meagan Ingerson,,,,0,15,11,10,7,7,6,6,7
Mona Getzes Cohen,,,,,0,11,10,6,7,6,7,7
Richard Lombardo,,,,,,0,16,11,15,11,8,7
Billy Cortes,,,,,,,0,12,13,12,9,7
Catherine Bartch,,,,,,,,0,8,13,10,7
Frank T Brzozowski,,,,,,,,,0,8,11,7
Marnie Aument Loughrey,,,,,,,,,,0,12,7
Total,45,28,22,22,21,21,20,15,15,14,13,7
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,8
,Tom Wolf,James Harrity,Richard Lombardo,Erica Vanstone,Mona Getzes Cohen,Catherine Bartch,Meagan Ingerson,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,2,8
Tom Wolf,2,30,20,18,18,16,17,15,14,12,3,8
James Harrity,,1,19,18,10,16,10,15,13,12,4,8
Richard Lombardo,,,0,18,7,15,7,15,14,12,5,8
Erica Vanstone,,,,0,7,15,7,15,13,13,6,8
Mona Getzes Cohen,,,,,0,7,13,4,5,3,7,8
Catherine Bartch,,,,,,0,8,12,14,11,8,8
Meagan Ingerson,,,,,,,0,4,6,3,9,8
Frank T Brzozowski,,,,,,,,0,11,12,10,8
Marnie Aument Loughrey,,,,,,,,,0,10,11,8
Billy Cortes,,,,,,,,,,0,12,8
Total,45,32,21,19,18,17,17,16,15,13,13,8
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,9
,Tom Wolf,James Harrity,Mona Getzes Cohen,Catherine Bartch,Erica Vanstone,Richard Lombardo,Meagan Ingerson,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,2,9
Tom Wolf,4,17,15,14,14,14,13,12,12,11,3,9
James Harrity,,1,9,12,12,12,10,10,11,9,4,9
Mona Getzes Cohen,,,0,8,8,7,10,7,4,5,5,9
Catherine Bartch,,,,0,12,12,9,11,9,11,6,9
Erica Vanstone,,,,,0,12,8,10,9,10,7,9
Richard Lombardo,,,,,,0,9,10,10,9,8,9
Meagan Ingerson,,,,,,,0,7,5,6,9,9
Billy Cortes,,,,,,,,0,8,9,10,9
Frank T Brzozowski,,,,,,,,,0,7,11,9
Marnie Aument Loughrey,,,,,,,,,,0,12,9
Total,29,18,15,14,14,14,13,12,12,11,13,9
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,10
,Tom Wolf,Erica Vanstone,Mona Getzes Cohen,Billy Cortes,James Harrity,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Meagan Ingerson,2,10
Tom Wolf,3,22,20,18,18,18,16,16,14,14,3,10
Erica Vanstone,,0,10,19,15,17,17,17,15,11,4,10
Mona Getzes Cohen,,,0,8,7,6,6,5,4,12,5,10
Billy Cortes,,,,0,14,17,15,15,13,9,6,10
James Harrity,,,,,1,14,11,13,10,7,7,10
Richard Lombardo,,,,,,0,13,14,12,7,8,10
Catherine Bartch,,,,,,,0,13,13,7,9,10
Frank T Brzozowski,,,,,,,,0,14,6,10,10
Marnie Aument Loughrey,,,,,,,,,0,5,11,10
Meagan Ingerson,,,,,,,,,,0,12,10
Total,39,23,20,19,19,19,17,17,15,15,13,10
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,11
,Tom Wolf,James Harrity,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mona Getzes Cohen,Meagan Ingerson,2,11
Tom Wolf,7,41,32,31,30,25,27,23,21,19,3,11
James Harrity,,0,28,27,24,23,23,19,15,16,4,11
Richard Lombardo,,,0,32,29,27,27,23,11,13,5,11
Erica Vanstone,,,,0,28,26,26,21,11,13,6,11
Catherine Bartch,,,,,0,23,24,21,10,11,7,11
Frank T Brzozowski,,,,,,0,21,21,5,6,8,11
Marnie Aument Loughrey,,,,,,,0,21,8,8,9,11
Billy Cortes,,,,,,,,0,2,4,10,11
Mona Getzes Cohen,,,,,,,,,0,16,11,11
Meagan Ingerson,,,,,,,,,,0,12,11
Total,61,42,34,33,31,27,27,23,22,20,13,11
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,12
,Tom Wolf,James Harrity,Mona Getzes Cohen,Billy Cortes,Marnie Aument Loughrey,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,2,12
Tom Wolf,3,20,20,12,11,11,10,10,10,9,3,12
James Harrity,,0,12,10,10,10,8,9,9,8,4,12
Mona Getzes Cohen,,,0,7,6,10,4,5,5,5,5,12
Billy Cortes,,,,0,12,6,9,9,9,7,6,12
Marnie Aument Loughrey,,,,,0,6,8,9,9,7,7,12
Meagan Ingerson,,,,,,0,3,5,5,3,8,12
Richard Lombardo,,,,,,,0,8,6,8,9,12
Erica Vanstone,,,,,,,,0,9,7,10,12
Catherine Bartch,,,,,,,,,0,6,11,12
Frank T Brzozowski,,,,,,,,,,0,12,12
Total,34,22,20,13,12,12,12,11,10,10,13,12
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,13
,Tom Wolf,James Harrity,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Erica Vanstone,Marnie Aument Loughrey,Mona Getzes Cohen,Meagan Ingerson,2,13
Tom Wolf,7,25,20,18,18,17,17,13,11,6,3,13
James Harrity,,0,18,16,15,15,16,12,5,5,4,13
Richard Lombardo,,,0,17,17,17,17,12,5,6,5,13
Catherine Bartch,,,,0,16,16,15,12,5,5,6,13
Frank T Brzozowski,,,,,0,15,15,11,5,4,7,13
Billy Cortes,,,,,,0,15,11,4,4,8,13
Erica Vanstone,,,,,,,0,11,3,4,9,13
Marnie Aument Loughrey,,,,,,,,0,2,3,10,13
Mona Getzes Cohen,,,,,,,,,0,4,11,13
Meagan Ingerson,,,,,,,,,,1,12,13
Total,39,25,20,18,18,17,17,13,11,7,13,13
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,14
,Tom Wolf,James Harrity,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Mona Getzes Cohen,Meagan Ingerson,2,14
Tom Wolf,8,45,33,31,30,28,29,27,26,20,3,14
James Harrity,,0,33,30,30,27,29,27,19,17,4,14
Erica Vanstone,,,1,31,30,28,27,26,13,11,5,14
Catherine Bartch,,,,0,28,26,26,24,12,10,6,14
Richard Lombardo,,,,,0,27,26,24,10,9,7,14
Frank T Brzozowski,,,,,,0,22,24,9,6,8,14
Billy Cortes,,,,,,,0,24,9,7,9,14
Marnie Aument Loughrey,,,,,,,,0,9,7,10,14
Mona Getzes Cohen,,,,,,,,,0,18,11,14
Meagan Ingerson,,,,,,,,,,2,12,14
Total,63,45,36,33,32,30,29,28,27,23,13,14
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,15
,Tom Wolf,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Richard Lombardo,Billy Cortes,2,15
Tom Wolf,2,21,19,16,16,12,12,11,11,8,3,15
Mona Getzes Cohen,,0,12,14,9,7,5,4,6,6,4,15
James Harrity,,,1,15,13,11,10,8,11,10,5,15
Meagan Ingerson,,,,0,13,12,7,8,7,7,6,15
Erica Vanstone,,,,,0,12,10,10,10,8,7,15
Catherine Bartch,,,,,,0,6,11,6,9,8,15
Frank T Brzozowski,,,,,,,0,7,9,6,9,15
Marnie Aument Loughrey,,,,,,,,0,5,6,10,15
Richard Lombardo,,,,,,,,,0,6,11,15
Billy Cortes,,,,,,,,,,0,12,15
Total,35,24,22,20,17,15,12,12,12,10,13,15
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,16
,Tom Wolf,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,Catherine Bartch,2,16
Tom Wolf,3,25,23,21,18,18,12,11,12,11,3,16
Mona Getzes Cohen,,1,14,17,13,11,7,7,7,7,4,16
James Harrity,,,0,14,13,13,10,10,11,8,5,16
Meagan Ingerson,,,,1,11,11,7,5,7,8,6,16
Erica Vanstone,,,,,0,16,11,11,11,10,7,16
Richard Lombardo,,,,,,0,12,9,11,10,8,16
Billy Cortes,,,,,,,0,7,9,8,9,16
Frank T Brzozowski,,,,,,,,0,8,5,10,16
Marnie Aument Loughrey,,,,,,,,,0,7,11,16
Catherine Bartch,,,,,,,,,,0,12,16
Total,42,27,23,22,19,18,12,12,12,11,13,16
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,17
,Tom Wolf,James Harrity,Richard Lombardo,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Meagan Ingerson,Marnie Aument Loughrey,Mona Getzes Cohen,Billy Cortes,2,17
Tom Wolf,2,28,21,18,19,19,16,15,15,10,3,17
James Harrity,,0,16,16,15,15,12,14,14,10,4,17
Richard Lombardo,,,0,15,17,15,9,11,8,8,5,17
Catherine Bartch,,,,0,15,14,10,13,10,8,6,17
Erica Vanstone,,,,,0,15,8,11,9,7,7,17
Frank T Brzozowski,,,,,,0,10,12,7,8,8,17
Meagan Ingerson,,,,,,,0,7,11,3,9,17
Marnie Aument Loughrey,,,,,,,,0,8,8,10,17
Mona Getzes Cohen,,,,,,,,,0,3,11,17
Billy Cortes,,,,,,,,,,0,12,17
Total,37,29,21,19,19,19,17,16,16,10,13,17
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,18
,Tom Wolf,Richard Lombardo,James Harrity,Billy Cortes,Frank T Brzozowski,Erica Vanstone,Meagan Ingerson,Mona Getzes Cohen,Marnie Aument Loughrey,Catherine Bartch,2,18
Tom Wolf,1,22,17,12,12,11,10,11,9,7,3,18
Richard Lombardo,,5,14,14,12,11,5,6,8,6,4,18
James Harrity,,,0,12,10,9,9,6,7,3,5,18
Billy Cortes,,,,0,12,11,5,5,8,5,6,18
Frank T Brzozowski,,,,,0,11,5,5,8,5,7,18
Erica Vanstone,,,,,,0,5,5,8,6,8,18
Meagan Ingerson,,,,,,,0,7,4,1,9,18
Mona Getzes Cohen,,,,,,,,0,3,3,10,18
Marnie Aument Loughrey,,,,,,,,,0,6,11,18
Catherine Bartch,,,,,,,,,,0,12,18
Total,33,29,19,14,13,12,11,11,10,7,13,18
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,19
,Tom Wolf,Richard Lombardo,Erica Vanstone,Frank T Brzozowski,James Harrity,Catherine Bartch,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,Billy Cortes,2,19
Tom Wolf,4,18,17,13,12,12,12,10,10,4,3,19
Richard Lombardo,,0,14,12,10,10,11,7,5,3,4,19
Erica Vanstone,,,0,13,11,12,12,8,6,4,5,19
Frank T Brzozowski,,,,0,9,9,10,5,4,3,6,19
James Harrity,,,,,1,8,8,7,5,2,7,19
Catherine Bartch,,,,,,0,11,5,3,3,8,19
Marnie Aument Loughrey,,,,,,,0,5,4,3,9,19
Meagan Ingerson,,,,,,,,0,7,3,10,19
Mona Getzes Cohen,,,,,,,,,0,3,11,19
Billy Cortes,,,,,,,,,,0,12,19
Total,29,18,17,13,13,12,12,10,10,4,13,19
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,20
,Tom Wolf,James Harrity,Catherine Bartch,Mona Getzes Cohen,Richard Lombardo,Erica Vanstone,Frank T Brzozowski,Marnie Aument Loughrey,Meagan Ingerson,Billy Cortes,2,20
Tom Wolf,5,28,24,23,21,20,20,19,18,15,3,20
James Harrity,,3,20,16,20,18,18,16,15,15,4,20
Catherine Bartch,,,0,12,19,18,18,18,10,15,5,20
Mona Getzes Cohen,,,,0,9,9,8,9,15,6,6,20
Richard Lombardo,,,,,0,17,18,15,10,14,7,20
Erica Vanstone,,,,,,0,16,15,9,13,8,20
Frank T Brzozowski,,,,,,,0,15,9,11,9,20
Marnie Aument Loughrey,,,,,,,,0,7,13,10,20
Meagan Ingerson,,,,,,,,,0,5,11,20
Billy Cortes,,,,,,,,,,0,12,20
Total,42,32,24,24,21,20,20,19,18,16,13,20
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,21
,Tom Wolf,James Harrity,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Mona Getzes Cohen,Erica Vanstone,Billy Cortes,Marnie Aument Loughrey,Catherine Bartch,2,21
Tom Wolf,6,18,18,15,14,16,13,10,10,6,3,21
James Harrity,,0,12,13,11,10,11,7,8,6,4,21
Meagan Ingerson,,,0,12,10,12,10,6,8,4,5,21
Richard Lombardo,,,,0,15,11,14,9,11,8,6,21
Frank T Brzozowski,,,,,0,10,12,9,9,7,7,21
Mona Getzes Cohen,,,,,,0,10,6,7,5,8,21
Erica Vanstone,,,,,,,0,9,9,7,9,21
Billy Cortes,,,,,,,,0,6,3,10,21
Marnie Aument Loughrey,,,,,,,,,0,4,11,21
Catherine Bartch,,,,,,,,,,0,12,21
Total,33,20,18,17,16,16,14,11,11,8,13,21
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,22
,Tom Wolf,Mona Getzes Cohen,James Harrity,Richard Lombardo,Frank T Brzozowski,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,2,22
Tom Wolf,4,12,10,9,7,8,7,5,5,3,3,22
Mona Getzes Cohen,,1,8,5,4,6,5,3,2,1,4,22
James Harrity,,,0,7,6,6,6,5,4,3,5,22
Richard Lombardo,,,,0,8,4,7,6,6,3,6,22
Frank T Brzozowski,,,,,0,3,6,5,5,3,7,22
Meagan Ingerson,,,,,,0,4,2,2,0,8,22
Erica Vanstone,,,,,,,0,4,4,2,9,22
Catherine Bartch,,,,,,,,0,4,3,10,22
Marnie Aument Loughrey,,,,,,,,,0,2,11,22
Billy Cortes,,,,,,,,,,0,12,22
Total,22,13,10,10,8,8,7,6,6,3,13,22
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,23
,Tom Wolf,James Harrity,Richard Lombardo,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Mona Getzes Cohen,Billy Cortes,Marnie Aument Loughrey,Meagan Ingerson,2,23
Tom Wolf,6,8,9,6,6,7,6,6,5,5,3,23
James Harrity,,0,7,5,5,7,4,6,6,3,4,23
Richard Lombardo,,,0,6,6,8,4,7,6,3,5,23
Catherine Bartch,,,,0,6,6,3,6,6,2,6,23
Erica Vanstone,,,,,0,6,4,5,5,4,7,23
Frank T Brzozowski,,,,,,0,4,7,6,3,8,23
Mona Getzes Cohen,,,,,,,0,3,3,5,9,23
Billy Cortes,,,,,,,,0,5,2,10,23
Marnie Aument Loughrey,,,,,,,,,0,2,11,23
Meagan Ingerson,,,,,,,,,,0,12,23
Total,22,10,10,8,8,8,8,7,7,7,13,23
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,24
,Tom Wolf,James Harrity,Richard Lombardo,Erica Vanstone,Mona Getzes Cohen,Catherine Bartch,Meagan Ingerson,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,2,24
Tom Wolf,2,21,20,18,18,16,16,14,14,11,3,24
James Harrity,,0,16,14,13,12,12,12,10,9,4,24
Richard Lombardo,,,0,17,13,15,14,14,13,11,5,24
Erica Vanstone,,,,0,12,13,13,13,12,9,6,24
Mona Getzes Cohen,,,,,0,10,15,9,7,6,7,24
Catherine Bartch,,,,,,0,11,9,12,8,8,24
Meagan Ingerson,,,,,,,0,10,8,6,9,24
Frank T Brzozowski,,,,,,,,0,7,7,10,24
Marnie Aument Loughrey,,,,,,,,,0,8,11,24
Billy Cortes,,,,,,,,,,0,12,24
Total,29,21,20,18,18,16,16,14,14,11,13,24
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,25
,Tom Wolf,Mona Getzes Cohen,James Harrity,Richard Lombardo,Erica Vanstone,Meagan Ingerson,Frank T Brzozowski,Billy Cortes,Catherine Bartch,Marnie Aument Loughrey,2,25
Tom Wolf,3,13,12,11,10,10,9,7,6,6,3,25
Mona Getzes Cohen,,1,9,8,7,7,7,4,4,3,4,25
James Harrity,,,0,9,10,9,9,6,5,6,5,25
Richard Lombardo,,,,0,8,8,7,7,5,4,6,25
Erica Vanstone,,,,,0,8,8,6,4,5,7,25
Meagan Ingerson,,,,,,0,7,5,4,5,8,25
Frank T Brzozowski,,,,,,,0,4,4,5,9,25
Billy Cortes,,,,,,,,0,4,2,10,25
Catherine Bartch,,,,,,,,,0,3,11,25
Marnie Aument Loughrey,,,,,,,,,,0,12,25
Total,21,15,12,12,10,10,9,7,6,6,13,25
,Governor - Democrat,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,26
,Tom Wolf,Mona Getzes Cohen,James Harrity,Erica Vanstone,Meagan Ingerson,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Frank T Brzozowski,Billy Cortes,2,26
Tom Wolf,5,17,15,11,10,9,9,8,7,6,3,26
Mona Getzes Cohen,,0,11,6,9,4,6,3,3,2,4,26
James Harrity,,,0,8,9,7,7,6,5,4,5,26
Erica Vanstone,,,,0,5,8,9,7,8,6,6,26
Meagan Ingerson,,,,,0,3,4,2,3,2,7,26
Richard Lombardo,,,,,,0,7,8,7,5,8,26
Catherine Bartch,,,,,,,0,6,6,5,9,26
Marnie Aument Loughrey,,,,,,,,0,5,6,10,26
Frank T Brzozowski,,,,,,,,,0,4,11,26
Billy Cortes,,,,,,,,,,0,12,26
Total,30,17,16,12,10,10,9,9,8,6,13,26
