col_1,col_2,col_3,col_4,col_5,col_6,order,division
Diana Irey Vaughan,,0,0,0,0,4,35
Jeff Bartos,,,0,0,0,5,35
Kathy Coder,,,,0,0,6,35
Peg Luksik,,,,,0,7,35
Total,1,0,0,0,0,8,35
,Representative In Congress 3rd District - Republican,Lieutenant Governor - Republican,,,,1,37
,Bryan E Leib,Diana Irey Vaughan,Kathy Coder,Jeff Bartos,Peg Luksik,2,37
Bryan E Leib,0,1,1,0,0,3,37
Diana Irey Vaughan,,0,0,0,0,4,37
Kathy Coder,,,0,0,0,5,37
Jeff Bartos,,,,0,0,6,37
Peg Luksik,,,,,0,7,37
Total,2,1,1,0,0,8,37
,Representative In Congress 3rd District - Republican,Lieutenant Governor - Republican,,,,1,39
,Bryan E Leib,Diana Irey Vaughan,Jeff Bartos,Kathy Coder,Peg Luksik,2,39
Bryan E Leib,0,1,1,0,0,3,39
Diana Irey Vaughan,,1,0,0,0,4,39
Jeff Bartos,,,0,0,0,5,39
Kathy Coder,,,,0,0,6,39
Peg Luksik,,,,,0,7,39
Total,2,2,1,0,0,8,39
,Representative In Congress 3rd District - Republican,Lieutenant Governor - Republican,,,,1,41
,Bryan E Leib,Diana Irey Vaughan,Jeff Bartos,Kathy Coder,Peg Luksik,2,41
Bryan E Leib,0,2,1,1,0,3,41
Diana Irey Vaughan,,0,0,0,0,4,41
Jeff Bartos,,,1,0,0,5,41
Kathy Coder,,,,0,0,6,41
Peg Luksik,,,,,0,7,41
Total,4,2,2,1,0,8,41
