col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,order,division
,Linwood Holland,Camille G Mccolgan,Dan Tinney,Margaret L Recupido,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,4
Linwood Holland,4,8,9,7,6,0,0,0,0,3,4
Camille G Mccolgan,,2,6,6,3,0,0,0,0,4,4
Dan Tinney,,,0,5,7,0,0,0,0,5,4
Margaret L Recupido,,,,2,2,0,0,0,0,6,4
Joseph Giedemann,,,,,0,0,0,0,0,7,4
Christopher M Vogler,,,,,,0,0,0,0,8,4
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,4
Michael A Cibik,,,,,,,,0,0,10,4
Theresa A Dintino,,,,,,,,,0,11,4
Total,15,11,10,10,7,0,0,0,0,12,4
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,5
,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,5
Linwood Holland,4,3,3,1,0,0,0,0,0,3,5
Margaret L Recupido,,1,4,1,1,0,0,0,0,4,5
Camille G Mccolgan,,,0,1,1,0,0,0,0,5,5
Dan Tinney,,,,2,1,0,0,0,0,6,5
Joseph Giedemann,,,,,0,0,0,0,0,7,5
Christopher M Vogler,,,,,,0,0,0,0,8,5
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,5
Michael A Cibik,,,,,,,,0,0,10,5
Theresa A Dintino,,,,,,,,,0,11,5
Total,8,5,4,4,1,0,0,0,0,12,5
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,6
,Camille G Mccolgan,Margaret L Recupido,Linwood Holland,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,6
Camille G Mccolgan,4,3,2,1,1,0,0,0,0,3,6
Margaret L Recupido,,3,2,1,1,0,0,0,0,4,6
Linwood Holland,,,1,1,0,0,0,0,0,5,6
Dan Tinney,,,,0,1,0,0,0,0,6,6
Joseph Giedemann,,,,,0,0,0,0,0,7,6
Christopher M Vogler,,,,,,0,0,0,0,8,6
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,6
Michael A Cibik,,,,,,,,0,0,10,6
Theresa A Dintino,,,,,,,,,0,11,6
Total,7,6,4,2,1,0,0,0,0,12,6
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,7
,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,7
Margaret L Recupido,2,2,1,0,0,0,0,0,0,3,7
Camille G Mccolgan,,0,2,1,1,0,0,0,0,4,7
Dan Tinney,,,1,1,1,0,0,0,0,5,7
Joseph Giedemann,,,,0,1,0,0,0,0,6,7
Linwood Holland,,,,,0,0,0,0,0,7,7
Christopher M Vogler,,,,,,0,0,0,0,8,7
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,7
Michael A Cibik,,,,,,,,0,0,10,7
Theresa A Dintino,,,,,,,,,0,11,7
Total,4,3,3,1,1,0,0,0,0,12,7
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,8
,Camille G Mccolgan,Linwood Holland,Margaret L Recupido,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,8
Camille G Mccolgan,4,10,12,3,1,0,0,0,0,3,8
Linwood Holland,,2,12,3,2,0,0,0,0,4,8
Margaret L Recupido,,,0,4,2,0,0,0,0,5,8
Dan Tinney,,,,0,1,0,0,0,0,6,8
Joseph Giedemann,,,,,0,0,0,0,0,7,8
Christopher M Vogler,,,,,,0,0,0,0,8,8
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,8
Michael A Cibik,,,,,,,,0,0,10,8
Theresa A Dintino,,,,,,,,,0,11,8
Total,16,14,14,4,2,0,0,0,0,12,8
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,9
,Margaret L Recupido,Linwood Holland,Camille G Mccolgan,Joseph Giedemann,Dan Tinney,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,9
Margaret L Recupido,4,7,8,4,3,0,0,0,0,3,9
Linwood Holland,,2,7,4,5,0,0,0,0,4,9
Camille G Mccolgan,,,1,4,3,0,0,0,0,5,9
Joseph Giedemann,,,,0,3,0,0,0,0,6,9
Dan Tinney,,,,,0,0,0,0,0,7,9
Christopher M Vogler,,,,,,0,0,0,0,8,9
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,9
Michael A Cibik,,,,,,,,0,0,10,9
Theresa A Dintino,,,,,,,,,0,11,9
Total,13,11,10,6,5,0,0,0,0,12,9
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,10
,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Joseph Giedemann,Linwood Holland,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,10
Camille G Mccolgan,2,3,3,2,4,0,0,0,0,3,10
Margaret L Recupido,,2,3,2,2,0,0,0,0,4,10
Dan Tinney,,,0,3,2,0,0,0,0,5,10
Joseph Giedemann,,,,0,1,0,0,0,0,6,10
Linwood Holland,,,,,0,0,0,0,0,7,10
Christopher M Vogler,,,,,,0,0,0,0,8,10
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,10
Michael A Cibik,,,,,,,,0,0,10,10
Theresa A Dintino,,,,,,,,,0,11,10
Total,8,7,6,4,4,0,0,0,0,12,10
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,11
,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,11
Margaret L Recupido,8,9,7,5,4,0,0,0,0,3,11
Camille G Mccolgan,,2,7,6,5,0,0,0,0,4,11
Linwood Holland,,,3,2,2,0,0,0,0,5,11
Dan Tinney,,,,1,5,0,0,0,0,6,11
Joseph Giedemann,,,,,0,0,0,0,0,7,11
Christopher M Vogler,,,,,,0,0,0,0,8,11
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,11
Michael A Cibik,,,,,,,,0,0,10,11
Theresa A Dintino,,,,,,,,,0,11,11
Total,19,13,11,9,6,0,0,0,0,12,11
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,12
,Camille G Mccolgan,Linwood Holland,Margaret L Recupido,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,12
Camille G Mccolgan,5,12,13,12,8,0,0,0,0,3,12
Linwood Holland,,1,9,9,6,0,0,0,0,4,12
Margaret L Recupido,,,0,9,5,0,0,0,0,5,12
Dan Tinney,,,,0,5,0,0,0,0,6,12
Joseph Giedemann,,,,,1,0,0,0,0,7,12
Christopher M Vogler,,,,,,0,0,0,0,8,12
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,12
Michael A Cibik,,,,,,,,0,0,10,12
Theresa A Dintino,,,,,,,,,0,11,12
Total,22,14,14,13,9,0,0,0,0,12,12
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,13
,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,13
Margaret L Recupido,10,25,19,13,14,0,0,0,0,3,13
Camille G Mccolgan,,5,19,12,13,0,0,0,0,4,13
Linwood Holland,,,2,7,8,0,0,0,0,5,13
Dan Tinney,,,,0,10,0,0,0,0,6,13
Joseph Giedemann,,,,,0,0,0,0,0,7,13
Christopher M Vogler,,,,,,0,0,0,0,8,13
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,13
Michael A Cibik,,,,,,,,0,0,10,13
Theresa A Dintino,,,,,,,,,0,11,13
Total,38,33,24,16,15,0,0,0,0,12,13
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,14
,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,14
Linwood Holland,6,11,11,7,5,0,0,0,0,3,14
Margaret L Recupido,,3,13,8,6,0,0,0,0,4,14
Camille G Mccolgan,,,1,7,6,0,0,0,0,5,14
Dan Tinney,,,,0,7,0,0,0,0,6,14
Joseph Giedemann,,,,,0,0,0,0,0,7,14
Christopher M Vogler,,,,,,0,0,0,0,8,14
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,14
Michael A Cibik,,,,,,,,0,0,10,14
Theresa A Dintino,,,,,,,,,0,11,14
Total,21,20,18,12,8,0,0,0,0,12,14
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,15
,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,15
Linwood Holland,2,4,3,1,1,0,0,0,0,3,15
Margaret L Recupido,,0,4,3,1,0,0,0,0,4,15
Camille G Mccolgan,,,1,1,0,0,0,0,0,5,15
Dan Tinney,,,,2,1,0,0,0,0,6,15
Joseph Giedemann,,,,,1,0,0,0,0,7,15
Christopher M Vogler,,,,,,0,0,0,0,8,15
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,15
Michael A Cibik,,,,,,,,0,0,10,15
Theresa A Dintino,,,,,,,,,0,11,15
Total,6,6,5,5,2,0,0,0,0,12,15
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,16
,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Joseph Giedemann,Dan Tinney,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,16
Margaret L Recupido,4,10,9,4,3,0,0,0,0,3,16
Camille G Mccolgan,,3,10,4,3,0,0,0,0,4,16
Linwood Holland,,,2,4,4,0,0,0,0,5,16
Joseph Giedemann,,,,1,4,0,0,0,0,6,16
Dan Tinney,,,,,0,0,0,0,0,7,16
Christopher M Vogler,,,,,,0,0,0,0,8,16
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,16
Michael A Cibik,,,,,,,,0,0,10,16
Theresa A Dintino,,,,,,,,,0,11,16
Total,15,14,14,7,6,0,0,0,0,12,16
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,17
,Camille G Mccolgan,Margaret L Recupido,Linwood Holland,Joseph Giedemann,Dan Tinney,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,17
Camille G Mccolgan,6,14,12,7,6,0,0,0,0,3,17
Margaret L Recupido,,4,12,8,6,0,0,0,0,4,17
Linwood Holland,,,3,5,4,0,0,0,0,5,17
Joseph Giedemann,,,,1,6,0,0,0,0,6,17
Dan Tinney,,,,,2,0,0,0,0,7,17
Christopher M Vogler,,,,,,0,0,0,0,8,17
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,17
Michael A Cibik,,,,,,,,0,0,10,17
Theresa A Dintino,,,,,,,,,0,11,17
Total,21,20,16,11,10,0,0,0,0,12,17
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 13th Congressional District,,,,,1,18
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,Margaret L Recupido,2,18
Maria Digiorgio Mccolgan,8,24,23,22,0,0,0,0,0,3,18
Christopher M Vogler,,5,24,22,0,0,0,0,0,4,18
Michael A Cibik,,,0,21,0,0,0,0,0,5,18
Theresa A Dintino,,,,2,0,0,0,0,0,6,18
Camille G Mccolgan,,,,,0,0,0,0,0,7,18
Dan Tinney,,,,,,0,0,0,0,8,18
Joseph Giedemann,,,,,,,0,0,0,9,18
Linwood Holland,,,,,,,,0,0,10,18
Margaret L Recupido,,,,,,,,,0,11,18
Total,33,31,25,24,0,0,0,0,0,12,18
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,19
,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,19
Margaret L Recupido,1,7,7,3,3,0,0,0,0,3,19
Camille G Mccolgan,,1,6,3,3,0,0,0,0,4,19
Linwood Holland,,,0,2,2,0,0,0,0,5,19
Dan Tinney,,,,1,4,0,0,0,0,6,19
Joseph Giedemann,,,,,0,0,0,0,0,7,19
Christopher M Vogler,,,,,,0,0,0,0,8,19
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,19
Michael A Cibik,,,,,,,,0,0,10,19
Theresa A Dintino,,,,,,,,,0,11,19
Total,10,9,8,5,4,0,0,0,0,12,19
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,20
,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Joseph Giedemann,Dan Tinney,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,20
Margaret L Recupido,1,5,4,6,4,0,0,0,0,3,20
Camille G Mccolgan,,2,2,5,3,0,0,0,0,4,20
Linwood Holland,,,3,3,1,0,0,0,0,5,20
Joseph Giedemann,,,,0,4,0,0,0,0,6,20
Dan Tinney,,,,,0,0,0,0,0,7,20
Christopher M Vogler,,,,,,0,0,0,0,8,20
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,20
Michael A Cibik,,,,,,,,0,0,10,20
Theresa A Dintino,,,,,,,,,0,11,20
Total,8,7,7,6,4,0,0,0,0,12,20
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,21
,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Joseph Giedemann,Dan Tinney,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,21
Linwood Holland,5,6,5,2,1,0,0,0,0,3,21
Margaret L Recupido,,5,5,1,0,0,0,0,0,4,21
Camille G Mccolgan,,,2,2,1,0,0,0,0,5,21
Joseph Giedemann,,,,0,1,0,0,0,0,6,21
Dan Tinney,,,,,0,0,0,0,0,7,21
Christopher M Vogler,,,,,,0,0,0,0,8,21
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,21
Michael A Cibik,,,,,,,,0,0,10,21
Theresa A Dintino,,,,,,,,,0,11,21
Total,12,12,8,2,1,0,0,0,0,12,21
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,22
,Margaret L Recupido,Camille G Mccolgan,Linwood Holland,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,22
Margaret L Recupido,6,12,10,8,7,0,0,0,0,3,22
Camille G Mccolgan,,4,7,4,4,0,0,0,0,4,22
Linwood Holland,,,2,4,6,0,0,0,0,5,22
Dan Tinney,,,,1,5,0,0,0,0,6,22
Joseph Giedemann,,,,,0,0,0,0,0,7,22
Christopher M Vogler,,,,,,0,0,0,0,8,22
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,22
Michael A Cibik,,,,,,,,0,0,10,22
Theresa A Dintino,,,,,,,,,0,11,22
Total,22,16,13,9,8,0,0,0,0,12,22
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,23
,Camille G Mccolgan,Margaret L Recupido,Linwood Holland,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,23
Camille G Mccolgan,4,8,6,4,4,0,0,0,0,3,23
Margaret L Recupido,,1,5,3,3,0,0,0,0,4,23
Linwood Holland,,,2,2,2,0,0,0,0,5,23
Dan Tinney,,,,1,3,0,0,0,0,6,23
Joseph Giedemann,,,,,1,0,0,0,0,7,23
Christopher M Vogler,,,,,,0,0,0,0,8,23
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,23
Michael A Cibik,,,,,,,,0,0,10,23
Theresa A Dintino,,,,,,,,,0,11,23
Total,13,9,8,5,5,0,0,0,0,12,23
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,24
,Camille G Mccolgan,Dan Tinney,Linwood Holland,Margaret L Recupido,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,24
Camille G Mccolgan,2,6,6,7,6,0,0,0,0,3,24
Dan Tinney,,0,5,4,6,0,0,0,0,4,24
Linwood Holland,,,1,3,3,0,0,0,0,5,24
Margaret L Recupido,,,,3,4,0,0,0,0,6,24
Joseph Giedemann,,,,,0,0,0,0,0,7,24
Christopher M Vogler,,,,,,0,0,0,0,8,24
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,24
Michael A Cibik,,,,,,,,0,0,10,24
Theresa A Dintino,,,,,,,,,0,11,24
Total,12,10,10,10,7,0,0,0,0,12,24
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,25
,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Linwood Holland,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,25
Camille G Mccolgan,2,7,4,6,4,0,0,0,0,3,25
Margaret L Recupido,,3,2,5,3,0,0,0,0,4,25
Dan Tinney,,,1,2,3,0,0,0,0,5,25
Linwood Holland,,,,0,2,0,0,0,0,6,25
Joseph Giedemann,,,,,0,0,0,0,0,7,25
Christopher M Vogler,,,,,,0,0,0,0,8,25
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,25
Michael A Cibik,,,,,,,,0,0,10,25
Theresa A Dintino,,,,,,,,,0,11,25
Total,11,10,6,6,5,0,0,0,0,12,25
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,26
,Camille G Mccolgan,Dan Tinney,Margaret L Recupido,Joseph Giedemann,Linwood Holland,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,26
Camille G Mccolgan,2,5,4,4,3,0,0,0,0,3,26
Dan Tinney,,0,2,4,2,0,0,0,0,4,26
Margaret L Recupido,,,1,2,1,0,0,0,0,5,26
Joseph Giedemann,,,,0,2,0,0,0,0,6,26
Linwood Holland,,,,,1,0,0,0,0,7,26
Christopher M Vogler,,,,,,0,0,0,0,8,26
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,26
Michael A Cibik,,,,,,,,0,0,10,26
Theresa A Dintino,,,,,,,,,0,11,26
Total,9,5,5,4,4,0,0,0,0,12,26
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,27
,Linwood Holland,Camille G Mccolgan,Margaret L Recupido,Dan Tinney,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,27
Linwood Holland,1,6,5,4,3,0,0,0,0,3,27
Camille G Mccolgan,,0,5,3,2,0,0,0,0,4,27
Margaret L Recupido,,,0,2,1,0,0,0,0,5,27
Dan Tinney,,,,0,3,0,0,0,0,6,27
Joseph Giedemann,,,,,0,0,0,0,0,7,27
Christopher M Vogler,,,,,,0,0,0,0,8,27
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,27
Michael A Cibik,,,,,,,,0,0,10,27
Theresa A Dintino,,,,,,,,,0,11,27
Total,8,7,6,4,3,0,0,0,0,12,27
,Member Of The - Republican State Committee 13th Congressional District,,,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,28
,Camille G Mccolgan,Linwood Holland,Dan Tinney,Margaret L Recupido,Joseph Giedemann,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,28
Camille G Mccolgan,4,10,5,4,3,0,0,0,0,3,28
Linwood Holland,,1,7,4,4,0,0,0,0,4,28
Dan Tinney,,,2,3,6,0,0,0,0,5,28
Margaret L Recupido,,,,3,2,0,0,0,0,6,28
Joseph Giedemann,,,,,0,0,0,0,0,7,28
Christopher M Vogler,,,,,,0,0,0,0,8,28
Maria Digiorgio Mccolgan,,,,,,,0,0,0,9,28
Michael A Cibik,,,,,,,,0,0,10,28
Theresa A Dintino,,,,,,,,,0,11,28
Total,15,14,13,10,6,0,0,0,0,12,28
