col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,2,5
Dwight Evans,30,0,63,58,53,48,3,5
Kevin Johnson,,1,11,9,7,8,4,5
Sherrie Cohen,,,0,54,53,49,5,5
Qasim Rashad,,,,0,53,50,6,5
Carla Cain,,,,,0,48,7,5
Chris Rabb,,,,,,0,8,5
Total,115,15,75,68,61,57,9,5
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,6
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,2,6
Dwight Evans,11,0,39,32,29,28,3,6
Kevin Johnson,,1,4,4,2,2,4,6
Sherrie Cohen,,,0,30,29,27,5,6
Qasim Rashad,,,,0,29,28,6,6
Chris Rabb,,,,,0,28,7,6
Carla Cain,,,,,,0,8,6
Total,59,8,44,37,32,31,9,6
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,7
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Chris Rabb,Carla Cain,2,7
Dwight Evans,23,0,50,41,35,32,3,7
Kevin Johnson,,2,11,11,12,9,4,7
Sherrie Cohen,,,4,38,39,38,5,7
Qasim Rashad,,,,0,36,36,6,7
Chris Rabb,,,,,1,37,7,7
Carla Cain,,,,,,0,8,7
Total,92,17,65,52,48,41,9,7
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,8
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,8
Dwight Evans,82,0,0,0,0,0,3,8
Kevin Johnson,,17,0,0,0,0,4,8
Carla Cain,,,0,0,0,0,5,8
Chris Rabb,,,,0,0,0,6,8
Qasim Rashad,,,,,0,0,7,8
Sherrie Cohen,,,,,,0,8,8
Total,82,17,0,0,0,0,9,8
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,9
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,2,9
Dwight Evans,17,0,41,36,33,31,3,9
Kevin Johnson,,3,10,11,12,11,4,9
Sherrie Cohen,,,2,36,36,35,5,9
Qasim Rashad,,,,1,39,37,6,9
Carla Cain,,,,,0,35,7,9
Chris Rabb,,,,,,3,8,9
Total,75,18,54,49,46,46,9,9
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,10
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,2,10
Dwight Evans,23,0,38,39,37,36,3,10
Kevin Johnson,,0,8,7,7,6,4,10
Sherrie Cohen,,,1,41,40,36,5,10
Qasim Rashad,,,,0,41,38,6,10
Carla Cain,,,,,0,38,7,10
Chris Rabb,,,,,,0,8,10
Total,70,10,47,46,44,42,9,10
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,11
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,11
Dwight Evans,149,0,0,0,0,0,3,11
Kevin Johnson,,25,0,0,0,0,4,11
Carla Cain,,,0,0,0,0,5,11
Chris Rabb,,,,0,0,0,6,11
Qasim Rashad,,,,,0,0,7,11
Sherrie Cohen,,,,,,0,8,11
Total,149,25,0,0,0,0,9,11
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,12
,Dwight Evans,Kevin Johnson,Qasim Rashad,Sherrie Cohen,Carla Cain,Chris Rabb,2,12
Dwight Evans,12,0,47,47,36,31,3,12
Kevin Johnson,,0,10,8,6,6,4,12
Qasim Rashad,,,0,38,39,33,5,12
Sherrie Cohen,,,,0,37,32,6,12
Carla Cain,,,,,1,32,7,12
Chris Rabb,,,,,,0,8,12
Total,80,12,57,55,43,37,9,12
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,13
,Dwight Evans,Kevin Johnson,Sherrie Cohen,Qasim Rashad,Carla Cain,Chris Rabb,2,13
Dwight Evans,19,0,19,18,14,13,3,13
Kevin Johnson,,0,2,1,1,1,4,13
Sherrie Cohen,,,1,12,12,12,5,13
Qasim Rashad,,,,0,14,13,6,13
Carla Cain,,,,,0,12,7,13
Chris Rabb,,,,,,0,8,13
Total,51,2,23,21,17,15,9,13
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,14
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,14
Dwight Evans,61,0,0,0,0,0,3,14
Kevin Johnson,,10,0,0,0,0,4,14
Carla Cain,,,0,0,0,0,5,14
Chris Rabb,,,,0,0,0,6,14
Qasim Rashad,,,,,0,0,7,14
Sherrie Cohen,,,,,,0,8,14
Total,61,10,0,0,0,0,9,14
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,15
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,15
Dwight Evans,115,0,0,0,0,0,3,15
Kevin Johnson,,21,0,0,0,0,4,15
Carla Cain,,,0,0,0,0,5,15
Chris Rabb,,,,0,0,0,6,15
Qasim Rashad,,,,,0,0,7,15
Sherrie Cohen,,,,,,0,8,15
Total,115,21,0,0,0,0,9,15
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,16
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,16
Dwight Evans,105,0,0,0,0,0,3,16
Kevin Johnson,,33,0,0,0,0,4,16
Carla Cain,,,0,0,0,0,5,16
Chris Rabb,,,,0,0,0,6,16
Qasim Rashad,,,,,0,0,7,16
Sherrie Cohen,,,,,,0,8,16
Total,105,33,0,0,0,0,9,16
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,17
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,17
Dwight Evans,61,0,0,0,0,0,3,17
Kevin Johnson,,13,0,0,0,0,4,17
Carla Cain,,,0,0,0,0,5,17
Chris Rabb,,,,0,0,0,6,17
Qasim Rashad,,,,,0,0,7,17
Sherrie Cohen,,,,,,0,8,17
Total,61,13,0,0,0,0,9,17
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,18
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,18
Dwight Evans,61,0,0,0,0,0,3,18
Kevin Johnson,,13,0,0,0,0,4,18
Carla Cain,,,0,0,0,0,5,18
Chris Rabb,,,,0,0,0,6,18
Qasim Rashad,,,,,0,0,7,18
Sherrie Cohen,,,,,,0,8,18
Total,61,13,0,0,0,0,9,18
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,19
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,19
Dwight Evans,42,0,0,0,0,0,3,19
Kevin Johnson,,14,0,0,0,0,4,19
Carla Cain,,,0,0,0,0,5,19
Chris Rabb,,,,0,0,0,6,19
Qasim Rashad,,,,,0,0,7,19
Sherrie Cohen,,,,,,0,8,19
Total,42,14,0,0,0,0,9,19
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,20
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,20
Dwight Evans,79,0,0,0,0,0,3,20
Kevin Johnson,,12,0,0,0,0,4,20
Carla Cain,,,0,0,0,0,5,20
Chris Rabb,,,,0,0,0,6,20
Qasim Rashad,,,,,0,0,7,20
Sherrie Cohen,,,,,,0,8,20
Total,79,12,0,0,0,0,9,20
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,21
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,21
Dwight Evans,63,0,0,0,0,0,3,21
Kevin Johnson,,6,0,0,0,0,4,21
Carla Cain,,,0,0,0,0,5,21
Chris Rabb,,,,0,0,0,6,21
Qasim Rashad,,,,,0,0,7,21
Sherrie Cohen,,,,,,0,8,21
Total,63,6,0,0,0,0,9,21
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,22
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,22
Dwight Evans,113,0,0,0,0,0,3,22
Kevin Johnson,,39,0,0,0,0,4,22
Carla Cain,,,0,0,0,0,5,22
Chris Rabb,,,,0,0,0,6,22
Qasim Rashad,,,,,0,0,7,22
Sherrie Cohen,,,,,,0,8,22
Total,113,39,0,0,0,0,9,22
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,23
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,23
Dwight Evans,162,0,0,0,0,0,3,23
Kevin Johnson,,35,0,0,0,0,4,23
Carla Cain,,,0,0,0,0,5,23
Chris Rabb,,,,0,0,0,6,23
Qasim Rashad,,,,,0,0,7,23
Sherrie Cohen,,,,,,0,8,23
Total,162,35,0,0,0,0,9,23
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 4th Senatorial District,,,,1,24
,Dwight Evans,Kevin Johnson,Carla Cain,Chris Rabb,Qasim Rashad,Sherrie Cohen,2,24
Dwight Evans,71,0,0,0,0,0,3,24
Kevin Johnson,,7,0,0,0,0,4,24
Carla Cain,,,0,0,0,0,5,24
Chris Rabb,,,,0,0,0,6,24
Qasim Rashad,,,,,0,0,7,24
Sherrie Cohen,,,,,,0,8,24
Total,71,7,0,0,0,0,9,24
