col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,order,division
Kathi Cozzone,,,,,,1,0,0,0,8,4
Mike Stack,,,,,,,1,0,0,9,4
John Fetterman,,,,,,,,0,0,10,4
Ray Sosa,,,,,,,,,0,11,4
Total,40,39,35,33,21,11,8,7,0,12,4
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,5
,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,5
Torri Douglas,1,57,54,56,17,23,19,5,2,3,5
Kyle J Sampson,,1,56,56,14,19,19,5,2,4,5
Kyle Shenandoah,,,0,54,17,16,20,4,2,5,5
Marisa Piccarreto,,,,1,13,21,18,4,2,6,5
Mike Stack,,,,,10,0,0,0,0,7,5
Kathi Cozzone,,,,,,0,0,0,0,8,5
Nina Ahmad,,,,,,,2,0,0,9,5
John Fetterman,,,,,,,,1,0,10,5
Ray Sosa,,,,,,,,,0,11,5
Total,70,63,62,62,31,27,27,7,2,12,5
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,6
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,6
Marisa Piccarreto,1,45,49,41,15,18,13,12,0,3,6
Torri Douglas,,1,45,41,12,15,16,13,0,4,6
Kyle Shenandoah,,,0,41,11,18,14,10,0,5,6
Kyle J Sampson,,,,0,9,14,15,8,0,6,6
Mike Stack,,,,,9,0,0,0,0,7,6
John Fetterman,,,,,,4,0,0,0,8,6
Nina Ahmad,,,,,,,4,0,0,9,6
Kathi Cozzone,,,,,,,,1,0,10,6
Ray Sosa,,,,,,,,,0,11,6
Total,59,57,53,46,28,24,24,19,0,12,6
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,7
,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,7
Torri Douglas,0,50,48,47,21,18,12,12,0,3,7
Kyle Shenandoah,,0,51,48,22,13,14,10,0,4,7
Marisa Piccarreto,,,0,47,20,15,12,8,0,5,7
Kyle J Sampson,,,,0,19,14,11,8,0,6,7
Mike Stack,,,,,4,0,0,0,0,7,7
John Fetterman,,,,,,3,0,0,0,8,7
Nina Ahmad,,,,,,,4,0,0,9,7
Kathi Cozzone,,,,,,,,0,0,10,7
Ray Sosa,,,,,,,,,0,11,7
Total,66,62,58,55,36,23,22,16,0,12,7
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,8
,Marisa Piccarreto,Kyle Shenandoah,Torri Douglas,Kyle J Sampson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,8
Marisa Piccarreto,1,44,46,42,17,16,14,10,1,3,8
Kyle Shenandoah,,0,42,43,19,12,14,7,1,4,8
Torri Douglas,,,0,43,17,14,12,7,0,5,8
Kyle J Sampson,,,,1,18,9,12,7,0,6,8
Mike Stack,,,,,7,0,0,0,0,7,8
Nina Ahmad,,,,,,2,0,0,0,8,8
John Fetterman,,,,,,,1,0,0,9,8
Kathi Cozzone,,,,,,,,2,0,10,8
Ray Sosa,,,,,,,,,0,11,8
Total,61,54,52,48,30,22,20,15,1,12,8
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,9
,Kyle Shenandoah,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,9
Kyle Shenandoah,0,42,39,40,20,22,8,5,0,3,9
Marisa Piccarreto,,0,42,40,12,25,10,7,0,4,9
Torri Douglas,,,0,39,13,22,8,6,0,5,9
Kyle J Sampson,,,,1,11,19,8,6,0,6,9
Mike Stack,,,,,11,0,0,0,0,7,9
Nina Ahmad,,,,,,5,0,0,0,8,9
John Fetterman,,,,,,,4,0,0,9,9
Kathi Cozzone,,,,,,,,2,0,10,9
Ray Sosa,,,,,,,,,1,11,9
Total,55,54,49,45,35,32,17,13,1,12,9
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,10
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,10
Marisa Piccarreto,2,49,47,46,16,18,16,9,2,3,10
Torri Douglas,,3,46,45,15,17,15,11,1,4,10
Kyle Shenandoah,,,2,45,16,15,13,8,2,5,10
Kyle J Sampson,,,,0,13,15,12,7,1,6,10
Mike Stack,,,,,2,0,0,0,0,7,10
Nina Ahmad,,,,,,2,0,0,0,8,10
John Fetterman,,,,,,,3,0,0,9,10
Kathi Cozzone,,,,,,,,0,0,10,10
Ray Sosa,,,,,,,,,0,11,10
Total,63,62,56,48,26,22,19,15,2,12,10
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,11
,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,11
Torri Douglas,1,39,33,31,16,13,10,11,0,3,11
Marisa Piccarreto,,1,36,31,14,10,12,9,0,4,11
Kyle Shenandoah,,,0,31,13,10,10,8,0,5,11
Kyle J Sampson,,,,1,9,7,8,7,0,6,11
Mike Stack,,,,,17,0,0,0,0,7,11
Kathi Cozzone,,,,,,2,0,0,0,8,11
Nina Ahmad,,,,,,,2,0,0,9,11
John Fetterman,,,,,,,,2,0,10,11
Ray Sosa,,,,,,,,,0,11,11
Total,51,46,41,32,37,18,15,14,0,12,11
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,12
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,12
Marisa Piccarreto,1,23,21,20,4,10,7,9,0,3,12
Torri Douglas,,0,19,20,6,8,8,8,0,4,12
Kyle Shenandoah,,,0,20,6,8,6,6,0,5,12
Kyle J Sampson,,,,1,3,6,6,7,0,6,12
Mike Stack,,,,,6,0,0,0,0,7,12
John Fetterman,,,,,,3,0,0,0,8,12
Kathi Cozzone,,,,,,,2,0,0,9,12
Nina Ahmad,,,,,,,,0,0,10,12
Ray Sosa,,,,,,,,,0,11,12
Total,31,30,26,23,17,14,12,11,0,12,12
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,13
,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Kyle J Sampson,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,13
Torri Douglas,0,34,33,32,17,11,9,7,1,3,13
Marisa Piccarreto,,0,32,33,9,11,11,8,1,4,13
Kyle Shenandoah,,,0,33,7,11,10,7,1,5,13
Kyle J Sampson,,,,0,6,14,8,6,1,6,13
Kathi Cozzone,,,,,3,0,0,0,0,7,13
Mike Stack,,,,,,1,0,0,0,8,13
Nina Ahmad,,,,,,,2,0,0,9,13
John Fetterman,,,,,,,,1,0,10,13
Ray Sosa,,,,,,,,,0,11,13
Total,48,42,39,37,24,19,15,10,1,12,13
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,14
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,Marisa Piccarreto,Kyle Shenandoah,Torri Douglas,Kyle J Sampson,2,14
Mike Stack,5,0,0,0,0,7,9,11,6,3,14
Nina Ahmad,,1,0,0,0,6,5,5,5,4,14
John Fetterman,,,0,0,0,5,1,1,1,5,14
Kathi Cozzone,,,,0,0,2,3,1,1,6,14
Ray Sosa,,,,,0,0,0,0,0,7,14
Marisa Piccarreto,,,,,,1,14,12,11,8,14
Kyle Shenandoah,,,,,,,2,12,11,9,14
Torri Douglas,,,,,,,,1,11,10,14
Kyle J Sampson,,,,,,,,,0,11,14
Total,22,8,5,3,0,21,20,19,13,12,14
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,15
,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,15
Torri Douglas,0,25,25,25,15,12,6,4,0,3,15
Marisa Piccarreto,,1,28,23,9,15,6,4,0,4,15
Kyle Shenandoah,,,0,24,11,16,4,2,0,5,15
Kyle J Sampson,,,,0,12,10,4,3,0,6,15
Mike Stack,,,,,6,0,0,0,0,7,15
Kathi Cozzone,,,,,,0,0,0,0,8,15
Nina Ahmad,,,,,,,2,0,0,9,15
John Fetterman,,,,,,,,3,0,10,15
Ray Sosa,,,,,,,,,0,11,15
Total,39,37,35,30,28,19,12,9,0,12,15
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,16
,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Torri Douglas,1,35,34,32,16,16,8,4,1,3,16
Kyle Shenandoah,,0,39,35,19,12,9,4,1,4,16
Marisa Piccarreto,,,1,34,16,13,9,3,1,5,16
Kyle J Sampson,,,,1,14,11,8,2,1,6,16
Mike Stack,,,,,13,0,0,0,0,7,16
Kathi Cozzone,,,,,,0,0,0,0,8,16
Nina Ahmad,,,,,,,3,0,0,9,16
John Fetterman,,,,,,,,0,0,10,16
Ray Sosa,,,,,,,,,0,11,16
Total,47,46,44,38,34,22,15,6,1,12,16
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,17
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,17
Marisa Piccarreto,0,32,33,30,11,14,7,6,1,3,17
Torri Douglas,,1,31,31,11,10,6,9,0,4,17
Kyle Shenandoah,,,0,30,11,12,5,6,1,5,17
Kyle J Sampson,,,,0,8,9,6,8,0,6,17
Mike Stack,,,,,7,0,0,0,0,7,17
Nina Ahmad,,,,,,1,0,0,0,8,17
John Fetterman,,,,,,,4,0,0,9,17
Kathi Cozzone,,,,,,,,0,0,10,17
Ray Sosa,,,,,,,,,0,11,17
Total,43,41,38,35,24,17,12,12,1,12,17
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,18
,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,Torri Douglas,Nina Ahmad,Mike Stack,Kathi Cozzone,John Fetterman,Ray Sosa,2,18
Kyle Shenandoah,3,35,34,34,14,12,9,5,1,3,18
Marisa Piccarreto,,2,34,33,15,13,8,4,1,4,18
Kyle J Sampson,,,1,35,14,14,6,4,1,5,18
Torri Douglas,,,,1,12,13,7,5,1,6,18
Nina Ahmad,,,,,6,0,0,0,0,7,18
Mike Stack,,,,,,2,0,0,0,8,18
Kathi Cozzone,,,,,,,0,0,0,9,18
John Fetterman,,,,,,,,3,0,10,18
Ray Sosa,,,,,,,,,0,11,18
Total,45,43,41,40,24,19,12,9,1,12,18
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,19
,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Marisa Piccarreto,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,19
Torri Douglas,1,35,39,33,25,13,5,5,2,3,19
Kyle Shenandoah,,1,37,35,23,10,4,7,2,4,19
Kyle J Sampson,,,0,35,23,9,5,5,2,5,19
Marisa Piccarreto,,,,2,17,9,4,7,2,6,19
Mike Stack,,,,,2,0,0,0,0,7,19
Kathi Cozzone,,,,,,2,0,0,0,8,19
John Fetterman,,,,,,,2,0,0,9,19
Nina Ahmad,,,,,,,,1,0,10,19
Ray Sosa,,,,,,,,,0,11,19
Total,53,48,46,42,36,18,10,10,2,12,19
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,20
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,20
Marisa Piccarreto,2,29,26,27,15,11,6,5,0,3,20
Torri Douglas,,1,26,27,14,12,7,4,0,4,20
Kyle Shenandoah,,,3,28,13,8,4,6,0,5,20
Kyle J Sampson,,,,0,12,9,5,5,0,6,20
Mike Stack,,,,,14,0,0,0,0,7,20
Nina Ahmad,,,,,,2,0,0,0,8,20
Kathi Cozzone,,,,,,,1,0,0,9,20
John Fetterman,,,,,,,,0,0,10,20
Ray Sosa,,,,,,,,,1,11,20
Total,39,38,34,31,32,17,12,7,1,12,20
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,21
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,21
Marisa Piccarreto,2,21,19,18,6,7,7,4,3,3,21
Torri Douglas,,1,19,18,10,6,7,3,1,4,21
Kyle Shenandoah,,,1,19,11,5,8,1,1,5,21
Kyle J Sampson,,,,1,8,5,6,1,1,6,21
Mike Stack,,,,,4,0,0,0,0,7,21
Kathi Cozzone,,,,,,4,0,0,0,8,21
Nina Ahmad,,,,,,,2,0,0,9,21
John Fetterman,,,,,,,,0,0,10,21
Ray Sosa,,,,,,,,,0,11,21
Total,30,29,28,23,22,12,11,5,3,12,21
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,22
,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Marisa Piccarreto,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,22
Torri Douglas,0,23,22,22,13,8,8,5,0,3,22
Kyle Shenandoah,,1,23,22,14,6,5,4,0,4,22
Kyle J Sampson,,,0,21,13,5,5,3,0,5,22
Marisa Piccarreto,,,,0,11,5,5,3,0,6,22
Mike Stack,,,,,4,0,0,0,0,7,22
Nina Ahmad,,,,,,0,0,0,0,8,22
John Fetterman,,,,,,,0,0,0,9,22
Kathi Cozzone,,,,,,,,2,0,10,22
Ray Sosa,,,,,,,,,0,11,22
Total,34,30,26,24,25,10,8,7,0,12,22
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,23
,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Marisa Piccarreto,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,23
Torri Douglas,2,20,21,19,9,10,4,3,1,3,23
Kyle Shenandoah,,1,21,20,9,7,4,5,2,4,23
Kyle J Sampson,,,1,18,6,9,5,3,1,5,23
Marisa Piccarreto,,,,1,7,6,4,4,1,6,23
Mike Stack,,,,,4,0,0,0,0,7,23
Kathi Cozzone,,,,,,2,0,0,0,8,23
John Fetterman,,,,,,,2,0,0,9,23
Nina Ahmad,,,,,,,,1,0,10,23
Ray Sosa,,,,,,,,,0,11,23
Total,32,30,27,24,19,14,7,7,2,12,23
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,24
,Kyle Shenandoah,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,24
Kyle Shenandoah,2,16,16,15,9,8,6,2,0,3,24
Torri Douglas,,0,17,16,14,6,3,3,0,4,24
Marisa Piccarreto,,,0,16,13,5,3,2,0,5,24
Kyle J Sampson,,,,0,9,6,2,3,0,6,24
Kathi Cozzone,,,,,0,0,0,0,0,7,24
Mike Stack,,,,,,4,0,0,0,8,24
Nina Ahmad,,,,,,,0,0,0,9,24
John Fetterman,,,,,,,,1,0,10,24
Ray Sosa,,,,,,,,,0,11,24
Total,28,27,24,21,19,17,9,5,0,12,24
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,25
,Kyle Shenandoah,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,25
Kyle Shenandoah,0,18,20,21,13,11,4,1,0,3,25
Marisa Piccarreto,,2,20,20,11,10,4,0,0,4,25
Torri Douglas,,,0,21,12,12,3,0,0,5,25
Kyle J Sampson,,,,1,11,8,5,1,0,6,25
Mike Stack,,,,,3,0,0,0,0,7,25
Kathi Cozzone,,,,,,0,0,0,0,8,25
Nina Ahmad,,,,,,,1,0,0,9,25
John Fetterman,,,,,,,,0,0,10,25
Ray Sosa,,,,,,,,,0,11,25
Total,29,27,27,26,22,16,7,1,0,12,25
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,26
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,26
Marisa Piccarreto,0,21,20,20,9,5,8,7,0,3,26
Torri Douglas,,3,18,19,10,4,4,6,0,4,26
Kyle Shenandoah,,,0,19,8,4,6,5,0,5,26
Kyle J Sampson,,,,2,8,3,5,4,0,6,26
Mike Stack,,,,,9,0,0,0,0,7,26
John Fetterman,,,,,,3,0,0,0,8,26
Kathi Cozzone,,,,,,,0,0,0,9,26
Nina Ahmad,,,,,,,,0,0,10,26
Ray Sosa,,,,,,,,,0,11,26
Total,30,28,24,23,22,10,9,9,0,12,26
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,27
,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,27
Torri Douglas,1,14,14,14,7,8,4,4,0,3,27
Kyle Shenandoah,,3,17,14,7,5,4,3,0,4,27
Marisa Piccarreto,,,0,14,10,5,5,2,0,5,27
Kyle J Sampson,,,,0,5,5,3,3,0,6,27
Mike Stack,,,,,2,0,0,0,0,7,27
Kathi Cozzone,,,,,,0,0,0,0,8,27
Nina Ahmad,,,,,,,3,0,0,9,27
John Fetterman,,,,,,,,2,0,10,27
Ray Sosa,,,,,,,,,0,11,27
Total,25,23,23,17,17,10,10,6,0,12,27
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,28
,Kyle Shenandoah,Kyle J Sampson,Torri Douglas,Marisa Piccarreto,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,28
Kyle Shenandoah,1,34,32,34,16,11,9,6,0,3,28
Kyle J Sampson,,2,33,34,14,13,8,5,0,4,28
Torri Douglas,,,1,32,12,14,7,5,0,5,28
Marisa Piccarreto,,,,0,12,10,9,4,0,6,28
Mike Stack,,,,,1,0,0,0,0,7,28
Kathi Cozzone,,,,,,1,0,0,0,8,28
Nina Ahmad,,,,,,,2,0,0,9,28
John Fetterman,,,,,,,,0,0,10,28
Ray Sosa,,,,,,,,,0,11,28
Total,44,43,40,36,22,17,13,7,0,12,28
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,29
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,John Fetterman,Nina Ahmad,Kathi Cozzone,Mike Stack,Ray Sosa,2,29
Marisa Piccarreto,0,54,51,47,41,9,9,5,0,3,29
Torri Douglas,,2,49,47,39,7,9,5,0,4,29
Kyle Shenandoah,,,1,47,38,7,8,3,0,5,29
Kyle J Sampson,,,,0,33,4,7,2,0,6,29
John Fetterman,,,,,7,0,0,0,0,7,29
Nina Ahmad,,,,,,3,0,0,0,8,29
Kathi Cozzone,,,,,,,0,0,0,9,29
Mike Stack,,,,,,,,4,0,10,29
Ray Sosa,,,,,,,,,0,11,29
Total,65,63,58,47,54,14,12,10,0,12,29
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,30
,Kyle Shenandoah,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,30
Kyle Shenandoah,4,13,13,12,12,10,6,6,0,3,30
Torri Douglas,,1,12,11,6,3,3,5,0,4,30
Kyle J Sampson,,,0,12,7,2,3,3,0,5,30
Marisa Piccarreto,,,,0,5,2,2,2,0,6,30
Mike Stack,,,,,2,0,0,0,0,7,30
Nina Ahmad,,,,,,1,0,0,0,8,30
John Fetterman,,,,,,,2,0,0,9,30
Kathi Cozzone,,,,,,,,1,0,10,30
Ray Sosa,,,,,,,,,0,11,30
Total,39,18,16,12,17,11,10,9,0,12,30
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,31
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,31
Marisa Piccarreto,0,33,33,32,13,15,12,3,0,3,31
Torri Douglas,,0,33,34,14,15,9,4,0,4,31
Kyle Shenandoah,,,0,31,18,13,9,1,0,5,31
Kyle J Sampson,,,,1,12,13,8,1,0,6,31
Mike Stack,,,,,2,0,0,0,0,7,31
Nina Ahmad,,,,,,3,0,0,0,8,31
John Fetterman,,,,,,,4,0,0,9,31
Kathi Cozzone,,,,,,,,1,0,10,31
Ray Sosa,,,,,,,,,0,11,31
Total,44,43,42,36,24,20,19,7,0,12,31
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,32
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,2,32
Mike Stack,16,0,0,0,0,18,22,19,17,3,32
Kathi Cozzone,,5,0,0,0,10,6,7,5,4,32
Nina Ahmad,,,1,0,0,11,10,9,9,5,32
John Fetterman,,,,0,0,4,2,3,2,6,32
Ray Sosa,,,,,0,0,0,0,0,7,32
Torri Douglas,,,,,,0,31,32,32,8,32
Kyle Shenandoah,,,,,,,0,36,33,9,32
Marisa Piccarreto,,,,,,,,0,33,10,32
Kyle J Sampson,,,,,,,,,1,11,32
Total,45,17,13,5,0,45,42,40,36,12,32
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,33
,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Kyle J Sampson,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,33
Torri Douglas,1,17,13,14,11,9,7,0,1,3,33
Marisa Piccarreto,,0,15,13,9,8,7,0,1,4,33
Kyle Shenandoah,,,3,12,5,7,6,0,1,5,33
Kyle J Sampson,,,,0,4,3,4,1,1,6,33
Kathi Cozzone,,,,,3,0,0,0,0,7,33
Mike Stack,,,,,,2,0,0,0,8,33
Nina Ahmad,,,,,,,2,0,0,9,33
John Fetterman,,,,,,,,0,0,10,33
Ray Sosa,,,,,,,,,0,11,33
Total,31,28,24,16,19,18,13,1,1,12,33
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,34
