col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,order,division
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,5
,Theresa A Dintino,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Calvin R Tucker,Denise Furey,Walt Vogler,2,5
Theresa A Dintino,2,10,8,8,0,0,0,3,5
Maria Digiorgio Mccolgan,,1,8,8,0,0,0,4,5
Michael A Cibik,,,1,8,0,0,0,5,5
Christopher M Vogler,,,,0,0,0,0,6,5
Calvin R Tucker,,,,,0,0,0,7,5
Denise Furey,,,,,,0,0,8,5
Walt Vogler,,,,,,,0,9,5
Total,12,11,9,8,0,0,0,10,5
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,6
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Calvin R Tucker,Denise Furey,Walt Vogler,2,6
Maria Digiorgio Mccolgan,4,12,13,10,0,0,0,3,6
Christopher M Vogler,,3,13,9,0,0,0,4,6
Michael A Cibik,,,0,9,0,0,0,5,6
Theresa A Dintino,,,,0,0,0,0,6,6
Calvin R Tucker,,,,,0,0,0,7,6
Denise Furey,,,,,,0,0,8,6
Walt Vogler,,,,,,,0,9,6
Total,18,16,14,10,0,0,0,10,6
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,7
,Christopher M Vogler,Theresa A Dintino,Maria Digiorgio Mccolgan,Michael A Cibik,Calvin R Tucker,Denise Furey,Walt Vogler,2,7
Christopher M Vogler,2,3,3,3,0,0,0,3,7
Theresa A Dintino,,2,3,3,0,0,0,4,7
Maria Digiorgio Mccolgan,,,1,3,0,0,0,5,7
Michael A Cibik,,,,0,0,0,0,6,7
Calvin R Tucker,,,,,0,0,0,7,7
Denise Furey,,,,,,0,0,8,7
Walt Vogler,,,,,,,0,9,7
Total,5,5,4,3,0,0,0,10,7
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,8
,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,Calvin R Tucker,Denise Furey,Walt Vogler,2,8
Maria Digiorgio Mccolgan,1,3,3,3,0,0,0,3,8
Michael A Cibik,,1,3,3,0,0,0,4,8
Christopher M Vogler,,,0,3,0,0,0,5,8
Theresa A Dintino,,,,0,0,0,0,6,8
Calvin R Tucker,,,,,0,0,0,7,8
Denise Furey,,,,,,0,0,8,8
Walt Vogler,,,,,,,0,9,8
Total,4,4,3,3,0,0,0,10,8
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,9
,Theresa A Dintino,Michael A Cibik,Christopher M Vogler,Maria Digiorgio Mccolgan,Calvin R Tucker,Denise Furey,Walt Vogler,2,9
Theresa A Dintino,3,14,13,12,0,0,0,3,9
Michael A Cibik,,0,13,12,0,0,0,4,9
Christopher M Vogler,,,0,12,0,0,0,5,9
Maria Digiorgio Mccolgan,,,,0,0,0,0,6,9
Calvin R Tucker,,,,,0,0,0,7,9
Denise Furey,,,,,,0,0,8,9
Walt Vogler,,,,,,,0,9,9
Total,17,14,13,12,0,0,0,10,9
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,10
,Maria Digiorgio Mccolgan,Theresa A Dintino,Christopher M Vogler,Michael A Cibik,Calvin R Tucker,Denise Furey,Walt Vogler,2,10
Maria Digiorgio Mccolgan,1,1,1,1,0,0,0,3,10
Theresa A Dintino,,1,1,1,0,0,0,4,10
Christopher M Vogler,,,0,1,0,0,0,5,10
Michael A Cibik,,,,0,0,0,0,6,10
Calvin R Tucker,,,,,0,0,0,7,10
Denise Furey,,,,,,0,0,8,10
Walt Vogler,,,,,,,0,9,10
Total,2,2,1,1,0,0,0,10,10
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,11
,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,Calvin R Tucker,Denise Furey,Walt Vogler,2,11
Maria Digiorgio Mccolgan,1,3,2,2,0,0,0,3,11
Michael A Cibik,,0,2,2,0,0,0,4,11
Christopher M Vogler,,,0,2,0,0,0,5,11
Theresa A Dintino,,,,0,0,0,0,6,11
Calvin R Tucker,,,,,0,0,0,7,11
Denise Furey,,,,,,0,0,8,11
Walt Vogler,,,,,,,0,9,11
Total,4,3,2,2,0,0,0,10,11
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,12
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Calvin R Tucker,Denise Furey,Walt Vogler,2,12
Maria Digiorgio Mccolgan,1,4,3,3,0,0,0,3,12
Christopher M Vogler,,0,3,3,0,0,0,4,12
Michael A Cibik,,,1,3,0,0,0,5,12
Theresa A Dintino,,,,1,0,0,0,6,12
Calvin R Tucker,,,,,0,0,0,7,12
Denise Furey,,,,,,0,0,8,12
Walt Vogler,,,,,,,0,9,12
Total,5,4,4,4,0,0,0,10,12
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,13
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Calvin R Tucker,Denise Furey,Walt Vogler,2,13
Christopher M Vogler,0,0,1,0,0,0,0,3,13
Maria Digiorgio Mccolgan,,1,0,0,0,0,0,4,13
Michael A Cibik,,,0,0,0,0,0,5,13
Theresa A Dintino,,,,0,0,0,0,6,13
Calvin R Tucker,,,,,0,0,0,7,13
Denise Furey,,,,,,0,0,8,13
Walt Vogler,,,,,,,0,9,13
Total,1,1,1,0,0,0,0,10,13
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,14
,Christopher M Vogler,Theresa A Dintino,Michael A Cibik,Maria Digiorgio Mccolgan,Calvin R Tucker,Denise Furey,Walt Vogler,2,14
Christopher M Vogler,2,12,11,11,0,0,0,3,14
Theresa A Dintino,,1,11,11,0,0,0,4,14
Michael A Cibik,,,1,11,0,0,0,5,14
Maria Digiorgio Mccolgan,,,,0,0,0,0,6,14
Calvin R Tucker,,,,,0,0,0,7,14
Denise Furey,,,,,,0,0,8,14
Walt Vogler,,,,,,,0,9,14
Total,14,13,12,11,0,0,0,10,14
,Member Of The - Republican State Committee 2nd Congressional District,,,Member Of The - Republican State Committee 1st Congressional District,,,,1,15
,Calvin R Tucker,Denise Furey,Walt Vogler,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,15
Calvin R Tucker,1,3,2,0,0,0,0,3,15
Denise Furey,,1,2,0,0,0,0,4,15
Walt Vogler,,,0,0,0,0,0,5,15
Christopher M Vogler,,,,0,0,0,0,6,15
Maria Digiorgio Mccolgan,,,,,0,0,0,7,15
Michael A Cibik,,,,,,0,0,8,15
Theresa A Dintino,,,,,,,0,9,15
Total,4,4,2,0,0,0,0,10,15
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,16
,Michael A Cibik,Maria Digiorgio Mccolgan,Christopher M Vogler,Theresa A Dintino,Calvin R Tucker,Denise Furey,Walt Vogler,2,16
Michael A Cibik,2,8,8,8,0,0,0,3,16
Maria Digiorgio Mccolgan,,1,8,8,0,0,0,4,16
Christopher M Vogler,,,0,8,0,0,0,5,16
Theresa A Dintino,,,,0,0,0,0,6,16
Calvin R Tucker,,,,,0,0,0,7,16
Denise Furey,,,,,,0,0,8,16
Walt Vogler,,,,,,,0,9,16
Total,10,9,8,8,0,0,0,10,16
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,17
,Maria Digiorgio Mccolgan,Christopher M Vogler,Theresa A Dintino,Michael A Cibik,Calvin R Tucker,Denise Furey,Walt Vogler,2,17
Maria Digiorgio Mccolgan,3,10,9,9,0,0,0,3,17
Christopher M Vogler,,0,9,9,0,0,0,4,17
Theresa A Dintino,,,1,9,0,0,0,5,17
Michael A Cibik,,,,0,0,0,0,6,17
Calvin R Tucker,,,,,0,0,0,7,17
Denise Furey,,,,,,0,0,8,17
Walt Vogler,,,,,,,0,9,17
Total,13,10,10,9,0,0,0,10,17
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,18
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Calvin R Tucker,Denise Furey,Walt Vogler,2,18
Maria Digiorgio Mccolgan,1,3,2,2,0,0,0,3,18
Christopher M Vogler,,0,2,2,0,0,0,4,18
Michael A Cibik,,,0,2,0,0,0,5,18
Theresa A Dintino,,,,0,0,0,0,6,18
Calvin R Tucker,,,,,0,0,0,7,18
Denise Furey,,,,,,0,0,8,18
Walt Vogler,,,,,,,0,9,18
Total,4,3,2,2,0,0,0,10,18
,Member Of The - Republican State Committee 1st Congressional District,,,,Member Of The - Republican State Committee 2nd Congressional District,,,1,19
,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Maria Digiorgio Mccolgan,Calvin R Tucker,Denise Furey,Walt Vogler,2,19
Christopher M Vogler,0,7,6,6,0,0,0,3,19
Michael A Cibik,,0,6,6,0,0,0,4,19
Theresa A Dintino,,,1,6,0,0,0,5,19
Maria Digiorgio Mccolgan,,,,0,0,0,0,6,19
Calvin R Tucker,,,,,0,0,0,7,19
Denise Furey,,,,,,0,0,8,19
Walt Vogler,,,,,,,0,9,19
Total,7,7,7,6,0,0,0,10,19
