col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,21
,Bob Casey Jr,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,21
Bob Casey Jr,0,18,13,11,8,1,3,21
John Fetterman,,1,0,0,0,0,4,21
Nina Ahmad,,,1,0,0,0,5,21
Mike Stack,,,,0,0,0,6,21
Kathi Cozzone,,,,,1,0,7,21
Ray Sosa,,,,,,0,8,21
Total,51,19,14,11,9,1,9,21
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,22
,Bob Casey Jr,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,22
Bob Casey Jr,1,35,34,22,23,1,3,22
Nina Ahmad,,3,0,0,0,0,4,22
Mike Stack,,,3,0,0,0,5,22
John Fetterman,,,,2,0,0,6,22
Kathi Cozzone,,,,,1,0,7,22
Ray Sosa,,,,,,0,8,22
Total,116,38,37,24,24,1,9,22
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,23
,Bob Casey Jr,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,23
Bob Casey Jr,6,48,40,38,17,1,3,23
Nina Ahmad,,2,0,0,0,0,4,23
John Fetterman,,,1,0,0,0,5,23
Mike Stack,,,,3,0,0,6,23
Kathi Cozzone,,,,,0,0,7,23
Ray Sosa,,,,,,0,8,23
Total,150,50,41,41,17,1,9,23
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,24
,Bob Casey Jr,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,24
Bob Casey Jr,7,111,86,61,29,2,3,24
John Fetterman,,2,0,0,0,0,4,24
Nina Ahmad,,,3,0,0,0,5,24
Mike Stack,,,,4,0,0,6,24
Kathi Cozzone,,,,,0,0,7,24
Ray Sosa,,,,,,0,8,24
Total,296,113,89,65,29,2,9,24
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,25
,Bob Casey Jr,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,25
Bob Casey Jr,2,35,26,26,2,0,3,25
John Fetterman,,1,0,0,0,0,4,25
Nina Ahmad,,,1,0,0,0,5,25
Mike Stack,,,,0,0,0,6,25
Kathi Cozzone,,,,,0,0,7,25
Ray Sosa,,,,,,0,8,25
Total,91,36,27,26,2,0,9,25
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,26
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,26
Bob Casey Jr,2,29,23,21,8,0,3,26
Mike Stack,,1,0,0,0,0,4,26
Nina Ahmad,,,2,0,0,0,5,26
John Fetterman,,,,1,0,0,6,26
Kathi Cozzone,,,,,1,0,7,26
Ray Sosa,,,,,,0,8,26
Total,83,30,25,22,9,0,9,26
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,27
,Bob Casey Jr,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,27
Bob Casey Jr,1,26,27,21,7,2,3,27
John Fetterman,,3,0,0,0,0,4,27
Nina Ahmad,,,2,0,0,0,5,27
Mike Stack,,,,1,0,0,6,27
Kathi Cozzone,,,,,1,0,7,27
Ray Sosa,,,,,,0,8,27
Total,84,29,29,22,8,2,9,27
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,28
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,28
Bob Casey Jr,3,36,32,25,10,1,3,28
Mike Stack,,12,0,0,0,0,4,28
Nina Ahmad,,,1,0,0,0,5,28
John Fetterman,,,,4,0,0,6,28
Kathi Cozzone,,,,,1,0,7,28
Ray Sosa,,,,,,1,8,28
Total,107,48,33,29,11,2,9,28
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,29
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,29
Bob Casey Jr,6,32,18,15,13,2,3,29
Mike Stack,,1,0,0,0,0,4,29
John Fetterman,,,1,0,0,0,5,29
Nina Ahmad,,,,1,0,0,6,29
Kathi Cozzone,,,,,1,0,7,29
Ray Sosa,,,,,,1,8,29
Total,86,33,19,16,14,3,9,29
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,30
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,30
Bob Casey Jr,4,51,25,21,17,1,3,30
Mike Stack,,2,0,0,0,0,4,30
Nina Ahmad,,,2,0,0,0,5,30
John Fetterman,,,,3,0,0,6,30
Kathi Cozzone,,,,,1,0,7,30
Ray Sosa,,,,,,0,8,30
Total,119,53,27,24,18,1,9,30
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,31
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,31
Bob Casey Jr,7,38,27,15,6,1,3,31
Mike Stack,,1,0,0,0,0,4,31
John Fetterman,,,1,0,0,0,5,31
Nina Ahmad,,,,0,0,0,6,31
Kathi Cozzone,,,,,1,0,7,31
Ray Sosa,,,,,,0,8,31
Total,94,39,28,15,7,1,9,31
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,32
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,32
Bob Casey Jr,4,22,18,9,8,0,3,32
Mike Stack,,3,0,0,0,0,4,32
Nina Ahmad,,,0,0,0,0,5,32
Kathi Cozzone,,,,1,0,0,6,32
John Fetterman,,,,,0,0,7,32
Ray Sosa,,,,,,0,8,32
Total,61,25,18,10,8,0,9,32
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,33
,Bob Casey Jr,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,33
Bob Casey Jr,6,59,47,40,10,1,3,33
Nina Ahmad,,7,0,0,0,0,4,33
Mike Stack,,,8,0,0,0,5,33
John Fetterman,,,,7,0,0,6,33
Kathi Cozzone,,,,,1,0,7,33
Ray Sosa,,,,,,1,8,33
Total,163,66,55,47,11,2,9,33
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,34
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,34
Bob Casey Jr,3,64,40,30,26,2,3,34
Mike Stack,,10,0,0,0,0,4,34
Nina Ahmad,,,5,0,0,0,5,34
John Fetterman,,,,2,0,0,6,34
Kathi Cozzone,,,,,2,0,7,34
Ray Sosa,,,,,,0,8,34
Total,165,74,45,32,28,2,9,34
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,35
,Bob Casey Jr,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,35
Bob Casey Jr,0,48,40,21,10,0,3,35
Nina Ahmad,,1,0,0,0,0,4,35
John Fetterman,,,1,0,0,0,5,35
Mike Stack,,,,2,0,0,6,35
Kathi Cozzone,,,,,0,0,7,35
Ray Sosa,,,,,,0,8,35
Total,119,49,41,23,10,0,9,35
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,36
,Bob Casey Jr,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,36
Bob Casey Jr,1,16,14,10,5,0,3,36
Nina Ahmad,,2,0,0,0,0,4,36
Mike Stack,,,1,0,0,0,5,36
John Fetterman,,,,1,0,0,6,36
Kathi Cozzone,,,,,1,0,7,36
Ray Sosa,,,,,,0,8,36
Total,46,18,15,11,6,0,9,36
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,37
,Bob Casey Jr,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,37
Bob Casey Jr,2,25,17,14,7,1,3,37
Nina Ahmad,,1,0,0,0,0,4,37
John Fetterman,,,2,0,0,0,5,37
Mike Stack,,,,1,0,0,6,37
Kathi Cozzone,,,,,0,0,7,37
Ray Sosa,,,,,,0,8,37
Total,66,26,19,15,7,1,9,37
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,38
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,38
Bob Casey Jr,3,37,23,16,10,1,3,38
Mike Stack,,2,0,0,0,0,4,38
Nina Ahmad,,,1,0,0,0,5,38
John Fetterman,,,,4,0,0,6,38
Kathi Cozzone,,,,,1,0,7,38
Ray Sosa,,,,,,0,8,38
Total,90,39,24,20,11,1,9,38
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,39
,Bob Casey Jr,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,39
Bob Casey Jr,5,44,30,16,18,1,3,39
John Fetterman,,2,0,0,0,0,4,39
Mike Stack,,,0,0,0,0,5,39
Nina Ahmad,,,,4,0,0,6,39
Kathi Cozzone,,,,,0,0,7,39
Ray Sosa,,,,,,0,8,39
Total,114,46,30,20,18,1,9,39
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,40
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,40
Bob Casey Jr,4,39,28,25,9,0,3,40
Mike Stack,,5,0,0,0,0,4,40
Nina Ahmad,,,1,0,0,0,5,40
John Fetterman,,,,1,0,0,6,40
Kathi Cozzone,,,,,0,0,7,40
Ray Sosa,,,,,,0,8,40
Total,105,44,29,26,9,0,9,40
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,41
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,41
Bob Casey Jr,7,38,18,17,14,2,3,41
Mike Stack,,10,0,0,0,0,4,41
Kathi Cozzone,,,2,0,0,0,5,41
Nina Ahmad,,,,1,0,0,6,41
John Fetterman,,,,,3,0,7,41
Ray Sosa,,,,,,0,8,41
Total,96,48,20,18,17,2,9,41
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,42
,Bob Casey Jr,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,42
Bob Casey Jr,3,15,10,9,9,0,3,42
Mike Stack,,1,0,0,0,0,4,42
John Fetterman,,,2,0,0,0,5,42
Nina Ahmad,,,,3,0,0,6,42
Kathi Cozzone,,,,,0,0,7,42
Ray Sosa,,,,,,0,8,42
Total,46,16,12,12,9,0,9,42
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,43
,Bob Casey Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,43
Bob Casey Jr,2,20,22,13,9,0,3,43
Mike Stack,,2,0,0,0,0,4,43
Nina Ahmad,,,0,0,0,0,5,43
John Fetterman,,,,2,0,0,6,43
Kathi Cozzone,,,,,0,0,7,43
Ray Sosa,,,,,,0,8,43
Total,66,22,22,15,9,0,9,43
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,44
,Bob Casey Jr,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,44
Bob Casey Jr,4,19,13,11,4,2,3,44
John Fetterman,,2,0,0,0,0,4,44
Mike Stack,,,1,0,0,0,5,44
Nina Ahmad,,,,2,0,0,6,44
Kathi Cozzone,,,,,2,0,7,44
Ray Sosa,,,,,,0,8,44
Total,53,21,14,13,6,2,9,44
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,45
,Bob Casey Jr,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,45
Bob Casey Jr,3,55,53,25,21,2,3,45
Nina Ahmad,,4,0,0,0,0,4,45
John Fetterman,,,5,0,0,0,5,45
Mike Stack,,,,3,0,0,6,45
Kathi Cozzone,,,,,1,0,7,45
Ray Sosa,,,,,,0,8,45
Total,159,59,58,28,22,2,9,45
