col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
,Matthew D Myers,Amanda Mcillmurray,Rhea Powell,Mariel J K Martin,Joe Celentano,Andi Perez,Marylouise Isaacson,Tom Young,Micah Mahjoubian,Noam Kugelmass,Darrell L Clarke,Jon Geeting,Judi Golding Baker,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,2
Matthew D Myers,16,5,4,5,5,7,5,4,3,3,4,3,4,13,8,3,0,0,3,2
Amanda Mcillmurray,,0,11,11,9,7,10,8,6,5,6,5,8,6,5,7,1,0,4,2
Rhea Powell,,,1,8,11,7,10,11,6,7,7,6,5,5,4,5,3,0,5,2
Mariel J K Martin,,,,0,6,5,8,7,5,3,5,3,5,6,5,4,1,0,6,2
Joe Celentano,,,,,0,6,5,11,6,8,4,7,4,4,6,3,2,0,7,2
Andi Perez,,,,,,0,7,9,4,4,4,5,4,4,7,3,0,0,8,2
Marylouise Isaacson,,,,,,,0,7,6,3,6,3,5,4,3,6,1,0,9,2
Tom Young,,,,,,,,0,7,7,4,7,2,4,5,4,1,0,10,2
Micah Mahjoubian,,,,,,,,,0,5,2,3,3,0,3,5,3,0,11,2
Noam Kugelmass,,,,,,,,,,0,1,6,3,3,3,3,1,0,12,2
Darrell L Clarke,,,,,,,,,,,0,0,3,3,2,3,0,0,13,2
Jon Geeting,,,,,,,,,,,,0,2,3,2,3,0,0,14,2
Judi Golding Baker,,,,,,,,,,,,,0,3,2,2,1,0,15,2
John Fetterman,,,,,,,,,,,,,,2,0,0,0,0,16,2
Mike Stack,,,,,,,,,,,,,,,2,0,0,0,17,2
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,2
Kathi Cozzone,,,,,,,,,,,,,,,,,1,0,19,2
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,2
Total,41,19,18,17,15,14,14,14,11,10,9,8,8,25,15,11,5,0,21,2
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,3
,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,Marylouise Isaacson,Tom Young,Mariel J K Martin,Rhea Powell,Darrell L Clarke,Micah Mahjoubian,Andi Perez,Matthew D Myers,Amanda Mcillmurray,Judi Golding Baker,Joe Celentano,Noam Kugelmass,Jon Geeting,2,3
Mike Stack,8,0,0,0,0,27,29,25,15,22,23,24,15,11,11,11,6,5,3,3
John Fetterman,,3,0,0,0,5,3,2,5,4,1,1,4,2,2,3,3,1,4,3
Nina Ahmad,,,3,0,0,11,3,6,11,3,8,6,3,10,9,7,3,1,5,3
Kathi Cozzone,,,,6,0,2,3,2,5,1,1,2,1,3,2,0,1,1,6,3
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
Marylouise Isaacson,,,,,,0,31,30,22,27,30,27,17,20,20,12,9,7,8,3
Tom Young,,,,,,,1,26,14,23,25,25,15,12,13,9,8,6,9,3
Mariel J K Martin,,,,,,,,0,14,23,23,24,15,14,12,9,5,4,10,3
Rhea Powell,,,,,,,,,1,11,14,12,5,21,21,15,10,6,11,3
Darrell L Clarke,,,,,,,,,,1,22,22,15,7,9,7,5,5,12,3
Micah Mahjoubian,,,,,,,,,,,0,22,17,10,10,11,7,3,13,3
Andi Perez,,,,,,,,,,,,0,16,8,10,4,2,3,14,3
Matthew D Myers,,,,,,,,,,,,,4,3,4,3,2,1,15,3
Amanda Mcillmurray,,,,,,,,,,,,,,0,18,11,6,5,16,3
Judi Golding Baker,,,,,,,,,,,,,,,0,11,8,6,17,3
Joe Celentano,,,,,,,,,,,,,,,,0,8,4,18,3
Noam Kugelmass,,,,,,,,,,,,,,,,,0,4,19,3
Jon Geeting,,,,,,,,,,,,,,,,,,0,20,3
Total,54,18,18,15,0,47,40,38,37,35,35,34,31,26,24,21,13,8,21,3
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,4
,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Rhea Powell,Tom Young,Micah Mahjoubian,Joe Celentano,Matthew D Myers,Noam Kugelmass,Marylouise Isaacson,Darrell L Clarke,Judi Golding Baker,Jon Geeting,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,4
Amanda Mcillmurray,0,15,10,15,13,10,13,3,12,11,4,11,9,14,5,5,1,0,3,4
Andi Perez,,0,13,14,16,15,11,8,12,12,9,9,7,12,3,8,1,0,4,4
Mariel J K Martin,,,0,11,12,13,8,13,9,11,13,6,6,10,3,7,0,0,5,4
Rhea Powell,,,,0,12,9,15,5,13,9,4,10,8,12,2,4,4,0,6,4
Tom Young,,,,,0,11,11,7,11,11,7,8,7,7,3,9,2,0,7,4
Micah Mahjoubian,,,,,,0,7,8,7,11,10,8,4,11,2,6,0,0,8,4
Joe Celentano,,,,,,,1,6,10,7,2,6,7,9,2,5,1,0,9,4
Matthew D Myers,,,,,,,,1,2,6,10,3,1,3,2,6,1,0,10,4
Noam Kugelmass,,,,,,,,,0,6,4,8,7,11,1,3,2,0,11,4
Marylouise Isaacson,,,,,,,,,,0,7,7,2,10,1,5,0,0,12,4
Darrell L Clarke,,,,,,,,,,,0,4,2,5,1,5,0,0,13,4
Judi Golding Baker,,,,,,,,,,,,0,2,9,1,2,2,0,14,4
Jon Geeting,,,,,,,,,,,,,0,5,2,2,1,0,15,4
Nina Ahmad,,,,,,,,,,,,,,0,0,0,0,0,16,4
John Fetterman,,,,,,,,,,,,,,,4,0,0,0,17,4
Mike Stack,,,,,,,,,,,,,,,,0,0,0,18,4
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,4
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,4
Total,25,24,24,22,21,19,18,17,17,16,15,14,10,20,12,11,5,0,21,4
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,5
,Amanda Mcillmurray,Marylouise Isaacson,Rhea Powell,Mariel J K Martin,Tom Young,Micah Mahjoubian,Matthew D Myers,Darrell L Clarke,Judi Golding Baker,Noam Kugelmass,Joe Celentano,Andi Perez,Jon Geeting,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,5
Amanda Mcillmurray,0,17,15,14,12,12,7,6,11,10,8,4,3,5,7,5,10,0,3,5
Marylouise Isaacson,,0,13,16,13,17,8,9,11,8,9,8,2,8,6,5,8,0,4,5
Rhea Powell,,,0,9,12,10,6,5,8,12,8,5,3,5,3,11,7,0,5,5
Mariel J K Martin,,,,0,11,12,10,9,7,6,6,5,2,10,4,3,6,0,6,5
Tom Young,,,,,1,12,8,7,6,9,9,5,1,8,2,6,4,1,7,5
Micah Mahjoubian,,,,,,0,6,9,8,9,9,7,2,6,4,5,5,0,8,5
Matthew D Myers,,,,,,,0,7,3,3,4,3,0,7,2,1,4,0,9,5
Darrell L Clarke,,,,,,,,0,4,4,7,5,1,6,2,1,4,0,10,5
Judi Golding Baker,,,,,,,,,0,7,2,1,2,1,2,3,7,0,11,5
Noam Kugelmass,,,,,,,,,,0,5,4,2,3,1,3,6,0,12,5
Joe Celentano,,,,,,,,,,,0,5,1,3,3,4,2,0,13,5
Andi Perez,,,,,,,,,,,,0,0,4,2,2,1,0,14,5
Jon Geeting,,,,,,,,,,,,,0,0,0,0,3,0,15,5
Mike Stack,,,,,,,,,,,,,,8,0,0,0,0,16,5
John Fetterman,,,,,,,,,,,,,,,7,0,0,0,17,5
Kathi Cozzone,,,,,,,,,,,,,,,,5,0,0,18,5
Nina Ahmad,,,,,,,,,,,,,,,,,4,0,19,5
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,5
Total,27,27,26,23,22,20,14,13,13,13,12,9,3,22,20,20,19,1,21,5
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,6
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,Matthew D Myers,Darrell L Clarke,Mariel J K Martin,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Andi Perez,Rhea Powell,Joe Celentano,Jon Geeting,Judi Golding Baker,Noam Kugelmass,2,6
Mike Stack,20,0,0,0,0,37,28,29,27,19,21,13,15,8,10,5,2,3,3,6
Nina Ahmad,,2,0,0,0,6,6,4,4,6,4,8,4,8,4,3,3,3,4,6
John Fetterman,,,2,0,0,4,1,2,4,2,3,4,5,2,4,3,1,2,5,6
Kathi Cozzone,,,,2,0,4,3,2,1,7,3,5,1,7,2,1,3,1,6,6
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,6
Matthew D Myers,,,,,,12,41,34,24,23,17,14,18,10,7,5,5,3,8,6
Darrell L Clarke,,,,,,,0,32,21,22,20,11,17,10,6,2,3,4,9,6
Mariel J K Martin,,,,,,,,1,22,21,18,13,16,10,10,6,6,5,10,6
Tom Young,,,,,,,,,1,24,23,14,19,12,14,8,4,5,11,6
Marylouise Isaacson,,,,,,,,,,0,23,18,20,15,11,6,7,7,12,6
Micah Mahjoubian,,,,,,,,,,,0,15,20,13,9,4,3,8,13,6
Amanda Mcillmurray,,,,,,,,,,,,0,9,17,15,9,7,8,14,6
Andi Perez,,,,,,,,,,,,,0,9,7,5,2,5,15,6
Rhea Powell,,,,,,,,,,,,,,0,13,8,7,7,16,6
Joe Celentano,,,,,,,,,,,,,,,0,9,4,7,17,6
Jon Geeting,,,,,,,,,,,,,,,,0,2,1,18,6
Judi Golding Baker,,,,,,,,,,,,,,,,,0,2,19,6
Noam Kugelmass,,,,,,,,,,,,,,,,,,0,20,6
Total,77,16,13,13,1,74,49,46,38,35,32,30,26,25,21,12,9,9,21,6
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,7
,Matthew D Myers,Darrell L Clarke,Mariel J K Martin,Tom Young,Micah Mahjoubian,Marylouise Isaacson,Andi Perez,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Noam Kugelmass,Judi Golding Baker,Jon Geeting,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,7
Matthew D Myers,11,108,94,55,51,47,47,7,8,7,3,6,3,62,10,5,1,0,3,7
Darrell L Clarke,,0,98,53,56,53,53,18,14,8,5,12,4,52,10,8,1,0,4,7
Mariel J K Martin,,,3,57,58,60,58,19,18,12,9,10,8,51,9,9,3,0,5,7
Tom Young,,,,0,70,66,62,25,16,20,13,9,14,60,9,5,6,0,6,7
Micah Mahjoubian,,,,,0,64,64,26,16,14,12,11,11,56,8,7,5,0,7,7
Marylouise Isaacson,,,,,,0,64,23,18,13,12,14,12,53,6,8,5,0,8,7
Andi Perez,,,,,,,0,20,12,13,11,9,13,53,7,5,3,0,9,7
Rhea Powell,,,,,,,,0,22,18,15,14,14,17,9,11,6,0,10,7
Amanda Mcillmurray,,,,,,,,,1,9,10,13,5,10,5,11,2,0,11,7
Joe Celentano,,,,,,,,,,0,12,7,13,15,5,0,6,0,12,7
Noam Kugelmass,,,,,,,,,,,1,4,10,9,3,4,4,0,13,7
Judi Golding Baker,,,,,,,,,,,,0,4,6,2,6,4,0,14,7
Jon Geeting,,,,,,,,,,,,,0,11,3,0,3,0,15,7
Mike Stack,,,,,,,,,,,,,,20,0,0,0,0,16,7
John Fetterman,,,,,,,,,,,,,,,6,0,0,0,17,7
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,7
Kathi Cozzone,,,,,,,,,,,,,,,,,4,0,19,7
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,7
Total,143,124,123,87,81,76,72,44,29,26,21,18,17,111,23,19,16,0,21,7
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,8
,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,Rhea Powell,Tom Young,Amanda Mcillmurray,Marylouise Isaacson,Mariel J K Martin,Matthew D Myers,Andi Perez,Joe Celentano,Micah Mahjoubian,Judi Golding Baker,Darrell L Clarke,Noam Kugelmass,Jon Geeting,2,8
Mike Stack,11,0,0,0,0,15,21,11,15,15,21,12,13,9,9,13,11,5,3,8
John Fetterman,,6,0,0,0,8,9,11,9,7,4,9,5,7,8,5,5,2,4,8
Nina Ahmad,,,3,0,0,10,7,15,10,10,3,7,5,8,8,5,3,4,5,8
Kathi Cozzone,,,,3,0,10,6,5,8,6,2,7,9,9,5,2,8,2,6,8
Ray Sosa,,,,,0,1,1,1,1,0,0,1,2,0,1,1,0,1,7,8
Rhea Powell,,,,,,1,30,28,30,25,11,26,26,27,24,11,25,10,8,8
Tom Young,,,,,,,0,25,29,24,15,26,20,23,18,15,19,12,9,8
Amanda Mcillmurray,,,,,,,,0,32,27,12,23,16,18,23,12,13,7,10,8
Marylouise Isaacson,,,,,,,,,0,28,15,28,17,23,22,17,16,8,11,8
Mariel J K Martin,,,,,,,,,,0,18,23,19,19,20,14,15,8,12,8
Matthew D Myers,,,,,,,,,,,5,13,9,11,8,18,7,7,13,8
Andi Perez,,,,,,,,,,,,0,16,22,19,17,16,8,14,8
Joe Celentano,,,,,,,,,,,,,0,21,12,10,18,7,15,8
Micah Mahjoubian,,,,,,,,,,,,,,1,11,11,19,7,16,8
Judi Golding Baker,,,,,,,,,,,,,,,0,10,12,7,17,8
Darrell L Clarke,,,,,,,,,,,,,,,,0,4,4,18,8
Noam Kugelmass,,,,,,,,,,,,,,,,,0,7,19,8
Jon Geeting,,,,,,,,,,,,,,,,,,0,20,8
Total,47,25,22,17,2,47,44,43,43,41,40,37,36,36,31,30,29,15,21,8
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,9
,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Marylouise Isaacson,Tom Young,Darrell L Clarke,Andi Perez,Judi Golding Baker,Matthew D Myers,Joe Celentano,Micah Mahjoubian,Noam Kugelmass,Jon Geeting,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,9
Rhea Powell,0,19,18,18,15,8,15,13,8,12,9,12,5,11,13,8,6,0,3,9
Amanda Mcillmurray,,0,15,16,12,7,10,11,5,9,8,9,3,5,6,7,2,0,4,9
Mariel J K Martin,,,0,15,8,7,14,12,7,8,8,8,5,5,5,7,4,0,5,9
Marylouise Isaacson,,,,0,10,6,12,12,4,8,9,7,4,6,5,6,3,0,6,9
Tom Young,,,,,1,7,7,4,5,9,7,9,2,4,9,2,3,0,7,9
Darrell L Clarke,,,,,,0,6,3,11,3,5,4,1,7,3,5,1,0,8,9
Andi Perez,,,,,,,0,8,5,6,7,6,4,6,2,3,6,0,9,9
Judi Golding Baker,,,,,,,,0,4,4,2,3,4,2,4,5,4,1,10,9
Matthew D Myers,,,,,,,,,0,4,3,4,1,8,3,2,1,0,11,9
Joe Celentano,,,,,,,,,,0,7,7,3,2,6,3,3,0,12,9
Micah Mahjoubian,,,,,,,,,,,0,5,3,4,6,2,2,0,13,9
Noam Kugelmass,,,,,,,,,,,,0,2,2,5,2,2,0,14,9
Jon Geeting,,,,,,,,,,,,,0,0,3,1,2,0,15,9
Mike Stack,,,,,,,,,,,,,,2,0,0,0,0,16,9
Kathi Cozzone,,,,,,,,,,,,,,,0,0,0,0,17,9
Nina Ahmad,,,,,,,,,,,,,,,,3,0,0,18,9
John Fetterman,,,,,,,,,,,,,,,,,2,0,19,9
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,9
Total,39,21,21,21,20,18,17,16,15,14,14,12,6,20,16,14,10,1,21,9
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,10
,Rhea Powell,Tom Young,Amanda Mcillmurray,Micah Mahjoubian,Andi Perez,Marylouise Isaacson,Darrell L Clarke,Mariel J K Martin,Noam Kugelmass,Joe Celentano,Judi Golding Baker,Jon Geeting,Matthew D Myers,Nina Ahmad,Mike Stack,Kathi Cozzone,John Fetterman,Ray Sosa,2,10
Rhea Powell,1,20,19,20,18,18,15,15,17,17,16,12,8,20,6,14,4,0,3,10
Tom Young,,0,14,17,14,13,10,13,15,16,10,9,10,11,14,5,5,1,4,10
Amanda Mcillmurray,,,0,13,14,16,13,13,9,12,15,8,6,19,2,3,5,1,5,10
Micah Mahjoubian,,,,0,15,16,13,12,13,16,10,9,10,8,9,6,7,0,6,10
Andi Perez,,,,,0,13,16,12,9,12,12,12,8,13,6,1,4,2,7,10
Marylouise Isaacson,,,,,,1,11,15,9,10,13,4,8,11,5,2,6,0,8,10
Darrell L Clarke,,,,,,,0,11,6,8,12,9,6,13,7,1,3,0,9,10
Mariel J K Martin,,,,,,,,0,10,8,13,5,8,14,5,0,4,1,10,10
Noam Kugelmass,,,,,,,,,0,11,7,6,6,8,7,3,4,1,11,10
Joe Celentano,,,,,,,,,,0,8,7,3,10,3,5,4,0,12,10
Judi Golding Baker,,,,,,,,,,,0,5,8,15,1,1,4,0,13,10
Jon Geeting,,,,,,,,,,,,1,4,8,5,1,1,0,14,10
Matthew D Myers,,,,,,,,,,,,,1,5,7,1,1,0,15,10
Nina Ahmad,,,,,,,,,,,,,,8,0,0,0,0,16,10
Mike Stack,,,,,,,,,,,,,,,4,0,0,0,17,10
Kathi Cozzone,,,,,,,,,,,,,,,,5,0,0,18,10
John Fetterman,,,,,,,,,,,,,,,,,3,0,19,10
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,10
Total,46,36,30,30,26,25,24,24,24,22,21,16,15,40,24,23,14,3,21,10
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,11
,Matthew D Myers,Rhea Powell,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Judi Golding Baker,Darrell L Clarke,Joe Celentano,Noam Kugelmass,Jon Geeting,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,11
Matthew D Myers,40,4,4,3,3,4,6,5,4,4,3,2,1,6,1,1,0,0,3,11
Rhea Powell,,1,6,5,5,5,5,5,5,3,4,5,4,6,1,1,2,0,4,11
Andi Perez,,,0,7,6,3,5,6,4,4,4,3,3,4,2,2,1,0,5,11
Marylouise Isaacson,,,,0,6,2,4,5,3,3,4,3,3,3,4,1,1,0,6,11
Micah Mahjoubian,,,,,0,3,5,5,4,2,3,4,3,3,3,2,1,0,7,11
Amanda Mcillmurray,,,,,,1,4,3,4,3,2,2,1,4,2,0,1,0,8,11
Mariel J K Martin,,,,,,,0,4,5,4,3,3,2,4,2,1,0,0,9,11
Tom Young,,,,,,,,0,4,3,3,3,2,5,1,0,1,0,10,11
Judi Golding Baker,,,,,,,,,0,2,2,3,2,3,2,0,1,0,11,11
Darrell L Clarke,,,,,,,,,,0,1,0,0,3,1,0,0,0,12,11
Joe Celentano,,,,,,,,,,,0,3,3,3,1,1,0,0,13,11
Noam Kugelmass,,,,,,,,,,,,0,4,3,0,1,1,0,14,11
Jon Geeting,,,,,,,,,,,,,0,2,0,1,1,0,15,11
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,11
Nina Ahmad,,,,,,,,,,,,,,,0,0,0,0,17,11
John Fetterman,,,,,,,,,,,,,,,,0,0,0,18,11
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,11
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,11
Total,49,11,9,9,9,8,8,7,6,5,5,5,4,9,5,4,3,0,21,11
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,12
,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Tom Young,Marylouise Isaacson,Joe Celentano,Matthew D Myers,Noam Kugelmass,Judi Golding Baker,Micah Mahjoubian,Darrell L Clarke,Jon Geeting,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,12
Rhea Powell,1,7,10,10,10,9,8,5,8,8,6,5,4,8,3,4,1,0,3,12
Amanda Mcillmurray,,0,9,8,6,5,4,3,5,4,4,2,2,7,1,5,1,0,4,12
Mariel J K Martin,,,0,9,8,8,4,6,5,8,5,5,2,8,0,4,1,0,5,12
Andi Perez,,,,0,8,6,6,4,8,6,5,4,4,6,0,5,2,0,6,12
Tom Young,,,,,0,6,6,5,7,4,6,3,5,6,2,4,1,0,7,12
Marylouise Isaacson,,,,,,0,3,4,4,6,4,3,3,7,2,2,0,0,8,12
Joe Celentano,,,,,,,0,2,6,3,3,2,3,3,3,3,1,0,9,12
Matthew D Myers,,,,,,,,1,1,5,1,4,1,4,1,2,1,0,10,12
Noam Kugelmass,,,,,,,,,0,3,5,1,4,4,1,3,1,0,11,12
Judi Golding Baker,,,,,,,,,,0,2,4,1,6,0,2,0,0,12,12
Micah Mahjoubian,,,,,,,,,,,1,1,2,3,1,3,0,0,13,12
Darrell L Clarke,,,,,,,,,,,,0,1,3,1,3,0,0,14,12
Jon Geeting,,,,,,,,,,,,,0,2,0,2,1,0,15,12
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,12
Kathi Cozzone,,,,,,,,,,,,,,,2,0,0,0,17,12
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,12
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,12
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,12
Total,17,15,14,13,13,11,10,9,9,8,8,7,5,13,10,8,4,0,21,12
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,13
,Tom Young,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Micah Mahjoubian,Rhea Powell,Darrell L Clarke,Joe Celentano,Amanda Mcillmurray,Matthew D Myers,Noam Kugelmass,Judi Golding Baker,Jon Geeting,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,13
Tom Young,0,23,24,21,23,12,15,12,9,14,9,3,6,18,6,6,1,0,3,13
Marylouise Isaacson,,0,27,24,26,16,18,14,16,15,10,7,4,18,7,4,0,0,4,13
Andi Perez,,,0,22,23,15,20,12,12,16,8,5,5,16,6,5,1,0,5,13
Mariel J K Martin,,,,1,21,13,19,11,13,15,7,7,3,19,8,1,1,0,6,13
Micah Mahjoubian,,,,,0,14,16,14,12,13,12,4,3,13,10,4,0,0,7,13
Rhea Powell,,,,,,0,7,18,16,5,11,8,5,8,10,9,2,0,8,13
Darrell L Clarke,,,,,,,0,7,7,17,4,3,1,15,4,1,1,0,9,13
Joe Celentano,,,,,,,,0,15,4,11,5,5,7,8,6,1,0,10,13
Amanda Mcillmurray,,,,,,,,,0,4,10,8,5,8,9,2,1,0,11,13
Matthew D Myers,,,,,,,,,,0,1,1,0,13,2,2,1,0,12,13
Noam Kugelmass,,,,,,,,,,,0,3,3,4,6,4,0,0,13,13
Judi Golding Baker,,,,,,,,,,,,0,1,3,5,1,0,0,14,13
Jon Geeting,,,,,,,,,,,,,0,6,1,1,0,0,15,13
Mike Stack,,,,,,,,,,,,,,4,0,0,0,0,16,13
