col_1,col_2,col_3,col_4,col_5,col_6,order,division
Paul Mango,,,6,0,0,5,16
Scott R Wagner,,,,2,0,6,16
Laura Ellsworth,,,,,0,7,16
Total,28,12,27,14,7,8,16
,United States Senator - Republican,,Governor - Republican,,,1,17
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,17
Lou Barletta,1,0,11,7,1,3,17
Jim Christiana,,0,4,4,0,4,17
Paul Mango,,,0,0,0,5,17
Scott R Wagner,,,,1,0,6,17
Laura Ellsworth,,,,,0,7,17
Total,20,8,15,12,1,8,17
,United States Senator - Republican,,Governor - Republican,,,1,18
,Lou Barletta,Jim Christiana,Scott R Wagner,Laura Ellsworth,Paul Mango,2,18
Lou Barletta,0,0,2,2,1,3,18
Jim Christiana,,0,2,0,1,4,18
Scott R Wagner,,,1,0,0,5,18
Laura Ellsworth,,,,0,0,6,18
Paul Mango,,,,,0,7,18
Total,5,3,5,2,2,8,18
,United States Senator - Republican,,Governor - Republican,,,1,19
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,19
Lou Barletta,0,0,22,12,1,3,19
Jim Christiana,,0,6,2,0,4,19
Paul Mango,,,4,0,0,5,19
Scott R Wagner,,,,2,0,6,19
Laura Ellsworth,,,,,0,7,19
Total,35,8,32,16,1,8,19
,Governor - Republican,,,United States Senator - Republican,,1,20
,Paul Mango,Scott R Wagner,Laura Ellsworth,Lou Barletta,Jim Christiana,2,20
Paul Mango,1,0,0,4,7,3,20
Scott R Wagner,,0,0,4,1,4,20
Laura Ellsworth,,,0,3,1,5,20
Lou Barletta,,,,0,0,6,20
Jim Christiana,,,,,0,7,20
Total,12,5,4,11,9,8,20
,United States Senator - Republican,,Governor - Republican,,,1,21
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,21
Lou Barletta,0,0,21,10,9,3,21
Jim Christiana,,1,5,6,4,4,21
Paul Mango,,,1,0,0,5,21
Scott R Wagner,,,,4,0,6,21
Laura Ellsworth,,,,,1,7,21
Total,40,16,27,20,14,8,21
,United States Senator - Republican,,Governor - Republican,,,1,22
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,22
Jim Christiana,1,0,7,4,8,3,22
Lou Barletta,,0,9,6,1,4,22
Paul Mango,,,1,0,0,5,22
Scott R Wagner,,,,0,0,6,22
Laura Ellsworth,,,,,0,7,22
Total,20,16,17,10,9,8,22
,United States Senator - Republican,,Governor - Republican,,,1,23
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,23
Lou Barletta,1,0,13,9,6,3,23
Jim Christiana,,0,5,6,2,4,23
Paul Mango,,,3,0,0,5,23
Scott R Wagner,,,,4,0,6,23
Laura Ellsworth,,,,,1,7,23
Total,29,13,21,19,9,8,23
,United States Senator - Republican,,Governor - Republican,,,1,24
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,24
Lou Barletta,0,0,18,15,6,3,24
Jim Christiana,,0,9,10,6,4,24
Paul Mango,,,2,0,0,5,24
Scott R Wagner,,,,0,0,6,24
Laura Ellsworth,,,,,3,7,24
Total,39,25,29,25,15,8,24
,United States Senator - Republican,,Governor - Republican,,,1,25
,Jim Christiana,Lou Barletta,Scott R Wagner,Laura Ellsworth,Paul Mango,2,25
Jim Christiana,0,0,10,4,2,3,25
Lou Barletta,,0,3,2,3,4,25
Scott R Wagner,,,1,0,0,5,25
Laura Ellsworth,,,,1,0,6,25
Paul Mango,,,,,0,7,25
Total,16,8,14,7,5,8,25
,United States Senator - Republican,,Governor - Republican,,,1,26
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,26
Lou Barletta,0,0,9,9,1,3,26
Jim Christiana,,0,4,2,4,4,26
Paul Mango,,,0,0,0,5,26
Scott R Wagner,,,,0,0,6,26
Laura Ellsworth,,,,,0,7,26
Total,19,10,13,11,5,8,26
,United States Senator - Republican,,Governor - Republican,,,1,27
,Lou Barletta,Jim Christiana,Scott R Wagner,Laura Ellsworth,Paul Mango,2,27
Lou Barletta,0,0,6,2,4,3,27
Jim Christiana,,0,4,3,1,4,27
Scott R Wagner,,,1,0,0,5,27
Laura Ellsworth,,,,2,0,6,27
Paul Mango,,,,,0,7,27
Total,12,8,11,7,5,8,27
,United States Senator - Republican,,Governor - Republican,,,1,28
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,28
Jim Christiana,0,0,8,9,1,3,28
Lou Barletta,,0,6,3,2,4,28
Paul Mango,,,0,0,0,5,28
Scott R Wagner,,,,0,0,6,28
Laura Ellsworth,,,,,0,7,28
Total,18,11,14,12,3,8,28
,United States Senator - Republican,,Governor - Republican,,,1,29
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,29
Lou Barletta,0,0,17,9,4,3,29
Jim Christiana,,0,8,10,7,4,29
Paul Mango,,,1,0,0,5,29
Scott R Wagner,,,,1,0,6,29
Laura Ellsworth,,,,,2,7,29
Total,30,25,26,20,13,8,29
,United States Senator - Republican,,Governor - Republican,,,1,30
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,30
Lou Barletta,0,0,2,5,1,3,30
Jim Christiana,,0,4,0,0,4,30
Paul Mango,,,1,0,0,5,30
Scott R Wagner,,,,0,0,6,30
Laura Ellsworth,,,,,0,7,30
Total,8,4,7,5,1,8,30
,United States Senator - Republican,,Governor - Republican,,,1,31
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,31
Jim Christiana,2,0,4,2,1,3,31
Lou Barletta,,0,2,2,1,4,31
Paul Mango,,,2,0,0,5,31
Scott R Wagner,,,,2,0,6,31
Laura Ellsworth,,,,,1,7,31
Total,9,5,8,6,3,8,31
,United States Senator - Republican,,Governor - Republican,,,1,32
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,32
Jim Christiana,0,0,1,3,1,3,32
Lou Barletta,,0,3,0,1,4,32
Paul Mango,,,1,0,0,5,32
Scott R Wagner,,,,0,0,6,32
Laura Ellsworth,,,,,0,7,32
Total,5,4,5,3,2,8,32
,United States Senator - Republican,,Governor - Republican,,,1,33
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,33
Lou Barletta,0,0,4,4,1,3,33
Jim Christiana,,0,2,2,0,4,33
Paul Mango,,,0,0,0,5,33
Scott R Wagner,,,,0,0,6,33
Laura Ellsworth,,,,,0,7,33
Total,9,4,6,6,1,8,33
,Governor - Republican,,,United States Senator - Republican,,1,34
,Paul Mango,Scott R Wagner,Laura Ellsworth,Jim Christiana,Lou Barletta,2,34
Paul Mango,3,0,0,4,4,3,34
Scott R Wagner,,0,0,4,4,4,34
Laura Ellsworth,,,0,1,1,5,34
Jim Christiana,,,,0,0,6,34
Lou Barletta,,,,,0,7,34
Total,11,8,2,9,9,8,34
,Governor - Republican,,,United States Senator - Republican,,1,35
,Paul Mango,Scott R Wagner,Laura Ellsworth,Jim Christiana,Lou Barletta,2,35
Paul Mango,8,0,0,6,11,3,35
Scott R Wagner,,3,0,12,4,4,35
Laura Ellsworth,,,0,3,6,5,35
Jim Christiana,,,,1,0,6,35
Lou Barletta,,,,,0,7,35
Total,25,19,9,22,21,8,35
,United States Senator - Republican,,Governor - Republican,,,1,36
,Lou Barletta,Jim Christiana,Laura Ellsworth,Paul Mango,Scott R Wagner,2,36
Lou Barletta,0,0,2,1,1,3,36
Jim Christiana,,0,0,0,0,4,36
Laura Ellsworth,,,1,0,0,5,36
Paul Mango,,,,0,0,6,36
Scott R Wagner,,,,,0,7,36
Total,4,0,3,1,1,8,36
,Governor - Republican,,,United States Senator - Republican,,1,37
,Scott R Wagner,Laura Ellsworth,Paul Mango,Lou Barletta,Jim Christiana,2,37
Scott R Wagner,2,0,0,4,5,3,37
Laura Ellsworth,,0,0,2,0,4,37
Paul Mango,,,0,2,0,5,37
Lou Barletta,,,,0,0,6,37
Jim Christiana,,,,,0,7,37
Total,11,2,2,8,5,8,37
,United States Senator - Republican,,Governor - Republican,,,1,38
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,38
Jim Christiana,0,0,1,3,2,3,38
Lou Barletta,,0,3,1,1,4,38
Paul Mango,,,1,0,0,5,38
Scott R Wagner,,,,0,0,6,38
Laura Ellsworth,,,,,0,7,38
Total,6,5,5,4,3,8,38
,United States Senator - Republican,,Governor - Republican,,,1,39
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,39
Jim Christiana,0,0,12,14,7,3,39
Lou Barletta,,0,18,6,6,4,39
Paul Mango,,,3,0,0,5,39
Scott R Wagner,,,,0,0,6,39
Laura Ellsworth,,,,,1,7,39
Total,33,30,33,20,14,8,39
,United States Senator - Republican,,Governor - Republican,,,1,40
,Jim Christiana,Lou Barletta,Scott R Wagner,Paul Mango,Laura Ellsworth,2,40
Jim Christiana,0,0,5,1,0,3,40
Lou Barletta,,0,0,1,1,4,40
Scott R Wagner,,,0,0,0,5,40
Paul Mango,,,,1,0,6,40
Laura Ellsworth,,,,,0,7,40
Total,6,2,5,3,1,8,40
,United States Senator - Republican,,Governor - Republican,,,1,41
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,41
Lou Barletta,1,0,30,13,8,3,41
Jim Christiana,,1,11,7,5,4,41
Paul Mango,,,5,0,0,5,41
Scott R Wagner,,,,2,0,6,41
Laura Ellsworth,,,,,2,7,41
Total,52,24,46,22,15,8,41
,Governor - Republican,,,United States Senator - Republican,,1,42
,Paul Mango,Scott R Wagner,Laura Ellsworth,Lou Barletta,Jim Christiana,2,42
Paul Mango,1,0,0,9,6,3,42
Scott R Wagner,,0,0,2,2,4,42
Laura Ellsworth,,,0,2,0,5,42
Lou Barletta,,,,0,0,6,42
Jim Christiana,,,,,0,7,42
Total,16,4,2,13,8,8,42
,United States Senator - Republican,,Governor - Republican,,,1,43
,Lou Barletta,Jim Christiana,Scott R Wagner,Paul Mango,Laura Ellsworth,2,43
Lou Barletta,1,0,7,8,2,3,43
Jim Christiana,,1,2,0,2,4,43
Scott R Wagner,,,0,0,0,5,43
Paul Mango,,,,0,0,6,43
Laura Ellsworth,,,,,0,7,43
Total,18,5,9,8,4,8,43
,United States Senator - Republican,,Governor - Republican,,,1,44
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,44
Lou Barletta,0,0,5,3,1,3,44
Jim Christiana,,0,3,2,1,4,44
Paul Mango,,,1,0,0,5,44
Scott R Wagner,,,,0,0,6,44
Laura Ellsworth,,,,,0,7,44
Total,9,6,9,5,2,8,44
