col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,order,division
,Lieutenant Governor - Republican,,,,Governor - Republican,,,1,4
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Paul Mango,Scott R Wagner,Laura Ellsworth,2,4
Kathy Coder,1,0,0,0,7,4,0,3,4
Diana Irey Vaughan,,0,0,0,4,3,2,4,4
Jeff Bartos,,,0,0,0,2,1,5,4
Peg Luksik,,,,0,0,0,0,6,4
Paul Mango,,,,,1,0,0,7,4
Scott R Wagner,,,,,,3,0,8,4
Laura Ellsworth,,,,,,,1,9,4
Total,12,9,3,0,12,12,4,10,4
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,5
,Scott R Wagner,Paul Mango,Laura Ellsworth,Kathy Coder,Jeff Bartos,Diana Irey Vaughan,Peg Luksik,2,5
Scott R Wagner,2,0,0,5,0,1,0,3,5
Paul Mango,,1,0,1,3,2,0,4,5
Laura Ellsworth,,,0,1,1,0,0,5,5
Kathy Coder,,,,0,0,0,0,6,5
Jeff Bartos,,,,,0,0,0,7,5
Diana Irey Vaughan,,,,,,0,0,8,5
Peg Luksik,,,,,,,0,9,5
Total,8,7,2,7,4,3,0,10,5
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,6
,Scott R Wagner,Paul Mango,Laura Ellsworth,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,2,6
Scott R Wagner,2,0,0,8,6,1,0,3,6
Paul Mango,,0,0,3,3,6,0,4,6
Laura Ellsworth,,,1,1,1,0,0,5,6
Jeff Bartos,,,,0,0,0,0,6,6
Kathy Coder,,,,,0,0,0,7,6
Diana Irey Vaughan,,,,,,0,0,8,6
Peg Luksik,,,,,,,0,9,6
Total,17,12,3,12,10,7,0,10,6
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,7
,Paul Mango,Scott R Wagner,Laura Ellsworth,Kathy Coder,Jeff Bartos,Diana Irey Vaughan,Peg Luksik,2,7
Paul Mango,3,0,0,1,2,1,0,3,7
Scott R Wagner,,2,0,2,1,1,1,4,7
Laura Ellsworth,,,0,3,0,0,0,5,7
Kathy Coder,,,,0,0,0,0,6,7
Jeff Bartos,,,,,0,0,0,7,7
Diana Irey Vaughan,,,,,,0,0,8,7
Peg Luksik,,,,,,,0,9,7
Total,7,7,3,6,3,2,1,10,7
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,8
,Paul Mango,Scott R Wagner,Laura Ellsworth,Diana Irey Vaughan,Kathy Coder,Jeff Bartos,Peg Luksik,2,8
Paul Mango,3,0,0,4,1,5,1,3,8
Scott R Wagner,,3,0,2,4,2,0,4,8
Laura Ellsworth,,,2,2,4,0,1,5,8
Diana Irey Vaughan,,,,1,0,0,0,6,8
Kathy Coder,,,,,0,0,0,7,8
Jeff Bartos,,,,,,0,0,8,8
Peg Luksik,,,,,,,0,9,8
Total,14,11,9,9,9,7,2,10,8
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,9
,Scott R Wagner,Paul Mango,Laura Ellsworth,Diana Irey Vaughan,Jeff Bartos,Kathy Coder,Peg Luksik,2,9
Scott R Wagner,1,0,0,1,4,3,0,3,9
Paul Mango,,1,0,4,1,1,0,4,9
Laura Ellsworth,,,1,0,0,0,0,5,9
Diana Irey Vaughan,,,,0,0,0,0,6,9
Jeff Bartos,,,,,0,0,0,7,9
Kathy Coder,,,,,,0,0,8,9
Peg Luksik,,,,,,,0,9,9
Total,9,7,1,5,5,4,0,10,9
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,10
,Scott R Wagner,Paul Mango,Laura Ellsworth,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,10
Scott R Wagner,1,0,0,4,2,1,0,3,10
Paul Mango,,1,0,2,2,0,0,4,10
Laura Ellsworth,,,0,0,0,0,0,5,10
Kathy Coder,,,,0,0,0,0,6,10
Diana Irey Vaughan,,,,,0,0,0,7,10
Jeff Bartos,,,,,,0,0,8,10
Peg Luksik,,,,,,,0,9,10
Total,8,5,0,6,4,1,0,10,10
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,11
,Paul Mango,Scott R Wagner,Laura Ellsworth,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,11
Paul Mango,3,0,0,1,4,1,0,3,11
Scott R Wagner,,0,0,4,2,1,0,4,11
Laura Ellsworth,,,1,2,0,0,0,5,11
Kathy Coder,,,,0,0,0,0,6,11
Diana Irey Vaughan,,,,,0,0,0,7,11
Jeff Bartos,,,,,,0,0,8,11
Peg Luksik,,,,,,,0,9,11
Total,9,7,3,7,6,2,0,10,11
,Lieutenant Governor - Republican,,,,Governor - Republican,,,1,12
,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,Scott R Wagner,Laura Ellsworth,Paul Mango,2,12
Jeff Bartos,0,0,0,0,11,3,1,3,12
Kathy Coder,,1,0,0,2,3,2,4,12
Diana Irey Vaughan,,,0,0,0,0,2,5,12
Peg Luksik,,,,0,0,1,1,6,12
Scott R Wagner,,,,,0,0,0,7,12
Laura Ellsworth,,,,,,0,0,8,12
Paul Mango,,,,,,,1,9,12
Total,15,8,2,2,13,7,7,10,12
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,13
,Paul Mango,Laura Ellsworth,Scott R Wagner,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,13
Paul Mango,0,0,0,1,3,2,0,3,13
Laura Ellsworth,,1,0,3,0,0,0,4,13
Scott R Wagner,,,1,0,0,1,0,5,13
Kathy Coder,,,,0,0,0,0,6,13
Diana Irey Vaughan,,,,,0,0,0,7,13
Jeff Bartos,,,,,,0,0,8,13
Peg Luksik,,,,,,,0,9,13
Total,6,4,2,4,3,3,0,10,13
,Lieutenant Governor - Republican,,,,Governor - Republican,,,1,14
,Jeff Bartos,Diana Irey Vaughan,Kathy Coder,Peg Luksik,Paul Mango,Scott R Wagner,Laura Ellsworth,2,14
Jeff Bartos,0,0,0,0,3,4,2,3,14
Diana Irey Vaughan,,0,0,0,3,1,0,4,14
Kathy Coder,,,0,0,1,2,0,5,14
Peg Luksik,,,,0,0,0,0,6,14
Paul Mango,,,,,2,0,0,7,14
Scott R Wagner,,,,,,1,0,8,14
Laura Ellsworth,,,,,,,1,9,14
Total,9,4,3,0,9,8,3,10,14
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,15
,Paul Mango,Scott R Wagner,Laura Ellsworth,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,2,15
Paul Mango,3,0,0,2,3,3,1,3,15
Scott R Wagner,,1,0,4,3,0,1,4,15
Laura Ellsworth,,,0,1,0,0,0,5,15
Jeff Bartos,,,,1,0,0,0,6,15
Kathy Coder,,,,,0,0,0,7,15
Diana Irey Vaughan,,,,,,1,0,8,15
Peg Luksik,,,,,,,1,9,15
Total,12,9,1,8,6,4,3,10,15
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,16
,Laura Ellsworth,Scott R Wagner,Paul Mango,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Kathy Coder,2,16
Laura Ellsworth,1,0,0,2,0,2,0,3,16
Scott R Wagner,,1,0,0,2,0,0,4,16
Paul Mango,,,1,0,0,0,1,5,16
Diana Irey Vaughan,,,,0,0,0,0,6,16
Jeff Bartos,,,,,0,0,0,7,16
Peg Luksik,,,,,,0,0,8,16
Kathy Coder,,,,,,,0,9,16
Total,5,3,2,2,2,2,1,10,16
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,17
,Paul Mango,Scott R Wagner,Laura Ellsworth,Diana Irey Vaughan,Jeff Bartos,Kathy Coder,Peg Luksik,2,17
Paul Mango,4,0,0,1,2,1,0,3,17
Scott R Wagner,,0,0,2,0,1,0,4,17
Laura Ellsworth,,,0,0,0,0,0,5,17
Diana Irey Vaughan,,,,0,0,0,0,6,17
Jeff Bartos,,,,,0,0,0,7,17
Kathy Coder,,,,,,0,0,8,17
Peg Luksik,,,,,,,0,9,17
Total,8,3,0,3,2,2,0,10,17
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,18
,Paul Mango,Scott R Wagner,Laura Ellsworth,Diana Irey Vaughan,Kathy Coder,Jeff Bartos,Peg Luksik,2,18
Paul Mango,1,0,0,12,3,0,1,3,18
Scott R Wagner,,0,0,1,5,3,1,4,18
Laura Ellsworth,,,1,0,0,0,0,5,18
Diana Irey Vaughan,,,,0,0,0,0,6,18
Kathy Coder,,,,,0,0,0,7,18
Jeff Bartos,,,,,,0,0,8,18
Peg Luksik,,,,,,,0,9,18
Total,17,10,1,13,8,3,2,10,18
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,19
,Scott R Wagner,Paul Mango,Laura Ellsworth,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,2,19
Scott R Wagner,2,0,0,15,8,3,1,3,19
Paul Mango,,1,0,1,2,0,0,4,19
Laura Ellsworth,,,0,0,0,0,0,5,19
Jeff Bartos,,,,0,0,0,0,6,19
Kathy Coder,,,,,0,0,0,7,19
Diana Irey Vaughan,,,,,,0,0,8,19
Peg Luksik,,,,,,,0,9,19
Total,29,4,0,16,10,3,1,10,19
,Lieutenant Governor - Republican,,,,Governor - Republican,,,1,20
,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,Scott R Wagner,Paul Mango,Laura Ellsworth,2,20
Jeff Bartos,0,0,0,0,3,3,0,3,20
Kathy Coder,,0,0,0,2,1,1,4,20
Diana Irey Vaughan,,,0,0,0,0,0,5,20
Peg Luksik,,,,0,0,0,0,6,20
Scott R Wagner,,,,,1,0,0,7,20
Paul Mango,,,,,,0,0,8,20
Laura Ellsworth,,,,,,,0,9,20
Total,6,4,0,0,6,4,1,10,20
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,21
,Scott R Wagner,Paul Mango,Laura Ellsworth,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,21
Scott R Wagner,4,0,0,6,3,2,0,3,21
Paul Mango,,1,0,2,3,0,0,4,21
Laura Ellsworth,,,0,0,1,0,0,5,21
Kathy Coder,,,,0,0,0,0,6,21
Diana Irey Vaughan,,,,,0,0,0,7,21
Jeff Bartos,,,,,,0,0,8,21
Peg Luksik,,,,,,,0,9,21
Total,15,6,1,8,7,2,0,10,21
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,22
,Scott R Wagner,Laura Ellsworth,Paul Mango,Jeff Bartos,Diana Irey Vaughan,Kathy Coder,Peg Luksik,2,22
Scott R Wagner,4,0,0,2,1,1,0,3,22
Laura Ellsworth,,1,0,2,1,1,0,4,22
Paul Mango,,,0,1,1,0,0,5,22
Jeff Bartos,,,,0,0,0,0,6,22
Diana Irey Vaughan,,,,,1,0,0,7,22
Kathy Coder,,,,,,0,0,8,22
Peg Luksik,,,,,,,0,9,22
Total,8,5,2,5,4,2,0,10,22
,Governor - Republican,,,Lieutenant Governor - Republican,,,,1,23
,Paul Mango,Scott R Wagner,Laura Ellsworth,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,23
Paul Mango,2,0,0,3,5,5,2,3,23
Scott R Wagner,,0,0,3,1,2,1,4,23
Laura Ellsworth,,,2,3,1,0,0,5,23
Kathy Coder,,,,0,0,0,0,6,23
Diana Irey Vaughan,,,,,0,0,0,7,23
Jeff Bartos,,,,,,0,0,8,23
Peg Luksik,,,,,,,0,9,23
Total,17,7,6,9,7,7,3,10,23
