col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
John Brady,,,,,,,,,,,0,1,1,0,13,1
Nat Lownes,,,,,,,,,,,,0,1,0,14,1
Joe Khan,,,,,,,,,,,,,0,0,15,1
Jacque Whaumbush,,,,,,,,,,,,,,0,16,1
Total,66,55,52,52,50,49,41,40,10,4,3,3,2,0,17,1
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,2
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Liam G Boyle,Dewayne Drummond,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Nat Lownes,Joe Khan,Rebecca Poyourow,Jacque Whaumbush,John Brady,2,2
Bob Casey Jr,6,80,63,60,56,50,44,41,29,10,9,8,6,5,3,2
Kathryn S Huggins,,0,49,51,48,41,35,36,17,6,4,7,5,4,4,2
Ken Washington,,,2,50,50,37,36,32,20,7,6,5,2,2,5,2
Liam G Boyle,,,,0,51,38,38,34,19,6,5,4,2,2,6,2
Dewayne Drummond,,,,,1,37,35,33,17,7,5,1,3,2,7,2
Lisa Rhodes,,,,,,0,44,42,12,7,5,7,4,3,8,2
Monica Maria Djerassi,,,,,,,1,40,8,5,5,5,2,1,9,2
Linda Norris,,,,,,,,0,7,5,3,4,2,1,10,2
Kevin Bundy,,,,,,,,,0,5,6,4,0,3,11,2
Nat Lownes,,,,,,,,,,0,3,2,2,3,12,2
Joe Khan,,,,,,,,,,,0,1,1,2,13,2
Rebecca Poyourow,,,,,,,,,,,,0,2,1,14,2
Jacque Whaumbush,,,,,,,,,,,,,0,2,15,2
John Brady,,,,,,,,,,,,,,1,16,2
Total,114,81,68,61,60,53,48,44,30,11,10,8,6,6,17,2
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,3
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Liam G Boyle,Dewayne Drummond,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Jacque Whaumbush,Nat Lownes,Rebecca Poyourow,John Brady,Joe Khan,2,3
Bob Casey Jr,4,60,50,48,46,35,25,24,22,8,9,8,6,4,3,3
Kathryn S Huggins,,1,40,42,43,28,21,23,20,6,7,7,4,1,4,3
Ken Washington,,,0,41,40,27,19,18,15,8,6,6,3,2,5,3
Liam G Boyle,,,,2,40,27,18,18,16,5,6,5,4,1,6,3
Dewayne Drummond,,,,,3,28,19,19,18,7,6,6,5,2,7,3
Kevin Bundy,,,,,,5,13,10,8,6,9,6,5,3,8,3
Lisa Rhodes,,,,,,,0,21,18,5,4,3,3,3,9,3
Linda Norris,,,,,,,,0,16,6,3,2,2,0,10,3
Monica Maria Djerassi,,,,,,,,,0,1,3,2,3,1,11,3
Jacque Whaumbush,,,,,,,,,,0,1,3,2,2,12,3
Nat Lownes,,,,,,,,,,,0,6,1,1,13,3
Rebecca Poyourow,,,,,,,,,,,,0,1,1,14,3
John Brady,,,,,,,,,,,,,0,1,15,3
Joe Khan,,,,,,,,,,,,,,0,16,3
Total,81,62,51,50,49,41,27,25,22,9,9,8,6,4,17,3
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,4
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Kevin Bundy,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Nat Lownes,Joe Khan,John Brady,Rebecca Poyourow,Jacque Whaumbush,2,4
Bob Casey Jr,3,39,32,31,24,24,22,20,18,8,6,5,5,3,3,4
Kathryn S Huggins,,0,25,24,17,23,18,17,15,6,3,3,5,1,4,4
Ken Washington,,,0,22,17,22,15,12,14,3,2,3,2,1,5,4
Dewayne Drummond,,,,0,17,19,15,15,14,6,4,1,3,2,6,4
Kevin Bundy,,,,,0,12,12,11,10,7,3,3,3,3,7,4
Liam G Boyle,,,,,,0,12,10,11,3,2,2,2,2,8,4
Linda Norris,,,,,,,0,18,17,7,5,3,3,2,9,4
Monica Maria Djerassi,,,,,,,,0,15,6,4,2,4,2,10,4
Lisa Rhodes,,,,,,,,,0,3,2,1,2,2,11,4
Nat Lownes,,,,,,,,,,0,2,1,2,1,12,4
Joe Khan,,,,,,,,,,,0,2,1,1,13,4
John Brady,,,,,,,,,,,,0,0,0,14,4
Rebecca Poyourow,,,,,,,,,,,,,0,1,15,4
Jacque Whaumbush,,,,,,,,,,,,,,0,16,4
Total,55,39,32,31,25,24,22,21,20,8,6,5,5,3,17,4
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,5
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Kevin Bundy,Joe Khan,Rebecca Poyourow,John Brady,Jacque Whaumbush,Nat Lownes,2,5
Bob Casey Jr,3,43,36,35,32,26,25,20,10,6,5,4,3,3,3,5
Kathryn S Huggins,,0,31,31,29,23,21,18,6,5,4,3,2,2,4,5
Dewayne Drummond,,,0,30,30,22,22,18,8,5,2,3,1,2,5,5
Ken Washington,,,,0,30,20,19,16,6,4,3,2,1,1,6,5
Liam G Boyle,,,,,0,23,20,18,5,3,3,2,2,1,7,5
Linda Norris,,,,,,0,21,19,3,3,3,2,3,2,8,5
Monica Maria Djerassi,,,,,,,0,18,4,3,1,1,1,2,9,5
Lisa Rhodes,,,,,,,,0,0,2,1,0,1,0,10,5
Kevin Bundy,,,,,,,,,0,3,2,1,0,3,11,5
Joe Khan,,,,,,,,,,0,0,1,0,1,12,5
Rebecca Poyourow,,,,,,,,,,,0,1,2,1,13,5
John Brady,,,,,,,,,,,,0,2,0,14,5
Jacque Whaumbush,,,,,,,,,,,,,0,0,15,5
Nat Lownes,,,,,,,,,,,,,,0,16,5
Total,59,44,37,37,33,26,26,20,10,6,5,4,3,3,17,5
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,6
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Lisa Rhodes,Kevin Bundy,Monica Maria Djerassi,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,2,6
Bob Casey Jr,5,66,56,56,44,30,27,24,25,7,4,4,3,2,3,6
Kathryn S Huggins,,0,52,53,42,29,26,21,24,8,3,4,3,2,4,6
Ken Washington,,,0,49,41,26,23,18,21,4,4,3,2,1,5,6
Dewayne Drummond,,,,0,42,27,24,17,23,5,2,2,2,1,6,6
Liam G Boyle,,,,,0,17,17,11,16,2,0,0,1,0,7,6
Linda Norris,,,,,,0,26,9,23,3,4,4,2,2,8,6
Lisa Rhodes,,,,,,,0,5,19,3,2,2,1,0,9,6
Kevin Bundy,,,,,,,,1,7,5,4,4,3,3,10,6
Monica Maria Djerassi,,,,,,,,,0,2,4,4,1,3,11,6
John Brady,,,,,,,,,,0,1,2,1,1,12,6
Nat Lownes,,,,,,,,,,,0,2,1,2,13,6
Rebecca Poyourow,,,,,,,,,,,,0,0,2,14,6
Jacque Whaumbush,,,,,,,,,,,,,0,1,15,6
Joe Khan,,,,,,,,,,,,,,0,16,6
Total,82,68,57,56,44,31,27,26,26,9,5,5,3,3,17,6
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,7
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Nat Lownes,John Brady,Jacque Whaumbush,Joe Khan,Rebecca Poyourow,2,7
Bob Casey Jr,8,63,50,41,33,32,23,19,13,10,9,6,6,2,3,7
Kathryn S Huggins,,3,33,36,29,25,17,13,9,6,7,4,3,1,4,7
Ken Washington,,,1,35,32,25,20,16,8,6,9,3,2,2,5,7
Dewayne Drummond,,,,1,29,22,19,14,7,7,8,2,4,1,6,7
Liam G Boyle,,,,,1,18,14,10,4,2,4,0,1,0,7,7
Kevin Bundy,,,,,,1,10,10,8,8,6,3,4,2,8,7
Monica Maria Djerassi,,,,,,,0,15,6,7,6,2,3,0,9,7
Linda Norris,,,,,,,,0,10,7,3,3,4,0,10,7
Lisa Rhodes,,,,,,,,,0,4,2,1,4,1,11,7
Nat Lownes,,,,,,,,,,0,3,2,3,1,12,7
John Brady,,,,,,,,,,,0,2,0,1,13,7
Jacque Whaumbush,,,,,,,,,,,,0,1,0,14,7
Joe Khan,,,,,,,,,,,,,0,0,15,7
Rebecca Poyourow,,,,,,,,,,,,,,0,16,7
Total,93,66,53,42,35,34,24,20,14,11,10,6,6,2,17,7
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,8
,Bob Casey Jr,Ken Washington,Kathryn S Huggins,Dewayne Drummond,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Nat Lownes,Joe Khan,Rebecca Poyourow,John Brady,Jacque Whaumbush,2,8
Bob Casey Jr,4,48,44,37,25,27,24,20,21,14,8,9,6,5,3,8
Ken Washington,,1,32,34,25,28,24,21,19,15,9,5,5,2,4,8
Kathryn S Huggins,,,0,28,18,22,21,16,15,10,5,5,3,5,5,8
Dewayne Drummond,,,,0,20,27,15,15,17,7,5,4,4,2,6,8
Kevin Bundy,,,,,0,14,12,9,8,12,6,4,4,3,7,8
Liam G Boyle,,,,,,0,12,14,14,5,3,2,1,0,8,8
Monica Maria Djerassi,,,,,,,0,22,19,9,6,4,3,4,9,8
Linda Norris,,,,,,,,0,18,7,4,2,1,2,10,8
Lisa Rhodes,,,,,,,,,0,4,3,4,3,4,11,8
Nat Lownes,,,,,,,,,,0,6,5,3,3,12,8
Joe Khan,,,,,,,,,,,0,4,1,2,13,8
Rebecca Poyourow,,,,,,,,,,,,0,2,3,14,8
John Brady,,,,,,,,,,,,,0,1,15,8
Jacque Whaumbush,,,,,,,,,,,,,,0,16,8
Total,71,54,47,41,30,29,29,24,24,16,10,9,7,6,17,8
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,9
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Rebecca Poyourow,Kevin Bundy,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,2,9
Bob Casey Jr,18,76,55,54,50,50,48,40,37,32,24,22,20,18,3,9
Kathryn S Huggins,,2,45,43,41,43,44,34,32,26,18,16,18,13,4,9
Ken Washington,,,0,34,33,31,30,27,18,18,16,12,12,6,5,9
Dewayne Drummond,,,,0,26,33,27,30,23,22,16,14,10,7,6,9
Linda Norris,,,,,0,36,35,16,19,11,10,11,16,9,7,9
Monica Maria Djerassi,,,,,,0,34,22,26,17,12,10,17,10,8,9
Lisa Rhodes,,,,,,,0,22,20,12,9,11,15,7,9,9
Liam G Boyle,,,,,,,,0,14,17,13,8,5,8,10,9
Rebecca Poyourow,,,,,,,,,0,14,11,8,16,7,11,9
Kevin Bundy,,,,,,,,,,1,13,8,2,8,12,9
Nat Lownes,,,,,,,,,,,0,8,3,7,13,9
Joe Khan,,,,,,,,,,,,0,6,3,14,9
Jacque Whaumbush,,,,,,,,,,,,,0,2,15,9
John Brady,,,,,,,,,,,,,,0,16,9
Total,122,80,57,56,52,51,49,40,37,34,24,23,22,18,17,9
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,10
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,John Brady,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,2,10
Bob Casey Jr,12,67,48,46,38,37,33,29,24,23,14,14,13,3,3,10
Kathryn S Huggins,,0,43,41,36,34,31,27,20,23,14,14,11,3,4,10
Dewayne Drummond,,,1,35,33,30,20,18,18,14,7,11,9,2,5,10
Ken Washington,,,,1,31,29,22,17,14,13,10,7,8,1,6,10
Liam G Boyle,,,,,0,25,16,12,13,11,6,6,4,0,7,10
Kevin Bundy,,,,,,0,12,10,10,16,9,8,9,2,8,10
Linda Norris,,,,,,,0,27,17,12,10,8,5,2,9,10
Lisa Rhodes,,,,,,,,0,17,12,9,10,5,2,10,10
Monica Maria Djerassi,,,,,,,,,0,7,4,9,6,1,11,10
Nat Lownes,,,,,,,,,,0,7,8,5,2,12,10
John Brady,,,,,,,,,,,0,4,7,1,13,10
Rebecca Poyourow,,,,,,,,,,,,1,3,1,14,10
Joe Khan,,,,,,,,,,,,,0,1,15,10
Jacque Whaumbush,,,,,,,,,,,,,,0,16,10
Total,95,72,52,52,41,40,35,31,25,24,16,16,13,3,17,10
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,11
,Bob Casey Jr,Monica Maria Djerassi,Kathryn S Huggins,Linda Norris,Liam G Boyle,Lisa Rhodes,Ken Washington,Dewayne Drummond,Rebecca Poyourow,Joe Khan,Kevin Bundy,Jacque Whaumbush,Nat Lownes,John Brady,2,11
Bob Casey Jr,14,92,85,61,55,53,44,43,39,31,30,28,17,12,3,11
Monica Maria Djerassi,,2,62,54,42,44,33,32,36,25,19,21,12,9,4,11
Kathryn S Huggins,,,0,49,48,46,38,37,35,19,19,21,11,6,5,11
Linda Norris,,,,0,37,42,26,27,25,18,15,21,11,8,6,11
Liam G Boyle,,,,,0,27,38,36,20,11,16,13,6,10,7,11
Lisa Rhodes,,,,,,0,21,23,25,15,11,26,7,3,8,11
Ken Washington,,,,,,,0,35,11,8,15,5,6,3,9,11
Dewayne Drummond,,,,,,,,0,10,8,13,9,4,4,10,11
Rebecca Poyourow,,,,,,,,,0,12,11,20,4,5,11,11
Joe Khan,,,,,,,,,,0,10,12,7,5,12,11
Kevin Bundy,,,,,,,,,,,1,10,13,5,13,11
Jacque Whaumbush,,,,,,,,,,,,0,4,3,14,11
Nat Lownes,,,,,,,,,,,,,0,3,15,11
John Brady,,,,,,,,,,,,,,1,16,11
Total,138,95,86,62,56,54,44,43,40,31,31,30,17,14,17,11
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,12
,Bob Casey Jr,Linda Norris,Kathryn S Huggins,Monica Maria Djerassi,Lisa Rhodes,Rebecca Poyourow,Liam G Boyle,Kevin Bundy,John Brady,Dewayne Drummond,Joe Khan,Nat Lownes,Ken Washington,Jacque Whaumbush,2,12
Bob Casey Jr,19,57,53,52,45,44,39,28,26,26,26,24,23,19,3,12
Linda Norris,,1,40,42,38,36,28,21,14,18,15,18,16,14,4,12
Kathryn S Huggins,,,0,37,39,33,26,17,15,19,16,16,20,15,5,12
Monica Maria Djerassi,,,,0,35,36,23,18,15,18,12,17,14,12,6,12
Lisa Rhodes,,,,,0,32,17,14,11,22,14,11,13,16,7,12
Rebecca Poyourow,,,,,,0,18,14,12,13,14,11,11,12,8,12
Liam G Boyle,,,,,,,1,16,12,10,13,13,13,6,9,12
Kevin Bundy,,,,,,,,0,12,10,12,10,5,4,10,12
John Brady,,,,,,,,,0,6,9,5,7,6,11,12
Dewayne Drummond,,,,,,,,,,0,9,5,10,8,12,12
Joe Khan,,,,,,,,,,,0,9,7,7,13,12
Nat Lownes,,,,,,,,,,,,0,7,5,14,12
Ken Washington,,,,,,,,,,,,,0,6,15,12
Jacque Whaumbush,,,,,,,,,,,,,,0,16,12
Total,101,60,55,53,46,45,41,29,27,26,26,24,23,19,17,12
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,13
,Bob Casey Jr,Monica Maria Djerassi,Linda Norris,Kathryn S Huggins,Liam G Boyle,Rebecca Poyourow,Lisa Rhodes,Joe Khan,Nat Lownes,Dewayne Drummond,Ken Washington,Kevin Bundy,Jacque Whaumbush,John Brady,2,13
Bob Casey Jr,17,96,91,86,58,55,54,48,44,42,42,39,20,15,3,13
Monica Maria Djerassi,,0,74,66,40,41,47,29,35,30,32,26,15,6,4,13
Linda Norris,,,1,58,37,39,45,29,32,24,25,23,17,8,5,13
Kathryn S Huggins,,,,0,44,42,46,22,21,38,38,27,13,8,6,13
Liam G Boyle,,,,,0,21,24,19,11,27,33,19,8,7,7,13
Rebecca Poyourow,,,,,,0,34,26,14,16,10,20,15,7,8,13
Lisa Rhodes,,,,,,,1,13,11,21,20,14,12,3,9,13
Joe Khan,,,,,,,,0,17,11,11,14,10,7,10,13
Nat Lownes,,,,,,,,,0,9,12,15,7,6,11,13
Dewayne Drummond,,,,,,,,,,0,30,14,3,2,12,13
Ken Washington,,,,,,,,,,,0,12,2,5,13,13
Kevin Bundy,,,,,,,,,,,,0,6,8,14,13
Jacque Whaumbush,,,,,,,,,,,,,0,4,15,13
John Brady,,,,,,,,,,,,,,0,16,13
Total,159,100,93,87,59,56,55,51,44,43,43,40,20,15,17,13
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,14
,Bob Casey Jr,Kathryn S Huggins,Monica Maria Djerassi,Rebecca Poyourow,Linda Norris,Dewayne Drummond,Joe Khan,Lisa Rhodes,Ken Washington,Liam G Boyle,Kevin Bundy,Nat Lownes,John Brady,Jacque Whaumbush,2,14
Bob Casey Jr,11,60,53,51,44,40,39,36,34,34,23,20,15,14,3,14
Kathryn S Huggins,,1,44,39,36,34,26,32,29,26,17,12,13,10,4,14
Monica Maria Djerassi,,,0,38,33,29,25,28,20,21,14,11,11,11,5,14
Rebecca Poyourow,,,,0,27,24,27,24,19,20,10,10,10,14,6,14
Linda Norris,,,,,4,24,21,27,16,17,11,12,6,12,7,14
Dewayne Drummond,,,,,,0,17,20,26,20,12,5,8,6,8,14
Joe Khan,,,,,,,0,19,15,15,9,9,9,8,9,14
Lisa Rhodes,,,,,,,,0,15,14,6,9,3,7,10,14
Ken Washington,,,,,,,,,0,19,12,6,8,2,11,14
Liam G Boyle,,,,,,,,,,0,11,12,7,4,12,14
Kevin Bundy,,,,,,,,,,,0,11,5,2,13,14
Nat Lownes,,,,,,,,,,,,0,5,2,14,14
John Brady,,,,,,,,,,,,,0,1,15,14
Jacque Whaumbush,,,,,,,,,,,,,,0,16,14
Total,96,62,53,51,50,41,40,36,35,34,23,21,15,14,17,14
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,15
,Bob Casey Jr,Kathryn S Huggins,Rebecca Poyourow,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Ken Washington,Liam G Boyle,Kevin Bundy,Dewayne Drummond,Jacque Whaumbush,Joe Khan,Nat Lownes,John Brady,2,15
Bob Casey Jr,12,62,51,42,44,42,36,28,28,26,24,23,22,17,3,15
Kathryn S Huggins,,0,39,32,35,34,29,21,22,22,16,15,18,8,4,15
Rebecca Poyourow,,,0,33,37,33,23,22,14,20,17,18,15,12,5,15
Linda Norris,,,,1,28,31,17,14,12,10,13,12,14,10,6,15
Monica Maria Djerassi,,,,,0,28,18,17,13,15,14,13,11,10,7,15
Lisa Rhodes,,,,,,0,17,13,11,11,18,13,9,10,8,15
Ken Washington,,,,,,,0,19,19,18,9,11,12,11,9,15
Liam G Boyle,,,,,,,,0,13,15,8,6,11,7,10,15
Kevin Bundy,,,,,,,,,0,12,6,5,11,6,11,15
Dewayne Drummond,,,,,,,,,,0,5,8,10,3,12,15
Jacque Whaumbush,,,,,,,,,,,0,8,8,6,13,15
Joe Khan,,,,,,,,,,,,0,5,5,14,15
Nat Lownes,,,,,,,,,,,,,0,2,15,15
John Brady,,,,,,,,,,,,,,0,16,15
Total,96,62,52,46,45,43,37,30,28,26,24,23,23,19,17,15
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,16
,Bob Casey Jr,Kathryn S Huggins,Linda Norris,Monica Maria Djerassi,Liam G Boyle,Rebecca Poyourow,Lisa Rhodes,Joe Khan,Ken Washington,Dewayne Drummond,Nat Lownes,Kevin Bundy,Jacque Whaumbush,John Brady,2,16
Bob Casey Jr,9,77,77,66,57,52,51,45,44,43,38,29,23,14,3,16
Kathryn S Huggins,,1,49,53,44,40,42,30,39,37,25,21,18,10,4,16
Linda Norris,,,0,49,39,32,41,27,25,27,31,18,13,9,5,16
Monica Maria Djerassi,,,,0,35,38,37,30,22,25,28,20,17,6,6,16
Liam G Boyle,,,,,0,21,26,15,30,28,21,21,10,8,7,16
Rebecca Poyourow,,,,,,0,27,28,17,23,17,12,19,8,8,16
Lisa Rhodes,,,,,,,0,17,20,17,17,11,16,5,9,16
Joe Khan,,,,,,,,0,13,18,12,12,13,8,10,16
Ken Washington,,,,,,,,,0,27,17,15,8,7,11,16
Dewayne Drummond,,,,,,,,,,0,11,11,11,4,12,16
Nat Lownes,,,,,,,,,,,2,8,3,3,13,16
Kevin Bundy,,,,,,,,,,,,0,5,8,14,16
Jacque Whaumbush,,,,,,,,,,,,,0,4,15,16
John Brady,,,,,,,,,,,,,,0,16,16
Total,125,81,81,69,59,53,52,46,46,44,42,31,24,15,17,16
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,17
,Bob Casey Jr,Kathryn S Huggins,Monica Maria Djerassi,Linda Norris,Ken Washington,Dewayne Drummond,Lisa Rhodes,Kevin Bundy,Liam G Boyle,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,John Brady,Joe Khan,2,17
Bob Casey Jr,6,47,34,34,32,30,29,27,20,18,15,14,13,8,3,17
Kathryn S Huggins,,1,29,28,26,25,26,19,17,17,11,12,10,5,4,17
Monica Maria Djerassi,,,0,25,19,16,22,15,9,15,9,10,7,7,5,17
Linda Norris,,,,0,18,15,24,14,9,13,7,12,7,6,6,17
Ken Washington,,,,,0,22,18,13,15,9,9,9,5,5,7,17
Dewayne Drummond,,,,,,0,16,14,13,8,11,6,6,6,8,17
Lisa Rhodes,,,,,,,0,9,10,14,8,10,7,5,9,17
Kevin Bundy,,,,,,,,0,7,7,9,7,7,2,10,17
Liam G Boyle,,,,,,,,,0,8,5,4,2,2,11,17
Rebecca Poyourow,,,,,,,,,,1,9,6,4,3,12,17
Nat Lownes,,,,,,,,,,,0,2,5,2,13,17
Jacque Whaumbush,,,,,,,,,,,,0,0,2,14,17
John Brady,,,,,,,,,,,,,0,1,15,17
Joe Khan,,,,,,,,,,,,,,0,16,17
Total,72,50,36,35,32,31,31,27,21,21,15,14,13,9,17,17
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,18
,Bob Casey Jr,Kathryn S Huggins,Monica Maria Djerassi,Linda Norris,Rebecca Poyourow,Liam G Boyle,Lisa Rhodes,Joe Khan,Kevin Bundy,Ken Washington,Jacque Whaumbush,Dewayne Drummond,Nat Lownes,John Brady,2,18
Bob Casey Jr,40,77,74,54,51,47,45,35,36,35,29,29,26,19,3,18
Kathryn S Huggins,,0,60,42,42,41,41,23,25,28,20,26,14,17,4,18
Monica Maria Djerassi,,,0,48,41,34,39,25,22,21,23,20,16,15,5,18
Linda Norris,,,,0,31,23,27,11,17,13,21,12,15,7,6,18
Rebecca Poyourow,,,,,0,22,30,17,18,16,22,11,12,11,7,18
Liam G Boyle,,,,,,1,19,13,21,25,13,22,10,12,8,18
Lisa Rhodes,,,,,,,0,14,13,13,20,14,6,11,9,18
Joe Khan,,,,,,,,1,12,11,13,10,8,6,10,18
Kevin Bundy,,,,,,,,,0,16,10,10,13,9,11,18
Ken Washington,,,,,,,,,,1,9,20,11,8,12,18
Jacque Whaumbush,,,,,,,,,,,0,8,6,2,13,18
Dewayne Drummond,,,,,,,,,,,,0,4,7,14,18
Nat Lownes,,,,,,,,,,,,,1,7,15,18
John Brady,,,,,,,,,,,,,,0,16,18
Total,149,79,77,55,53,50,47,38,38,36,30,29,27,21,17,18
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,19
,Bob Casey Jr,Kathryn S Huggins,Dewayne Drummond,Monica Maria Djerassi,Ken Washington,Linda Norris,Liam G Boyle,Lisa Rhodes,Rebecca Poyourow,Kevin Bundy,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,2,19
Bob Casey Jr,5,40,36,34,30,29,29,23,17,14,11,9,6,6,3,19
Kathryn S Huggins,,0,29,27,25,24,25,17,15,11,8,6,4,4,4,19
Dewayne Drummond,,,0,22,26,21,23,17,9,12,9,5,6,3,5,19
Monica Maria Djerassi,,,,0,17,28,18,20,16,5,5,10,4,3,6,19
Ken Washington,,,,,0,17,23,12,5,9,7,5,3,3,7,19
Linda Norris,,,,,,0,15,22,11,7,7,9,4,3,8,19
Liam G Boyle,,,,,,,0,10,7,5,5,3,1,1,9,19
Lisa Rhodes,,,,,,,,0,8,6,4,6,4,2,10,19
