col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Richard Lombardo,,,,,,,,0,6,6,7,7,7,5,10,1
Meagan Ingerson,,,,,,,,,0,6,6,6,5,4,11,1
Erica Vanstone,,,,,,,,,,0,6,5,4,3,12,1
Catherine Bartch,,,,,,,,,,,0,6,7,5,13,1
Frank T Brzozowski,,,,,,,,,,,,0,7,4,14,1
Billy Cortes,,,,,,,,,,,,,0,4,15,1
Marnie Aument Loughrey,,,,,,,,,,,,,,0,16,1
Total,21,10,7,5,0,21,15,14,12,11,10,10,8,6,17,1
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,2
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Erica Vanstone,Billy Cortes,Marnie Aument Loughrey,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,2
Mona Getzes Cohen,0,20,19,18,15,14,15,9,6,15,3,7,4,1,3,2
James Harrity,,0,20,19,16,14,15,8,5,13,2,5,6,0,4,2
Meagan Ingerson,,,1,18,16,14,15,8,5,13,3,4,4,0,5,2
Richard Lombardo,,,,0,16,14,16,9,6,10,2,3,6,0,6,2
Frank T Brzozowski,,,,,0,11,12,5,5,11,3,2,4,0,7,2
Catherine Bartch,,,,,,0,13,8,5,10,1,2,4,0,8,2
Erica Vanstone,,,,,,,0,8,5,10,1,2,4,0,9,2
Billy Cortes,,,,,,,,0,1,6,0,1,3,0,10,2
Marnie Aument Loughrey,,,,,,,,,0,5,2,0,0,0,11,2
Mike Stack,,,,,,,,,,5,0,0,0,0,12,2
John Fetterman,,,,,,,,,,,5,0,0,0,13,2
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,2
Nina Ahmad,,,,,,,,,,,,,1,0,15,2
Ray Sosa,,,,,,,,,,,,,,0,16,2
Total,30,26,25,21,20,17,17,10,7,27,8,7,7,1,17,2
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,3
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,3
James Harrity,0,18,15,17,15,14,12,13,10,13,4,3,5,0,3,3
Mona Getzes Cohen,,1,16,17,15,13,11,12,8,6,6,4,7,0,4,3
Meagan Ingerson,,,1,15,16,14,8,11,6,9,4,3,6,0,5,3
Richard Lombardo,,,,0,17,14,13,13,8,9,5,2,6,1,6,3
Erica Vanstone,,,,,0,15,10,11,9,11,1,3,7,0,7,3
Catherine Bartch,,,,,,0,9,11,9,7,4,1,6,0,8,3
Billy Cortes,,,,,,,0,9,8,4,5,2,3,1,9,3
Frank T Brzozowski,,,,,,,,0,5,7,5,1,2,0,10,3
Marnie Aument Loughrey,,,,,,,,,0,4,2,1,4,0,11,3
Mike Stack,,,,,,,,,,7,0,0,0,0,12,3
John Fetterman,,,,,,,,,,,2,0,0,0,13,3
Kathi Cozzone,,,,,,,,,,,,3,0,0,14,3
Nina Ahmad,,,,,,,,,,,,,0,0,15,3
Ray Sosa,,,,,,,,,,,,,,0,16,3
Total,25,24,23,23,22,18,15,15,11,24,9,9,8,1,17,3
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,4
,Meagan Ingerson,Mona Getzes Cohen,James Harrity,Frank T Brzozowski,Erica Vanstone,Richard Lombardo,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,4
Meagan Ingerson,0,19,18,17,16,15,12,10,10,8,9,2,2,1,3,4
Mona Getzes Cohen,,0,16,15,14,14,11,8,8,9,8,3,1,1,4,4
James Harrity,,,0,15,14,14,10,9,8,9,9,1,0,1,5,4
Frank T Brzozowski,,,,0,13,15,10,8,8,6,9,2,1,0,6,4
Erica Vanstone,,,,,0,11,8,7,8,7,7,1,1,0,7,4
Richard Lombardo,,,,,,0,8,7,6,7,8,1,0,0,8,4
Catherine Bartch,,,,,,,0,6,7,4,6,2,0,0,9,4
Billy Cortes,,,,,,,,0,5,4,4,2,0,1,10,4
Marnie Aument Loughrey,,,,,,,,,0,1,6,2,0,0,11,4
Mike Stack,,,,,,,,,,2,0,0,0,0,12,4
John Fetterman,,,,,,,,,,,3,0,0,0,13,4
Nina Ahmad,,,,,,,,,,,,1,0,0,14,4
Kathi Cozzone,,,,,,,,,,,,,1,0,15,4
Ray Sosa,,,,,,,,,,,,,,0,16,4
Total,23,23,21,19,17,17,12,11,10,16,14,5,4,2,17,4
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,5
,Mona Getzes Cohen,Meagan Ingerson,James Harrity,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,5
Mona Getzes Cohen,0,15,14,11,13,9,10,7,7,9,8,5,2,0,3,5
Meagan Ingerson,,0,15,12,12,9,11,8,7,6,9,3,5,0,4,5
James Harrity,,,0,11,12,11,10,9,6,8,6,4,3,0,5,5
Catherine Bartch,,,,0,14,11,13,9,9,8,4,2,3,0,6,5
Erica Vanstone,,,,,0,11,13,10,8,7,4,3,2,0,7,5
Frank T Brzozowski,,,,,,0,11,8,5,10,1,2,2,0,8,5
Richard Lombardo,,,,,,,0,9,6,8,3,3,1,0,9,5
Billy Cortes,,,,,,,,0,6,7,2,1,1,0,10,5
Marnie Aument Loughrey,,,,,,,,,0,4,4,0,1,0,11,5
Mike Stack,,,,,,,,,,5,0,0,0,0,12,5
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,5
John Fetterman,,,,,,,,,,,,3,0,0,14,5
Nina Ahmad,,,,,,,,,,,,,0,0,15,5
Ray Sosa,,,,,,,,,,,,,,0,16,5
Total,24,23,21,17,16,15,15,11,9,21,11,9,5,0,17,5
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,6
,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Erica Vanstone,Richard Lombardo,Billy Cortes,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,6
James Harrity,0,18,17,16,15,13,13,9,8,11,4,5,2,1,3,6
Meagan Ingerson,,0,17,15,15,13,13,10,7,11,4,4,3,1,4,6
Mona Getzes Cohen,,,0,13,13,12,12,7,6,10,4,3,2,1,5,6
Erica Vanstone,,,,0,15,13,13,10,6,7,4,4,1,1,6,6
Richard Lombardo,,,,,0,13,13,11,5,9,3,3,1,1,7,6
Billy Cortes,,,,,,0,12,8,4,8,2,3,1,1,8,6
Catherine Bartch,,,,,,,0,7,5,8,4,3,0,0,9,6
Frank T Brzozowski,,,,,,,,1,3,5,1,3,1,1,10,6
Marnie Aument Loughrey,,,,,,,,,0,3,2,3,0,0,11,6
Mike Stack,,,,,,,,,,2,0,0,0,0,12,6
Nina Ahmad,,,,,,,,,,,3,0,0,0,13,6
John Fetterman,,,,,,,,,,,,2,0,0,14,6
Kathi Cozzone,,,,,,,,,,,,,1,0,15,6
Ray Sosa,,,,,,,,,,,,,,0,16,6
Total,24,24,21,17,17,15,15,12,8,18,8,7,4,1,17,6
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,7
,Mona Getzes Cohen,Meagan Ingerson,James Harrity,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,7
Mona Getzes Cohen,1,21,19,18,14,12,11,8,13,13,3,11,7,0,3,7
Meagan Ingerson,,1,22,20,16,13,14,11,12,12,5,8,5,1,4,7
James Harrity,,,0,19,16,12,15,10,11,11,6,6,4,1,5,7
Erica Vanstone,,,,0,17,14,15,12,14,7,4,4,6,0,6,7
Richard Lombardo,,,,,0,13,13,10,10,10,3,3,4,1,7,7
Catherine Bartch,,,,,,0,9,8,9,5,3,4,5,0,8,7
Frank T Brzozowski,,,,,,,0,6,7,7,4,2,3,0,9,7
Marnie Aument Loughrey,,,,,,,,0,8,5,3,2,4,0,10,7
Billy Cortes,,,,,,,,,0,4,0,3,6,0,11,7
Mike Stack,,,,,,,,,,6,0,0,0,0,12,7
John Fetterman,,,,,,,,,,,4,0,0,0,13,7
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,7
Nina Ahmad,,,,,,,,,,,,,1,0,15,7
Ray Sosa,,,,,,,,,,,,,,0,16,7
Total,36,33,29,22,22,17,16,15,14,29,13,13,9,1,17,7
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,8
,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,Meagan Ingerson,James Harrity,Frank T Brzozowski,Erica Vanstone,Mona Getzes Cohen,Richard Lombardo,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,2,8
Mike Stack,15,0,0,0,0,15,11,7,6,6,7,5,4,6,3,8
John Fetterman,,3,0,0,0,3,4,3,1,2,1,2,1,2,4,8
Nina Ahmad,,,0,0,0,5,5,5,8,4,4,5,3,3,5,8
Kathi Cozzone,,,,0,0,4,4,3,3,5,3,2,3,0,6,8
Ray Sosa,,,,,1,1,1,1,1,0,1,1,1,0,7,8
Meagan Ingerson,,,,,,0,17,16,16,10,13,13,10,10,8,8
James Harrity,,,,,,,0,16,15,9,13,13,12,10,9,8
Frank T Brzozowski,,,,,,,,1,14,9,13,13,10,8,10,8
Erica Vanstone,,,,,,,,,0,7,13,13,10,7,11,8
Mona Getzes Cohen,,,,,,,,,,0,7,8,4,5,12,8
Richard Lombardo,,,,,,,,,,,0,11,7,6,13,8
Catherine Bartch,,,,,,,,,,,,0,8,6,14,8
Billy Cortes,,,,,,,,,,,,,0,4,15,8
Marnie Aument Loughrey,,,,,,,,,,,,,,0,16,8
Total,38,10,9,8,2,28,25,20,19,17,16,15,12,11,17,8
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,9
,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Frank T Brzozowski,Catherine Bartch,Erica Vanstone,Richard Lombardo,Billy Cortes,Marnie Aument Loughrey,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,9
James Harrity,0,11,10,7,4,6,6,7,5,10,2,2,2,1,3,9
Meagan Ingerson,,0,13,7,6,6,6,5,5,6,2,4,3,1,4,9
Mona Getzes Cohen,,,1,6,5,6,6,5,5,6,2,2,3,1,5,9
Frank T Brzozowski,,,,0,5,6,6,6,6,5,0,1,2,1,6,9
Catherine Bartch,,,,,0,5,5,4,5,2,1,2,3,0,7,9
Erica Vanstone,,,,,,0,7,5,4,4,0,1,2,1,8,9
Richard Lombardo,,,,,,,0,5,4,5,0,1,2,0,9,9
Billy Cortes,,,,,,,,0,5,4,0,0,2,1,10,9
Marnie Aument Loughrey,,,,,,,,,0,3,1,0,2,1,11,9
Mike Stack,,,,,,,,,,4,0,0,0,0,12,9
John Fetterman,,,,,,,,,,,2,0,0,0,13,9
Kathi Cozzone,,,,,,,,,,,,1,0,0,14,9
Nina Ahmad,,,,,,,,,,,,,1,0,15,9
Ray Sosa,,,,,,,,,,,,,,0,16,9
Total,17,16,15,9,8,8,8,7,7,16,5,5,4,1,17,9
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,10
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Billy Cortes,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,10
James Harrity,1,15,14,13,11,12,10,9,9,14,6,4,2,1,3,10
Mona Getzes Cohen,,0,16,10,9,8,6,6,5,12,6,1,2,1,4,10
Meagan Ingerson,,,0,9,8,7,6,6,4,10,4,2,2,1,5,10
Erica Vanstone,,,,0,13,13,11,11,10,10,3,3,1,0,6,10
Richard Lombardo,,,,,0,12,10,11,9,10,4,2,0,0,7,10
Billy Cortes,,,,,,0,11,11,10,9,2,3,1,0,8,10
Catherine Bartch,,,,,,,0,9,10,9,1,3,1,0,9,10
Frank T Brzozowski,,,,,,,,0,8,7,3,2,1,0,10,10
Marnie Aument Loughrey,,,,,,,,,0,7,1,2,1,0,11,10
Mike Stack,,,,,,,,,,2,0,0,0,0,12,10
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,10
John Fetterman,,,,,,,,,,,,1,0,0,14,10
Nina Ahmad,,,,,,,,,,,,,0,0,15,10
Ray Sosa,,,,,,,,,,,,,,0,16,10
Total,28,22,19,17,16,15,14,13,11,24,9,7,3,1,17,10
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,11
,Meagan Ingerson,Mona Getzes Cohen,James Harrity,Richard Lombardo,Erica Vanstone,Frank T Brzozowski,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,11
Meagan Ingerson,1,21,20,18,17,16,13,12,8,10,9,4,3,0,3,11
Mona Getzes Cohen,,0,19,18,16,16,14,11,8,10,10,4,2,0,4,11
James Harrity,,,0,18,16,17,12,10,8,13,7,3,2,0,5,11
Richard Lombardo,,,,0,16,16,14,11,8,11,7,3,2,0,6,11
Erica Vanstone,,,,,0,15,12,10,8,8,8,2,3,0,7,11
Frank T Brzozowski,,,,,,0,11,9,8,8,5,3,3,0,8,11
Catherine Bartch,,,,,,,0,9,6,7,6,3,1,0,9,11
Marnie Aument Loughrey,,,,,,,,0,6,4,7,3,1,0,10,11
Billy Cortes,,,,,,,,,0,3,4,2,2,0,11,11
Mike Stack,,,,,,,,,,6,0,0,0,0,12,11
John Fetterman,,,,,,,,,,,5,0,0,0,13,11
Kathi Cozzone,,,,,,,,,,,,1,0,0,14,11
Nina Ahmad,,,,,,,,,,,,,0,0,15,11
Ray Sosa,,,,,,,,,,,,,,0,16,11
Total,28,27,26,23,21,19,17,15,11,22,16,8,7,0,17,11
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,12
,Mona Getzes Cohen,Meagan Ingerson,Catherine Bartch,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,James Harrity,Marnie Aument Loughrey,Billy Cortes,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,12
Mona Getzes Cohen,1,15,13,13,9,7,6,12,7,8,4,5,3,0,3,12
Meagan Ingerson,,0,13,14,10,5,7,13,6,8,3,5,3,0,4,12
Catherine Bartch,,,0,14,12,7,9,12,8,9,4,4,1,0,5,12
Erica Vanstone,,,,0,12,8,8,13,7,9,2,5,2,0,6,12
Richard Lombardo,,,,,0,10,9,9,8,8,5,4,0,0,7,12
Frank T Brzozowski,,,,,,0,8,7,5,5,6,2,1,0,8,12
James Harrity,,,,,,,0,6,6,9,4,0,2,0,9,12
Marnie Aument Loughrey,,,,,,,,0,6,5,3,5,2,0,10,12
Billy Cortes,,,,,,,,,0,4,3,1,1,0,11,12
Mike Stack,,,,,,,,,,5,0,0,0,0,12,12
John Fetterman,,,,,,,,,,,3,0,0,0,13,12
Nina Ahmad,,,,,,,,,,,,0,0,0,14,12
Kathi Cozzone,,,,,,,,,,,,,1,0,15,12
Ray Sosa,,,,,,,,,,,,,,0,16,12
Total,22,19,18,18,17,15,15,15,9,21,11,7,5,0,17,12
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,13
,James Harrity,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Richard Lombardo,Marnie Aument Loughrey,Mona Getzes Cohen,Billy Cortes,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,13
James Harrity,0,10,11,11,10,8,8,6,8,12,3,3,4,0,3,13
Meagan Ingerson,,0,9,8,6,5,6,6,4,6,3,3,3,0,4,13
Erica Vanstone,,,0,11,8,7,8,6,7,7,2,1,3,0,5,13
Catherine Bartch,,,,0,7,6,8,5,6,6,2,1,3,0,6,13
Frank T Brzozowski,,,,,0,6,6,3,6,6,2,0,3,0,7,13
Richard Lombardo,,,,,,0,4,3,5,8,1,1,1,0,8,13
Marnie Aument Loughrey,,,,,,,0,5,4,4,3,1,2,0,9,13
Mona Getzes Cohen,,,,,,,,0,3,4,3,1,1,0,10,13
Billy Cortes,,,,,,,,,0,5,0,1,2,0,11,13
Mike Stack,,,,,,,,,,3,0,0,0,0,12,13
John Fetterman,,,,,,,,,,,2,0,0,0,13,13
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,13
Nina Ahmad,,,,,,,,,,,,,0,0,15,13
Ray Sosa,,,,,,,,,,,,,,0,16,13
Total,22,15,13,12,11,11,10,9,8,21,8,6,4,0,17,13
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,James Harrity,Catherine Bartch,Frank T Brzozowski,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Mona Getzes Cohen,Billy Cortes,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,14
James Harrity,0,15,15,11,13,14,11,9,9,13,4,2,2,0,3,14
Catherine Bartch,,0,16,11,16,15,14,9,10,11,2,3,3,0,4,14
Frank T Brzozowski,,,0,9,13,13,11,7,9,12,3,2,1,0,5,14
Meagan Ingerson,,,,1,8,7,6,11,2,7,1,5,3,0,6,14
Erica Vanstone,,,,,0,13,13,7,10,11,1,2,3,0,7,14
Richard Lombardo,,,,,,0,11,5,9,10,3,3,1,0,8,14
Marnie Aument Loughrey,,,,,,,0,5,10,8,1,2,3,0,9,14
Mona Getzes Cohen,,,,,,,,1,3,5,0,3,4,0,10,14
Billy Cortes,,,,,,,,,0,7,2,1,2,0,11,14
Mike Stack,,,,,,,,,,4,0,0,0,0,12,14
John Fetterman,,,,,,,,,,,4,0,0,0,13,14
Nina Ahmad,,,,,,,,,,,,1,0,0,14,14
Kathi Cozzone,,,,,,,,,,,,,1,0,15,14
Ray Sosa,,,,,,,,,,,,,,0,16,14
Total,22,19,18,18,17,17,14,14,12,22,8,7,5,0,17,14
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Erica Vanstone,James Harrity,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Meagan Ingerson,Billy Cortes,Mona Getzes Cohen,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,Nina Ahmad,2,15
Erica Vanstone,0,11,13,12,12,12,9,10,6,9,6,2,0,0,3,15
James Harrity,,0,11,11,9,8,7,9,6,9,7,0,0,0,4,15
Catherine Bartch,,,0,11,10,10,6,9,5,6,6,1,0,0,5,15
Richard Lombardo,,,,0,10,10,5,10,5,7,5,1,0,0,6,15
Frank T Brzozowski,,,,,0,9,4,9,4,7,4,1,0,0,7,15
Marnie Aument Loughrey,,,,,,0,4,9,3,7,4,1,0,0,8,15
Meagan Ingerson,,,,,,,0,3,7,7,4,1,0,0,9,15
Billy Cortes,,,,,,,,0,3,6,4,1,0,0,10,15
Mona Getzes Cohen,,,,,,,,,0,5,3,1,1,0,11,15
Mike Stack,,,,,,,,,,0,0,0,0,0,12,15
John Fetterman,,,,,,,,,,,0,0,0,0,13,15
Kathi Cozzone,,,,,,,,,,,,0,0,0,14,15
Ray Sosa,,,,,,,,,,,,,0,0,15,15
Nina Ahmad,,,,,,,,,,,,,,0,16,15
Total,17,16,13,13,12,12,12,11,10,14,7,3,1,0,17,15
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,16
,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,James Harrity,Meagan Ingerson,Frank T Brzozowski,Mona Getzes Cohen,Erica Vanstone,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,2,16
Mike Stack,6,0,0,0,0,13,11,14,11,12,12,10,9,6,3,16
John Fetterman,,2,0,0,0,2,2,2,2,2,2,1,1,1,4,16
Nina Ahmad,,,2,0,0,2,3,1,1,1,1,1,1,1,5,16
Kathi Cozzone,,,,0,0,3,4,0,3,0,0,0,0,0,6,16
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7,16
James Harrity,,,,,,0,14,16,14,16,15,9,9,8,8,16
Meagan Ingerson,,,,,,,0,10,13,9,10,5,5,4,9,16
Frank T Brzozowski,,,,,,,,0,13,14,15,9,9,8,10,16
Mona Getzes Cohen,,,,,,,,,0,10,11,7,6,5,11,16
Erica Vanstone,,,,,,,,,,0,14,8,9,7,12,16
Richard Lombardo,,,,,,,,,,,0,8,9,7,13,16
Catherine Bartch,,,,,,,,,,,,0,7,5,14,16
Marnie Aument Loughrey,,,,,,,,,,,,,0,4,15,16
Billy Cortes,,,,,,,,,,,,,,0,16,16
Total,25,5,5,4,0,22,20,19,17,16,16,12,11,8,17,16
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,17
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,James Harrity,Richard Lombardo,Catherine Bartch,Erica Vanstone,Meagan Ingerson,Mona Getzes Cohen,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,2,17
Mike Stack,6,0,0,0,0,18,16,12,12,10,10,11,11,10,3,17
Kathi Cozzone,,1,0,0,0,4,1,2,2,3,4,0,2,2,4,17
John Fetterman,,,3,0,0,3,3,3,3,2,3,2,1,1,5,17
Nina Ahmad,,,,0,0,2,1,2,2,3,2,3,2,0,6,17
Ray Sosa,,,,,0,0,0,1,1,1,0,0,0,0,7,17
James Harrity,,,,,,0,15,15,15,13,15,13,12,9,8,17
Richard Lombardo,,,,,,,0,17,16,10,11,13,13,12,9,17
Catherine Bartch,,,,,,,,0,17,12,11,13,14,11,10,17
Erica Vanstone,,,,,,,,,0,11,11,13,14,11,11,17
Meagan Ingerson,,,,,,,,,,0,14,6,8,5,12,17
Mona Getzes Cohen,,,,,,,,,,,0,9,8,7,13,17
Frank T Brzozowski,,,,,,,,,,,,0,11,7,14,17
Marnie Aument Loughrey,,,,,,,,,,,,,0,10,15,17
Billy Cortes,,,,,,,,,,,,,,0,16,17
Total,31,7,6,3,1,27,21,20,20,19,19,16,16,13,17,17
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,18
,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Frank T Brzozowski,Richard Lombardo,Erica Vanstone,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,2,18
Mike Stack,4,0,0,0,0,16,10,10,11,10,9,10,9,10,3,18
John Fetterman,,4,0,0,0,1,3,1,1,1,1,0,1,0,4,18
Nina Ahmad,,,1,0,0,2,3,3,2,3,2,3,2,2,5,18
Kathi Cozzone,,,,1,0,2,2,1,1,1,1,1,0,1,6,18
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7,18
James Harrity,,,,,,0,14,12,13,13,12,10,11,10,8,18
Meagan Ingerson,,,,,,,0,14,11,11,10,8,7,7,9,18
Mona Getzes Cohen,,,,,,,,0,8,9,8,5,6,6,10,18
Frank T Brzozowski,,,,,,,,,0,13,12,10,10,10,11,18
Richard Lombardo,,,,,,,,,,0,13,11,10,10,12,18
Erica Vanstone,,,,,,,,,,,0,10,10,10,13,18
Catherine Bartch,,,,,,,,,,,,0,9,11,14,18
Billy Cortes,,,,,,,,,,,,,0,9,15,18
Marnie Aument Loughrey,,,,,,,,,,,,,,0,16,18
Total,25,7,5,3,0,22,20,17,16,16,15,14,13,13,17,18
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,1,19
,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,Mona Getzes Cohen,Erica Vanstone,James Harrity,Meagan Ingerson,Catherine Bartch,Frank T Brzozowski,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,2,19
Mike Stack,4,0,0,0,0,11,10,9,9,8,8,8,8,8,3,19
John Fetterman,,4,0,0,0,3,4,4,2,4,3,3,2,1,4,19
Kathi Cozzone,,,0,0,0,2,1,2,4,2,2,1,1,1,5,19
Nina Ahmad,,,,1,0,2,2,2,2,1,1,2,1,1,6,19
Ray Sosa,,,,,1,0,0,0,0,0,0,0,0,0,7,19
