col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Total,1,0,0,0,0,0,9,12
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,14
,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Pearl Kim,Paul D Addis,2,14
Theresa A Dintino,1,1,1,1,1,0,3,14
Christopher M Vogler,,0,1,1,1,0,4,14
Maria Digiorgio Mccolgan,,,0,1,1,0,5,14
Michael A Cibik,,,,0,1,0,6,14
Pearl Kim,,,,,0,0,7,14
Paul D Addis,,,,,,0,8,14
Total,2,1,1,1,1,0,9,14
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,15
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Pearl Kim,Paul D Addis,2,15
Christopher M Vogler,0,1,1,1,1,0,3,15
Maria Digiorgio Mccolgan,,0,1,1,1,0,4,15
Michael A Cibik,,,0,1,1,0,5,15
Theresa A Dintino,,,,0,1,0,6,15
Pearl Kim,,,,,0,0,7,15
Paul D Addis,,,,,,0,8,15
Total,1,1,1,1,1,0,9,15
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,16
,Pearl Kim,Paul D Addis,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,2,16
Pearl Kim,1,0,1,0,0,0,3,16
Paul D Addis,,0,0,0,0,0,4,16
Maria Digiorgio Mccolgan,,,0,0,0,0,5,16
Christopher M Vogler,,,,0,0,0,6,16
Michael A Cibik,,,,,0,0,7,16
Theresa A Dintino,,,,,,0,8,16
Total,2,0,1,0,0,0,9,16
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,17
,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,Pearl Kim,Paul D Addis,2,17
Michael A Cibik,0,2,1,1,2,0,3,17
Theresa A Dintino,,0,1,1,2,0,4,17
Christopher M Vogler,,,0,1,1,0,5,17
Maria Digiorgio Mccolgan,,,,0,1,0,6,17
Pearl Kim,,,,,0,0,7,17
Paul D Addis,,,,,,0,8,17
Total,2,2,1,1,2,0,9,17
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,19
,Pearl Kim,Paul D Addis,Maria Digiorgio Mccolgan,Michael A Cibik,Christopher M Vogler,Theresa A Dintino,2,19
Pearl Kim,0,0,1,1,0,0,3,19
Paul D Addis,,0,0,0,0,0,4,19
Maria Digiorgio Mccolgan,,,0,0,0,0,5,19
Michael A Cibik,,,,0,0,0,6,19
Christopher M Vogler,,,,,0,0,7,19
Theresa A Dintino,,,,,,0,8,19
Total,2,0,1,1,0,0,9,19
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,20
,Pearl Kim,Paul D Addis,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,2,20
Pearl Kim,1,0,3,3,2,2,3,20
Paul D Addis,,0,0,0,0,0,4,20
Michael A Cibik,,,0,2,2,2,5,20
Theresa A Dintino,,,,0,2,2,6,20
Christopher M Vogler,,,,,0,2,7,20
Maria Digiorgio Mccolgan,,,,,,0,8,20
Total,5,0,3,3,2,2,9,20
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,21
,Pearl Kim,Paul D Addis,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Theresa A Dintino,2,21
Pearl Kim,1,0,1,1,0,0,3,21
Paul D Addis,,0,0,0,0,0,4,21
Christopher M Vogler,,,0,1,0,0,5,21
Michael A Cibik,,,,0,0,0,6,21
Maria Digiorgio Mccolgan,,,,,0,0,7,21
Theresa A Dintino,,,,,,0,8,21
Total,2,0,1,1,0,0,9,21
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,22
,Pearl Kim,Paul D Addis,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,2,22
Pearl Kim,0,0,1,1,1,0,3,22
Paul D Addis,,0,0,0,0,0,4,22
Maria Digiorgio Mccolgan,,,0,0,0,0,5,22
Michael A Cibik,,,,0,1,0,6,22
Theresa A Dintino,,,,,0,0,7,22
Christopher M Vogler,,,,,,0,8,22
Total,2,0,1,1,1,0,9,22
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,24
,Pearl Kim,Paul D Addis,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,2,24
Pearl Kim,0,0,3,3,3,2,3,24
Paul D Addis,,0,0,0,0,0,4,24
Maria Digiorgio Mccolgan,,,0,2,3,2,5,24
Michael A Cibik,,,,0,2,2,6,24
Theresa A Dintino,,,,,0,2,7,24
Christopher M Vogler,,,,,,0,8,24
Total,4,0,3,3,3,2,9,24
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,25
,Pearl Kim,Paul D Addis,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,2,25
Pearl Kim,1,0,4,3,2,2,3,25
Paul D Addis,,0,0,0,0,0,4,25
Maria Digiorgio Mccolgan,,,0,2,1,2,5,25
Christopher M Vogler,,,,0,2,2,6,25
Michael A Cibik,,,,,0,1,7,25
Theresa A Dintino,,,,,,0,8,25
Total,6,0,4,3,2,2,9,25
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,28
,Pearl Kim,Paul D Addis,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,2,28
Pearl Kim,0,0,7,6,5,4,3,28
Paul D Addis,,0,0,0,0,0,4,28
Maria Digiorgio Mccolgan,,,0,5,4,4,5,28
Michael A Cibik,,,,0,4,4,6,28
Theresa A Dintino,,,,,0,4,7,28
Christopher M Vogler,,,,,,0,8,28
Total,9,0,7,6,5,4,9,28
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,32
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Pearl Kim,Paul D Addis,2,32
Maria Digiorgio Mccolgan,0,1,1,1,2,0,3,32
Christopher M Vogler,,0,1,1,1,0,4,32
Michael A Cibik,,,0,1,1,0,5,32
Theresa A Dintino,,,,0,1,0,6,32
Pearl Kim,,,,,0,0,7,32
Paul D Addis,,,,,,0,8,32
Total,2,1,1,1,2,0,9,32
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,33
,Pearl Kim,Paul D Addis,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,33
Pearl Kim,1,0,1,0,0,0,3,33
Paul D Addis,,0,0,0,0,0,4,33
Christopher M Vogler,,,0,0,0,0,5,33
Maria Digiorgio Mccolgan,,,,0,0,0,6,33
Michael A Cibik,,,,,0,0,7,33
Theresa A Dintino,,,,,,0,8,33
Total,2,0,1,0,0,0,9,33
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,35
,Pearl Kim,Paul D Addis,Theresa A Dintino,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,2,35
Pearl Kim,0,0,2,1,1,0,3,35
Paul D Addis,,0,0,0,0,0,4,35
Theresa A Dintino,,,0,0,0,0,5,35
Christopher M Vogler,,,,0,1,0,6,35
Maria Digiorgio Mccolgan,,,,,0,0,7,35
Michael A Cibik,,,,,,0,8,35
Total,3,0,2,1,1,0,9,35
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,36
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Pearl Kim,Paul D Addis,2,36
Maria Digiorgio Mccolgan,0,1,1,1,2,0,3,36
Christopher M Vogler,,0,1,1,1,0,4,36
Michael A Cibik,,,0,1,1,0,5,36
Theresa A Dintino,,,,0,1,0,6,36
Pearl Kim,,,,,0,0,7,36
Paul D Addis,,,,,,0,8,36
Total,2,1,1,1,2,0,9,36
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,37
,Pearl Kim,Paul D Addis,Christopher M Vogler,Maria Digiorgio Mccolgan,Theresa A Dintino,Michael A Cibik,2,37
Pearl Kim,0,0,4,2,3,2,3,37
Paul D Addis,,0,0,0,0,0,4,37
Christopher M Vogler,,,0,2,2,2,5,37
Maria Digiorgio Mccolgan,,,,1,2,2,6,37
Theresa A Dintino,,,,,0,2,7,37
Michael A Cibik,,,,,,0,8,37
Total,5,0,4,3,3,2,9,37
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,38
,Maria Digiorgio Mccolgan,Christopher M Vogler,Michael A Cibik,Theresa A Dintino,Pearl Kim,Paul D Addis,2,38
Maria Digiorgio Mccolgan,0,2,2,2,3,0,3,38
Christopher M Vogler,,0,2,2,2,0,4,38
Michael A Cibik,,,0,2,2,0,5,38
Theresa A Dintino,,,,0,2,0,6,38
Pearl Kim,,,,,0,0,7,38
Paul D Addis,,,,,,0,8,38
Total,3,2,2,2,3,0,9,38
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,40
,Theresa A Dintino,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Pearl Kim,Paul D Addis,2,40
Theresa A Dintino,1,2,2,1,4,0,3,40
Christopher M Vogler,,0,2,1,2,0,4,40
Michael A Cibik,,,0,1,2,0,5,40
Maria Digiorgio Mccolgan,,,,0,1,0,6,40
Pearl Kim,,,,,0,0,7,40
Paul D Addis,,,,,,0,8,40
Total,5,2,2,1,4,0,9,40
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,41
,Christopher M Vogler,Michael A Cibik,Maria Digiorgio Mccolgan,Theresa A Dintino,Pearl Kim,Paul D Addis,2,41
Christopher M Vogler,0,1,0,0,1,0,3,41
Michael A Cibik,,0,0,0,1,0,4,41
Maria Digiorgio Mccolgan,,,0,0,0,0,5,41
Theresa A Dintino,,,,0,0,0,6,41
Pearl Kim,,,,,0,0,7,41
Paul D Addis,,,,,,0,8,41
Total,1,1,0,0,1,0,9,41
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,42
,Pearl Kim,Paul D Addis,Christopher M Vogler,Theresa A Dintino,Maria Digiorgio Mccolgan,Michael A Cibik,2,42
Pearl Kim,0,0,1,1,0,0,3,42
Paul D Addis,,0,0,0,0,0,4,42
Christopher M Vogler,,,0,0,0,0,5,42
Theresa A Dintino,,,,0,0,0,6,42
Maria Digiorgio Mccolgan,,,,,0,0,7,42
Michael A Cibik,,,,,,0,8,42
Total,2,0,1,1,0,0,9,42
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,43
,Michael A Cibik,Christopher M Vogler,Maria Digiorgio Mccolgan,Theresa A Dintino,Paul D Addis,Pearl Kim,2,43
Michael A Cibik,1,0,0,0,0,0,3,43
Christopher M Vogler,,0,0,0,0,0,4,43
Maria Digiorgio Mccolgan,,,0,0,0,0,5,43
Theresa A Dintino,,,,0,0,0,6,43
Paul D Addis,,,,,0,0,7,43
Pearl Kim,,,,,,0,8,43
Total,1,0,0,0,0,0,9,43
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,45
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Pearl Kim,Paul D Addis,2,45
Christopher M Vogler,0,1,1,1,1,0,3,45
Maria Digiorgio Mccolgan,,0,1,1,1,0,4,45
Michael A Cibik,,,0,1,1,0,5,45
Theresa A Dintino,,,,0,1,0,6,45
Pearl Kim,,,,,0,0,7,45
Paul D Addis,,,,,,0,8,45
Total,1,1,1,1,1,0,9,45
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,46
,Pearl Kim,Paul D Addis,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,46
Pearl Kim,1,0,3,3,3,3,3,46
Paul D Addis,,0,0,0,0,0,4,46
Christopher M Vogler,,,0,3,3,3,5,46
Maria Digiorgio Mccolgan,,,,0,3,3,6,46
Michael A Cibik,,,,,0,3,7,46
Theresa A Dintino,,,,,,0,8,46
Total,4,0,3,3,3,3,9,46
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,48
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Pearl Kim,Paul D Addis,2,48
Christopher M Vogler,0,2,1,1,2,0,3,48
Maria Digiorgio Mccolgan,,0,1,1,2,0,4,48
Michael A Cibik,,,0,1,1,0,5,48
Theresa A Dintino,,,,0,1,0,6,48
Pearl Kim,,,,,0,0,7,48
Paul D Addis,,,,,,0,8,48
Total,2,2,1,1,2,0,9,48
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,49
,Pearl Kim,Paul D Addis,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Christopher M Vogler,2,49
Pearl Kim,0,0,6,4,4,3,3,49
Paul D Addis,,0,0,0,0,0,4,49
Maria Digiorgio Mccolgan,,,1,3,3,3,5,49
Michael A Cibik,,,,0,3,3,6,49
Theresa A Dintino,,,,,0,3,7,49
Christopher M Vogler,,,,,,0,8,49
Total,8,0,7,4,4,3,9,49
,Representative In Congress 5th District - Republican,,Member Of The - Republican State Committee 1st Congressional District,,,,1,50
,Pearl Kim,Paul D Addis,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,2,50
Pearl Kim,1,0,0,0,0,0,3,50
Paul D Addis,,0,0,0,0,0,4,50
Christopher M Vogler,,,0,0,0,0,5,50
Maria Digiorgio Mccolgan,,,,0,0,0,6,50
Michael A Cibik,,,,,0,0,7,50
Theresa A Dintino,,,,,,0,8,50
Total,1,0,0,0,0,0,9,50
,Member Of The - Republican State Committee 1st Congressional District,,,,Representative In Congress 5th District - Republican,,1,51
,Christopher M Vogler,Maria Digiorgio Mccolgan,Michael A Cibik,Theresa A Dintino,Pearl Kim,Paul D Addis,2,51
Christopher M Vogler,0,2,1,1,2,0,3,51
Maria Digiorgio Mccolgan,,0,1,1,2,0,4,51
Michael A Cibik,,,0,1,1,0,5,51
Theresa A Dintino,,,,0,1,0,6,51
Pearl Kim,,,,,0,0,7,51
Paul D Addis,,,,,,0,8,51
Total,2,2,1,1,2,0,9,51
