col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Sharon Vaughn,,,,0,5,6,6,6,6,4,1,5,0,0,6,1
Barbara Carroll,,,,,0,5,5,5,5,4,1,3,0,0,7,1
Latrice Y Bryant,,,,,,0,6,6,6,4,1,3,0,0,8,1
Dustin Morris,,,,,,,0,6,6,3,1,2,0,0,9,1
Jonathan M Gary,,,,,,,,0,6,3,1,2,0,0,10,1
Robert Taylor,,,,,,,,,0,3,1,2,0,0,11,1
Mike Stack,,,,,,,,,,2,0,0,0,0,12,1
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,1
Nina Ahmad,,,,,,,,,,,,1,0,0,14,1
John Fetterman,,,,,,,,,,,,,0,0,15,1
Ray Sosa,,,,,,,,,,,,,,0,16,1
Total,23,17,16,10,8,8,6,6,6,15,11,9,1,0,17,1
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,2
,Humberto Perez,Jaime Bouldin,Barbara Carroll,David Rodriguez,Sharon Vaughn,Robert Taylor,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,2
Humberto Perez,2,19,16,19,16,14,15,14,13,9,8,5,3,1,3,2
Jaime Bouldin,,0,15,19,15,14,14,14,13,10,11,5,1,1,4,2
Barbara Carroll,,,0,14,16,15,16,14,13,11,3,7,1,1,5,2
David Rodriguez,,,,0,14,13,13,14,13,7,7,5,1,1,6,2
Sharon Vaughn,,,,,0,15,14,14,13,6,4,7,1,1,7,2
Robert Taylor,,,,,,0,12,13,12,6,4,6,0,1,8,2
Latrice Y Bryant,,,,,,,0,13,13,8,1,5,1,1,9,2
Dustin Morris,,,,,,,,0,13,5,2,5,1,1,10,2
Jonathan M Gary,,,,,,,,,0,5,1,5,1,1,11,2
Mike Stack,,,,,,,,,,5,0,0,0,0,12,2
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,2
Nina Ahmad,,,,,,,,,,,,1,0,0,14,2
John Fetterman,,,,,,,,,,,,,2,0,15,2
Ray Sosa,,,,,,,,,,,,,,0,16,2
Total,28,28,23,21,19,17,16,14,13,23,14,11,5,1,17,2
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,3
,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,Latrice Y Bryant,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,3
David Rodriguez,1,13,13,10,10,10,8,9,8,8,5,4,1,1,3,3
Humberto Perez,,0,12,10,10,10,8,9,8,7,5,4,1,1,4,3
Jaime Bouldin,,,0,11,10,10,8,9,8,9,4,3,1,1,5,3
Barbara Carroll,,,,1,11,11,8,9,8,3,5,3,1,1,6,3
Sharon Vaughn,,,,,0,11,8,9,8,3,4,3,1,1,7,3
Dustin Morris,,,,,,0,8,9,8,3,3,3,1,1,8,3
Jonathan M Gary,,,,,,,0,8,7,2,3,4,1,0,9,3
Robert Taylor,,,,,,,,0,8,3,2,3,1,0,10,3
Latrice Y Bryant,,,,,,,,,0,2,2,3,1,0,11,3
Kathi Cozzone,,,,,,,,,,2,0,0,0,0,12,3
Mike Stack,,,,,,,,,,,4,0,0,0,13,3
Nina Ahmad,,,,,,,,,,,,1,0,0,14,3
John Fetterman,,,,,,,,,,,,,2,0,15,3
Ray Sosa,,,,,,,,,,,,,,0,16,3
Total,20,18,18,14,12,11,10,9,8,16,16,7,3,1,17,3
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,4
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Barbara Carroll,David Rodriguez,Jaime Bouldin,Humberto Perez,Jonathan M Gary,Sharon Vaughn,Dustin Morris,Robert Taylor,Latrice Y Bryant,2,4
Mike Stack,2,0,0,0,0,10,8,9,9,9,9,8,8,7,3,4
Nina Ahmad,,5,0,0,0,6,7,4,5,4,4,5,4,4,4,4
Kathi Cozzone,,,0,0,0,1,1,1,0,0,1,0,0,0,5,4
John Fetterman,,,,0,0,0,1,1,1,0,0,0,0,0,6,4
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7,4
Barbara Carroll,,,,,,0,15,12,12,12,12,11,11,11,8,4
David Rodriguez,,,,,,,0,13,12,11,11,11,10,11,9,4
Jaime Bouldin,,,,,,,,0,12,11,11,10,11,10,10,4
Humberto Perez,,,,,,,,,0,10,10,10,10,10,11,4
Jonathan M Gary,,,,,,,,,,0,12,11,13,12,12,4
Sharon Vaughn,,,,,,,,,,,0,10,11,11,13,4
Dustin Morris,,,,,,,,,,,,0,11,10,14,4
Robert Taylor,,,,,,,,,,,,,0,11,15,4
Latrice Y Bryant,,,,,,,,,,,,,,0,16,4
Total,19,12,3,1,0,18,18,17,16,14,14,13,13,12,17,4
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,5
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,5
Jaime Bouldin,1,28,27,21,21,21,21,21,20,29,7,3,2,1,3,5
David Rodriguez,,0,27,20,21,22,21,20,19,18,8,3,2,2,4,5
Humberto Perez,,,0,21,21,22,21,20,19,17,7,3,3,2,5,5
Barbara Carroll,,,,1,20,20,21,21,20,15,2,5,2,1,6,5
Sharon Vaughn,,,,,0,21,21,20,20,14,4,2,2,2,7,5
Dustin Morris,,,,,,0,21,20,19,13,3,2,2,2,8,5
Latrice Y Bryant,,,,,,,0,21,20,14,2,2,2,2,9,5
Robert Taylor,,,,,,,,0,20,14,2,3,2,1,10,5
Jonathan M Gary,,,,,,,,,0,14,2,1,2,1,11,5
Kathi Cozzone,,,,,,,,,,5,0,0,0,0,12,5
Mike Stack,,,,,,,,,,,6,0,0,0,13,5
Nina Ahmad,,,,,,,,,,,,2,0,0,14,5
John Fetterman,,,,,,,,,,,,,1,0,15,5
Ray Sosa,,,,,,,,,,,,,,0,16,5
Total,43,33,33,27,24,22,22,22,20,35,21,10,4,2,17,5
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,6
,Jaime Bouldin,Humberto Perez,Barbara Carroll,David Rodriguez,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,6
Jaime Bouldin,0,10,6,10,6,6,4,4,4,8,4,3,2,0,3,6
Humberto Perez,,0,7,9,7,6,4,4,4,5,3,4,2,0,4,6
Barbara Carroll,,,1,5,8,6,4,4,4,1,3,7,0,0,5,6
David Rodriguez,,,,0,5,5,4,4,4,5,3,2,2,0,6,6
Sharon Vaughn,,,,,0,6,4,4,4,2,2,5,0,0,7,6
Latrice Y Bryant,,,,,,0,4,4,4,1,2,3,0,0,8,6
Dustin Morris,,,,,,,0,3,3,1,1,2,0,0,9,6
Jonathan M Gary,,,,,,,,0,4,1,1,2,0,0,10,6
Robert Taylor,,,,,,,,,0,1,1,2,0,0,11,6
Kathi Cozzone,,,,,,,,,,0,0,0,0,0,12,6
Mike Stack,,,,,,,,,,,3,0,0,0,13,6
Nina Ahmad,,,,,,,,,,,,0,0,0,14,6
John Fetterman,,,,,,,,,,,,,0,0,15,6
Ray Sosa,,,,,,,,,,,,,,0,16,6
Total,17,14,12,12,9,6,4,4,4,10,10,7,3,0,17,6
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,7
,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Humberto Perez,David Rodriguez,Robert Taylor,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,7
Jaime Bouldin,0,13,13,15,15,7,10,8,9,18,7,5,0,0,3,7
Barbara Carroll,,0,20,15,11,12,12,10,11,5,11,8,0,0,4,7
Sharon Vaughn,,,0,16,10,12,12,12,12,6,9,8,0,0,5,7
Humberto Perez,,,,0,14,10,11,9,9,8,9,4,0,0,6,7
David Rodriguez,,,,,0,9,9,8,9,7,8,4,0,0,7,7
Robert Taylor,,,,,,0,8,10,10,5,5,3,0,0,8,7
Dustin Morris,,,,,,,0,8,9,4,4,4,0,0,9,7
Jonathan M Gary,,,,,,,,0,10,4,3,5,0,0,10,7
Latrice Y Bryant,,,,,,,,,0,4,4,4,0,0,11,7
Kathi Cozzone,,,,,,,,,,0,0,0,0,0,12,7
Mike Stack,,,,,,,,,,,4,0,0,0,13,7
Nina Ahmad,,,,,,,,,,,,3,0,0,14,7
John Fetterman,,,,,,,,,,,,,0,0,15,7
Ray Sosa,,,,,,,,,,,,,,0,16,7
Total,30,24,23,21,19,13,12,12,12,21,20,12,0,0,17,7
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,8
,Jaime Bouldin,Barbara Carroll,Humberto Perez,David Rodriguez,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,8
Jaime Bouldin,0,31,34,32,30,30,30,29,28,27,8,4,0,1,3,8
Barbara Carroll,,0,34,32,33,34,30,31,29,25,5,6,1,2,4,8
Humberto Perez,,,0,35,31,33,30,31,28,25,7,3,1,1,5,8
David Rodriguez,,,,0,30,33,30,30,28,25,6,3,1,1,6,8
Latrice Y Bryant,,,,,0,31,28,31,29,24,4,6,0,1,7,8
Sharon Vaughn,,,,,,0,30,30,28,22,5,4,2,1,8,8
Dustin Morris,,,,,,,0,28,28,21,4,3,1,1,9,8
Jonathan M Gary,,,,,,,,0,28,22,4,3,0,1,10,8
Robert Taylor,,,,,,,,,0,21,3,3,1,1,11,8
Mike Stack,,,,,,,,,,4,0,0,0,0,12,8
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,8
Nina Ahmad,,,,,,,,,,,,1,0,0,14,8
John Fetterman,,,,,,,,,,,,,0,0,15,8
Ray Sosa,,,,,,,,,,,,,,0,16,8
Total,41,40,38,37,36,35,31,31,30,37,9,9,2,2,17,8
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,9
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Humberto Perez,Barbara Carroll,Jaime Bouldin,David Rodriguez,Dustin Morris,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,2,9
Mike Stack,33,0,0,0,0,15,12,7,8,7,6,5,4,4,3,9
Kathi Cozzone,,3,0,0,0,1,0,4,2,0,0,0,0,0,4,9
Nina Ahmad,,,1,0,0,2,3,2,2,2,3,3,3,2,5,9
John Fetterman,,,,0,0,1,0,0,0,0,0,0,0,0,6,9
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7,9
Humberto Perez,,,,,,0,8,7,10,7,7,7,6,6,8,9
Barbara Carroll,,,,,,,2,6,8,7,8,8,7,6,9,9
Jaime Bouldin,,,,,,,,1,7,7,6,6,6,6,10,9
David Rodriguez,,,,,,,,,0,8,7,7,6,6,11,9
Dustin Morris,,,,,,,,,,0,7,6,6,6,12,9
Sharon Vaughn,,,,,,,,,,,0,7,7,6,13,9
Latrice Y Bryant,,,,,,,,,,,,0,7,6,14,9
Jonathan M Gary,,,,,,,,,,,,,0,6,15,9
Robert Taylor,,,,,,,,,,,,,,0,16,9
Total,59,8,4,1,0,19,17,14,12,9,9,8,7,6,17,9
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,10
,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,Humberto Perez,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,2,10
Mike Stack,12,0,0,0,0,12,11,11,14,9,6,6,7,6,3,10
Kathi Cozzone,,3,0,0,0,14,14,12,4,5,7,5,5,5,4,10
Nina Ahmad,,,3,0,0,6,5,6,6,6,5,5,5,4,5,10
Ray Sosa,,,,1,0,1,1,0,1,1,1,1,0,0,6,10
John Fetterman,,,,,0,1,1,1,0,0,0,0,0,0,7,10
Humberto Perez,,,,,,0,21,23,16,18,16,16,16,14,8,10
Jaime Bouldin,,,,,,,0,21,17,18,17,16,15,14,9,10
David Rodriguez,,,,,,,,0,15,16,14,14,15,14,10,10
Sharon Vaughn,,,,,,,,,1,18,16,15,14,14,11,10
Barbara Carroll,,,,,,,,,,0,16,15,14,14,12,10
Jonathan M Gary,,,,,,,,,,,0,16,16,14,13,10
Latrice Y Bryant,,,,,,,,,,,,0,15,13,14,10
Robert Taylor,,,,,,,,,,,,,0,13,15,10
Dustin Morris,,,,,,,,,,,,,,0,16,10
Total,39,25,13,2,1,34,33,30,27,22,20,17,17,15,17,10
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,11
,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,Barbara Carroll,David Rodriguez,Humberto Perez,Jaime Bouldin,Sharon Vaughn,Jonathan M Gary,Dustin Morris,Latrice Y Bryant,Robert Taylor,2,11
Mike Stack,8,0,0,0,0,21,10,13,11,8,8,8,8,8,3,11
Kathi Cozzone,,2,0,0,0,2,5,3,5,2,0,2,0,1,4,11
Nina Ahmad,,,1,0,0,7,4,4,2,4,4,2,3,2,5,11
Ray Sosa,,,,0,0,0,0,0,1,1,0,0,0,0,6,11
John Fetterman,,,,,1,0,0,0,0,0,0,0,0,0,7,11
Barbara Carroll,,,,,,0,11,13,10,12,11,9,11,9,8,11
David Rodriguez,,,,,,,0,14,14,10,12,8,9,8,9,11
Humberto Perez,,,,,,,,0,13,10,10,9,10,10,10,11
Jaime Bouldin,,,,,,,,,1,9,9,8,9,8,11,11
Sharon Vaughn,,,,,,,,,,0,11,10,11,9,12,11
Jonathan M Gary,,,,,,,,,,,0,8,10,9,13,11
Dustin Morris,,,,,,,,,,,,0,9,9,14,11
Latrice Y Bryant,,,,,,,,,,,,,0,9,15,11
Robert Taylor,,,,,,,,,,,,,,0,16,11
Total,39,15,12,2,1,32,21,21,21,17,14,12,12,11,17,11
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,12
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,Barbara Carroll,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,Dustin Morris,Jonathan M Gary,2,12
Mike Stack,9,0,0,0,0,19,9,6,5,4,5,4,4,4,3,12
Kathi Cozzone,,1,0,0,0,1,6,2,3,1,1,1,0,0,4,12
John Fetterman,,,1,0,0,1,0,0,0,0,0,0,0,0,5,12
Nina Ahmad,,,,0,0,2,0,0,0,1,0,0,0,0,6,12
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7,12
Barbara Carroll,,,,,,3,5,4,4,6,5,5,4,4,8,12
Jaime Bouldin,,,,,,,0,7,7,5,6,5,4,4,9,12
David Rodriguez,,,,,,,,0,6,4,5,4,4,4,10,12
Humberto Perez,,,,,,,,,0,4,5,4,4,4,11,12
Latrice Y Bryant,,,,,,,,,,0,5,5,4,4,12,12
Robert Taylor,,,,,,,,,,,0,5,4,4,13,12
Sharon Vaughn,,,,,,,,,,,,0,4,4,14,12
Dustin Morris,,,,,,,,,,,,,0,4,15,12
Jonathan M Gary,,,,,,,,,,,,,,0,16,12
Total,34,8,2,2,0,26,15,8,8,6,6,5,4,4,17,12
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1,13
,Kathi Cozzone,Mike Stack,John Fetterman,Nina Ahmad,Ray Sosa,David Rodriguez,Barbara Carroll,Humberto Perez,Jaime Bouldin,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,2,13
Kathi Cozzone,6,0,0,0,0,12,5,11,11,2,2,2,2,2,3,13
Mike Stack,,1,0,0,0,3,7,1,0,1,2,1,0,1,4,13
John Fetterman,,,1,0,0,3,2,2,1,0,0,0,1,0,5,13
Nina Ahmad,,,,0,0,0,0,0,0,0,0,0,0,0,6,13
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7,13
David Rodriguez,,,,,,0,7,10,12,2,3,2,3,3,8,13
Barbara Carroll,,,,,,,2,5,2,4,4,2,3,3,9,13
Humberto Perez,,,,,,,,1,9,3,2,2,3,2,10,13
Jaime Bouldin,,,,,,,,,1,2,2,2,2,2,11,13
Latrice Y Bryant,,,,,,,,,,0,3,2,2,2,12,13
Sharon Vaughn,,,,,,,,,,,0,2,2,3,13,13
Dustin Morris,,,,,,,,,,,,0,2,2,14,13
Jonathan M Gary,,,,,,,,,,,,,0,2,15,13
Robert Taylor,,,,,,,,,,,,,,0,16,13
Total,23,11,4,0,0,19,17,16,14,4,4,3,3,3,17,13
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,Barbara Carroll,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,14
Barbara Carroll,5,12,12,13,18,15,14,14,12,11,3,6,1,0,3,14
David Rodriguez,,0,17,13,13,12,12,12,12,10,6,3,2,1,4,14
Jaime Bouldin,,,0,13,13,12,10,12,11,9,9,3,1,0,5,14
Humberto Perez,,,,0,11,10,9,9,10,9,4,4,1,0,6,14
Sharon Vaughn,,,,,0,14,13,14,12,7,3,6,1,0,7,14
Latrice Y Bryant,,,,,,0,14,13,13,7,3,4,0,0,8,14
Robert Taylor,,,,,,,0,11,12,6,2,4,0,1,9,14
Dustin Morris,,,,,,,,0,12,6,3,4,0,0,10,14
Jonathan M Gary,,,,,,,,,0,7,2,4,0,0,11,14
Mike Stack,,,,,,,,,,4,0,0,0,0,12,14
Kathi Cozzone,,,,,,,,,,,4,0,0,0,13,14
Nina Ahmad,,,,,,,,,,,,2,0,0,14,14
John Fetterman,,,,,,,,,,,,,1,0,15,14
Ray Sosa,,,,,,,,,,,,,,0,16,14
Total,30,24,24,20,20,16,16,14,14,23,16,10,4,1,17,14
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Barbara Carroll,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,15
Barbara Carroll,2,6,4,6,5,4,4,3,3,4,1,0,1,1,3,15
David Rodriguez,,0,6,8,5,4,5,4,4,4,2,0,1,1,4,15
Jaime Bouldin,,,0,5,5,5,4,4,4,3,3,1,0,2,5,15
Humberto Perez,,,,0,4,3,4,3,3,2,2,1,1,1,6,15
Sharon Vaughn,,,,,0,5,5,4,4,3,0,0,1,1,7,15
Dustin Morris,,,,,,0,4,4,4,3,0,0,0,1,8,15
Latrice Y Bryant,,,,,,,0,4,4,2,0,0,1,1,9,15
Jonathan M Gary,,,,,,,,0,4,2,0,0,0,1,10,15
Robert Taylor,,,,,,,,,0,2,0,0,0,1,11,15
Mike Stack,,,,,,,,,,0,0,0,0,0,12,15
Kathi Cozzone,,,,,,,,,,,1,0,0,0,13,15
John Fetterman,,,,,,,,,,,,0,0,0,14,15
Nina Ahmad,,,,,,,,,,,,,1,0,15,15
Ray Sosa,,,,,,,,,,,,,,0,16,15
Total,11,11,10,9,6,5,5,4,4,6,5,2,2,2,17,15
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,16
,Jaime Bouldin,Barbara Carroll,David Rodriguez,Humberto Perez,Robert Taylor,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Sharon Vaughn,Kathi Cozzone,Mike Stack,John Fetterman,Nina Ahmad,Ray Sosa,2,16
Jaime Bouldin,1,4,4,4,4,4,4,4,4,2,4,3,0,0,3,16
Barbara Carroll,,0,4,4,4,4,4,4,4,0,3,1,2,0,4,16
David Rodriguez,,,1,4,4,4,4,4,4,1,3,1,0,0,5,16
Humberto Perez,,,,0,4,4,4,4,4,1,4,1,0,0,6,16
Robert Taylor,,,,,0,4,4,4,4,1,3,1,0,0,7,16
Dustin Morris,,,,,,0,4,4,4,0,3,1,0,0,8,16
Jonathan M Gary,,,,,,,0,4,4,0,3,1,0,0,9,16
Latrice Y Bryant,,,,,,,,0,4,0,3,1,0,0,10,16
Sharon Vaughn,,,,,,,,,0,0,3,1,0,0,11,16
Kathi Cozzone,,,,,,,,,,2,0,0,0,0,12,16
Mike Stack,,,,,,,,,,,2,0,0,0,13,16
John Fetterman,,,,,,,,,,,,0,0,0,14,16
Nina Ahmad,,,,,,,,,,,,,1,0,15,16
Ray Sosa,,,,,,,,,,,,,,0,16,16
Total,10,6,6,6,5,4,4,4,4,7,7,3,3,0,17,16
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,17
,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Dustin Morris,Jonathan M Gary,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Jaime Bouldin,0,13,15,11,11,11,10,9,9,9,6,2,2,0,3,17
Humberto Perez,,2,13,10,10,9,10,9,9,8,5,2,2,0,4,17
David Rodriguez,,,0,10,11,10,10,9,9,9,7,1,1,0,5,17
Barbara Carroll,,,,0,10,10,10,9,9,8,1,1,0,0,6,17
Dustin Morris,,,,,0,10,10,9,9,8,2,1,0,0,7,17
Jonathan M Gary,,,,,,0,9,9,9,8,1,1,0,0,8,17
Sharon Vaughn,,,,,,,0,9,9,8,1,2,0,0,9,17
Latrice Y Bryant,,,,,,,,0,9,8,0,1,0,0,10,17
Robert Taylor,,,,,,,,,0,8,0,1,0,0,11,17
Mike Stack,,,,,,,,,,4,0,0,0,0,12,17
Kathi Cozzone,,,,,,,,,,,0,0,0,0,13,17
Nina Ahmad,,,,,,,,,,,,0,0,0,14,17
John Fetterman,,,,,,,,,,,,,0,0,15,17
Ray Sosa,,,,,,,,,,,,,,0,16,17
Total,20,19,18,11,11,11,11,9,9,14,10,4,3,0,17,17
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,18
,Humberto Perez,David Rodriguez,Barbara Carroll,Jaime Bouldin,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,John Fetterman,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,18
Humberto Perez,0,28,27,25,26,26,24,24,24,17,10,5,1,0,3,18
David Rodriguez,,0,25,26,25,25,24,24,24,16,9,5,1,0,4,18
Barbara Carroll,,,1,22,26,26,24,24,24,16,10,2,1,0,5,18
Jaime Bouldin,,,,0,22,22,22,21,21,15,7,5,0,0,6,18
Latrice Y Bryant,,,,,0,26,24,24,24,16,9,2,0,0,7,18
Sharon Vaughn,,,,,,0,24,24,24,16,8,2,0,0,8,18
Dustin Morris,,,,,,,0,23,23,16,6,2,0,0,9,18
Jonathan M Gary,,,,,,,,0,23,15,7,2,0,0,10,18
Robert Taylor,,,,,,,,,0,16,6,2,0,0,11,18
John Fetterman,,,,,,,,,,2,0,0,0,0,12,18
Mike Stack,,,,,,,,,,,0,0,0,0,13,18
Kathi Cozzone,,,,,,,,,,,,1,0,0,14,18
Nina Ahmad,,,,,,,,,,,,,1,0,15,18
Ray Sosa,,,,,,,,,,,,,,0,16,18
Total,33,31,30,27,27,26,24,24,24,19,16,6,3,0,17,18
,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,19
,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,Kathi Cozzone,John Fetterman,Mike Stack,Nina Ahmad,Ray Sosa,2,19
David Rodriguez,0,14,14,12,11,10,10,10,10,7,2,4,3,1,3,19
Jaime Bouldin,,1,13,11,11,9,10,10,10,6,3,3,3,1,4,19
Humberto Perez,,,0,12,11,10,10,9,10,6,3,2,3,1,5,19
Sharon Vaughn,,,,0,11,10,10,9,10,4,2,2,3,1,6,19
Barbara Carroll,,,,,0,9,10,9,10,3,2,2,3,1,7,19
Jonathan M Gary,,,,,,0,10,9,8,3,1,2,3,1,8,19
Latrice Y Bryant,,,,,,,0,10,9,3,1,2,3,1,9,19
Robert Taylor,,,,,,,,0,9,3,1,3,2,1,10,19
Dustin Morris,,,,,,,,,0,3,2,2,2,1,11,19
Kathi Cozzone,,,,,,,,,,2,0,0,0,0,12,19
