col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
Liam G Boyle,,,,,,0,11,13,10,2,11,0,3,1,0,8,2
Lisa Rhodes,,,,,,,0,3,13,4,12,4,1,2,0,9,2
Kevin Bundy,,,,,,,,0,2,1,2,1,4,2,0,10,2
Monica Maria Djerassi,,,,,,,,,0,3,10,4,1,3,1,11,2
John Brady,,,,,,,,,,0,1,3,1,2,1,12,2
Linda Norris,,,,,,,,,,,0,0,1,0,0,13,2
Jacque Whaumbush,,,,,,,,,,,,0,1,4,1,14,2
Nat Lownes,,,,,,,,,,,,,0,2,0,15,2
Rebecca Poyourow,,,,,,,,,,,,,,0,1,16,2
Joe Khan,,,,,,,,,,,,,,,0,17,2
Total,67,9,66,39,34,28,23,17,17,13,13,6,5,5,1,18,2
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,3
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Kevin Bundy,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,Dwight Evans,Kevin Johnson,2,3
Kathryn S Huggins,1,48,43,37,36,27,27,26,10,9,8,5,6,54,9,3,3
Dewayne Drummond,,1,42,29,35,24,26,27,9,5,7,2,6,44,4,4,3
Ken Washington,,,0,25,32,21,22,22,8,4,5,1,4,40,5,5,3
Lisa Rhodes,,,,1,24,22,23,13,8,5,5,5,2,34,3,6,3
Liam G Boyle,,,,,0,20,21,23,3,1,2,4,0,33,5,7,3
Monica Maria Djerassi,,,,,,0,21,11,9,6,4,3,3,25,5,8,3
Linda Norris,,,,,,,0,11,6,4,5,3,3,26,3,9,3
Kevin Bundy,,,,,,,,0,4,3,0,1,2,21,4,10,3
John Brady,,,,,,,,,0,5,2,2,2,11,2,11,3
Rebecca Poyourow,,,,,,,,,,0,3,3,2,7,2,12,3
Jacque Whaumbush,,,,,,,,,,,0,2,3,7,1,13,3
Joe Khan,,,,,,,,,,,,0,0,3,3,14,3
Nat Lownes,,,,,,,,,,,,,0,6,0,15,3
Dwight Evans,,,,,,,,,,,,,,6,0,16,3
Kevin Johnson,,,,,,,,,,,,,,,0,17,3
Total,69,52,47,41,40,30,29,28,13,9,8,6,6,66,10,18,3
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,4
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Monica Maria Djerassi,Linda Norris,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,Dwight Evans,Kevin Johnson,2,4
Kathryn S Huggins,2,31,32,22,21,17,18,16,5,9,7,3,4,29,8,3,4
Ken Washington,,0,29,23,18,16,15,15,5,5,4,5,3,27,5,4,4
Dewayne Drummond,,,0,22,19,16,15,14,5,6,5,3,3,25,6,5,4
Liam G Boyle,,,,0,12,12,12,12,2,2,0,2,2,21,1,6,4
Lisa Rhodes,,,,,0,6,14,15,3,5,5,3,1,15,3,7,4
Kevin Bundy,,,,,,0,4,3,5,6,3,4,3,16,3,8,4
Monica Maria Djerassi,,,,,,,0,13,3,6,4,1,1,15,0,9,4
Linda Norris,,,,,,,,0,0,2,2,1,1,12,1,10,4
John Brady,,,,,,,,,0,3,2,3,2,9,0,11,4
Rebecca Poyourow,,,,,,,,,,0,5,1,3,6,1,12,4
Jacque Whaumbush,,,,,,,,,,,0,0,0,3,2,13,4
Joe Khan,,,,,,,,,,,,0,1,4,1,14,4
Nat Lownes,,,,,,,,,,,,,0,4,0,15,4
Dwight Evans,,,,,,,,,,,,,,5,0,16,4
Kevin Johnson,,,,,,,,,,,,,,,3,17,4
Total,43,35,34,23,22,19,19,16,9,9,7,5,4,42,11,18,4
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,5
,Kathryn S Huggins,Dewayne Drummond,Liam G Boyle,Ken Washington,Lisa Rhodes,Kevin Bundy,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,Dwight Evans,Kevin Johnson,2,5
Kathryn S Huggins,2,35,33,31,28,19,16,15,6,4,2,2,2,42,7,3,5
Dewayne Drummond,,1,33,31,17,16,14,13,5,3,2,2,1,28,6,4,5
Liam G Boyle,,,0,31,16,16,13,13,5,3,2,1,1,26,6,5,5
Ken Washington,,,,0,14,16,12,13,6,3,2,0,1,26,6,6,5
Lisa Rhodes,,,,,0,6,15,16,4,0,1,2,0,23,2,7,5
Kevin Bundy,,,,,,0,3,3,5,3,2,1,1,16,5,8,5
Linda Norris,,,,,,,0,13,3,2,0,2,0,13,3,9,5
Monica Maria Djerassi,,,,,,,,0,3,0,1,1,0,14,1,10,5
Rebecca Poyourow,,,,,,,,,0,2,2,1,0,5,2,11,5
John Brady,,,,,,,,,,0,1,0,2,3,2,12,5
Nat Lownes,,,,,,,,,,,0,0,0,3,0,13,5
Jacque Whaumbush,,,,,,,,,,,,0,0,2,0,14,5
Joe Khan,,,,,,,,,,,,,0,2,0,15,5
Dwight Evans,,,,,,,,,,,,,,2,0,16,5
Kevin Johnson,,,,,,,,,,,,,,,0,17,5
Total,58,38,35,34,31,22,17,16,7,5,3,2,2,49,8,18,5
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,6
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,John Brady,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,2,6
Dwight Evans,9,0,54,39,35,33,38,15,16,14,14,16,11,6,1,3,6
Kevin Johnson,,2,17,8,8,9,5,6,5,5,2,0,4,5,2,4,6
Kathryn S Huggins,,,3,43,39,38,40,19,19,17,14,11,15,10,2,5,6
Dewayne Drummond,,,,1,37,36,37,16,11,12,11,11,11,6,1,6,6
Ken Washington,,,,,0,33,37,12,11,12,8,8,6,7,0,7,6
Kevin Bundy,,,,,,0,29,15,5,6,5,10,10,4,1,8,6
Liam G Boyle,,,,,,,0,15,14,15,9,11,7,6,0,9,6
John Brady,,,,,,,,0,8,8,4,7,7,5,1,10,6
Lisa Rhodes,,,,,,,,,0,12,10,2,5,6,3,11,6
Linda Norris,,,,,,,,,,0,11,1,7,5,1,12,6
Monica Maria Djerassi,,,,,,,,,,,0,0,9,5,2,13,6
Nat Lownes,,,,,,,,,,,,0,3,2,0,14,6
Rebecca Poyourow,,,,,,,,,,,,,0,5,2,15,6
Joe Khan,,,,,,,,,,,,,,0,2,16,6
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,6
Total,75,20,74,49,44,43,43,21,21,19,16,16,15,11,3,18,6
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,7
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Jacque Whaumbush,Nat Lownes,Joe Khan,2,7
Dwight Evans,8,0,77,57,57,50,37,34,30,25,14,12,9,5,4,3,7
Kevin Johnson,,2,10,9,7,4,6,4,3,4,4,1,2,3,0,4,7
Kathryn S Huggins,,,0,56,56,50,41,35,29,26,15,12,10,8,4,5,7
Ken Washington,,,,1,56,51,35,32,28,22,9,8,7,7,3,6,7
Dewayne Drummond,,,,,0,51,35,35,29,24,10,10,7,6,3,7,7
Liam G Boyle,,,,,,0,28,28,25,19,6,9,6,5,4,8,7
Lisa Rhodes,,,,,,,0,34,25,7,9,6,5,3,2,9,7
Linda Norris,,,,,,,,0,26,5,4,4,2,1,1,10,7
Monica Maria Djerassi,,,,,,,,,0,3,4,4,4,1,0,11,7
Kevin Bundy,,,,,,,,,,0,7,7,5,5,1,12,7
John Brady,,,,,,,,,,,0,7,8,3,1,13,7
Rebecca Poyourow,,,,,,,,,,,,0,7,2,2,14,7
Jacque Whaumbush,,,,,,,,,,,,,0,1,2,15,7
Nat Lownes,,,,,,,,,,,,,,0,1,16,7
Joe Khan,,,,,,,,,,,,,,,0,17,7
Total,99,13,87,67,64,54,43,38,33,29,18,13,11,8,4,18,7
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,8
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Monica Maria Djerassi,Lisa Rhodes,Linda Norris,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,Dwight Evans,Kevin Johnson,2,8
Kathryn S Huggins,0,76,73,67,48,47,46,30,20,19,17,12,10,89,16,3,8
Dewayne Drummond,,0,69,62,38,35,37,28,13,12,12,9,7,69,11,4,8
Ken Washington,,,0,56,41,37,38,27,14,18,13,7,7,66,14,5,8
Liam G Boyle,,,,0,34,31,35,21,13,6,7,3,4,56,9,6,8
Monica Maria Djerassi,,,,,0,33,35,11,13,11,6,6,6,43,8,7,8
Lisa Rhodes,,,,,,0,42,9,9,12,9,10,6,40,8,8,8
Linda Norris,,,,,,,0,8,8,11,7,9,4,39,8,9,8
Kevin Bundy,,,,,,,,0,9,11,8,4,2,28,5,10,8
Rebecca Poyourow,,,,,,,,,0,5,6,4,5,17,4,11,8
John Brady,,,,,,,,,,0,6,4,3,16,5,12,8
Nat Lownes,,,,,,,,,,,0,6,6,12,6,13,8
Jacque Whaumbush,,,,,,,,,,,,0,3,9,4,14,8
Joe Khan,,,,,,,,,,,,,0,9,2,15,8
Dwight Evans,,,,,,,,,,,,,,7,0,16,8
Kevin Johnson,,,,,,,,,,,,,,,2,17,8
Total,108,83,82,68,52,49,48,33,22,21,18,13,11,105,21,18,8
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,9
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Kevin Bundy,Monica Maria Djerassi,John Brady,Jacque Whaumbush,Joe Khan,Rebecca Poyourow,Nat Lownes,2,9
Dwight Evans,6,0,40,36,33,33,16,15,14,10,7,3,4,2,0,3,9
Kevin Johnson,,0,8,4,5,2,7,4,4,3,3,2,1,2,3,4,9
Kathryn S Huggins,,,0,35,33,29,21,15,16,12,7,4,4,3,2,5,9
Dewayne Drummond,,,,0,34,33,18,16,16,11,7,3,5,3,2,6,9
Ken Washington,,,,,0,33,16,14,13,11,5,2,2,2,2,7,9
Liam G Boyle,,,,,,0,14,14,12,9,5,1,3,2,1,8,9
Lisa Rhodes,,,,,,,0,18,5,13,6,3,3,2,3,9,9
Linda Norris,,,,,,,,0,5,10,5,1,1,2,3,10,9
Kevin Bundy,,,,,,,,,0,1,6,1,3,1,3,11,9
Monica Maria Djerassi,,,,,,,,,,0,2,2,2,2,0,12,9
John Brady,,,,,,,,,,,0,2,3,2,2,13,9
Jacque Whaumbush,,,,,,,,,,,,0,2,3,0,14,9
Joe Khan,,,,,,,,,,,,,0,2,0,15,9
Rebecca Poyourow,,,,,,,,,,,,,,0,0,16,9
Nat Lownes,,,,,,,,,,,,,,,0,17,9
Total,55,9,49,41,38,35,24,20,18,13,10,5,5,4,3,18,9
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,10
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Linda Norris,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,2,10
Dwight Evans,14,0,67,62,58,50,35,34,32,27,17,20,11,10,7,3,10
Kevin Johnson,,1,11,9,8,5,7,7,5,7,7,3,4,3,3,4,10
Kathryn S Huggins,,,1,59,56,51,34,31,27,27,13,16,10,7,4,5,10
Ken Washington,,,,0,55,49,34,33,27,28,14,16,11,10,3,6,10
Dewayne Drummond,,,,,1,45,31,28,26,27,17,15,9,8,7,7,10
Liam G Boyle,,,,,,0,26,24,22,21,6,14,8,7,3,8,10
Lisa Rhodes,,,,,,,0,14,27,24,9,10,3,4,4,9,10
Kevin Bundy,,,,,,,,0,12,9,17,14,11,9,5,10,10
Linda Norris,,,,,,,,,0,23,9,11,4,4,7,11,10
Monica Maria Djerassi,,,,,,,,,,0,10,10,6,5,6,12,10
John Brady,,,,,,,,,,,0,7,7,6,6,13,10
Rebecca Poyourow,,,,,,,,,,,,0,9,6,7,14,10
Nat Lownes,,,,,,,,,,,,,0,7,4,15,10
Joe Khan,,,,,,,,,,,,,,0,3,16,10
Jacque Whaumbush,,,,,,,,,,,,,,,1,17,10
Total,100,17,79,72,70,55,43,41,37,34,25,23,15,13,11,18,10
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,11
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,2,11
Dwight Evans,9,0,64,50,45,41,30,19,19,18,17,19,14,8,3,3,11
Kevin Johnson,,3,6,6,4,3,1,5,4,5,3,2,2,4,2,4,11
Kathryn S Huggins,,,0,48,45,40,25,21,20,22,17,20,16,11,4,5,11
Ken Washington,,,,1,45,41,28,18,20,19,13,15,16,10,3,6,11
Dewayne Drummond,,,,,0,40,26,18,20,19,13,15,12,7,2,7,11
Liam G Boyle,,,,,,0,21,16,14,16,7,11,13,2,2,8,11
Kevin Bundy,,,,,,,0,5,5,2,8,11,11,5,1,9,11
Lisa Rhodes,,,,,,,,0,17,18,5,9,3,4,3,10,11
Linda Norris,,,,,,,,,0,18,5,7,1,5,3,11,11
Monica Maria Djerassi,,,,,,,,,,0,5,8,3,5,3,12,11
John Brady,,,,,,,,,,,0,4,5,7,1,13,11
Rebecca Poyourow,,,,,,,,,,,,0,10,6,2,14,11
Nat Lownes,,,,,,,,,,,,,0,5,1,15,11
Joe Khan,,,,,,,,,,,,,,0,1,16,11
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,11
Total,88,11,73,59,51,46,31,25,24,24,21,21,16,12,5,18,11
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,12
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Jacque Whaumbush,Nat Lownes,Joe Khan,2,12
Dwight Evans,15,0,90,80,79,74,46,42,42,30,16,10,7,8,5,3,12
Kevin Johnson,,1,19,17,16,11,9,12,10,10,4,4,2,1,1,4,12
Kathryn S Huggins,,,3,83,83,79,49,48,45,35,15,14,7,9,5,5,12
Ken Washington,,,,0,84,83,48,43,41,32,13,5,5,2,5,6,12
Dewayne Drummond,,,,,0,82,46,45,47,32,11,9,3,6,4,7,12
Liam G Boyle,,,,,,0,44,41,42,28,8,5,2,5,4,8,12
Linda Norris,,,,,,,0,51,41,10,8,5,7,5,1,9,12
Lisa Rhodes,,,,,,,,0,44,6,6,8,6,5,0,10,12
Monica Maria Djerassi,,,,,,,,,0,8,4,11,3,3,3,11,12
Kevin Bundy,,,,,,,,,,0,10,7,7,5,4,12,12
John Brady,,,,,,,,,,,0,2,2,3,3,13,12
Rebecca Poyourow,,,,,,,,,,,,0,4,3,3,14,12
Jacque Whaumbush,,,,,,,,,,,,,0,3,1,15,12
Nat Lownes,,,,,,,,,,,,,,0,1,16,12
Joe Khan,,,,,,,,,,,,,,,0,17,12
Total,133,23,118,103,101,91,58,56,53,43,20,15,10,9,7,18,12
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,13
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Kevin Bundy,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,2,13
Dwight Evans,13,0,62,51,44,38,26,23,25,19,21,13,12,8,12,3,13
Kevin Johnson,,8,17,10,11,7,11,9,7,10,3,5,7,5,1,4,13
Kathryn S Huggins,,,0,54,48,42,34,28,27,26,18,16,17,10,12,5,13
Ken Washington,,,,0,47,41,26,23,24,23,18,16,9,9,11,6,13
Dewayne Drummond,,,,,1,37,22,23,22,22,14,14,8,6,6,7,13
Liam G Boyle,,,,,,0,18,18,18,17,9,10,7,4,3,8,13
Lisa Rhodes,,,,,,,0,23,26,7,10,7,12,10,5,9,13
Monica Maria Djerassi,,,,,,,,0,19,8,8,8,11,9,7,10,13
Linda Norris,,,,,,,,,0,7,12,4,10,8,6,11,13
Kevin Bundy,,,,,,,,,,0,11,8,5,3,6,12,13
John Brady,,,,,,,,,,,0,8,5,6,8,13,13
Nat Lownes,,,,,,,,,,,,0,7,4,5,14,13
Rebecca Poyourow,,,,,,,,,,,,,0,5,5,15,13
Jacque Whaumbush,,,,,,,,,,,,,,0,3,16,13
Joe Khan,,,,,,,,,,,,,,,0,17,13
Total,88,29,80,63,57,47,37,33,32,30,24,19,19,13,13,18,13
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,14
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,Dwight Evans,Kevin Johnson,2,14
Kathryn S Huggins,1,50,46,44,40,35,30,27,26,25,16,12,12,64,23,3,14
Dewayne Drummond,,0,42,35,39,20,22,18,21,15,13,13,12,44,16,4,14
Ken Washington,,,0,41,33,21,18,17,21,13,10,10,13,46,13,5,14
Liam G Boyle,,,,0,27,20,23,18,16,16,8,7,10,40,13,6,14
Kevin Bundy,,,,,0,14,16,13,25,16,11,11,12,31,19,7,14
Lisa Rhodes,,,,,,0,18,27,17,11,13,9,2,27,13,8,14
Monica Maria Djerassi,,,,,,,0,17,11,14,11,8,4,25,11,9,14
Linda Norris,,,,,,,,0,14,13,13,4,1,27,7,10,14
John Brady,,,,,,,,,0,13,9,10,5,21,12,11,14
Rebecca Poyourow,,,,,,,,,,0,5,5,8,17,10,12,14
Jacque Whaumbush,,,,,,,,,,,0,6,3,13,9,13,14
Joe Khan,,,,,,,,,,,,0,3,12,5,14,14
Nat Lownes,,,,,,,,,,,,,0,12,4,15,14
Dwight Evans,,,,,,,,,,,,,,7,0,16,14
Kevin Johnson,,,,,,,,,,,,,,,5,17,14
Total,88,60,59,53,50,40,36,34,33,27,22,17,16,87,38,18,14
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,15
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Kevin Bundy,Monica Maria Djerassi,Rebecca Poyourow,Joe Khan,Nat Lownes,John Brady,Jacque Whaumbush,2,15
Dwight Evans,9,0,46,35,35,30,27,19,22,22,15,6,7,8,4,3,15
Kevin Johnson,,0,11,12,12,6,8,6,4,2,2,2,2,1,3,4,15
Kathryn S Huggins,,,1,43,43,35,32,24,25,21,15,8,9,9,6,5,15
Dewayne Drummond,,,,0,44,38,27,22,19,17,10,7,8,4,7,6,15
Ken Washington,,,,,0,36,26,22,21,15,9,7,8,6,5,7,15
Liam G Boyle,,,,,,0,20,16,17,15,8,7,5,3,2,8,15
Lisa Rhodes,,,,,,,1,27,12,21,12,7,4,7,8,9,15
Linda Norris,,,,,,,,0,6,15,8,3,4,3,5,10,15
Kevin Bundy,,,,,,,,,0,9,9,5,6,6,3,11,15
Monica Maria Djerassi,,,,,,,,,,0,9,5,2,4,4,12,15
Rebecca Poyourow,,,,,,,,,,,0,4,6,6,3,13,15
Joe Khan,,,,,,,,,,,,0,3,1,2,14,15
Nat Lownes,,,,,,,,,,,,,0,3,1,15,15
John Brady,,,,,,,,,,,,,,0,1,16,15
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,15
Total,63,14,62,51,51,40,39,28,27,24,17,10,10,9,8,18,15
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,16
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Lisa Rhodes,Joe Khan,John Brady,Linda Norris,Jacque Whaumbush,Nat Lownes,Rebecca Poyourow,2,16
Dwight Evans,5,0,29,24,24,18,15,10,9,8,9,7,6,7,3,3,16
Kevin Johnson,,0,5,2,2,3,3,2,2,1,1,2,2,1,1,4,16
Kathryn S Huggins,,,2,23,21,19,16,10,9,5,5,9,6,7,3,5,16
Dewayne Drummond,,,,0,23,19,17,11,9,8,8,9,5,7,4,6,16
Ken Washington,,,,,0,16,17,12,10,7,7,6,6,7,4,7,16
Kevin Bundy,,,,,,0,12,7,4,4,5,5,4,7,3,8,16
Liam G Boyle,,,,,,,0,7,5,3,4,5,3,3,2,9,16
Monica Maria Djerassi,,,,,,,,0,8,5,3,5,4,2,3,10,16
Lisa Rhodes,,,,,,,,,0,5,4,6,4,3,1,11,16
Joe Khan,,,,,,,,,,0,6,3,3,3,1,12,16
John Brady,,,,,,,,,,,0,3,2,3,1,13,16
Linda Norris,,,,,,,,,,,,0,4,1,0,14,16
Jacque Whaumbush,,,,,,,,,,,,,0,3,1,15,16
Nat Lownes,,,,,,,,,,,,,,0,1,16,16
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,16
Total,41,7,37,27,27,21,18,13,12,10,10,10,8,8,4,18,16
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,17
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,John Brady,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,2,17
Dwight Evans,2,0,45,33,33,25,27,19,19,18,17,12,10,10,9,3,17
Kevin Johnson,,2,9,5,6,6,4,3,2,3,3,3,4,0,1,4,17
Kathryn S Huggins,,,2,35,33,28,29,18,15,17,16,13,10,7,9,5,17
Dewayne Drummond,,,,0,28,23,24,16,13,15,15,10,8,10,9,6,17
Ken Washington,,,,,0,22,27,15,14,14,11,11,8,5,5,7,17
Kevin Bundy,,,,,,0,22,10,9,8,7,9,4,5,5,8,17
Liam G Boyle,,,,,,,0,9,10,10,9,5,5,4,6,9,17
Linda Norris,,,,,,,,0,9,12,13,7,5,5,3,10,17
John Brady,,,,,,,,,0,12,9,7,7,7,6,11,17
Lisa Rhodes,,,,,,,,,,0,11,8,6,5,2,12,17
Monica Maria Djerassi,,,,,,,,,,,0,7,7,4,7,13,17
