col_1,col_2,col_3,col_4,col_5,col_6,order,division
Scott R Wagner,,,0,0,0,5,16
Paul Mango,,,,1,0,6,16
Laura Ellsworth,,,,,0,7,16
Total,8,6,7,6,1,8,16
,United States Senator - Republican,,Governor - Republican,,,1,17
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,17
Jim Christiana,0,0,3,3,0,3,17
Lou Barletta,,0,2,1,2,4,17
Paul Mango,,,1,0,0,5,17
Scott R Wagner,,,,1,0,6,17
Laura Ellsworth,,,,,0,7,17
Total,6,5,6,5,2,8,17
,Governor - Republican,,,United States Senator - Republican,,1,18
,Paul Mango,Scott R Wagner,Laura Ellsworth,Jim Christiana,Lou Barletta,2,18
Paul Mango,2,0,0,1,3,3,18
Scott R Wagner,,0,0,2,0,4,18
Laura Ellsworth,,,0,1,0,5,18
Jim Christiana,,,,0,0,6,18
Lou Barletta,,,,,0,7,18
Total,6,2,1,4,3,8,18
,United States Senator - Republican,,Governor - Republican,,,1,19
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,19
Lou Barletta,0,0,8,6,3,3,19
Jim Christiana,,0,2,1,0,4,19
Paul Mango,,,3,0,0,5,19
Scott R Wagner,,,,0,0,6,19
Laura Ellsworth,,,,,1,7,19
Total,17,3,13,7,4,8,19
,United States Senator - Republican,,Governor - Republican,,,1,20
,Lou Barletta,Jim Christiana,Scott R Wagner,Paul Mango,Laura Ellsworth,2,20
Lou Barletta,3,0,21,24,7,3,20
Jim Christiana,,2,11,4,4,4,20
Scott R Wagner,,,6,0,0,5,20
Paul Mango,,,,4,0,6,20
Laura Ellsworth,,,,,1,7,20
Total,55,21,38,32,12,8,20
,United States Senator - Republican,,Governor - Republican,,,1,21
,Lou Barletta,Jim Christiana,Laura Ellsworth,Scott R Wagner,Paul Mango,2,21
Lou Barletta,0,0,2,2,2,3,21
Jim Christiana,,0,3,1,0,4,21
Laura Ellsworth,,,0,0,0,5,21
Scott R Wagner,,,,0,0,6,21
Paul Mango,,,,,0,7,21
Total,6,4,5,3,2,8,21
,United States Senator - Republican,,Governor - Republican,,,1,22
,Lou Barletta,Jim Christiana,Scott R Wagner,Paul Mango,Laura Ellsworth,2,22
Lou Barletta,1,0,3,4,0,3,22
Jim Christiana,,0,3,2,1,4,22
Scott R Wagner,,,2,0,0,5,22
Paul Mango,,,,0,0,6,22
Laura Ellsworth,,,,,1,7,22
Total,8,6,8,6,2,8,22
,United States Senator - Republican,,Governor - Republican,,,1,23
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,23
Lou Barletta,0,0,14,9,5,3,23
Jim Christiana,,0,6,4,5,4,23
Paul Mango,,,3,0,0,5,23
Scott R Wagner,,,,0,0,6,23
Laura Ellsworth,,,,,1,7,23
Total,28,15,23,13,11,8,23
