col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
Total,160,28,110,75,66,53,42,36,34,33,22,19,16,14,9,18,6
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,7
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Lisa Rhodes,Jacque Whaumbush,Linda Norris,Nat Lownes,Joe Khan,2,7
Dwight Evans,8,0,30,21,22,19,12,6,7,6,5,4,4,5,3,3,7
Kevin Johnson,,3,5,5,3,1,1,1,0,1,1,0,1,0,1,4,7
Kathryn S Huggins,,,0,17,20,18,13,8,7,7,7,4,5,5,4,5,7
Dewayne Drummond,,,,1,17,16,11,5,6,2,3,2,1,3,1,6,7
Ken Washington,,,,,0,17,11,6,4,6,6,4,3,5,3,7,7
Kevin Bundy,,,,,,0,11,4,3,5,2,0,2,4,3,8,7
Liam G Boyle,,,,,,,0,0,1,2,1,1,0,3,0,9,7
Monica Maria Djerassi,,,,,,,,0,5,3,5,3,3,2,3,10,7
Rebecca Poyourow,,,,,,,,,0,1,3,3,2,2,1,11,7
John Brady,,,,,,,,,,0,3,1,2,3,4,12,7
Lisa Rhodes,,,,,,,,,,,0,4,4,1,2,13,7
Jacque Whaumbush,,,,,,,,,,,,0,1,1,0,14,7
Linda Norris,,,,,,,,,,,,,0,0,2,15,7
Nat Lownes,,,,,,,,,,,,,,0,1,16,7
Joe Khan,,,,,,,,,,,,,,,0,17,7
Total,49,12,36,28,26,20,13,8,8,7,7,5,5,5,4,18,7
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,8
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Rebecca Poyourow,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,Linda Norris,Joe Khan,Liam G Boyle,John Brady,Jacque Whaumbush,Nat Lownes,Dwight Evans,Kevin Johnson,2,8
Kathryn S Huggins,0,29,30,26,31,28,21,22,19,18,15,12,7,27,28,3,8
Dewayne Drummond,,0,25,20,17,21,18,16,16,17,12,8,5,27,15,4,8
Ken Washington,,,2,17,19,17,17,14,15,14,10,7,4,21,16,5,8
Rebecca Poyourow,,,,1,23,24,9,18,18,14,10,12,3,14,18,6,8
Lisa Rhodes,,,,,0,21,13,21,15,9,11,9,3,17,16,7,8
Monica Maria Djerassi,,,,,,0,9,19,14,10,9,9,5,16,14,8,8
Kevin Bundy,,,,,,,0,8,8,14,13,3,2,12,15,9,8
Linda Norris,,,,,,,,0,12,8,7,7,4,12,13,10,8
Joe Khan,,,,,,,,,0,7,6,9,6,14,12,11,8
Liam G Boyle,,,,,,,,,,0,12,4,2,12,11,12,8
John Brady,,,,,,,,,,,0,4,3,11,9,13,8
Jacque Whaumbush,,,,,,,,,,,,0,2,7,7,14,8
Nat Lownes,,,,,,,,,,,,,0,4,6,15,8
Dwight Evans,,,,,,,,,,,,,,15,0,16,8
Kevin Johnson,,,,,,,,,,,,,,,7,17,8
Total,62,47,43,38,36,33,29,28,27,26,22,16,11,56,49,18,8
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,9
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Nat Lownes,John Brady,Jacque Whaumbush,Joe Khan,Rebecca Poyourow,2,9
Dwight Evans,2,0,26,23,23,22,13,9,9,9,2,2,1,1,0,3,9
Kevin Johnson,,1,1,2,2,1,1,1,0,1,0,0,0,0,1,4,9
Kathryn S Huggins,,,1,22,22,23,11,8,6,8,2,1,0,0,0,5,9
Ken Washington,,,,0,22,21,10,7,7,8,2,0,0,0,0,6,9
Dewayne Drummond,,,,,0,22,12,7,7,8,1,0,0,0,1,7,9
Liam G Boyle,,,,,,0,12,8,6,8,1,0,0,0,0,8,9
Kevin Bundy,,,,,,,0,3,2,3,1,0,0,0,0,9,9
Lisa Rhodes,,,,,,,,0,9,9,1,2,1,1,0,10,9
Linda Norris,,,,,,,,,0,8,1,2,1,1,0,11,9
Monica Maria Djerassi,,,,,,,,,,0,2,2,1,1,0,12,9
Nat Lownes,,,,,,,,,,,0,1,1,1,0,13,9
John Brady,,,,,,,,,,,,0,1,1,0,14,9
Jacque Whaumbush,,,,,,,,,,,,,0,1,0,15,9
Joe Khan,,,,,,,,,,,,,,0,0,16,9
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,9
Total,35,4,30,27,26,24,15,11,10,10,3,2,1,1,1,18,9
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,10
,Kathryn S Huggins,Monica Maria Djerassi,Rebecca Poyourow,Dewayne Drummond,Ken Washington,Lisa Rhodes,Linda Norris,Joe Khan,John Brady,Kevin Bundy,Liam G Boyle,Nat Lownes,Jacque Whaumbush,Dwight Evans,Kevin Johnson,2,10
Kathryn S Huggins,0,10,12,9,8,6,5,3,5,4,5,3,3,5,9,3,10
Monica Maria Djerassi,,0,9,8,8,7,6,4,3,4,2,3,3,5,6,4,10
Rebecca Poyourow,,,0,9,7,5,4,3,5,4,5,3,2,5,7,5,10
Dewayne Drummond,,,,0,7,5,4,5,4,4,5,4,2,5,6,6,10
Ken Washington,,,,,0,4,4,3,3,5,3,4,1,4,5,7,10
Lisa Rhodes,,,,,,0,7,3,1,1,1,1,3,6,1,8,10
Linda Norris,,,,,,,0,2,1,1,1,1,2,5,1,9,10
Joe Khan,,,,,,,,0,2,1,2,1,1,3,2,10,10
John Brady,,,,,,,,,0,1,3,1,0,1,4,11,10
Kevin Bundy,,,,,,,,,,0,2,2,0,2,3,12,10
Liam G Boyle,,,,,,,,,,,0,1,0,2,3,13,10
Nat Lownes,,,,,,,,,,,,0,0,2,2,14,10
Jacque Whaumbush,,,,,,,,,,,,,0,1,1,15,10
Dwight Evans,,,,,,,,,,,,,,4,0,16,10
Kevin Johnson,,,,,,,,,,,,,,,2,17,10
Total,15,12,12,11,10,8,7,5,5,5,5,4,3,11,11,18,10
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,11
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Rebecca Poyourow,Jacque Whaumbush,John Brady,Nat Lownes,Joe Khan,2,11
Dwight Evans,4,0,15,13,14,11,6,7,4,6,1,1,2,1,2,3,11
Kevin Johnson,,1,10,6,4,4,9,7,9,3,8,4,2,3,1,4,11
Kathryn S Huggins,,,1,13,12,11,14,11,12,7,9,4,4,4,3,5,11
Ken Washington,,,,0,14,14,8,6,7,6,3,1,3,1,1,6,11
Dewayne Drummond,,,,,1,13,8,7,6,6,3,1,3,2,2,7,11
Liam G Boyle,,,,,,0,7,4,6,7,1,0,4,1,2,8,11
Lisa Rhodes,,,,,,,0,12,13,3,8,4,2,3,2,9,11
Monica Maria Djerassi,,,,,,,,0,11,1,8,5,0,3,1,10,11
Linda Norris,,,,,,,,,0,2,7,4,1,2,1,11,11
Kevin Bundy,,,,,,,,,,0,1,1,3,0,2,12,11
Rebecca Poyourow,,,,,,,,,,,0,4,1,4,1,13,11
Jacque Whaumbush,,,,,,,,,,,,0,0,2,0,14,11
John Brady,,,,,,,,,,,,,0,1,2,15,11
Nat Lownes,,,,,,,,,,,,,,0,1,16,11
Joe Khan,,,,,,,,,,,,,,,0,17,11
Total,29,13,27,20,19,15,15,14,13,9,9,5,4,4,3,18,11
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,12
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,John Brady,Nat Lownes,2,12
Dwight Evans,6,0,41,35,26,27,21,20,17,15,8,8,9,7,6,3,12
Kevin Johnson,,4,11,6,6,6,6,2,2,2,2,0,1,1,0,4,12
Kathryn S Huggins,,,1,32,31,30,25,18,17,18,11,8,8,4,5,5,12
Dewayne Drummond,,,,2,28,28,24,12,11,10,6,4,3,4,4,6,12
Ken Washington,,,,,0,24,19,12,11,9,6,3,3,5,2,7,12
Liam G Boyle,,,,,,0,18,11,11,8,6,3,2,2,5,8,12
Kevin Bundy,,,,,,,0,5,5,4,2,4,4,2,5,9,12
Linda Norris,,,,,,,,0,19,14,8,4,9,6,3,10,12
Lisa Rhodes,,,,,,,,,0,14,8,4,9,5,3,11,12
Monica Maria Djerassi,,,,,,,,,,0,9,8,6,5,4,12,12
Rebecca Poyourow,,,,,,,,,,,0,4,4,3,5,13,12
Joe Khan,,,,,,,,,,,,0,2,3,4,14,12
Jacque Whaumbush,,,,,,,,,,,,,0,4,2,15,12
John Brady,,,,,,,,,,,,,,0,2,16,12
Nat Lownes,,,,,,,,,,,,,,,0,17,12
Total,59,15,55,44,34,33,28,22,20,20,13,11,10,10,8,18,12
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,13
,Dewayne Drummond,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Jacque Whaumbush,Nat Lownes,Joe Khan,Dwight Evans,Kevin Johnson,2,13
Dewayne Drummond,0,45,38,32,33,29,25,20,7,12,7,6,3,36,14,3,13
Kathryn S Huggins,,0,38,34,30,31,26,20,13,12,11,6,6,36,14,4,13
Ken Washington,,,1,26,30,25,23,15,7,6,7,6,4,27,15,5,13
Lisa Rhodes,,,,0,22,30,24,11,10,6,9,6,4,25,11,6,13
Liam G Boyle,,,,,0,21,21,13,5,4,2,2,1,22,10,7,13
Linda Norris,,,,,,0,24,9,8,6,8,3,2,25,8,8,13
Monica Maria Djerassi,,,,,,,0,7,6,4,4,3,3,19,9,9,13
Kevin Bundy,,,,,,,,0,7,7,3,2,2,17,5,10,13
Rebecca Poyourow,,,,,,,,,0,2,6,1,3,10,3,11,13
John Brady,,,,,,,,,,0,1,2,0,7,5,12,13
Jacque Whaumbush,,,,,,,,,,,0,2,4,9,2,13,13
Nat Lownes,,,,,,,,,,,,0,2,2,5,14,13
Joe Khan,,,,,,,,,,,,,0,4,2,15,13
Dwight Evans,,,,,,,,,,,,,,3,0,16,13
Kevin Johnson,,,,,,,,,,,,,,,3,17,13
Total,52,51,44,37,34,34,29,23,13,12,11,7,6,45,20,18,13
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,14
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Monica Maria Djerassi,Kevin Bundy,Linda Norris,Lisa Rhodes,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,2,14
Dwight Evans,7,0,49,43,39,36,22,20,22,22,8,8,7,5,5,3,14
Kevin Johnson,,0,3,2,3,2,0,3,0,0,0,0,0,0,0,4,14
Kathryn S Huggins,,,0,36,39,35,21,19,21,20,7,7,7,4,5,5,14
Dewayne Drummond,,,,0,34,32,20,19,17,20,6,5,5,3,2,6,14
Ken Washington,,,,,0,34,18,18,20,18,3,4,5,3,4,7,14
Liam G Boyle,,,,,,0,17,13,18,16,2,2,5,2,1,8,14
Monica Maria Djerassi,,,,,,,0,8,18,18,4,6,3,4,4,9,14
Kevin Bundy,,,,,,,,0,3,5,5,4,5,4,2,10,14
Linda Norris,,,,,,,,,0,19,1,4,2,2,3,11,14
Lisa Rhodes,,,,,,,,,,0,2,6,1,1,3,12,14
John Brady,,,,,,,,,,,0,3,3,1,1,13,14
Rebecca Poyourow,,,,,,,,,,,,0,3,0,2,14,14
Nat Lownes,,,,,,,,,,,,,0,2,1,15,14
Joe Khan,,,,,,,,,,,,,,0,1,16,14
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,14
Total,69,3,53,47,43,40,25,24,24,24,8,8,7,6,5,18,14
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,15
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Joe Khan,Nat Lownes,John Brady,Linda Norris,Lisa Rhodes,Rebecca Poyourow,Jacque Whaumbush,2,15
Dwight Evans,5,0,23,19,14,13,12,5,3,5,4,3,4,2,1,3,15
Kevin Johnson,,3,9,6,7,4,6,3,4,2,1,2,1,2,1,4,15
Dewayne Drummond,,,0,21,17,13,16,6,4,5,3,5,5,3,2,5,15
Kathryn S Huggins,,,,2,15,14,16,8,5,6,4,4,4,3,1,6,15
Ken Washington,,,,,0,11,14,4,3,3,1,4,4,2,2,7,15
Kevin Bundy,,,,,,1,11,3,4,3,3,1,3,1,1,8,15
Liam G Boyle,,,,,,,0,4,3,4,2,3,3,1,2,9,15
Monica Maria Djerassi,,,,,,,,0,4,5,4,4,3,2,0,10,15
Joe Khan,,,,,,,,,0,4,3,1,1,3,0,11,15
Nat Lownes,,,,,,,,,,0,5,1,1,2,1,12,15
John Brady,,,,,,,,,,,0,1,1,1,0,13,15
Linda Norris,,,,,,,,,,,,0,3,1,1,14,15
Lisa Rhodes,,,,,,,,,,,,,0,1,1,15,15
Rebecca Poyourow,,,,,,,,,,,,,,1,1,16,15
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,15
Total,36,14,32,28,21,19,18,9,7,7,5,5,5,5,2,18,15
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,16
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Kathryn S Huggins,Kevin Bundy,Ken Washington,Liam G Boyle,Rebecca Poyourow,Lisa Rhodes,Monica Maria Djerassi,Jacque Whaumbush,John Brady,Linda Norris,Nat Lownes,Joe Khan,2,16
Dwight Evans,6,0,20,16,14,13,11,5,4,5,3,4,4,2,1,3,16
Kevin Johnson,,1,6,4,3,3,2,2,2,1,2,1,1,1,0,4,16
Dewayne Drummond,,,1,16,15,12,12,6,4,6,3,3,4,2,1,5,16
Kathryn S Huggins,,,,0,13,12,10,6,6,6,4,4,4,3,1,6,16
Kevin Bundy,,,,,0,11,9,5,2,4,2,4,3,3,1,7,16
Ken Washington,,,,,,0,10,3,2,2,2,5,1,3,1,8,16
Liam G Boyle,,,,,,,0,2,1,2,0,2,1,1,1,9,16
Rebecca Poyourow,,,,,,,,0,3,5,2,1,5,2,0,10,16
Lisa Rhodes,,,,,,,,,0,3,3,2,3,1,0,11,16
Monica Maria Djerassi,,,,,,,,,,0,2,1,4,1,0,12,16
Jacque Whaumbush,,,,,,,,,,,0,2,2,1,0,13,16
John Brady,,,,,,,,,,,,0,1,1,1,14,16
Linda Norris,,,,,,,,,,,,,0,0,0,15,16
Nat Lownes,,,,,,,,,,,,,,0,0,16,16
Joe Khan,,,,,,,,,,,,,,,0,17,16
Total,34,7,27,20,17,16,13,7,6,6,5,5,5,3,1,18,16
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,17
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Kathryn S Huggins,Kevin Bundy,Liam G Boyle,John Brady,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Ken Washington,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,2,17
Dwight Evans,4,0,12,13,8,6,3,5,5,5,3,5,3,1,0,3,17
Kevin Johnson,,0,8,5,4,1,3,1,1,1,2,0,1,1,0,4,17
Dewayne Drummond,,,2,9,8,4,5,3,2,3,3,3,3,1,0,5,17
Kathryn S Huggins,,,,0,10,5,3,5,5,4,3,5,3,1,0,6,17
Kevin Bundy,,,,,0,5,4,4,4,4,4,4,4,2,0,7,17
Liam G Boyle,,,,,,0,0,2,2,2,2,2,2,0,0,8,17
John Brady,,,,,,,0,2,2,2,3,1,2,1,0,9,17
Linda Norris,,,,,,,,0,5,2,1,4,2,1,0,10,17
Lisa Rhodes,,,,,,,,,0,3,2,3,2,1,0,11,17
Monica Maria Djerassi,,,,,,,,,,0,3,3,2,2,0,12,17
Ken Washington,,,,,,,,,,,0,1,2,1,0,13,17
Rebecca Poyourow,,,,,,,,,,,,0,1,1,0,14,17
Nat Lownes,,,,,,,,,,,,,0,1,0,15,17
