col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
,Tom Wolf,Amanda Mcillmurray,Rhea Powell,Mariel J K Martin,Joe Celentano,Marylouise Isaacson,Tom Young,Andi Perez,Judi Golding Baker,Micah Mahjoubian,Jon Geeting,Noam Kugelmass,Darrell L Clarke,Matthew D Myers,2,3
Tom Wolf,15,31,30,25,22,20,19,19,19,16,15,15,13,12,3,3
Amanda Mcillmurray,,1,21,25,18,18,15,17,14,12,13,12,10,11,4,3
Rhea Powell,,,1,17,18,12,13,12,11,10,8,11,7,6,5,3
Mariel J K Martin,,,,0,13,14,13,13,12,9,11,10,9,10,6,3
Joe Celentano,,,,,0,9,11,11,10,11,9,8,5,7,7,3
Marylouise Isaacson,,,,,,0,6,10,11,6,7,4,5,5,8,3
Tom Young,,,,,,,0,9,5,6,8,11,4,6,9,3
Andi Perez,,,,,,,,0,9,10,7,7,4,6,10,3
Judi Golding Baker,,,,,,,,,0,7,6,4,5,5,11,3
Micah Mahjoubian,,,,,,,,,,0,6,7,4,4,12,3
Jon Geeting,,,,,,,,,,,0,4,3,6,13,3
Noam Kugelmass,,,,,,,,,,,,0,5,7,14,3
Darrell L Clarke,,,,,,,,,,,,,0,5,15,3
Matthew D Myers,,,,,,,,,,,,,,0,16,3
Total,67,33,31,25,23,20,20,19,19,16,15,15,13,12,17,3
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,4
,Tom Wolf,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Tom Young,Andi Perez,Mariel J K Martin,Noam Kugelmass,Jon Geeting,Micah Mahjoubian,Judi Golding Baker,Matthew D Myers,Darrell L Clarke,2,4
Tom Wolf,12,22,24,22,21,21,17,18,16,14,16,14,11,10,3,4
Joe Celentano,,1,15,17,16,18,13,13,11,11,9,11,7,7,4,4
Rhea Powell,,,0,15,15,13,13,9,7,8,10,9,7,8,5,4
Amanda Mcillmurray,,,,0,16,17,11,14,11,10,9,11,8,5,6,4
Marylouise Isaacson,,,,,0,16,11,10,9,10,10,11,8,5,7,4
Tom Young,,,,,,0,13,13,15,11,11,12,6,3,8,4
Andi Perez,,,,,,,0,10,9,10,9,7,6,6,9,4
Mariel J K Martin,,,,,,,,0,9,8,5,9,8,6,10,4
Noam Kugelmass,,,,,,,,,0,6,8,7,2,2,11,4
Jon Geeting,,,,,,,,,,1,6,8,7,3,12,4
Micah Mahjoubian,,,,,,,,,,,0,5,3,1,13,4
Judi Golding Baker,,,,,,,,,,,,0,6,1,14,4
Matthew D Myers,,,,,,,,,,,,,0,5,15,4
Darrell L Clarke,,,,,,,,,,,,,,0,16,4
Total,56,25,25,24,23,23,19,19,17,16,16,15,11,10,17,4
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,5
,Tom Wolf,Rhea Powell,Joe Celentano,Amanda Mcillmurray,Marylouise Isaacson,Judi Golding Baker,Tom Young,Mariel J K Martin,Micah Mahjoubian,Andi Perez,Noam Kugelmass,Jon Geeting,Matthew D Myers,Darrell L Clarke,2,5
Tom Wolf,7,38,30,31,32,31,27,26,24,21,20,18,15,12,3,5
Rhea Powell,,0,20,23,27,25,16,18,20,16,16,15,9,7,4,5
Joe Celentano,,,2,17,16,17,19,16,15,13,12,16,9,5,5,5
Amanda Mcillmurray,,,,0,20,23,13,16,12,11,12,10,11,8,6,5
Marylouise Isaacson,,,,,0,23,16,16,15,14,12,10,8,6,7,5
Judi Golding Baker,,,,,,0,13,18,14,14,13,11,11,8,8,5
Tom Young,,,,,,,0,12,11,10,9,9,8,4,9,5
Mariel J K Martin,,,,,,,,0,14,11,11,12,8,6,10,5
Micah Mahjoubian,,,,,,,,,0,12,12,11,6,6,11,5
Andi Perez,,,,,,,,,,0,7,7,7,6,12,5
Noam Kugelmass,,,,,,,,,,,0,11,5,3,13,5
Jon Geeting,,,,,,,,,,,,1,3,3,14,5
Matthew D Myers,,,,,,,,,,,,,1,6,15,5
Darrell L Clarke,,,,,,,,,,,,,,0,16,5
Total,68,38,33,32,32,31,27,26,24,21,21,20,16,12,17,5
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,6
,Tom Wolf,Rhea Powell,Micah Mahjoubian,Tom Young,Joe Celentano,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Judi Golding Baker,Jon Geeting,Noam Kugelmass,2,6
Tom Wolf,10,18,15,14,12,12,12,11,13,12,9,10,5,6,3,6
Rhea Powell,,0,11,10,10,11,11,7,7,10,6,11,3,5,4,6
Micah Mahjoubian,,,1,12,9,7,10,10,7,9,7,8,3,4,5,6
Tom Young,,,,0,11,9,10,11,9,11,10,7,5,4,6,6
Joe Celentano,,,,,1,10,6,7,5,6,6,5,5,4,7,6
Amanda Mcillmurray,,,,,,0,6,4,7,7,4,7,3,4,8,6
Mariel J K Martin,,,,,,,0,9,7,10,9,8,4,2,9,6
Andi Perez,,,,,,,,0,8,8,8,5,5,3,10,6
Darrell L Clarke,,,,,,,,,0,6,6,4,3,3,11,6
Marylouise Isaacson,,,,,,,,,,0,7,6,2,3,12,6
Matthew D Myers,,,,,,,,,,,1,4,4,1,13,6
Judi Golding Baker,,,,,,,,,,,,0,3,2,14,6
Jon Geeting,,,,,,,,,,,,,0,1,15,6
Noam Kugelmass,,,,,,,,,,,,,,0,16,6
Total,38,21,18,18,17,15,15,14,14,14,13,12,6,6,17,6
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,7
,Tom Wolf,Marylouise Isaacson,Tom Young,Rhea Powell,Micah Mahjoubian,Amanda Mcillmurray,Joe Celentano,Matthew D Myers,Mariel J K Martin,Andi Perez,Darrell L Clarke,Judi Golding Baker,Noam Kugelmass,Jon Geeting,2,7
Tom Wolf,9,19,18,17,16,15,15,14,11,12,11,11,8,7,3,7
Marylouise Isaacson,,0,11,13,12,13,9,11,12,10,7,10,6,4,4,7
Tom Young,,,1,8,8,6,8,10,7,6,7,4,5,3,5,7
Rhea Powell,,,,0,12,11,9,8,8,7,3,10,6,5,6,7
Micah Mahjoubian,,,,,0,8,8,9,8,9,6,7,6,6,7,7
Amanda Mcillmurray,,,,,,0,5,8,5,8,2,9,3,4,8,7
Joe Celentano,,,,,,,0,6,7,4,5,4,5,4,9,7
Matthew D Myers,,,,,,,,0,7,9,8,8,4,4,10,7
Mariel J K Martin,,,,,,,,,0,6,6,5,3,3,11,7
Andi Perez,,,,,,,,,,0,5,6,5,3,12,7
Darrell L Clarke,,,,,,,,,,,1,3,4,3,13,7
Judi Golding Baker,,,,,,,,,,,,1,3,3,14,7
Noam Kugelmass,,,,,,,,,,,,,2,2,15,7
Jon Geeting,,,,,,,,,,,,,,0,16,7
Total,44,21,20,18,17,16,15,14,13,12,12,12,10,7,17,7
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,8
,Tom Wolf,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Mariel J K Martin,Tom Young,Andi Perez,Darrell L Clarke,Joe Celentano,Judi Golding Baker,Micah Mahjoubian,Matthew D Myers,Noam Kugelmass,Jon Geeting,2,8
Tom Wolf,10,25,20,20,17,17,15,15,13,13,13,11,10,6,3,8
Rhea Powell,,0,15,19,15,14,13,11,10,13,11,4,9,3,4,8
Amanda Mcillmurray,,,0,14,13,10,11,10,9,11,7,7,6,6,5,8
Marylouise Isaacson,,,,0,15,10,12,9,10,10,9,3,7,4,6,8
Mariel J K Martin,,,,,0,7,10,9,6,11,6,5,5,5,7,8
Tom Young,,,,,,0,9,7,10,5,10,5,7,4,8,8
Andi Perez,,,,,,,0,7,7,7,7,4,5,3,9,8
Darrell L Clarke,,,,,,,,0,3,9,6,4,4,4,10,8
Joe Celentano,,,,,,,,,0,4,5,5,5,3,11,8
Judi Golding Baker,,,,,,,,,,0,5,4,3,2,12,8
Micah Mahjoubian,,,,,,,,,,,0,2,7,1,13,8
Matthew D Myers,,,,,,,,,,,,0,2,4,14,8
Noam Kugelmass,,,,,,,,,,,,,1,2,15,8
Jon Geeting,,,,,,,,,,,,,,0,16,8
Total,47,26,22,22,18,17,16,15,14,13,13,12,11,7,17,8
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,9
,Tom Wolf,Rhea Powell,Jon Geeting,Noam Kugelmass,Tom Young,Amanda Mcillmurray,Andi Perez,Joe Celentano,Judi Golding Baker,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Mariel J K Martin,Darrell L Clarke,2,9
Tom Wolf,3,10,6,6,5,4,4,4,4,4,4,4,2,1,3,9
Rhea Powell,,0,4,4,3,3,4,3,4,3,3,3,1,1,4,9
Jon Geeting,,,0,6,4,2,2,2,3,2,4,2,2,0,5,9
Noam Kugelmass,,,,0,4,2,2,2,3,2,4,2,2,0,6,9
Tom Young,,,,,0,2,1,2,2,1,2,1,1,0,7,9
Amanda Mcillmurray,,,,,,0,2,1,2,1,1,1,0,1,8,9
Andi Perez,,,,,,,0,2,2,3,1,3,0,1,9,9
Joe Celentano,,,,,,,,0,1,2,1,1,1,0,10,9
Judi Golding Baker,,,,,,,,,0,1,3,2,1,1,11,9
Marylouise Isaacson,,,,,,,,,,0,1,3,0,0,12,9
Matthew D Myers,,,,,,,,,,,0,1,2,0,13,9
Micah Mahjoubian,,,,,,,,,,,,0,0,1,14,9
Mariel J K Martin,,,,,,,,,,,,,0,0,15,9
Darrell L Clarke,,,,,,,,,,,,,,0,16,9
Total,18,10,6,6,5,4,4,4,4,4,4,4,2,1,17,9
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,10
,Tom Wolf,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Mariel J K Martin,Joe Celentano,Micah Mahjoubian,Andi Perez,Judi Golding Baker,Tom Young,Noam Kugelmass,Jon Geeting,Darrell L Clarke,Matthew D Myers,2,10
Tom Wolf,13,30,29,26,23,19,19,19,19,17,13,13,11,10,3,10
Rhea Powell,,2,21,20,16,17,18,15,13,14,12,8,7,5,4,10
Amanda Mcillmurray,,,0,20,18,13,13,14,15,11,6,11,9,7,5,10
Marylouise Isaacson,,,,0,20,15,15,16,16,14,10,11,8,6,6,10
Mariel J K Martin,,,,,1,10,11,13,16,11,6,8,8,8,7,10
Joe Celentano,,,,,,0,12,9,7,13,9,8,2,5,8,10
Micah Mahjoubian,,,,,,,0,12,10,10,11,6,6,3,9,10
Andi Perez,,,,,,,,0,11,9,5,8,6,4,10,10
Judi Golding Baker,,,,,,,,,0,7,7,7,6,7,11,10
Tom Young,,,,,,,,,,0,7,9,2,6,12,10
Noam Kugelmass,,,,,,,,,,,0,4,4,4,13,10
Jon Geeting,,,,,,,,,,,,0,3,4,14,10
Darrell L Clarke,,,,,,,,,,,,,0,4,15,10
Matthew D Myers,,,,,,,,,,,,,,0,16,10
Total,55,33,29,27,24,20,20,19,19,18,14,13,11,10,17,10
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,11
,Tom Wolf,Rhea Powell,Micah Mahjoubian,Amanda Mcillmurray,Andi Perez,Joe Celentano,Marylouise Isaacson,Tom Young,Judi Golding Baker,Darrell L Clarke,Noam Kugelmass,Mariel J K Martin,Matthew D Myers,Jon Geeting,2,11
Tom Wolf,7,29,23,20,20,20,19,18,17,16,16,14,12,10,3,11
Rhea Powell,,0,20,16,15,14,15,12,13,10,13,11,8,7,4,11
Micah Mahjoubian,,,0,16,16,13,13,12,10,12,12,10,5,5,5,11
Amanda Mcillmurray,,,,0,13,13,11,10,11,7,11,9,6,6,6,11
Andi Perez,,,,,0,12,13,11,10,11,8,9,7,7,7,11
Joe Celentano,,,,,,0,11,12,11,8,12,9,7,7,8,11
Marylouise Isaacson,,,,,,,0,12,12,9,9,10,9,5,9,11
Tom Young,,,,,,,,1,9,9,11,8,7,6,10,11
Judi Golding Baker,,,,,,,,,0,8,7,5,9,6,11,11
Darrell L Clarke,,,,,,,,,,0,7,7,7,5,12,11
Noam Kugelmass,,,,,,,,,,,0,8,3,6,13,11
Mariel J K Martin,,,,,,,,,,,,0,5,4,14,11
Matthew D Myers,,,,,,,,,,,,,0,5,15,11
Jon Geeting,,,,,,,,,,,,,,0,16,11
Total,44,29,23,20,20,20,19,19,17,16,16,14,12,10,17,11
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,12
,Tom Wolf,Amanda Mcillmurray,Rhea Powell,Mariel J K Martin,Marylouise Isaacson,Tom Young,Noam Kugelmass,Judi Golding Baker,Andi Perez,Micah Mahjoubian,Joe Celentano,Matthew D Myers,Darrell L Clarke,Jon Geeting,2,12
Tom Wolf,5,31,28,27,25,21,21,19,18,20,14,14,13,12,3,12
Amanda Mcillmurray,,0,20,21,21,12,15,15,13,13,9,7,8,8,4,12
Rhea Powell,,,0,20,18,16,18,16,14,13,10,8,9,9,5,12
Mariel J K Martin,,,,0,19,15,16,17,17,13,8,11,10,10,6,12
Marylouise Isaacson,,,,,0,10,13,15,15,11,7,7,8,6,7,12
Tom Young,,,,,,1,15,10,9,12,9,11,6,8,8,12
Noam Kugelmass,,,,,,,0,10,11,13,10,7,5,6,9,12
Judi Golding Baker,,,,,,,,0,14,6,5,7,9,9,10,12
Andi Perez,,,,,,,,,1,9,4,6,7,7,11,12
Micah Mahjoubian,,,,,,,,,,0,7,8,6,4,12,12
Joe Celentano,,,,,,,,,,,0,3,4,2,13,12
Matthew D Myers,,,,,,,,,,,,0,7,8,14,12
Darrell L Clarke,,,,,,,,,,,,,0,3,15,12
Jon Geeting,,,,,,,,,,,,,,0,16,12
Total,53,32,30,28,25,23,22,21,20,20,15,15,14,13,17,12
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,13
,Tom Wolf,Rhea Powell,Tom Young,Micah Mahjoubian,Joe Celentano,Noam Kugelmass,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Darrell L Clarke,Marylouise Isaacson,Judi Golding Baker,Jon Geeting,Matthew D Myers,2,13
Tom Wolf,8,23,15,14,13,13,9,9,9,8,8,7,4,4,3,13
Rhea Powell,,0,12,12,13,10,9,8,9,7,8,6,4,4,4,13
Tom Young,,,0,10,9,8,3,3,5,4,5,3,2,1,5,13
Micah Mahjoubian,,,,0,7,6,4,4,6,4,5,4,1,1,6,13
Joe Celentano,,,,,0,10,6,5,5,1,5,3,4,3,7,13
Noam Kugelmass,,,,,,0,4,4,4,1,4,1,4,2,8,13
Amanda Mcillmurray,,,,,,,0,6,7,3,5,5,2,3,9,13
Andi Perez,,,,,,,,0,6,4,5,3,3,2,10,13
Mariel J K Martin,,,,,,,,,0,4,6,5,2,1,11,13
Darrell L Clarke,,,,,,,,,,0,4,3,1,1,12,13
Marylouise Isaacson,,,,,,,,,,,0,5,3,1,13,13
Judi Golding Baker,,,,,,,,,,,,0,0,1,14,13
Jon Geeting,,,,,,,,,,,,,0,2,15,13
Matthew D Myers,,,,,,,,,,,,,,0,16,13
Total,41,23,15,14,13,13,9,9,9,8,8,7,4,4,17,13
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,14
,Tom Wolf,Tom Young,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Andi Perez,Judi Golding Baker,Micah Mahjoubian,Noam Kugelmass,Darrell L Clarke,Marylouise Isaacson,Matthew D Myers,Mariel J K Martin,Jon Geeting,2,14
Tom Wolf,4,9,7,7,5,5,4,5,4,4,4,4,3,2,3,14
Tom Young,,0,5,3,3,4,3,4,2,3,3,4,3,1,4,14
Joe Celentano,,,1,3,3,3,2,2,2,1,3,2,2,0,5,14
Rhea Powell,,,,0,2,3,2,3,3,2,2,2,1,1,6,14
Amanda Mcillmurray,,,,,0,3,3,3,2,3,3,1,2,2,7,14
Andi Perez,,,,,,0,2,3,1,2,2,2,2,1,8,14
Judi Golding Baker,,,,,,,1,2,1,3,3,2,3,2,9,14
Micah Mahjoubian,,,,,,,,0,3,3,2,1,1,2,10,14
Noam Kugelmass,,,,,,,,,0,1,2,0,0,1,11,14
Darrell L Clarke,,,,,,,,,,0,2,2,2,2,12,14
Marylouise Isaacson,,,,,,,,,,,0,2,2,1,13,14
Matthew D Myers,,,,,,,,,,,,0,2,0,14,14
Mariel J K Martin,,,,,,,,,,,,,0,1,15,14
Jon Geeting,,,,,,,,,,,,,,0,16,14
Total,19,9,8,8,5,5,5,5,5,4,4,4,3,2,17,14
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,15
,Tom Wolf,Rhea Powell,Andi Perez,Judi Golding Baker,Mariel J K Martin,Tom Young,Amanda Mcillmurray,Darrell L Clarke,Joe Celentano,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Jon Geeting,2,15
Tom Wolf,0,7,6,5,4,3,2,3,3,3,3,3,3,2,3,15
Rhea Powell,,0,4,3,3,3,1,2,3,1,2,3,2,1,4,15
Andi Perez,,,0,5,4,3,2,3,3,3,3,3,3,2,5,15
Judi Golding Baker,,,,0,3,2,1,3,2,3,3,2,2,2,6,15
Mariel J K Martin,,,,,0,3,2,1,2,1,1,2,3,1,7,15
Tom Young,,,,,,0,2,1,2,0,1,2,2,1,8,15
Amanda Mcillmurray,,,,,,,0,0,1,1,0,1,2,0,9,15
Darrell L Clarke,,,,,,,,0,1,2,2,2,1,1,10,15
Joe Celentano,,,,,,,,,0,1,2,2,1,1,11,15
Marylouise Isaacson,,,,,,,,,,0,2,1,1,1,12,15
Matthew D Myers,,,,,,,,,,,0,1,0,2,13,15
Micah Mahjoubian,,,,,,,,,,,,0,2,0,14,15
Noam Kugelmass,,,,,,,,,,,,,0,0,15,15
Jon Geeting,,,,,,,,,,,,,,0,16,15
Total,9,7,6,5,4,4,3,3,3,3,3,3,3,2,17,15
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,16
,Tom Wolf,Noam Kugelmass,Rhea Powell,Tom Young,Joe Celentano,Andi Perez,Micah Mahjoubian,Mariel J K Martin,Amanda Mcillmurray,Marylouise Isaacson,Darrell L Clarke,Judi Golding Baker,Matthew D Myers,Jon Geeting,2,16
Tom Wolf,1,8,9,8,6,5,5,4,3,3,3,3,3,2,3,16
Noam Kugelmass,,0,6,7,6,4,5,4,3,4,2,1,2,1,4,16
Rhea Powell,,,0,4,4,2,3,2,1,2,2,1,1,0,5,16
Tom Young,,,,0,7,3,6,4,3,3,2,2,3,2,6,16
Joe Celentano,,,,,0,3,5,4,3,3,2,1,2,0,7,16
Andi Perez,,,,,,0,2,4,4,3,2,2,1,0,8,16
Micah Mahjoubian,,,,,,,0,2,2,2,0,1,0,1,9,16
Mariel J K Martin,,,,,,,,0,4,4,3,2,2,0,10,16
Amanda Mcillmurray,,,,,,,,,0,3,2,2,1,0,11,16
Marylouise Isaacson,,,,,,,,,,0,2,1,1,0,12,16
Darrell L Clarke,,,,,,,,,,,0,2,2,0,13,16
Judi Golding Baker,,,,,,,,,,,,0,1,1,14,16
Matthew D Myers,,,,,,,,,,,,,0,1,15,16
Jon Geeting,,,,,,,,,,,,,,0,16,16
Total,15,9,9,9,7,6,6,5,4,4,3,3,3,2,17,16
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,17
,Tom Wolf,Rhea Powell,Tom Young,Andi Perez,Joe Celentano,Jon Geeting,Mariel J K Martin,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Judi Golding Baker,Matthew D Myers,Noam Kugelmass,Amanda Mcillmurray,2,17
Tom Wolf,1,7,5,4,5,5,3,4,4,1,3,2,3,2,3,17
Rhea Powell,,0,4,4,4,5,3,4,4,1,3,2,3,2,4,17
Tom Young,,,0,3,3,4,3,5,2,2,2,3,2,1,5,17
Andi Perez,,,,0,3,3,3,3,3,2,1,2,2,1,6,17
Joe Celentano,,,,,0,4,3,3,2,1,2,1,2,0,7,17
Jon Geeting,,,,,,0,3,4,3,1,3,2,2,1,8,17
Mariel J K Martin,,,,,,,1,3,1,2,2,2,1,0,9,17
Marylouise Isaacson,,,,,,,,0,2,1,2,3,2,1,10,17
Micah Mahjoubian,,,,,,,,,0,1,2,1,2,2,11,17
Darrell L Clarke,,,,,,,,,,0,1,1,0,0,12,17
Judi Golding Baker,,,,,,,,,,,0,1,1,1,13,17
Matthew D Myers,,,,,,,,,,,,0,0,1,14,17
Noam Kugelmass,,,,,,,,,,,,,0,1,15,17
Amanda Mcillmurray,,,,,,,,,,,,,,0,16,17
Total,10,7,7,5,5,5,5,5,4,3,3,3,3,2,17,17
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,18
,Tom Wolf,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Tom Young,Mariel J K Martin,Andi Perez,Noam Kugelmass,Joe Celentano,Judi Golding Baker,Micah Mahjoubian,Darrell L Clarke,Jon Geeting,Matthew D Myers,2,18
Tom Wolf,5,13,11,11,9,7,7,7,6,5,5,4,4,3,3,18
Rhea Powell,,1,10,8,8,6,6,6,6,4,5,3,2,2,4,18
Marylouise Isaacson,,,0,7,7,7,6,5,5,6,4,4,3,3,5,18
Amanda Mcillmurray,,,,0,5,5,5,4,4,4,4,2,1,3,6,18
Tom Young,,,,,1,4,5,5,5,3,4,2,2,1,7,18
Mariel J K Martin,,,,,,0,5,3,4,4,3,2,3,2,8,18
Andi Perez,,,,,,,0,4,3,1,4,1,2,1,9,18
Noam Kugelmass,,,,,,,,0,3,1,3,2,1,0,10,18
Joe Celentano,,,,,,,,,0,3,3,1,2,2,11,18
Judi Golding Baker,,,,,,,,,,0,1,3,2,3,12,18
Micah Mahjoubian,,,,,,,,,,,0,0,0,1,13,18
Darrell L Clarke,,,,,,,,,,,,0,2,1,14,18
Jon Geeting,,,,,,,,,,,,,0,1,15,18
Matthew D Myers,,,,,,,,,,,,,,0,16,18
Total,24,14,12,11,10,8,7,7,6,6,5,4,4,3,17,18
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,19
,Tom Wolf,Rhea Powell,Andi Perez,Marylouise Isaacson,Amanda Mcillmurray,Darrell L Clarke,Tom Young,Joe Celentano,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Mariel J K Martin,Matthew D Myers,Micah Mahjoubian,2,19
Tom Wolf,1,9,7,4,3,5,5,4,4,4,2,2,3,3,3,19
Rhea Powell,,0,5,3,3,4,3,4,3,4,1,2,1,3,4,19
Andi Perez,,,0,4,3,4,2,2,3,2,3,2,1,2,5,19
Marylouise Isaacson,,,,1,3,3,3,1,3,2,3,3,2,1,6,19
Amanda Mcillmurray,,,,,1,3,1,0,2,1,1,3,1,0,7,19
Darrell L Clarke,,,,,,0,2,1,4,1,1,2,2,1,8,19
Tom Young,,,,,,,0,2,2,2,2,1,3,2,9,19
Joe Celentano,,,,,,,,0,1,3,1,0,0,3,10,19
Judi Golding Baker,,,,,,,,,0,1,1,2,2,1,11,19
