col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Nina Ahmad,,,,,0,0,7,22
Ray Sosa,,,,,,0,8,22
Total,18,8,6,1,1,0,9,22
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,23
,Tom Wolf,Mike Stack,Kathi Cozzone,John Fetterman,Ray Sosa,Nina Ahmad,2,23
Tom Wolf,0,12,3,1,1,0,3,23
Mike Stack,,1,0,0,0,0,4,23
Kathi Cozzone,,,0,0,0,0,5,23
John Fetterman,,,,1,0,0,6,23
Ray Sosa,,,,,0,0,7,23
Nina Ahmad,,,,,,0,8,23
Total,17,13,3,2,1,0,9,23
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,24
,Tom Wolf,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,24
Tom Wolf,1,3,2,1,0,0,3,24
Kathi Cozzone,,0,0,0,0,0,4,24
Mike Stack,,,0,0,0,0,5,24
Nina Ahmad,,,,0,0,0,6,24
John Fetterman,,,,,0,0,7,24
Ray Sosa,,,,,,0,8,24
Total,7,3,2,1,0,0,9,24
